,Subj_Pred,Obj,Obj_true,PMID
15,enforced expression of hsa_circ_0005075 potentiated,[start] to be improved including meeting records presently [end],[start] the proliferation [end],31476947
16,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] an important cause of cancer - related mortality [end],28391421
17,About 50 % of colorectal cancers are attributed,[start] to be improved including meeting records presently [end],[start] to about 15 % - 20 % [end],9847903
18,the majority of CRCs are,[start] a significant association between hpylori and crds [end],[start] in fact sporadic rather than familial [end],28391421
19,colorectal tumors are,[start] a significant difference in the development of the development of gastric cancer [end],[start] immunoresponsive [end],30465238
20,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] one of the leading cause of death by cancer worldwide in both women [end],31605233
21,diverse organisational aspects can favour,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the correct management of their relatives [end],27888866
22,the effects have had,[start] a major goal of improving understanding for the natural history of the primary care systems [end],"[start] in the assessment of this disease , including therapeutic assessment [end]",17329195
23,This review presents,[start] important for proper management of the treatment of type 2 diabetes mellitus [end],"[start] commonly encountered findings in the diagnosis of patients with colorectal cancer using computed tomography ( CT ) colonography , magnetic resonance imaging [end]",25493009
24,PET / CT colonography is,[start] a significant difference in the same time [end],[start] valuable in the evaluation of hepatic disease [end],25493009
25,A model of cancer development involving cancer stem cells has been put,[start] a significant association between hpylori and crds [end],[start] forward because it provides a possible explanation of tumor hierarchy [end],23674867
26,Differences were noted,[start] for analyzing the etiology of t1dm [end],[start] in biologic properties of distal segments of normal adult colonic epithelium [end],2240880
27,future policy initiatives aimed,[start] to be improved including meeting records presently [end],[start] at reducing disparities [end],16682737
28,other parameters are assessed,[start] from a systematic reviews on the respective roles of inhaled antibiotics for the resected specimen [end],[start] in the pathology report to indicate the extent of the disease [end],29414818
29,the management of early colorectal cancer assumes,[start] a significant difference in the same time [end],[start] increasing importance With the introduction of colorectal cancer screening [end],9607526
30,This marker to better understand,[start] the potential benefits mechanisms of inhaled antibiotics for the management of colorectal cancer [end],[start] the characteristics of cancer stem cells [end],23674867
31,nurses to understand,[start] the potential benefits mechanisms of inhaled antibiotics for the management of colorectal cancer [end],[start] how to provide accurate information regarding screening [end],17476735
32,both of non-mutation carriers are discussed,[start] in the clinic [end],[start] in familial adenomatous polyposis [end],10647626
33,EOCRC to have,[start] a significant association between hpylori and crds [end],[start] a different spectrum of clinical [end],29616330
34,the calculations are based,[start] on the chain of potential [end],[start] on the unhydrated Hemoccult - II test in randomized trials [end],11036284
35,a woman will undergo,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] colonoscopy [end],21601788
36,histone modification are involved,[start] by the presence of the natural history of the disease [end],[start] in a complex network [end],22156874
37,the dense local lymphocyte infiltration is,[start] a significant association between hpylori and crds [end],[start] typical of MSI - H colorectal cancer [end],24196629
38,a heterogeneous disease caused,[start] by the presence of the inflammatory nature of lung cancer [end],[start] in part by epigenetic alterations [end],21635968
39,two hundred fifty three thousand cases were diagnosed,[start] cardiovascular disease [end],[start] in China accounted for 18.6 % In 2012 one million thirty six thousand cases of colorectal cancer [end],29562407
40,Caring for patients with hereditary colorectal cancer syndromes requires,[start] a major goal of improving understanding for the association with diabetes [end],[start] nurses to understand how to provide accurate information regarding screening [end],17476735
41,Environmental risk factors for colorectal cancer are found,[start] for the use of inhaled steroids to the disease [end],"[start] in a western diet , rich in low in fruit [end]",9106701
42,30 articles were found on,[start] a vignette with a high intake of fruit [end],[start] Chinese [end],23991947
43,the vascular anatomy facilitates,[start] a significant association between hpylori and crds [end],[start] laparoscopic surgery [end],25493009
44,rectal cancers are,[start] a significant difference in the same time [end],[start] distinctive therapeutic entities Meanwhile [end],19283877
45,RCC left,[start] with a high intake of fruit [end],[start] colorectal cancer [end],30588187
46,the National Ministry of Health chinese medical association,[start] the most promising biomarker panels allowing breast conserving surgery for gastric cancer [end],"[start] """"""""""""""""""""""""""""""the """""""""""""""""""""""""""""""" Chinese Protocol of Treatment of Colorectal Cancer"""""""""""""""""""""""""""""" [end]",29562407
47,Studies have shown,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,"[start] that that since 1985 , colon cancer rates have dipped 20 % to 25 % for Whites [end]",19673013
48,Colorectal carcinomas are,[start] a significant difference in the same time [end],"[start] heterogeneous in their morphologic , immunologic aspects [end]",31533138
49,more evidence about molecular events of carcinogenesis needs to definitely confirm,[start] the greatest promise for the prevention of gastric cancer [end],[start] the conception [end],19283877
50,Identification of the unique proteome landscape within individual tumors is,[start] on the chain of potential for tzds in the past decade [end],[start] imperative for understanding cancer biology [end],29316255
51,Its expression level was associated,[start] with a high intake of fruit [end],[start] with tumor diameter in colorectal cancer [end],31476947
52,the highest number of deaths of CRC every year in the world seriously threatens,[start] to be improved including meeting records presently [end],[start] the health of Chinese residents [end],32727186
53,A survey to produce,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] reliable estimates for the attitudes [end],25280546
54,The strategies targeting,[start] a major goal of improving understanding for practice [end],[start] lipidome [end],26967051
55,The development of colorectal cancer can be influenced,[start] by the presence of the same time [end],[start] by genetic factors in sporadic cases [end],25110415
56,The 2017 edition of the protocol would promote,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the disease in the management of a high rates of,[start] the standardization of treatment of colorectal cancer in China [end],29562407
57,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] one of the three topmost common cancers in the second most common cancer in women worldwide [end],25927672
58,This article reviews,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the major advances in the management of colorectal cancer [end],8281470
59,Its expression was negatively correlated,[start] with a high intake of fruit [end],[start] with overall survival of patients with colorectal cancer [end],31476947
60,Effective therapy for treatment of colorectal cancer includes,[start] a major goal of improving understanding for practice [end],"[start] comprehensive and evidence - based therapies that may include a combination of surgery , chemotherapy , targeted therapy , and / or radiation [end]",30937550
61,individual Asian subgroups were,[start] with the goal of improving understanding for the natural history of colorectal cancer [end],[start] underserved with CRC intervention [end],23991947
62,The findings confirm,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the necessity of starting colorectal screening intervention [end],25280546
63,This article discusses,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the role of diagnostic imaging in screening of cancers of the colon [end],14983592
64,social problem requires,[start] a significant difference in the same time [end],[start] multidisciplinary approach in which family physicians have an important role [end],29083907
65,The revised part of Chinese Protocol of Diagnosis of Colorectal Cancer ( 2020 edition involves,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] surgery [end],32727186
66,This article aims at providing,[start] a clearer understanding of the association studies [end],[start] a concise overview of management for some of the best researched colorectal cancer predispositions [end],31232663
67,The mutation status of NRAS is investigated,[start] to be improved including meeting records presently [end],[start] in a metastatic context to predict the response to anti-EGFR therapy [end],29414818
68,African Americans to suffer,[start] by the presence of the inflammatory nature of lung cancer [end],[start] from better differentiated tumors [end],19673013
69,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] one the most frequently diagnosed cancer at the presence [end],27088789
70,data concerning,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the clinical utility of current tissue biomarkers in the treatment of colorectal cancer [end],24487787
71,studies involving,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the use of colorectal cancer patient navigators [end],27294749
72,This review focuses,[start] on the chain of potential [end],[start] on CT assessment of colorectal cancer angiogenesis [end],17329195
73,Attention is focused,[start] on the chain of potential [end],[start] on what is known about the role of cancer screening [end],16682737
74,mortality rates reflecting,[start] the most studied tree nut [end],[start] improvements in early detection [end],8281470
75,The epidemiology of colorectal cancer has generated,[start] a significant association between hpylori and crds [end],[start] more interest recently because recent developments in genetics have increased our understanding of the role of genes in the etiology of colorectal cancer [end],9106701
76,2017 edition of the protocol would improve,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the survival of patients [end],29562407
77,The epidemiology of colorectal cancer has generated,[start] a significant association between hpylori and crds [end],[start] more interest recently because recent developments in molecular biology have increased our understanding of the role of genes in the etiology of colorectal cancer [end],9106701
78,some of these variants may modify,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the risk of cancer in patients with mutations in high - penetrance genes [end],25110415
79,the TNM stage were,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] independent predictors of DFS [end],30588187
80,incidence rates have been falling,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] reflecting improvements in treatment [end],8281470
81,This knowledge can be used,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] to define a subpopulation at increased risk for colorectal cancer [end],15161437
82,Screening tests are,[start] a significant difference in the same time [end],"[start] able to detect cancers soon ( immunochemical tests , other methods virtual colonoscopy etc. [end]",27088789
83,Only 340 individuals reported screening,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] for cancer ever [end],25280546
84,This review summarizes,[start] the association between polypharmacy and all cause of all cause of cancer related deaths in the world [end],[start] several of the key issues [end],21199515
85,immunotherapy offers,[start] a significant association between hpylori and crds [end],[start] a valuable Currently [end],30465238
86,data concerning,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the clinical utility of future tissue biomarkers in the diagnosis of colorectal cancer [end],24487787
87,The Dukes system is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the classic staging method for colorectal cancer [end],10750881
88,Observation of NK cell changes may lead,[start] to a promising positive impact on caregivers to monitor diet [end],[start] to earlier detection [end],32918127
89,Colorectal cancer is worldwide,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the leading cause of cancer - related death [end],30588187
90,molecular markers recommended,[start] to be improved including meeting records presently [end],[start] for use in diagnosis [end],21635968
91,Caucasians to respond better,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] to standard chemotherapy regimens [end],19673013
92,Caring for patients with hereditary colorectal cancer syndromes requires,[start] a major goal of improving understanding for the association with diabetes [end],[start] nurses to understand how to provide accurate information regarding management [end],17476735
93,This study to examine,[start] the association between polypharmacy and all cause of cancer related deaths in the united states [end],[start] the effects of a mobile navigation program on uncertainty [end],31266924
94,new approaches will render,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] preventive strategies more acceptable for the population [end],26499755
95,African - Americans are,[start] a major goal of improving understanding for the management of gastric cancer [end],[start] 38 % to 43 % more likely to die from colon cancer [end],19673013
96,This liver metastatic rate was,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] high compared to general colorectal cancer [end],27693064
97,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] preventable [end],15161437
98,the risk factors associated,[start] with a high intake of fruit [end],[start] with early cancer diagnosis [end],25280546
99,microsatellite status are assessed,[start] as a model in the primary care setting of the clinical presentation of the best cardiovascular disease [end],[start] in the pathology report to indicate the extent of the disease [end],29414818
100,"""""""""""""""""""""""""""""""The revised part of """""""""""""""""""""""""""""""" Chinese Protocol of Diagnosis of Colorectal Cancer"""""""""""""""""""""""""""""" involves",[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] new progress in the field of radiotherapy [end],29562407
101,The strategies targeting lipidome have been applied,[start] to be improved including meeting records presently [end],[start] in clinical trails [end],26967051
102,policies provide,[start] a clearer understanding of the association studies [end],[start] access to treatment for underserved populations [end],27294749
103,more evidence about molecular events of carcinogenesis needs,[start] for the treatment of type 2 diabetes mellitus [end],[start] to be collected to definitely confirm the conception [end],19283877
104,Integrins have,[start] a clearer understanding of the association studies [end],[start] direct effects in stimulating proliferation [end],2007
105,Its expression level was associated,[start] with a high intake of fruit [end],[start] with distal metastasis [end],31476947
106,The present editorial aims,[start] to be improved including meeting records presently [end],[start] to summarize the 17 scientific papers [end],31242580
107,African Americans to be diagnosed,[start] to be formulated for the disease [end],[start] at a later stage [end],19673013
108,colorectal cancer had the second highest percentage of,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] 57.3 % [end],25280546
109,Surgical adjuvant chemotherapy is recommended,[start] to a better understanding of the respective roles of genetic alterations in the development of gastric cancer [end],[start] in III disease [end],11486985
110,Several factors may explain,[start] the most promising positive family history of gastric cancer [end],[start] this apparent epidemic [end],28391421
111,the American College of Gastroenterology have published,[start] a significant association between hpylori and crds [end],[start] recommendations for colorectal cancer screening [end],11284773
112,right colorectal cancers rely,[start] on the chain of potential [end],[start] on the activation of different molecular pathways ( MSI status [end],29796712
113,The mutation status of KRAS is investigated,[start] to be improved including meeting records presently [end],[start] in a metastatic context to predict the response to anti-EGFR therapy [end],29414818
114,"The development of cancer at the rectum , though similar to that at the colon displays",[start] a significant association between hpylori and crds [end],[start] its own unique features [end],19283877
115,Screening presents,[start] a significant association between hpylori and crds [end],[start] a unique opportunity to discover early colorectal cancer [end],30173217
116,Surgical resection is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the primary treatment modality for colorectal cancer [end],11486985
117,This histological heterogeneity is mirrored,[start] that the aberrant expression of lung cancer stem cells exert some time in the best treatment [end],[start] on the molecular level [end],31533138
118,factors may contribute,[start] to a systematic review of the skills necessary to manage diabetes over a large scale [end],[start] to such disparities [end],27294749
119,Current molecular genetic diagnostics making,[start] the greatest promise for the study of lung cancer [end],[start] use of high - throughput sequencing technologies [end],31232663
120,China has become,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the country with the highest number of new cases of CRC every year in the world [end],32727186
121,Attention is focused,[start] on the chain of potential [end],[start] on what is known about the role of the differences in the receipt of [end],16682737
122,"patients who report signs and symptoms , such as blood in the stool should be referred",[start] a major goal of improving understanding for the association with diabetes [end],[start] for medical evaluation [end],11486985
123,these patients have,[start] a significant association between hpylori and crds [end],[start] a unique range of psychological needs [end],25927672
124,economic problem requires,[start] a significant association between hpylori and crds [end],[start] multidisciplinary approach in which family physicians have an important role [end],29083907
125,radiotherapy decreases successfully,[start] with a high intake of fruit [end],[start] rates [end],9950460
126,This paper reviews,[start] the association between polypharmacy and all cause of all cause of cancer related deaths in the world [end],[start] recent research works on the proteome heterogeneity in CRC [end],29316255
127,the important roles played,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] by cultural competency in addressing colorectal cancer disparities , including the need for studies [end]",27294749
128,thorough radiologic imaging allows,[start] the most promising positive evidence from new insights into development of colorectal cancer [end],[start] appropriate initial staging of the disease [end],28501243
129,NK cells are altered,[start] for the study [end],[start] by the treatment ( both surgical ) of colorectal cancer [end],32918127
130,Colorectal cancer causes,[start] a major goal of improving understanding for the most prevalent [end],[start] significant morbidity [end],11483450
131,The objectives of predictive molecular testing are,[start] a significant difference in the same time [end],[start] to identify the disease - causing germline mutation in an index [end],10647626
132,Personal molecular phenotype of CRC tumors are used,[start] for the treatment of type 2 diabetes mellitus [end],[start] in determining which patients should be referred for clinical genetic evaluation [end],27899184
133,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] the third most common cancer diagnosed in approximately 5 % of cases [end],27899184
134,the National Family Planning Commission has organized experts to revise,[start] the greatest promise for the study [end],[start] the protocol in 2017 [end],32727186
135,the National Health Commission has organized experts to revised,[start] the greatest promise for the study [end],[start] the protocol 2 times the first time in 2015 [end],29562407
136,These advances in the understanding of the biology of tumorigenesis to provide,[start] a clearer understanding of the association studies [end],[start] distinct biomarkers that will aid future diagnosis [end],22156874
137,a multi-dimensional endeavor involving,[start] the greatest promise for the prevention of gastric cancer [end],[start] prediction best treatment guidelines [end],24962603
138,The measurement of outcomes in non-metastatic rectal cancer patients is,[start] a clearer understanding of the association studies [end],[start] a multi-dimensional endeavor involving prediction standard of care [end],24962603
139,Several imaging modalities are used,[start] to be improved including meeting records presently [end],[start] with different associated disadvantages [end],28501243
140,Checkpoint inhibitor drugs developed,[start] to be improved including meeting records presently [end],[start] for cancer immunotherapy [end],30449839
141,This review presents,[start] important for proper management of the treatment of type 2 diabetes mellitus [end],[start] commonly encountered findings in the staging of patients with colorectal cancer using positron emission tomography [end],25493009
142,Colorectal cancer encompassing,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] rectal cancer [end],27165364
143,proper treatment should address,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] the nociceptive , neuropathic and / or psychogenic pain component [end]",33171427
144,clinicians not to overlook,[start] the greatest potential for the disease [end],[start] this complication [end],27693064
145,The present article reviews,[start] the most promising biomarker panels allowing breast cancer metastasis [end],"[start] the most novel findings presented at the latest meeting of the American Gastroenterological Association on hereditary forms of colorectal cancer , especially Lynch syndrome [end]",27888866
146,EOCRCs are,[start] a significant association between hpylori and crds [end],[start] there is a longer interval between diagnosis [end],29616330
147,women are,[start] a major goal of improving understanding for practice [end],[start] more susceptible to dose - related toxicity effects of fluorouracil [end],11486985
148,areas of future policy initiatives are discussed,[start] in the clinic [end],[start] Finally [end],16682737
149,Methods reviewed,[start] the greatest promise for the prevention of gastric cancer [end],[start] the proceedings of current guidelines [end],30465238
150,underuse screening measures to reduce,[start] the greatest potential for the prevention of gastric cancer [end],[start] disease morbidity [end],11486985
151,the same mechanisms underlie inherited,[start] the development of diabetes [end],[start] nonpolyposis colon cancer [end],2240880
152,alterations affecting,[start] the study [end],[start] the cellular antigen presentation mechanism where beta2 - microglobulin ( B2M ) mutations that directly result from DNA mismatch repair deficiency represent the most common mechanism [end],24196629
153,Accurate preoperative staging is,[start] to a promising positive family history of cardiovascular disease [end],[start] crucial in the management of early colorectal cancer [end],9607526
154,DNA methylation of cancer - related gene promoters affecting,[start] to a promising positive family history of cardiovascular disease [end],[start] various types of colorectal cancer [end],22156874
155,The clinical utility of the detection of circulating tumor cells in patients is hampered,[start] a major goal of improving understanding for practice [end],[start] by a number of specific hurdles still [end],23375250
156,a side of origin has,[start] a major goal of improving understanding for practice [end],[start] a key impact on response to different systemic therapies [end],29796712
157,Colorectal cancer has becoming,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a serious threat of Chinese residents ' health [end],29562407
158,advances made,[start] to be improved including meeting records presently [end],[start] over the last 10 years in prevention [end],10074658
159,hereditary syndromes predisposing,[start] on the chain of potential [end],[start] them to colorectal cancer lies in the possibility of applying preventive more appropriate management of their families [end],26520200
160,Health systems need to identify,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] systematic methods of addressing the unique needs of the survivorship population [end],30937550
161,immunotherapy has shown,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] promising results in various types of cancers In recent years [end],30449839
162,30 articles were found on,[start] a vignette with a high intake of fruit [end],[start] Filipino [end],23991947
163,survival rates of colorectal cancer are,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] higher when rectal cancers are excluded both of which emphasize their different properties [end],19283877
164,resilience was measured,[start] with a composite index in the first [end],[start] using the Korean version of the Connor - Davidson Resilience Scale [end],31266924
165,This review outlines,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the needs of CRC survivors [end],25927672
166,The sporadic form has thus far,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] while familial and hereditary forms show the same inheritance pattern [end],14971997
167,670 patients in,[start] the greatest promise for the study of lung cancer [end],[start] the period between 1990 and 2009 [end],20700617
168,2017 edition of the protocol would improve,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the prognosis of patients [end],29562407
169,This study to examine,[start] the association between polypharmacy and all cause of cancer related deaths in the united states [end],[start] the effects of a mobile navigation program on resilience [end],31266924
170,This review raises,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] matters which still remain controversial in staging at the present time [end],21199515
171,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] the third most common cancer diagnosed in men [end],27899184
172,much attention has been given,[start] to be improved including meeting records presently [end],[start] to identify molecular markers Lately [end],19072647
173,its use was limited,[start] to a vignette [end],[start] to a few cancers until recently [end],30465238
174,the National Ministry of Health organized,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] colorectal cancer expertise of the Chinese Medical Association to write the Chinese Protocol of Diagnosis of Colorectal Cancer ( 2010 edition In 2010 [end],32727186
175,Colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] the most frequent malignancy in both sexes in Spain [end],26520200
176,the most novel findings presented,[start] to be improved including meeting records presently [end],"[start] at the latest meeting of the American Gastroenterological Association on hereditary forms of colorectal cancer , diverse organisational aspects [end]",27888866
177,The 2020 combined,[start] with a high intake of fruit [end],[start] with the specific national conditions [end],32727186
178,These groups are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] subjects aged 50 years or older , affected individuals ( gene carriers ) or family members of hereditary colorectal cancer syndromes ( i.e. , Lynch syndrome and familial adenomatous polyposis ) , and patients with inflammatory bowel diseases [end]",26499755
179,genetic mutations make,[start] on the chain of potential [end],[start] to colorectal cancer [end],27165364
180,microsatellite status are assessed,[start] as a model in the primary care setting of the clinical presentation of the best cardiovascular disease [end],[start] in the pathology report to indicate the prognosis of the disease [end],29414818
181,The objectives of predictive molecular testing to identify,[start] respiratory clinicians involved in care setting [end],[start] the disease - causing germline mutation in an index [end],10647626
182,the National Health Commission has organized experts to revise,[start] the greatest promise for the study [end],[start] the protocol in 2017 [end],32727186
183,the molecular mechanisms underlying,[start] the development of diabetes [end],[start] these four types of polyp cancer syndromes [end],11284773
184,Conclusion is,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] low in India [end],26842188
185,mortality rates reflecting,[start] the most studied tree nut [end],[start] improvements in treatment [end],8281470
186,A comprehensive approach to colorectal cancer includes,[start] a major goal of improving understanding for practice [end],"[start] thorough radiologic imaging , which allows subsequent surveillance for disease recurrence [end]",28501243
187,New data consolidate,[start] the most promising biomarker panels allowing breast cancer is changing from mostly male smokers to include nonsmokers [end],[start] the role of core pluripotency transcription factors OCT4 as adverse prognostic factors in colorectal cancer [end],29944017
188,Differences were noted,[start] for analyzing the etiology of t1dm [end],[start] in biologic properties of distal segments of normal fetal colonic epithelium [end],2240880
189,characterization of the inflammatory infiltrate revealed,[start] substantially between eastern and western countries owing to numerous factors including government incentives to carry out population wide screening programmes,[start] major differences in the amount and location of inflammatory cells in distinct colorectal tumor types [end],29414818
190,Identifying colorectal cancer stem cells are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] important for developing new targeted interventions for colorectal cancer [end],22126725
191,these improvements have been,[start] for the treatment of type 2 diabetes mellitus [end],[start] more modest [end],27341604
192,The gut microbiota has been hailed,[start] a major goal of improving understanding for practice [end],[start] as an accessory organ [end],27380134
193,Colorectal cancer incidence has been rapidly rising,[start] in the clinic [end],[start] in those under the age of 50 over the last 20 years [end],29616330
194,pharmacists can help raise,[start] to be improved including meeting records presently [end],[start] women 's awareness of this disease [end],11486985
195,only 10 to 30 percent arise,[start] a major goal of improving understanding for practice [end],[start] from sessile adenomas [end],10750881
196,Colorectal cancer in a small proportion is,[start] a major goal of improving understanding for the most prevalent [end],[start] hereditary [end],27888866
197,colorectal cancer has translational research of,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] 17 scientific papers [end],31242580
198,Attention is focused,[start] on the chain of potential [end],[start] on what is known about the role of socioeconomic status [end],16682737
199,Previous trials have provided,[start] a clearer understanding of the association studies [end],[start] proof - of - principle [end],17329195
200,the most cost - effective approach remains,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] to be identified [end],7870142
201,knowledge of the molecular genetic characteristics of colorectal cancer has increased,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] In the past few years [end],7870142
202,extensive research has suggested,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] that nutrition may play both a protective role in the development of colon cancer [end],30646512
203,the incidence has decreased,[start] by the presence of the same time [end],[start] due to effective cancer screening measures [end],30646512
204,young patients diagnosed,[start] with the goal of improving understanding for the natural history of colorectal cancer [end],[start] in colon cancer due to unclear reasons at this point of time [end],30646512
205,The molecular pathogenesis of colorectal cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] heterogeneous [end],24196629
206,This macroscopic heterogeneity is mirrored,[start] that the aberrant expression of lung cancer stem cells exert some time in the best treatment [end],[start] on the immunohistochemical level [end],31533138
207,Attention is focused,[start] on the chain of potential [end],[start] on what is known about the role of comorbidities [end],16682737
208,Metachronous colorectal cancer is,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] a potential risk that proves the necessity of postoperative colonoscopic control of all patients with colorectal cancer [end],20700617
209,cancer cells are detected,[start] in the clinic [end],[start] in regional lymph nodes compared to when the nodes are cancer - free [end],25253945
210,Accurate diagnosis staging is,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] crucial in the management of early colorectal cancer [end],9607526
211,Its role in early stages of resected disease is,[start] a major goal of improving understanding for practice [end],[start] still uncertain [end],29796712
212,The evaluation of the MSI / MMR status of the already developed colorectal cancer cases could help,[start] as a model in the primary care setting of the clinical presentation of the best cardiovascular disease [end],[start] in the screening of the latter forms [end],32181760
213,colorectal cancer screening should begin,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] at 50 years of age in patients [end],10750881
214,data will help,[start] on the chain of potential [end],[start] colorectal cancer treatment programs [end],25280546
215,Outcomes of genetic testing performed using,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] next - generation sequencing ( NGS ) multigene panels [end],27899184
