,Subj_Pred,Obj,Obj_true,PMID
29,Purpose of review summarizes,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the rapid progress being made in treatment of advanced prostate cancer [end],30925537
30,advanced disease does not respond,[start] to a decrease in the number of clinical practice [end],[start] to androgen deprivation therapy [end],18786842
31,cure is,[start] a major goal of improving understanding for the natural history of the most common independent easily modifiable risk factor for,[start] no longer achievable therapeutic approaches for increase of survival are needed a situation [end],26728408
32,the proportion of prostate cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] small To date [end],27986209
33,Results included,[start] with a high intake of fruit [end],[start] new treatment strategies for the role of extracellular vesicles in their potential as biomarkers [end],31825540
34,Androgen deprivation therapy is,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] the mainstay treatment for patients with prostate cancer [end],24274615
35,chemotherapy to treat,[start] the development of diabetes [end],[start] dogs with prostate cancer [end],18786842
36,clinical trials were conducted,[start] for analyzing the etiology of t1dm [end],"[start] over the course of the last decade , first among patients with castration resistant prostate cancer , then among those with hormone - sensitive disease [end]",32462838
37,"""""""""""""""""""""""""""""""This """""""""""""""""""""""""""""""" middle ground """""""""""""""""""""""""""""""" of therapy , between active surveillance and whole - gland treatment"""""""""""""""""""""""""""""" is appealing",[start] the most studied tree nut [end],[start] to patients because the risk for side effects is believed to be lower with focal therapy than with whole - gland treatment [end],32558805
38,novel liquid biopsy approaches might support,[start] a significant association between hpylori and crds [end],[start] an individual patient - centred oncological approach in the nearer future [end],29198331
39,bacterial strains have been engineered,[start] that the aberrant expression of lung cancer stem cells exert some time in the light on the clinical practice [end],[start] to express cancer - specific prodrug - converting cytokines [end],30324354
40,many elements regarding the management of patients with prostate cancer remain,[start] the use of inhaled steroids to the disease [end],[start] enigmatic [end],21479346
41,accessibility for transcriptional regulation play,[start] a significant association between hpylori and crds [end],[start] key roles in prostate cancer initiation still [end],32139297
42,a clinical case managed,[start] for the study [end],[start] at our institution [end],28882782
43,HDRBT in prostate cancer can be practiced safely,[start] to be improved including meeting records presently [end],[start] within the context of these guidelines with the main indication [end],23773409
44,a matrigel plug containing,[start] a major goal of improving understanding for practice [end],[start] human prostatic stroma [end],17939301
45,The improvement in quality of life with TTh understood,[start] to be improved including meeting records presently [end],[start] while the argument for significantly increased risk of cancer or other adverse effects is much less robust [end],29961247
46,Surgery has been limited,[start] to be improved including meeting records presently [end],[start] by the aggressive nature of the disease [end],18786842
47,This article addresses,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],"[start] surgical aspects germane to the management of men with prostate cancer , including patient selection for minimization of positive surgical margins [end]",24188255
48,teachers to obtain,[start] a vignette with a high intake of fruit [end],[start] updated information on new therapies including new updated clinical trials [end],30229546
49,more cancers being detected,[start] in the clinic [end],[start] at a lower stage [end],17432554
50,all of which have shown,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] significant improvement on overall survival [end],29266472
51,receptors belonging,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] to the a hydrolyzing enzyme [end],21912423
52,the poor specificity of the PSA test in men with benign prostatic hyperplasia leads,[start] to the development of a predominant factor was found to be infection of helicobacter pylori advances in the deranged signalling,[start] to high rates of prostate biopsy [end],17432554
53,how epigenetic change regulates,[start] the most common cancer in the world [end],[start] the progression of the interaction between epigenetic modulators [end],32139297
54,The combination of long - term androgen deprivation therapy has been shown,[start] a multisector strategy that cuts mortality through quality health care services [end],[start] in multiple clinical trials to prolong overall survival in men with high - risk prostate cancer compared with either treatment alone [end],25708578
55,Results included,[start] with a high intake of fruit [end],[start] new treatment strategies for targeted therapies [end],31825540
56,mCRPC represents,[start] a significant association between hpylori and crds [end],[start] a situation where cure is no longer novel therapeutic approaches for palliation are needed [end],26728408
57,Antibody - based targeted immunotherapy and dendritic - cell - based vaccination are,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] among the therapies [end],30324354
58,This failure of androgen deprivation is related,[start] to a systematic review of systematic reviews using the flowchart to select studies [end],[start] to the emergence of splice variants of the androgen receptor [end],28945566
59,endocrine function implicated,[start] by the presence of the inflammatory nature of lung cancer [end],[start] by the importance of endocrine function in the treatment of prostate cancer [end],6387660
60,novel agents that target certain biological pathways to highlight,[start] the greatest promise for the study of lung cancer [end],[start] the likely future directions for progress in the clinical management of advanced prostate cancer [end],32209821
61,The importance of long non-coding RNAs ( lncRNAs ) in the pathogenesis of various malignancies has been uncovered,[start] with a high intake of fruit [end],[start] over the last few years [end],28241429
62,This review highlights,[start] the association between polypharmacy and all cause of all cause of cancer related deaths in the world [end],[start] the most important studies on elastography to follow the improvements [end],24452740
63,most patients experience,[start] a major goal of improving understanding for practice [end],[start] resistant to disease progression eventually [end],30374010
64,"These advances , along with an improved understanding of the adaptive responses to immunotherapy are catalyzing",[start] a significant association between hpylori and crds [end],[start] development of more effective therapeutic strategies for advanced disease [end],30181359
65,Effective diagnostic investigation decisions require,[start] the most promising biomarker panels allowing breast cancer metastasis [end],"[start] additional factors , above , for a more individual treatment approach [end]",31466098
66,tumor profiling technologies include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],"[start] next - generation sequencing , epigenetic , transcriptomic methods [end]",28635333
67,Accumulated evidence shows,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] that chromatin integrity still play key roles in prostate cancer progression [end],32139297
68,The risk of over-diagnosing ( indicated by all the major American studies is,[start] a major goal of improving understanding for the association with diabetes [end],[start] real [end],28255369
69,lncRNAs may prohibit,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] metastatic spread [end],28241429
70,the issues make,[start] a clearer understanding of the natural history of the etiology of colorectal cancer [end],[start] a difference to patients [end],17432554
71,sexual dysfunction resulted,[start] in the clinic [end],[start] from radical prostatectomy often [end],8290819
72,men with favorable intermediate - risk prostate cancer may be,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] candidates for active surveillance , dose - escalated radiation therapy without short - term androgen deprivation therapy ( ADT ) , or , interestingly , standard - dose radiation therapy plus short - term ADT [end]",26984216
73,Polygenic risk scores ( PRS ) combining these variants are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] now clinically available [end],31629419
74,The present paper to deliver,[start] a significant association between hpylori and crds [end],[start] new research data [end],28255369
75,endocrine function implicated,[start] by the presence of the inflammatory nature of lung cancer [end],[start] by the importance of endocrine function in normal prostatic growth [end],6387660
76,Robot - assisted radical prostatectomy has increased,[start] with a composite index in the first [end],"[start] in popularity although other options exist , including radiotherapy [end]",29549504
77,the lead time associated,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] with PSA testing [end],18568350
78,Prostate cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] a disease that presents a wide spectrum from low aggressiveness [end],29633943
79,This event is,[start] a significant association between hpylori and crds [end],[start] the foremost scientific conference in the world focusing on clinical prostate cancer research with the highest potential for improving the lives of prostate cancer patients [end],27272144
80,The decision about choosing the right treatment has become,[start] a major goal of improving understanding for the natural history of the primary care systems of the most common malignancy,[start] pertinent for many patients [end],29549504
81,many men with newly diagnosed prostate cancer may be,[start] a major goal of improving understanding for the most prevalent [end],[start] candidates for active surveillance [end],29580436
82,This meeting report provides,[start] a clearer understanding of the association studies [end],[start] a comprehensive summary of the talks [end],31825540
83,HDRBT in prostate cancer can be practiced effectively,[start] to a promising positive family history of cardiovascular disease [end],[start] within the context of these guidelines with the main indication [end],23773409
84,the rapid progress being made,[start] to a systematic review of systematic reviews using the flowchart to select studies [end],[start] in treatment of advanced prostate cancer [end],30925537
85,the recent data supporting the early use of novel androgen receptor inhibitors in advanced prostate aim to frame,[start] to assess the relationship between t1 dm and mortality [end],[start] how these drugs may fit within the existing context of docetaxel [end],32209821
86,immunotherapy has offered,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] new possibilities to treat metastatic prostate cancer [end],30324354
87,clinically relevant cancers may benefit,[start] by the presence of the inflammatory nature of lung cancer [end],[start] from radical treatment [end],18568350
88,the etiologic importance of these is,[start] from a systematic review of systematic reviews using the flowchart to select studies [end],[start] uncertain [ 55 [end],6387660
89,Nurses are,[start] a significant association between hpylori and crds [end],[start] responsible for ensuring men have the support [end],24754104
90,repeat biopsies performed,[start] to be improved including meeting records presently [end],[start] at 4 years in men under AS programs [end],28635333
91,The results of retrospective studies could assist,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] in developing a treatment strategy for advanced prostate cancer [end],29266472
92,Our understanding of the natural history of prostate cancer is progressing,[start] a significant association between hpylori and crds [end],[start] over time [end],17432554
93,"checkpoint immunotherapy , next - generation technologies visualize",[start] a significant difference in the two spirometers [end],[start] tumor microenvironment ( TME ) and molecular pathology [end],31825540
94,the available evidence regarding,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] etiopathogenesis [end],28882782
95,The limitations of these studies include,[start] respiratory clinicians involved in care setting [end],"[start] the assumption that dietary or plasma alpha - linolenic acid levels are positively associated with prostate tissue alpha - linolenic acid levels , and measurement errors of dietary , plasma and red blood cell alpha - linolenic acid levels [end]",15017185
96,a significant amount of patients undergone,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] radiotherapy [end],25219826
97,Prostate cancer was,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] the first cancer in which immunotherapy vaccine was approved by FDA in 2010 named Sipuleucel - T. No new immunotherapies have been approved since as phase 3 trials did n't show any improvement in overall survival ( OS ) especially with immune checkpoint inhibitors [end],29860848
98,a revision of the guidelines to update,[start] the greatest potential for the prevention of gastric cancer [end],[start] the findings [end],20414018
99,the pathological Gleason score were,[start] a major goal of improving understanding for practice [end],[start] independent predictive factors for progression to castration - resistant prostate cancer [end],32500468
100,patients with prostate cancer are not,[start] a major goal of improving understanding for practice [end],[start] candidates for definitive treatment [end],24274615
101,tumor - intrinsic and tumor - extrinsic mechanisms underlying,[start] the development of diabetes [end],[start] therapeutic resistance [end],30181359
102,evidence to guide treatment for these men is lacking,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] often [end],26436556
103,immunomodulating agents have demonstrated,[start] a major goal of improving understanding for the association with diabetes [end],[start] activity in the treatment of prostate cancer [end],26977847
104,"grading , diagnosis strategies are discussed",[start] in the clinic [end],[start] in more detail in the subsequent chapters of the companion book [end],30229546
105,This literature review aimed to assess,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the current state - of - the - art regarding decisional aids [end],29549504
106,new investigations combining,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] these drugs with ketogenic diets [end],30893147
107,The term refers,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] to a heterogeneous group of disease states [end],30521067
108,This review addresses,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] future directions [end],32558805
109,cultures derived,[start] from the dutch belgian randomized lung cancer [end],[start] from cancers [end],17939301
110,Widespread implementation of prostate cancer screening in the United States has led,[start] to cardiovascular disease [end],[start] to the phenomenon of stage migration with more cancers [end],17432554
111,Experimental evidence showed,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] that these highly tumorigenic cells might be responsible for progression of cancer into metastatic disease [end],26593898
112,Its clinical heterogeneity divided,[start] by the presence of the inflammatory nature of lung cancer [end],[start] by the high - level molecular genetic diversity outline settings [end],29393241
113,This review examines,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the major therapy modalities [end],32558805
114,This article aims,[start] to assess the relationship between diet and apoptosis [end],[start] to cover the role of chemotherapy in the latest developments [end],28095710
115,tumor - intrinsic and tumor - extrinsic mechanisms underlying,[start] the development of diabetes [end],[start] technological advances focused on disease detection [end],30181359
116,Accumulating evidence indicate,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,"[start] that the endocannabinoid system is dysregulated in prostate cancer , suggesting that it has a role in prostate homeostasis [end]",21912423
117,a diagnosis of prostate undergoing,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] whole - gland treatment [end],32558805
118,The 10 year progression to castration - resistant prostate cancer - free survival rates were,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] 96.7 % [end],32500468
119,Specialised prostate cancer units are,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] increasingly common in Europe [end],28170061
120,The frequency of DNA repair gene mutations in patients with prostate cancer make,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] it a possible short - term therapeutic strategy with several registering clinical trials ongoing [end],30278883
121,evidence indicates,[start] a significant association between hpylori and crds [end],[start] that factors that influence the incidence of prostate cancer may differ from those [end],19562492
122,The reason of the present review is,[start] for the use of inhaled steroids to the disease [end],[start] to provide clinicians with all aspects of a multifactorial co-morbidity [end],19863346
123,second - line chemotherapy using,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] cabazitaxel [end],28095710
124,patients affected,[start] by the presence of the inflammatory nature of the disease [end],[start] by prostate for students to obtain practical information on new diagnostic modalities [end],30229546
125,Its expression in prostate cancer cells is regulated,[start] by the presence of the inflammatory nature of lung cancer [end],[start] by steroid hormones [end],24384911
126,"These advances , along with an improved understanding of the adaptive responses to anti-androgen therapy are catalyzing",[start] a significant association between hpylori and crds [end],[start] development of more effective therapeutic strategies for advanced disease [end],30181359
127,The CHPCA Meeting is,[start] a major goal of improving understanding for practice [end],"[start] a unique , discussion - oriented scientific conference convened annually by the Prostate Cancer Foundation ( PCF ) , [end]",30381857
128,checkpoint inhibitors demonstrated,[start] that the aberrant expression of lung cancer stem cells [end],[start] in recent clinical trials in refractory prostate cancer [end],31609776
129,many prostate cancer patients living,[start] with the goal of diabetes [end],[start] longer [end],29961247
130,Key issues for prostate cancer patients are,[start] a major goal of improving understanding for practice [end],[start] the detection of recurrent disease [end],26728408
131,Such markers could be used,[start] to be improved including meeting records presently [end],[start] to distinguish those men with truly indolent disease [end],18568350
132,these drugs may fit,[start] for analyzing the etiology of t1dm [end],[start] within the existing context of docetaxel [end],32209821
133,smoking was assessed,[start] a major goal of improving understanding for the association with diabetes [end],[start] in a relatively short period ( within 10 years prior to cancer mortality [end],19562492
134,men have,[start] a significant association between hpylori and crds [end],[start] the support they need throughout their cancer journey [end],24754104
135,Adjustments in the administration schedule of the accompanying steroid may improve,[start] the greatest promise for the management of lung cancer [end],[start] the efficacy of abiraterone [end],30925537
136,More research is needed,[start] to be improved including meeting records presently [end],[start] in this area before it can be concluded that there is an association between alpha - linolenic acid and prostate cancer [end],15017185
137,This meeting report provides,[start] a clearer understanding of the association studies [end],[start] a comprehensive summary of discussions [end],31825540
138,that path leads,[start] to a systematic reviews on the respective roles of inhaled antibiotics for the development of the disease [end],[start] to treating fewer patients in the future [end],17432554
139,overdiagnosis associated,[start] with the goal of improving understanding for the natural history of the disease [end],[start] with the early results of active surveillance [end],18568350
140,AR regulates,[start] respiratory symptoms [end],[start] proliferation [end],24384911
141,Many more patients include,[start] respiratory muscle function test maximal peak expiratory flow maximal peak flow at the resected specimen [end],[start] patients of higher clinical stage and grade [end],28635333
142,a heterogeneous group of disease states defined,[start] a major goal of improving understanding for the management of gastric cancer [end],[start] currently [end],30521067
143,"""""""""""""""""""""""""""""""Better knowledge of the """""""""""""""""""""""""""""""" stem cell """""""""""""""""""""""""""""""" nature of prostate cancer"""""""""""""""""""""""""""""" will help direct",[start] a significant association between hpylori and crds [end],[start] the molecularly targeted therapies of the near future [end],16520275
144,The present results suggest,[start] that the favorable effects of environmental factors such as nhb children [end],[start] that the pathological Gleason score were independent predictive factors for progression to castration - resistant prostate cancer [end],32500468
145,molecular pathology in tumor heterogeneity using,[start] the greatest potential for the prevention of gastric cancer [end],[start] single cells [end],31825540
146,Regular physical activity is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] an effective way to reduce the side effects of cancer , [end]",30889622
147,the quality of care is outlined,[start] a major goal of improving understanding for the natural history of the most recent years [end],[start] in the national clinical guidelines [end],28170061
148,the Prostate Cancer Foundation to produce,[start] the most studied tree nut [end],[start] extensive discussions on the most urgent topics [end],28925066
149,prostate cancer may provide,[start] a major goal of improving understanding for the association with diabetes over the resected specimen [end],[start] new direction [end],28056257
150,hypogonadism having,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] significant morbidity [end],29961247
151,American men results,[start] a major goal of improving understanding for practice [end],"[start] in about 30,000 deaths per year in the USA [end]",30324354
152,The 7th Annual CHPCA Meeting was attended,[start] from a systematic reviews on the respective roles of inhaled antibiotics for the resected specimen [end],[start] by 86 investigators [end],31825540
153,diet implicated,[start] to be improved including meeting records presently [end],[start] by ecologic studies of ethnic variation in rates [end],6387660
154,the current evidence suggests,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] that the transgender woman should be screened for CaP the same as a nontransgender men [end],28882782
155,prostate cancer using,[start] the inclusion criteria [end],[start] prostate - specific antigen [end],27825428
156,the main indication being,[start] a major goal of improving understanding for practice [end],[start] for dose escalation with external beam [end],23773409
157,numerous genetic signaling pathways have been,[start] a major goal of improving understanding for practice [end],[start] under preclinical investigations and in clinical trials In the development of CRPC or NEPC [end],32139297
158,several cannabinoids exert,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] antitumoral properties against prostate cancer reducing cell migration [end],21912423
159,Updates to the NCCN Guidelines for Prostate Cancer include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],"[start] further refinements in taking , , use of androgen receptor blockers for nonmetastatic castration - resistant prostate cancer [end]",31117038
160,Its spatial heterogeneity divided,[start] by the presence of the inflammatory nature of lung cancer [end],[start] by the high - level molecular genetic diversity outline settings [end],29393241
161,important ongoing studies are shaping,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the pursuit of effective immunotherapy for prostate cancer [end],31609776
162,many therapeutic agents for prostate cancer target,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] the androgen receptor and / or the prostate tumor microenvironment [end],23811619
163,Therapeutic management of metastatic castration - resistant prostate cancer is based,[start] on the chain of potential [end],"[start] on new hormonal therapies ( abiraterone , enzalutamide ) and taxane - type chemotherapy currently [end]",30278883
164,patients affected,[start] by the presence of the inflammatory nature of the disease [end],[start] by prostate for teachers to obtain practical information on new diagnostic modalities [end],30229546
165,a distinct biology needs,[start] for analyzing the etiology of t1dm [end],[start] to be elucidated still [end],30684842
166,the lead time associated,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] with the early results of active surveillance [end],18568350
167,Prospective studies are examining,[start] a significant association between hpylori and crds [end],[start] sequencing of existing cytotoxic disease [end],29553949
168,a radiopharmaceutical targeting prostate - specific membrane antigen are providing,[start] a significant association between hpylori and crds [end],[start] potentially additional treatment options Finally [end],30925537
169,Prostate cancer is,[start] a major goal of improving understanding for the most prevalent [end],"[start] the most common , non-dermatologic cancer in men [end]",17321194
170,knowledge of the heterotypic interactions coevolution of cancer cells in the tumor microenvironment has illuminated,[start] the most studied tree nut [end],[start] novel therapeutic combinations [end],30181359
171,what biomarkers would indicate,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],"[start] when resistance arises , would almost certainly improve survival due to these therapies [end]",23811619
172,Progression of this hormone - dependent cancer is driven,[start] with the goal of improving understanding for the natural history of colorectal cancer [end],[start] by androgens [end],28945566
173,additional research focuses,[start] on the chain of potential [end],[start] on expanding treatment options through development of novel antibody - drug conjugates [end],32209821
174,the prostate - specific membrane antigen is overexpressed,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] in prostate cancer frequently [end],26728408
175,the majority of patients develops,[start] the greatest promise for the study [end],[start] a castration - resistant prostate cancer [end],28945566
176,people aged,[start] with the goal of improving understanding for practice [end],[start] > 80 years [end],16334137
177,the literature investigating,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the effects of testosterone on the prostate of exogenous testosterone in men with a history of prostate cancer [end],29961247
178,prostate cancer has,[start] a major goal of improving understanding for the natural history of the most recent years [end],[start] one of the highest heritabilities of all major cancers [end],27986209
179,Polygenic risk scores combining,[start] us to allow the patients with chronic respiratory diseases [end],[start] these variants [end],31629419
180,Too much rest can lead,[start] to a significant association between sex and breast cancer mortality rates in the treatment of gastric cancer [end],[start] to a decrease in aerobic fitness [end],30889622
181,Ongoing research into hypofractionated radiation treatment could improve,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] cancer control [end],25708578
182,The lethality of advanced disease is driven,[start] by the presence of the inflammatory nature of lung cancer [end],[start] by the lack of therapeutic regimens capable of generating durable responses in the setting of extreme tumor heterogeneity on the cell biological levels [end],30181359
183,Purpose of review summarizes,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] recent advances in the treatment of metastatic castration - sensitive prostate cancer [end],29553949
184,AR variants signaling,[start] the clinical setting [end],[start] their role in resistance to prostate cancer progression [end],28945566
185,tumors grow,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] despite androgen blockade [end],17321194
186,Updates to the NCCN Guidelines for Prostate Cancer include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] further refinements in taking germline [end],31117038
187,The meeting focused,[start] on alleviating pain [end],[start] on topics including : recognition of tumor heterogeneity immunotherapeutic approaches to target [end],30381857
188,This event focuses,[start] on the chain of potential [end],[start] on the latest advances in basic [end],28503903
189,primary cancer detected,[start] in the clinic [end],[start] by PSMA PET - CT imaging [end],28980045
190,salvage treatments aimed,[start] to be improved including meeting records presently [end],[start] at those with local recurrence [end],26436556
191,recent series examining,[start] a clearer understanding of the association studies [end],[start] sequencing of approved therapies while searching for predictive biomarkers [end],32209821
192,The diagnosis of localized prostate cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] in constant modification [end],20538204
193,the recent data supporting the early use of novel androgen receptor inhibitors in advanced prostate aim to frame,[start] to assess the relationship between t1 dm and mortality [end],[start] how these drugs may fit within the existing context of abiraterone [end],32209821
194,brachytherapy are,[start] a significant association between hpylori and crds [end],[start] an even more radical modality that can deliver a greater dose of radiation to a localized lesion without affecting the surrounding normal tissue [end],9987501
195,This article aims to cover,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the role of chemotherapy in the latest developments [end],28095710
196,Prostate cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] the fourth leading cause of mortality in Australian men [end],26560323
197,a frequent co-morbidity are underestimated,[start] by the presence of the inflammatory nature of lung cancer [end],[start] often [end],19863346
198,These objectives apply,[start] to be improved including meeting records presently [end],[start] for DNA methylation analysis [end],20538204
199,the talks held,[start] to be improved including meeting records presently [end],[start] at the 2019 CHPCA Meeting for the purpose of globally disseminating this knowledge [end],31825540
200,Prostate cancer has now of,[start] a major goal of improving understanding for the natural history of the most recent years [end],[start] over 50 years [end],17939301
201,Exclusion criteria are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] few encompassing patients medically unfit for the procedure [end],23773409
202,future research using animal models to evaluate,[start] the inclusion criteria [end],[start] the influence of systemic networks in their antitumoral action [end],21912423
203,Telomere maintenance is,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] critical in the immortalization of prostate cancer cells [end],16520275
204,the development of emerging treatments are promising,[start] for analyzing the etiology of t1dm [end],[start] for the future of patients with prostate cancer [end],24274615
205,multivariate Cox proportional hazards regression analyses to identify,[start] the association between polypharmacy and all cause of all cause of cancer related deaths [end],[start] independent predictors of biochemical recurrence [end],32500468
206,metastasis - directed therapies are emerging,[start] for the treatment of the most studied in the disease [end],[start] as valid treatment options able to postpone systemic therapies [end],30684842
207,cancer death in American men results,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] in about 30,000 deaths per year in the USA [end]",30324354
208,1690 prostate cancer cases among,[start] the greatest potential for the same time [end],[start] 178 men [end],27879495
