,Subj_Pred,Obj,Obj_true,PMID
99,the pathological Gleason score were,[start] [UNK] [end],[start] independent predictive factors for progression to castration - resistant prostate cancer [end],32500468
100,patients with prostate cancer are not,[start] as a [UNK] [end],[start] candidates for definitive treatment [end],24274615
101,tumor - intrinsic and tumor - extrinsic mechanisms underlying,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] therapeutic resistance [end],30181359
102,evidence to guide treatment for these men is lacking,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] often [end],26436556
103,immunomodulating agents have demonstrated,[start] a promising effect on the potential for improving time [end],[start] activity in the treatment of prostate cancer [end],26977847
104,"grading , diagnosis strategies are discussed",[start] in the study of [UNK] [end],[start] in more detail in the subsequent chapters of the companion book [end],30229546
105,This literature review aimed to assess,[start] the role of the in the pathogenesis of t2 dm [end],[start] the current state - of - the - art regarding decisional aids [end],29549504
106,new investigations combining,[start] [UNK] immune response [end],[start] these drugs with ketogenic diets [end],30893147
107,The term refers,[start] to review the current literature on diabetes [end],[start] to a heterogeneous group of disease states [end],30521067
108,This review addresses,[start] the [UNK] of [UNK] [UNK] of [UNK] [UNK] [UNK] [end],[start] future directions [end],32558805
109,cultures derived,[start] from the risk factors of cardiovascular disease [end],[start] from cancers [end],17939301
110,Widespread implementation of prostate cancer screening in the United States has led,[start] to the [UNK] of [UNK] [end],[start] to the phenomenon of stage migration with more cancers [end],17432554
111,Experimental evidence showed,[start] that the [UNK] of [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] that these highly tumorigenic cells might be responsible for progression of cancer into metastatic disease [end],26593898
112,Its clinical heterogeneity divided,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] by the high - level molecular genetic diversity outline settings [end],29393241
113,This review examines,[start] the role of these in patients with [UNK] [end],[start] the major therapy modalities [end],32558805
114,This article aims,[start] to review the recommendations for diabetes including management [end],[start] to cover the role of chemotherapy in the latest developments [end],28095710
115,tumor - intrinsic and tumor - extrinsic mechanisms underlying,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] technological advances focused on disease detection [end],30181359
116,Accumulating evidence indicate,[start] that [UNK] are associated with increased cardiovascular disease risk [end],"[start] that the endocannabinoid system is dysregulated in prostate cancer , suggesting that it has a role in prostate homeostasis [end]",21912423
117,a diagnosis of prostate undergoing,[start] a long life span [end],[start] whole - gland treatment [end],32558805
118,The 10 year progression to castration - resistant prostate cancer - free survival rates were,[start] mixtures of many toxic components such as [UNK] [UNK] [end],[start] 96.7 % [end],32500468
119,Specialised prostate cancer units are,[start] as [UNK] in the [UNK] of [UNK] [end],[start] increasingly common in Europe [end],28170061
120,The frequency of DNA repair gene mutations in patients with prostate cancer make,[start] the [UNK] of [UNK] [UNK] [UNK] [UNK] [end],[start] it a possible short - term therapeutic strategy with several registering clinical trials ongoing [end],30278883
121,evidence indicates,[start] that the effect of [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] that factors that influence the incidence of prostate cancer may differ from those [end],19562492
122,The reason of the present review is,[start] more effective in treatment options in the general population [end],[start] to provide clinicians with all aspects of a multifactorial co-morbidity [end],19863346
123,second - line chemotherapy using,[start] [UNK] [end],[start] cabazitaxel [end],28095710
124,patients affected,[start] by prostate for teachers to obtain practical information on new therapies including new updated clinical trials [end],[start] by prostate for students to obtain practical information on new diagnostic modalities [end],30229546
125,Its expression in prostate cancer cells is regulated,[start] the [UNK] of [UNK] [UNK] [end],[start] by steroid hormones [end],24384911
126,"These advances , along with an improved understanding of the adaptive responses to anti-androgen therapy are catalyzing",[start] in the study of these patients [end],[start] development of more effective therapeutic strategies for advanced disease [end],30181359
127,The CHPCA Meeting is,[start] a major public health problem [end],"[start] a unique , discussion - oriented scientific conference convened annually by the Prostate Cancer Foundation ( PCF ) , [end]",30381857
128,checkpoint inhibitors demonstrated,[start] many potential biomarkers [end],[start] in recent clinical trials in refractory prostate cancer [end],31609776
129,many prostate cancer patients living,[start] the leading cause of death in women [end],[start] longer [end],29961247
130,Key issues for prostate cancer patients are,[start] more likely to be diagnosed with cardiovascular disease [end],[start] the detection of recurrent disease [end],26728408
131,Such markers could be used,[start] more effective in treatment options [end],[start] to distinguish those men with truly indolent disease [end],18568350
132,these drugs may fit,[start] for the disease [end],[start] within the existing context of docetaxel [end],32209821
133,smoking was assessed,[start] in the [UNK] of [UNK] [end],[start] in a relatively short period ( within 10 years prior to cancer mortality [end],19562492
134,men have,[start] [UNK] [end],[start] the support they need throughout their cancer journey [end],24754104
135,Adjustments in the administration schedule of the accompanying steroid may improve,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] the efficacy of abiraterone [end],30925537
136,More research is needed,[start] to determine whether [end],[start] in this area before it can be concluded that there is an association between alpha - linolenic acid and prostate cancer [end],15017185
137,This meeting report provides,[start] a major role in the development of t1d [end],[start] a comprehensive summary of discussions [end],31825540
138,that path leads,[start] to be [UNK] [end],[start] to treating fewer patients in the future [end],17432554
139,overdiagnosis associated,[start] with psa testing [end],[start] with the early results of active surveillance [end],18568350
140,AR regulates,[start] cells [end],[start] proliferation [end],24384911
141,Many more patients include,[start] [UNK] [end],[start] patients of higher clinical stage and grade [end],28635333
142,a heterogeneous group of disease states defined,[start] a major cause of cancer [end],[start] currently [end],30521067
143,"""""""""""""""""""""""""""""""Better knowledge of the """""""""""""""""""""""""""""""" stem cell """""""""""""""""""""""""""""""" nature of prostate cancer"""""""""""""""""""""""""""""" will help direct",[start] the risk of t2d [end],[start] the molecularly targeted therapies of the near future [end],16520275
144,The present results suggest,[start] that a high rate of prom [end],[start] that the pathological Gleason score were independent predictive factors for progression to castration - resistant prostate cancer [end],32500468
145,molecular pathology in tumor heterogeneity using,[start] the risk of lung cancer [end],[start] single cells [end],31825540
146,Regular physical activity is,[start] important for the health of the disease [end],"[start] an effective way to reduce the side effects of cancer , [end]",30889622
147,the quality of care is outlined,[start] the principles behind breast awareness detailing common benign breast diseases [end],[start] in the national clinical guidelines [end],28170061
148,the Prostate Cancer Foundation to produce,[start] [UNK] [UNK] [UNK] [end],[start] extensive discussions on the most urgent topics [end],28925066
149,prostate cancer may provide,[start] a significant risk factor for lung cancer [end],[start] new direction [end],28056257
150,hypogonadism having,[start] a major cause of cancer [end],[start] significant morbidity [end],29961247
151,American men results,[start] a high rate of [UNK] [end],"[start] in about 30,000 deaths per year in the USA [end]",30324354
152,The 7th Annual CHPCA Meeting was attended,[start] in the prostate cancer [end],[start] by 86 investigators [end],31825540
153,diet implicated,[start] in cardiovascular disease risk factors [end],[start] by ecologic studies of ethnic variation in rates [end],6387660
154,the current evidence suggests,[start] that the effect of [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] that the transgender woman should be screened for CaP the same as a nontransgender men [end],28882782
155,prostate cancer using,[start] [UNK] [UNK] [end],[start] prostate - specific antigen [end],27825428
156,the main indication being,[start] the leading cause of morbidity in women in the united states including countries [end],[start] for dose escalation with external beam [end],23773409
157,numerous genetic signaling pathways have been,[start] as [UNK] of [UNK] [end],[start] under preclinical investigations and in clinical trials In the development of CRPC or NEPC [end],32139297
158,several cannabinoids exert,[start] in this review [end],[start] antitumoral properties against prostate cancer reducing cell migration [end],21912423
159,Updates to the NCCN Guidelines for Prostate Cancer include,[start] [UNK] [UNK] of [UNK] [UNK] [UNK] [UNK] [UNK] [end],"[start] further refinements in taking , , use of androgen receptor blockers for nonmetastatic castration - resistant prostate cancer [end]",31117038
160,Its spatial heterogeneity divided,[start] the effect of [UNK] [end],[start] by the high - level molecular genetic diversity outline settings [end],29393241
161,important ongoing studies are shaping,[start] available in the treatment of colorectal cancer [end],[start] the pursuit of effective immunotherapy for prostate cancer [end],31609776
162,many therapeutic agents for prostate cancer target,[start] the disease s [end],[start] the androgen receptor and / or the prostate tumor microenvironment [end],23811619
163,Therapeutic management of metastatic castration - resistant prostate cancer is based,[start] on the [UNK] of [UNK] [end],"[start] on new hormonal therapies ( abiraterone , enzalutamide ) and taxane - type chemotherapy currently [end]",30278883
164,patients affected,[start] by prostate for teachers to obtain practical information on new therapies including new updated clinical trials [end],[start] by prostate for teachers to obtain practical information on new diagnostic modalities [end],30229546
165,a distinct biology needs,[start] to be [UNK] [end],[start] to be elucidated still [end],30684842
166,the lead time associated,[start] with a high incidence of cardiovascular disease [end],[start] with the early results of active surveillance [end],18568350
167,Prospective studies are examining,[start] the effect of [UNK] on how to treat lung cancer [end],[start] sequencing of existing cytotoxic disease [end],29553949
168,a radiopharmaceutical targeting prostate - specific membrane antigen are providing,[start] important in the treatment of t2d patients [end],[start] potentially additional treatment options Finally [end],30925537
169,Prostate cancer is,[start] a leading cause of death in women [end],"[start] the most common , non-dermatologic cancer in men [end]",17321194
170,knowledge of the heterotypic interactions coevolution of cancer cells in the tumor microenvironment has illuminated,[start] [UNK] [UNK] [end],[start] novel therapeutic combinations [end],30181359
171,what biomarkers would indicate,[start] in the treatment of t2d patients with [UNK] [end],"[start] when resistance arises , would almost certainly improve survival due to these therapies [end]",23811619
172,Progression of this hormone - dependent cancer is driven,[start] by genetic alterations [end],[start] by androgens [end],28945566
173,additional research focuses,[start] on the latest advances in clinical clinical translation [end],[start] on expanding treatment options through development of novel antibody - drug conjugates [end],32209821
174,the prostate - specific membrane antigen is overexpressed,[start] the most important [UNK] of [UNK] [UNK] [UNK] [end],[start] in prostate cancer frequently [end],26728408
175,the majority of patients develops,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] a castration - resistant prostate cancer [end],28945566
176,people aged,[start] [UNK] [end],[start] > 80 years [end],16334137
177,the literature investigating,[start] the effect of [UNK] on the role of the [UNK] s blood pressure [end],[start] the effects of testosterone on the prostate of exogenous testosterone in men with a history of prostate cancer [end],29961247
178,prostate cancer has,[start] many of the [UNK] of [UNK] [end],[start] one of the highest heritabilities of all major cancers [end],27986209
179,Polygenic risk scores combining,[start] [UNK] [end],[start] these variants [end],31629419
180,Too much rest can lead,[start] to be aware of the increased risk of lung cancer [end],[start] to a decrease in aerobic fitness [end],30889622
181,Ongoing research into hypofractionated radiation treatment could improve,[start] more effective in treatment strategies [end],[start] cancer control [end],25708578
182,The lethality of advanced disease is driven,[start] by the factors of colorectal cancer cells [end],[start] by the lack of therapeutic regimens capable of generating durable responses in the setting of extreme tumor heterogeneity on the cell biological levels [end],30181359
183,Purpose of review summarizes,[start] research [end],[start] recent advances in the treatment of metastatic castration - sensitive prostate cancer [end],29553949
184,AR variants signaling,[start] [UNK] [end],[start] their role in resistance to prostate cancer progression [end],28945566
185,tumors grow,[start] [UNK] [end],[start] despite androgen blockade [end],17321194
186,Updates to the NCCN Guidelines for Prostate Cancer include,[start] [UNK] [UNK] of [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] further refinements in taking germline [end],31117038
187,The meeting focused,[start] on the latest advances in clinical clinical characteristics [end],[start] on topics including : recognition of tumor heterogeneity immunotherapeutic approaches to target [end],30381857
188,This event focuses,[start] on the latest advances in clinical clinical prostate cancer research on the role of the role of the [UNK] in,[start] on the latest advances in basic [end],28503903
189,primary cancer detected,[start] in colorectal cancer [end],[start] by PSMA PET - CT imaging [end],28980045
190,salvage treatments aimed,[start] at the same time [end],[start] at those with local recurrence [end],26436556
191,recent series examining,[start] to explore the indirect influence of partners beliefs on diabetes distress at follow up [end],[start] sequencing of approved therapies while searching for predictive biomarkers [end],32209821
192,The diagnosis of localized prostate cancer is,[start] in the study [end],[start] in constant modification [end],20538204
193,the recent data supporting the early use of novel androgen receptor inhibitors in advanced prostate aim to frame,[start] in the study of [UNK] [end],[start] how these drugs may fit within the existing context of abiraterone [end],32209821
194,brachytherapy are,[start] a major public health problem [end],[start] an even more radical modality that can deliver a greater dose of radiation to a localized lesion without affecting the surrounding normal tissue [end],9987501
195,This article aims to cover,[start] to review the recommendations for diabetes including management [end],[start] the role of chemotherapy in the latest developments [end],28095710
196,Prostate cancer is,[start] a leading cause of death in women [end],[start] the fourth leading cause of mortality in Australian men [end],26560323
197,a frequent co-morbidity are underestimated,[start] as a major public health concern strategies are associated with a high rate of cardiovascular diseases [end],[start] often [end],19863346
198,These objectives apply,[start] to provide the child with the skills necessary to manage diabetes over [end],[start] for DNA methylation analysis [end],20538204
199,the talks held,[start] in the study [end],[start] at the 2019 CHPCA Meeting for the purpose of globally disseminating this knowledge [end],31825540
200,Prostate cancer has now of,[start] in the [UNK] [end],[start] over 50 years [end],17939301
201,Exclusion criteria are,[start] more likely to be a complementary care on the prevention of cardiovascular diseases [end],[start] few encompassing patients medically unfit for the procedure [end],23773409
202,future research using animal models to evaluate,[start] the potential for more effective treatment options [end],[start] the influence of systemic networks in their antitumoral action [end],21912423
203,Telomere maintenance is,[start] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] critical in the immortalization of prostate cancer cells [end],16520275
204,the development of emerging treatments are promising,[start] for the development of t1d [end],[start] for the future of patients with prostate cancer [end],24274615
205,multivariate Cox proportional hazards regression analyses to identify,[start] the association between sex and breast cancer mortality after controlling for prognostic factors including race [end],[start] independent predictors of biochemical recurrence [end],32500468
206,metastasis - directed therapies are emerging,[start] as a major risk factor for lung cancer [end],[start] as valid treatment options able to postpone systemic therapies [end],30684842
207,cancer death in American men results,[start] longer [end],"[start] in about 30,000 deaths per year in the USA [end]",30324354
208,1690 prostate cancer cases among,[start] the disease in the world [end],[start] 178 men [end],27879495
209,Recent evidence supports,[start] that tumor microenvironment may be associated with high rates [end],[start] a synergistic relationship between immunotherapy agents [end],26977847
210,treatment strategies for patients with advanced prostate cancer have evolved,[start] to [UNK] [end],[start] During the past decade extensively [end],29266472
211,the foremost scientific conference in the world focusing,[start] on the internet [end],[start] on basic [end],27272144
212,This event is,[start] a [UNK] of [UNK] [end],[start] the foremost scientific conference in the world focusing on translational [end],27272144
213,This review addresses,[start] the [UNK] of [UNK] [UNK] of [UNK] [UNK] [UNK] [end],[start] the link between chronic prostatitis and prostate cancer especially as it relates to clinical practice [end],18765133
214,Its incidence increases,[start] the disease [end],[start] with age [end],31466098
215,"Accurate staging of the volume , especially in metastatic prostate cancer can help",[start] to tailor the modalities of treatment [end],[start] to tailor the timing [end],30374609
216,The treatment of prostate cancer with remote metastases has advanced greatly,[start] as a [UNK] of [UNK] [end],[start] in recent years [end],28597635
217,Many men die,[start] [UNK] [end],[start] from prostate cancer each year and many more live with non-cancerous [end],22470904
218,the side effects to be noted,[start] in the study [end],[start] in endocrine therapy [end],30374010
219,miRNAs in their mechanisms contribute,[start] to the pathogenesis of t2 dm [end],[start] to prostate carcinogenesis [end],26415820
220,"Micronutrients , including the carotenoid lycopene may play",[start] a major role in the pathogenesis [end],[start] a role in prostate cancer prevention [end],30893147
221,Outlier genes identified in prostate cancer include,[start] [UNK] [end],[start] SPINK1 [end],27728977
