,Subj_Pred,Obj,Obj_true,PMID
31,The major problem is identifying,[start] more effective in the treatment of t2d patients [end],[start] suitable pedigrees [end],7813802
32,Recommendations for future research include,[start] the risk of t2d [end],[start] studying mechanisms by outlining effects of positive emotions on managing consequences of depression in these patients [end],23402449
33,Obesity are associated,[start] with the disease [end],[start] with type 2 diabetes mellitus [end],10943809
34,aortic stiffness using,[start] [UNK] [UNK] [UNK] [end],[start] multivariable logistic regression analysis [end],30928570
35,early dietary advice will delay,[start] [UNK] [end],[start] onset of disease [end],2016
36,adherence to standards of care are,[start] for [UNK] [end],[start] less than optimal in many patients with type 2 diabetes mellitus [end],12489382
37,This article reviews in achieving,[start] the clinical literature on t2 dm in native american adolescents indicating that the past 10 years for some time [end],[start] successful clinical management of this disorder [end],19962030
38,Physicians need,[start] to be [UNK] [end],[start] to be aware of the increased risk for cardiovascular disease in bipolar patients [end],22621171
39,T2DM has not been described,[start] to be [UNK] [end],[start] To date [end],2016
40,type 2 diabetes emerges,[start] [UNK] [end],[start] as a worldwide public health problem [end],16085165
41,Therapeutic interventions focused,[start] on cardiovascular disease risk factors [end],[start] on shared molecular pathogenesis [end],25345504
42,The subjects had,[start] a positive impact on [UNK] function [end],[start] fair knowledge [end],32296212
43,the primary care practitioner to best manage,[start] patients with diabetes mellitus [end],[start] patients with this serious disorder [end],27262256
44,CHD has,[start] many different [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] potential value [end],32879331
45,themes were presented,[start] in the study of [UNK] [UNK] [UNK] [UNK] [end],[start] to a focus group of African Canadians in Calgary to garner their perspective on the findings [end],24070886
46,a complex medical disorder characterized,[start] by the presence of diabetic peripheral neuropathy [end],[start] by defects in insulin secretion [end],11800064
47,other environmental factors might promote,[start] the risk of diabetes [end],[start] beta - cell failure [end],16085165
48,Successful implementation promotes,[start] the risk of t2d [end],[start] a lifestyle that may reduce comorbidities [end],15315864
49,This article systematically reviews,[start] the role of these in [UNK] [UNK] [end],[start] the literature supporting genetic determinants in the pathogenesis of T2 D [end],22972441
50,Future studies should investigate,[start] whether early dietary changes such as increased weight improve cardiovascular outcomes are associated with increased risk of lung cancer [end],[start] whether early dietary changes can reduce the longer term complication of frailty in people at risk for T2DM [end],2016
51,Measures anxiety were assessed,[start] with cardiovascular disease [end],[start] respectively [end],30024853
52,Increased prevalence of diabetes in the community has been accompanied,[start] by the [UNK] of [UNK] [UNK] [UNK] [UNK] [end],[start] by an increase in diabetes in hospitalised patients [end],25270482
53,patients to effectively evaluate,[start] more susceptible to dose related toxicity [UNK] [UNK] the combination chemotherapy the combination chemotherapy the combination chemotherapy the combination chemotherapy,[start] patient conditions [end],25867358
54,many existing drugs that are commonly prescribed to patients with diabetes act on the NHE1 isoforms,[start] for the development of t1d [end],[start] in the kidney [end],29227582
55,Therapeutic options for treating hyperglycemia include,[start] [UNK] [UNK] [UNK] [end],[start] other insulin secretagogues [end],12408409
56,The increasing worldwide prevalence of type 2 diabetes mellitus have raised,[start] [UNK] [UNK] [end],[start] concerns about financial burden [end],25345504
57,One of the anticipated benefits of learning of one 's genomic risk for common diseases is,[start] the [UNK] of [UNK] [end],[start] the increased adoption of screening [end],24292896
58,Genetic effects affect differently,[start] disease [end],[start] complications [end],27159875
59,Endocrine factors are involved,[start] in the study [end],[start] in gender inequalities [end],27159875
60,future research could directly impact,[start] to provide the self management of t2d patients [end],[start] patient care [end],26575297
61,the relative risks of type 2 diabetes mellitus risk for individuals with hypertensive disorders were,[start] a significant association between sex [end],[start] 1.59 ( 95 % credibility interval during pregnancy [end],27518283
62,these comorbidities are,[start] a major public health problem [end],[start] critical features of frailty [end],2016
63,Much needs,[start] [UNK] [end],[start] to be learned about why this epidemic is occurring presently with regard to other environmental factors still [end],16085165
64,Diabetes mellitus affects,[start] a significant burden on [UNK] [end],[start] approximately 17 million adults in the United States [end],12408409
65,This experimental study was conducted,[start] to review recent guideline recommendations on therapeutic strategies while providing practical recommendations for the management of the patient information on,[start] on 86 diabetic patients [end],30641740
66,This review focuses,[start] on the latest advances in clinical clinical prostate cancer research on the role of these epithelial s prognosis [end],[start] on means by which primary care nurse practitioners ( NPs ) might evaluate the utility of pharmacologic agents [end],23347242
67,quality of life in T2 DM patients could be,[start] a significant influence on [UNK] for the disease [end],[start] helpful [end],30024853
68,disturbances in gene regulation enhanced,[start] [UNK] [UNK] [UNK] [UNK] to the [UNK] of [UNK] [end],[start] absorption of dietary glucose from intestine [end],31336461
69,The disease is,[start] a major cause of cancer related deaths [end],[start] the leading cause of blindness [end],22424044
70,The objective of this narrative review is,[start] to explore the modifiable risk factors of diabetes [end],"[start] to explore the modifiable risk factors of T2 DM in South Asian population , including their beliefs [end]",28914196
71,developed models should be tested,[start] in the [UNK] of [UNK] [end],[start] in independent populations [end],23623209
72,The incidence reduced,[start] [UNK] [end],[start] quality of life [end],23551885
73,Glucose - lowering therapies must be,[start] to be aware of the increased risk of lung cancer [end],[start] individualized [end],30409037
74,All participants reported,[start] [UNK] [end],[start] experiencing disbelief [end],24070886
75,Among those were,[start] more likely to be diagnosed with [UNK] [end],[start] other health - care professional programs [end],27430259
76,the SGLT2 inhibitors canagliflozin reduced,[start] by the opportunity to diagnose pc [end],[start] the risk of composite cardiovascular events in high - risk individuals with T2DM in the EMPA - REG OUTCOME trial and the CANVAS Program respectively [end],29196150
77,only a few loci associated,[start] with diabetes [end],[start] with insulin resistance [end],19564886
78,the evidence elevated,[start] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] plasma NEFA can inhibit glucose - stimulated insulin secretion by pancreatic beta - cells [end],9609356
79,thiazolidinediones improve,[start] cardiovascular disease risk [end],[start] cardiovascular risk factors such as dyslipidaemia [end],11129120
80,VADT have observed,[start] in [UNK] of [UNK] [end],[start] increased morbidity from intensive control in those with long duration of diabetes disease [end],25772641
81,strengthening of circadian clock functioning could stabilize,[start] for the development of t1d [end],[start] glucose homeostasis [end],25172521
82,This review aims,[start] to review recent guideline recommendations on therapeutic strategies while providing practical recommendations for the management of the prevention of diabetes,[start] to summarize the available evidence on the cardiovascular effects of the major drugs [end],27376421
83,Type has been exacerbated,[start] as [UNK] [end],[start] by the worldwide obesity epidemic [end],27231735
84,This article considers,[start] further aspects of the environment in the treatment of the patient s blood [UNK] [end],[start] some of the pathogenic heterogeneity of type 2 diabetes first [end],19425874
85,Diabetes is characterized,[start] by the presence of [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] by increased activity of the sodium - hydrogen exchanger ( NHE ) in the glomerulus [end],29227582
86,Personalized medicine is called,[start] more severe disease related factors including cardiovascular disease risk [end],[start] precision medicine [end],28282717
87,Application of hypoglycemic drugs has,[start] to determine whether they are not [end],[start] its own drawbacks [end],30046957
88,The increase in incidence of T2 DM is,[start] more prevalent among chronic respiratory diseases [end],[start] attributable to changes in lifestyle [end],22424044
89,"Recent findings : Early detection of type 2 diabetes can be justified because diabetes is an important health problem , has a relatively long asymptomatic phase , interventions are available have have",[start] [UNK] [end],[start] adequate sensitivity [end],19276801
90,many more cases of diabetes remain,[start] more likely to be a number of clinically validated therapies in order [end],[start] untreated [end],14502096
91,carotid plaque were determined,[start] by [UNK] [UNK] [end],[start] by high - resolution B - mode ultrasonography [end],25708055
92,Research to date has demonstrated,[start] that a high incidence of diabetes [end],"[start] that a low - fat , plant - based nutritional approach improves control of weight [end]",20425575
93,accelerated cardiovascular deterioration associated,[start] with the development of t1d [end],[start] with elevated blood glucose levels [end],12408409
94,nutritional factors affect differently,[start] disease [end],[start] risk [end],27159875
95,its complications based,[start] on the latest advances in clinical clinical past [end],[start] on the regulation of intestinal flora [end],31247468
96,These findings may help improve,[start] the diagnosis [end],[start] patient engagement [end],27430259
97,"disturbances in gene expression , enhanced absorption of dietary glucose from intestine decreased",[start] as a significant risk factor for cardiovascular disease [end],[start] utilization of glucose by tissues in hepatic handling of glucose with the onus on Gluconeogenesis [end],31336461
98,blood glucose educates,[start] [UNK] [end],[start] patients about the impact of their food selections [end],24072477
99,individuals with type 2 diabetes influencing,[start] a strong problem [end],"[start] disease development , progression and response to therapy [end]",32198647
100,cancer the s i rs,[start] for the disease [end],[start] 1.01 [end],25604005
101,the model achieved,[start] a significant association between polypharmacy and all age the time [end],[start] an AUC of 0.71 [end],32879331
102,papers using,[start] on the [UNK] of [UNK] [end],[start] the Consolidated Health Economic Evaluation Reporting Standards [end],31490989
103,Sodium - glucose co-transporter ( SGLT2 ) inhibitors improve,[start] better health [end],[start] glycaemic control [end],29196150
104,Both products are,[start] more important than a [UNK] [end],[start] now available to physicians in Europe [end],11129120
105,The aim of this review will be,[start] to review the association of cardiovascular disease [end],[start] to outline the rationale for therapeutic targeting of the circadian system in the treatment of Type 2 diabetes mellitus [end],29412061
106,ANP ( Analytical Network Process ) ) methods to evaluate,[start] the effect of [UNK] on how to identify treatment options do in the occurrence of diabetes [end],[start] the impact of social support on T2 DM self - management from both subjective perspectives [end],31640691
107,the risk of ASCVD is elevated,[start] the most important [UNK] in the [UNK] of [UNK] [end],[start] for patients with T2DM already [end],27417914
108,Population association studies with candidate genes can detect,[start] cardiovascular disease risk [end],[start] mutations that have a minor role in the majority proportion of diabetic subjects [end],7813802
109,This review presents,[start] the potential for the management of t2d [end],[start] information about treatment of childhood DM2 [end],15751600
110,The mechanisms might include,[start] [UNK] [end],[start] the egress of products from intestinal bacteria [end],12643175
111,NC to receive,[start] high rate of costs [end],[start] their genomic risk for T2DM [end],24292896
112,Nutrigenomics promises,[start] [UNK] [UNK] [UNK] [end],[start] an improvement in delaying [end],17559889
113,The higher rate of trust in results suggests,[start] that the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] that online access reports may not result in lack of adoption of recommended preventive recommendations [end],24292896
114,The quality of evidence were assessed,[start] to the [UNK] of [UNK] [UNK] [UNK] [end],[start] using the Cochrane Risk of Bias tool [end],28728958
115,Participants received,[start] [UNK] [end],[start] their results [end],24292896
116,the measurement of C - peptide levels may be,[start] as a [UNK] of [UNK] [UNK] [UNK] [end],[start] helpful [end],11979020
117,This Opinion piece outlines,[start] a significant burden on [UNK] [end],[start] some possible changes that can be implemented [end],25266304
118,Various interventions targeting,[start] diabetes [end],[start] those two mechanisms [end],21128892
119,Both Type 2 diabetes mellitus share,[start] a major public health problem [end],[start] a nexus with altered thyroid status [end],31336461
120,This article discusses,[start] the role of these in patients with [UNK] [end],"[start] type 2 diabetes , including the treatment algorithm [end]",21133214
121,Developments of anti-T2 DM agents will be promoted,[start] to explore the modifiable risk factors of diabetes [end],[start] with the increasing comprehensions of NPs for their multiple regulating effects on various targets pathways [end],29395440
122,all studies addressed,[start] the association between polypharmacy and all cause of mortality [end],[start] the association between polypharmacy and all - cause of macrovacular complications [end],31376400
123,quantity have been shown,[start] more effective in treatment of t2d [end],[start] to impact glycaemic control [end],33157114
124,us rethink,[start] the [UNK] of [UNK] [UNK] [UNK] [UNK] [end],[start] their role [end],23625197
125,Physiological aspects of FDM are,[start] more likely to be diagnosed with cardiovascular disease [end],[start] also well studied in the cat [end],16804198
126,The prevalence of diabetes is increased,[start] [UNK] [UNK] [UNK] [end],[start] in people with schizophrenia [end],15056594
127,Conclusions A guided self - awareness based meditation program was,[start] disease in a diagnosis of t2 dm [end],[start] effective in improving anxiety [end],30024853
128,scientists across the fields of metabolism have had,[start] more effective [end],[start] high hopes about the potential for TZDs In the past decade [end],23625197
129,Macrovascular and microvascular complications accompany,[start] [end],[start] Type 2 diabetes mellitus [end],25824591
130,Major hurdles in the management of T2 DM comprise,[start] the association between polypharmacy and all cause of mortality [end],[start] of striving for polypharmacy [end],25345504
131,Interventions recommended for reducing the risk for cardiovascular complications in patients with type 2 diabetes mellitus include,[start] risk factors [end],[start] lipid control [end],12489382
132,Young Indigenous people living,[start] in the past several decades [end],[start] in remote areas [end],22762229
133,the fasting blood glucose decreased,[start] in the disease [end],[start] in Almond groups p < 0.05 [end],30360498
134,Strengthening the surveillance of NCDs is,[start] a major cause of death in the united states [end],[start] a national priority along with recognising the urgent need [end],24299125
135,the same features develop,[start] a complex disease [end],[start] in overweight middle - aged humans [end],22893407
136,This study sought,[start] to provide a timely breast cancer the treatment of the treatment options [end],"[start] to compare the effect of almonds , incorporated into a LCD , on cardio - metabolic measures in patients with T2DM [end]",30360498
137,the insulin regimens to mimic,[start] the association of [UNK] with [UNK] [end],[start] the pancreatic beta - cells ' response to a glucose load [end],15479774
138,This brief commentary discusses,[start] the association between sex and breast cancer [end],[start] current understanding of shared biological pathways focussing on hyperglycaemia [end],30135724
139,a complex disorder involves not,[start] [UNK] [end],[start] just even the brain [end],27262256
140,that type II diabetes to be,[start] more effective than [UNK] in the treatment of t2d [end],[start] polygenic [end],7813802
141,insulin resistance are,[start] a major cause of lung cancer related deaths [end],[start] synonymous with impaired glucose metabolism in T2DM [end],31336461
142,Some genes have become accepted,[start] a major cause of lung cancer related deaths [end],[start] as contributors to diabetes risk [end],17331067
143,Genotype frequency data were examined,[start] for [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] across all studies according to presence of serious DM - related complications [end],24023947
144,"All other parameters , including FIBTEM - MCF were",[start] in the study of [UNK] in the [UNK] [end],[start] similar between the two groups [end],16988549
145,Precision Medicine is,[start] a common treatment for t2d [end],[start] an emerging approach that includes decisions In this respect [end],29518575
146,the precise drug to be,[start] more likely to be diagnosed with cardiovascular disease [end],[start] effective for the reduction of the economic impact on a global scale [end],30515958
147,clinicians may see,[start] to be [UNK] [end],"[start] a diverse array of presentations , suggesting different proportions of these two pathogenic factors Within this definition [end]",19425874
148,PM manages,[start] a wealth of [UNK] data [UNK] to increase the number of clinically validated biomarkers in order [end],"[start] """"""""""""""""""""""""""""""a wealth of """""""""""""""""""""""""""""""" omics """""""""""""""""""""""""""""""" data ( genomic ) to increase the number of clinically validated biomarkers in order"""""""""""""""""""""""""""""" [end]",29518575
149,Studies are needed,[start] to provide the influence of partners beliefs on diabetes distress [end],[start] to examine the consequences of these changes in body composition on physical mortality risk [end],25453300
150,physicians must stress,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] the nonpharmacologic approaches of regular exercise [end],10348076
151,This study investigates perceiving,[start] the role of the [UNK] of [UNK] [UNK] [end],[start] the cause of type 2 diabetes as primarily genetic or environmental influences attitudes towards the controllability of the condition [end],23868079
152,The main purpose of this study was,[start] to identify the disease [end],[start] to investigate the indirect effects of psychosocial factors on self - care behavior in Turkish patients with type 2 diabetes mellitus [end],24084701
153,hemoglobin A1c is not,[start] in [UNK] [end],"[start] at goal , a sodium - glucose cotransporter - 2 inhibitor or a dipeptidyl peptidase [end]",30409037
154,this information will be,[start] more than a [UNK] of the [UNK] of [UNK] [end],[start] available in 2010 when the Anglo - Danish - Dutch Study of Intensive Treatment and Complication reports its findings [end],19276801
155,The dose of insulin or sulfonylureas to be lowered,[start] more likely to be [UNK] in the disease [end],[start] when used with SGLT2 inhibitors [end],29196150
156,Agents may affect,[start] [UNK] [end],[start] the kidney in diabetes [end],29227582
157,Measures included,[start] [UNK] [UNK] [end],[start] the Revised Illness Perception questionnaire [end],29775677
158,The agents reduce insulin resistance normalizing,[start] cells to prevent recurrence [end],[start] membrane structure [end],24523032
159,a lifestyle to be,[start] the leading cause of cancer [end],[start] typical of families of children with T2DM [end],12762953
160,an individual was perceived,[start] as a [UNK] of [UNK] [UNK] [UNK] [end],[start] as less responsible for the development of type 2 diabetes [end],23868079
161,pharmacological interventions can delay,[start] the relationship between social groups [end],[start] its progression [end],15056594
162,targeting cardiovascular risk factors is,[start] more important than the disease [end],[start] an important component in the decision making an individualized challenge [end],27376421
163,the HERS study examined respectively,[start] the effect of [UNK] on the effects of [UNK] function [end],[start] on cardiovascular events [end],16208307
164,Systemic inflammation has been implicated,[start] in the pathogenesis of lung cancer [end],[start] in the pathophysiology of atherosclerosis [end],19393492
165,Medications to manage,[start] cause damage [end],[start] T2DM utilize different pharmacologic approaches [end],23347242
166,their consequences with regard to diabetic complications remain,[start] for the development of t1d [end],[start] to be determined [end],16988549
167,the current Canadian Diabetes Association Clinical Practice Guidelines to provide,[start] both a critical role in [UNK] [UNK] [UNK] [UNK] of [UNK] [end],[start] a basis for funding policies [end],20958092
168,Physical therapists must advocate,[start] the risk of microvascular complications such as disease [end],[start] for regular physical activity as a key component of the treatment of chronic diseases in all patient interactions [end],31775555
169,Some genes that have become accepted as contributors to diabetes risk include,[start] [UNK] [end],[start] calpain 10 inwardly rectifying potassium channel subunit Kir6 .2 and hepatic transcription factor 1 [end],17331067
170,This review aims,[start] to review recent guideline recommendations on therapeutic strategies while providing practical recommendations for the management of the prevention of diabetes,[start] to summarize the available evidence on the safety of the major drugs [end],27376421
171,a common chronic disease resulting,[start] for the development of [UNK] [end],[start] from a complex inheritance - environment interaction along with other risk factors such as obesity [end],25249787
172,Readers are,[start] more likely to be [UNK] in the [UNK] of [UNK] [UNK] [end],[start] interested in these primary resources for more detail [end],25732301
173,Future research must investigate,[start] whether early dietary changes such as increased weight improve cardiovascular outcomes be a promising clinical outcomes be effective for the,[start] the impact of Cycle of Care on patient care in general practice [end],29417379
174,Insulin resistance increases,[start] the disease s [end],[start] a person 's risk for developing type 2 diabetes [end],11800065
175,The medical community faces,[start] a [UNK] [end],[start] an emerging epidemic of type 2 diabetes mellitus [end],15751600
176,advanced glycation end - products result,[start] available for the [UNK] of [UNK] [end],[start] in thrombosis [end],30409037
177,Osteoporosis are,[start] [UNK] [end],[start] now prevalent in aging [end],21778617
178,Goldschmidt summarize,[start] the risk of cardiovascular disease [end],[start] the diagnosis In this article [end],16329529
179,Comorbidities such as hypertension are,[start] more prevalent among women in women with diabetes [end],[start] prevalent in this group [end],20966485
180,currently known associations explain,[start] to prevent type 1 diabetes [end],[start] only a small amount of the genetic variance [end],19564886
181,Genomics data together with the potential of other clinical evidence - based data will lead,[start] on the latest advances in clinical clinical characteristics [end],[start] to diabetes care improvement in the context of personalized medicine in the near future [end],28282717
182,Health professionals have,[start] beneficial in combination [end],"[start] a key role in enabling and optimising person - centred approaches , educating and augmenting the essential skills every person [end]",27231735
183,Online patient education has,[start] to be [UNK] [end],[start] wide ranging benefits for people with Type 2 DM or CVD [end],30131299
184,"Multiple risk factors of diabetes , delayed diagnosis make",[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] it necessary to develop appropriate prevention measures for the control of type 2 diabetes [end],25249787
185,sleep broadly fell,[start] by the age [end],"[start] into five categories ; sleep assessment , sleep as co-morbidities of shift work [end]",33157114
186,individual review article known,[start] to explore the association between polypharmacy [end],[start] to the authors [end],28914196
187,non-insulin-dependent ) diabetes mellitus is,[start] a major cause of death in the united states [end],[start] the major form of the disease in all societies [end],2406178
188,other glucose lowering,[start] patient patient patient [end],[start] medications [end],29196150
189,the results derived from ambulatory evaluations of treatment programmes can not be automatically tansferred,[start] as a significant public health concern [end],[start] to patients [end],14555298
190,adults aged,[start] with a high incidence of diabetes [end],[start] 20 years [end],15671192
191,Insulin resistance is,[start] a common cause of death in women [end],[start] a major contributor to progression to complications of diabetes [end],10348076
192,Those 17 studies involved,[start] in the pathology report to indicate the prognosis of the disease [end],[start] 46732 type 2 diabetes [end],27518283
193,This new information to be translated,[start] from the past [end],[start] in the real world into well defined strategies for treating high risk population [end],16208307
194,This review examines,[start] the role of these in patients with [UNK] [end],[start] the evidence that elevated plasma NEFA can inhibit glucose - stimulated insulin secretion by pancreatic impair glucose - glucose disposal by peripheral tissues [end],9609356
195,Clinical application describes,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] the health impact of diabetes - related complications [end],31775555
196,Recent studies have shown,[start] that tumor associated immune cells play a game [end],"[start] that in addition to obesity , genetics , and islet dysfunction , the disturbance of intestinal flora may partly give rise to diabetes [end]",31247468
197,This brief commentary discusses current understanding of shared biological pathways focussing,[start] the association between sex and breast cancer [end],[start] on hyperglycaemia [end],30135724
198,Metformin is,[start] the leading cause of cancer related mortality rates in patients [end],[start] the first choice of medication in T2DM patients [end],28093996
199,physical exercise ( or lack of it plays,[start] a major role in the development of t1d [end],[start] a pivotal role in both the pathogenesis and therapy of type 2 diabetes mellitus [end],24523032
200,timing have been shown,[start] to develop cardiovascular disease [end],[start] to impact glycaemic control [end],33157114
201,Cochrane Database were searched,[start] [UNK] [UNK] [UNK] [UNK] to the [UNK] of [UNK] [end],[start] between January 2005 and May 2018 [end],30131299
202,the known complications of diabetes are,[start] as a high incidence [end],[start] extraordinarily like those [end],22893407
203,Both biological factors are,[start] more susceptible to other countries [end],[start] responsible for gender differences in diabetes risk [end],27159875
204,Diabetes is associated,[start] with a high incidence of diabetes [end],"[start] with complications , including stroke [end]",29417379
205,women have,[start] a high burden of diseases including [UNK] [end],"[start] greater increases of cardiovascular risk , myocardial infarction , and stroke mortality than men compared with nondiabetic subjects [end]",27159875
206,The global prevalence of diabetes has risen,[start] [UNK] [UNK] [UNK] [end],[start] in adults from 4.7 % in 1980 to 8.5 % in 2014 [end],30409037
207,High levels reduced,[start] [UNK] [UNK] [UNK] [end],[start] SCBs [end],18413226
208,Interventions recommended for reducing the risk for cardiovascular complications in patients with type 2 diabetes mellitus include,[start] risk factors [end],[start] aspirin therapy [end],12489382
209,China are leading,[start] to the first place of the disease in the united states [end],[start] this surge in diabetes [end],16573308
210,Diabetes to be,[start] more likely to be diagnosed with [UNK] [end],"[start] responsible for 278,778 years of potential life [end]",24299125
211,This paper discusses,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] the benefits of exercise therapy on glycemic control [end],19479186
212,other variables influencing,[start] disease [end],[start] health processes [end],17559889
213,Drs Laurencin summarize,[start] the treatment strategies for the prevention of cardiovascular disease [end],[start] the diagnosis In this article [end],16329529
214,"Additionally certain individual food groups of the diet , such as dietary fiber may protect",[start] with a high intake of fruit [end],"[start] against the development of diabetes , possibly through the amelioration of their anti-inflammatory actions [end]",19531025
215,a complex disorder involves not,[start] [UNK] [end],[start] just the pancreas system [end],27262256
216,Future work is needed,[start] to provide the influence of partners beliefs on diabetes distress [end],[start] to generate best practices [end],29914779
217,Weight reduction are,[start] more important than the disease [end],[start] the mainstays of treatment for nonalcoholic fatty liver disease [end],15611492
218,Therapeutic options for treating hyperglycemia include,[start] [UNK] [UNK] [UNK] [end],[start] sulfonylureas [end],12408409
219,The presence of multiple risk factors in participants was not,[start] a significant public health problem [end],[start] statistically significant [end],17894523
220,the lack of type 2 diabetes awareness appeared,[start] the risk of microvascular complications such as disease [end],[start] to impede primary and secondary prevention among participants [end],24070886
221,Research to date has demonstrated,[start] that a high incidence of diabetes [end],"[start] that a low - fat , plant - based nutritional approach improves control of cardiovascular risk [end]",20425575
222,other environmental factors might promote,[start] the risk of diabetes [end],[start] insulin resistance [end],16085165
223,their children are,[start] more susceptible to others [end],[start] at greater risk for progressing to type 2 diabetes mellitus [end],11800065
224,"associated neurological disorders ( NDs ) , such as Alzheimer disease have raised",[start] disease specific mortality [end],[start] concerns about financial burden [end],25345504
225,The quality of risk of bias were assessed,[start] in the [UNK] of [UNK] [end],[start] using the Cochrane Risk of Bias tool [end],28728958
226,the highest incidence occurring,[start] in the [UNK] of [UNK] [UNK] [UNK] of [UNK] [end],[start] among youth from racial and ethnic minority backgrounds [end],18806081
227,Goals include,[start] [UNK] [end],[start] maintaining weight reduction and increased physical activity [end],19893798
228,diastolic dysfunction the,[start] a major cause of death in the [UNK] [end],[start] 47.8 % [end],30353895
229,treatment of T2 DM is,[start] a common in the primary color for the environment of the leading cause of the disease of the [UNK] of,[start] an complex challenge in which targeting cardiovascular risk factors is an important component in the decision making [end],27376421
230,the measurement of autoantibodies may be,[start] for the [UNK] of [UNK] [end],[start] helpful [end],11979020
231,2 diabetes loci are considered across,[start] as a disease [end],[start] multiple populations [end],17331067
