,Subj_Pred,Obj,Obj_true,PMID
40,treatment can reduce,[start] the risk of gastric cancer [end],[start] the incidence of gastric cancer [end],27184043
41,growth hormone receptor signaling,[start] the intensity of improvised free jazz with the best group on the best group on the best group of patients,[start] activation molecule family 8 [end],30873760
42,"The eligible literatures with publication deadline of May 3 , 2019 were collected",[start] in the clinic [end],[start] from CNKI databases [end],31453724
43,gastric cancer will remain,[start] a major role in the development of gastric cancer [end],[start] a serious medical problem due to its high mortality rates [end],16836062
44,this technique may downstage,[start] the risk of gastric cancer [end],[start] tumors [end],15297947
45,The International Agency for Research on Cancer reported,[start] the 200607 season [end],[start] a positive association between consumption of processed meet [end],27531538
46,The results of the analysis showed,[start] that the favorable effects of other heart rate lowering agents [end],[start] that RASSF2 had a significantly higher level of methylation in gastric cancer [end],31453724
47,the most important advances have been achieved,[start] in the clinic [end],[start] in the adjuvant setting for patients with locally advanced disease In recent years [end],18257608
48,This review outlines,[start] the bands [end],[start] the strengths of current mouse models of their relevance to the pre-clinical development of new therapeutics [end],26809278
49,primary resected cancers correlated,[start] with the development of diabetes possibly through the amelioration of their antiinflammatory actions [end],[start] with clinicopathological features [end],27531538
50,Apatinib improved,[start] in the clinic [end],[start] the median overall survival of patients with advanced GC and progressive disease after two or more lines of prior chemotherapy of nearly 3 months [end],27531538
51,adjacent organs are not,[start] in the clinic [end],[start] routinely need to be preserved in order [end],25320505
52,A total of eight articles were included,[start] to investigate the association between executive functioning and patients with crd and patients [end],[start] in the study [end],31453724
53,an accumulating body of evidence has deepened,[start] the same time [end],[start] our understanding of ncRNAs In the past few years [end],27547004
54,search for better targeted agents will help,[start] that the favorable effects of other heart rate lowering agents [end],[start] develop better treatments for patients with advanced gastric cancer [end],16166979
55,Cancer Research published,[start] in the field of gastric cancer [end],[start] the highest number of papers [end],26873521
56,pathogenesis are not known,[start] in the field of gastric cancer [end],[start] yet [end],16015679
57,Considerable research efforts towards the pathogenesis of gastric cancer have not been translated,[start] in the field of gastric cancer [end],[start] into treatment success [end],11512601
58,the 5 - year survival rate of early gastric cancer can reach,[start] the same time [end],[start] > [end],28671042
59,integrated research in molecular pathology has clarified,[start] the same time [end],[start] the details of epigenetic abnormalities of cancer - related genes Over the past 15 years [end],16015679
60,genetically engineered mouse models of gastric cancer have provided,[start] a significant role in the development of gastric cancer [end],[start] significant insight into the contribution of genetic factors to disease progression [end],26809278
61,non-conversed types based,[start] to the development of diabetes possibly through the amelioration of their antiinflammatory actions [end],[start] on extent of cancer metastasis [end],30370504
62,processed N - nitroso compounds may be positively associated,[start] with the development of diabetes [end],[start] with the risk of gastric cancer [end],17577615
63,the most part identified,[start] a large proportion of disability in europe [end],[start] in Japanese women [end],17577615
64,diseases associated,[start] with the development of type 2 diabetes mellitus [end],[start] with gastric cancer [end],24782602
65,gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] still the main cause of death in patients with malignant tumors In China [end],24259966
66,The surgical treatment of gastric cancer to be,[start] a major role in the development of gastric cancer [end],[start] precise [end],30703786
67,new - targeted therapies may improve,[start] the risk of gastric cancer [end],[start] patient survival [end],26809278
68,The optimal indications for conversion therapy include,[start] the same time [end],[start] the patients with category 2 [end],30370504
69,Laparoscopy has been developing rapidly,[start] in the clinic [end],[start] in the past 20 years on account of its clinical application advantages such as minimally magnified visual field making it one of the standard treatment options for early gastric cancer [end],30703786
70,a sufficiently long - term follow - up may clarify,[start] the quanto1 years [end],[start] the effect of eradication therapy on inhibition of the development ( not discovery ) of gastric cancer [end],19333542
71,the complete response to any therapy is,[start] the most studied mechanisms underlying gastric cancer [end],[start] really very rare so that conversion therapy is a great clinical challenging problem for gastric cancer patients [end],30370504
72,tumor heterogeneity which is an inherent feature of gastric cancer challenges,[start] the risk of chronic respiratory diseases [end],[start] the development of molecularly targeted and personalized treatment strategies [end],27092990
73,"Tumours located in the lower third of the stomach , had",[start] a quanto1 plan [end],[start] the best prognosis [end],3768650
74,depending on uhether R0 resection is,[start] the first six months of the year [end],[start] available by preoperative evaluation [end],30370504
75,Gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] an aggressive disease with a large global burden of disease [end],27514667
76,Several observational studies have reported,[start] that the favorable effects of other heart rate lowering agents [end],[start] the effectiveness of endoscopic screening in reducing mortality from gastric cancer [end],25320514
77,Continuing advances in high - throughput technologies are revealing,[start] that the two israeli soldiers in israeli territory on 12 july 2006 [end],[start] an intricate network of epigenetic changes [end],28176656
78,Novel molecular biology techniques have generated,[start] that the favorable effects of other heart rate lowering agents [end],[start] a wealth of data on down - activation [end],16154715
79,Gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] endemic in Japan [end],31455923
80,this group comprised,[start] the same time [end],[start] 14 per cent of all patients with gastric cancer [end],3768650
81,Mexican patients diagnosed,[start] with the development of type 2 diabetes mellitus [end],[start] with gastric cancer and / or diseases [end],24782602
82,Category 4 includes,[start] the same time [end],[start] noncurable metastasis with other organ metastasis [end],26643880
83,The incidence have undergone,[start] a significant role in the development of gastric cancer [end],[start] important changes in the last decades [end],15890270
84,A population - based screen - strategy for H. pylori infection can be recommended,[start] that the presence of the two young men [end],[start] in high incidence regions at present [end],19712167
85,environmental factors play,[start] the risk of gastric cancer [end],[start] a major role in gastric carcinogenesis [end],16015679
86,attempts at preventing recurrence have employed,[start] to the development of the treatment of gastric cancer [end],[start] adjuvant chemotherapy Until recently [end],15297947
87,the 5 year survival rate of early gastric cancer can reach,[start] the same time [end],[start] 95 % [end],28671042
88,Neoadjuvant chemotherapy is,[start] the most studied mechanisms underlying gastric cancer [end],[start] a rising option in locally advanced gastric cancer [end],15864714
89,processed meat compounds may be positively associated,[start] with the development of diabetes [end],[start] with the risk of gastric cancer [end],17577615
90,ROBO2 gene methylation is associated,[start] with the development of diabetes [end],[start] with sporadic gastric cancer [end],27461616
91,genetic changes associated,[start] with the development of t2 dm [end],[start] with the risk of gastric cancer [end],16836062
92,metabolomics holds,[start] the most studied mechanisms underlying gastric cancer [end],[start] some promise for cancer surveillance [end],25278684
93,use of aspirin to reduce,[start] the same time [end],[start] the risk of gastric cancer [end],20870917
94,addressing these other factors may contribute,[start] to the development of type 2 diabetes mellitus [end],[start] to health [end],25630323
95,actions are,[start] a slag [end],[start] relevant in the current national context [end],24782602
96,RASSF2A gene methylations were,[start] in the clinic [end],[start] significantly higher in gastric cancer tissues ( 30 % ) than in peri-cancerous tissues ( 0 % [end],27461616
97,The comprehensive treatment of surgery combined,[start] to the development of t2 dm [end],[start] with chemotherapy [end],30703786
98,early diagnosis is,[start] a major role in the development of gastric cancer [end],[start] essential to achieving long term survival [end],25278684
99,the evidence regarding,[start] the use of gastric cancer [end],[start] the relationship between DM and subsequent gastric cancer incidence or gastric cancer mortality risk on the basis of cohort studies [end],28415651
100,Considerable research efforts towards the epidemiology of gastric cancer have not been translated,[start] in the clinic [end],[start] into treatment success [end],11512601
101,surgery have resulted,[start] in the field of gastric cancer [end],[start] in the contemporary treatment of GC [end],26873521
102,microRNA has,[start] the most studied mechanisms underlying gastric cancer [end],[start] broad prospective application in diagnosis of gastric carcinoma [end],23599620
103,several retrospective studies have demonstrated,[start] that the risk of gastric cancer is largely [end],[start] no significant differences in recurrence rate between laparoscopic surgery for gastric cancer and conventional gastrectomy [end],26917602
104,literature addresses that gastric cancers in the East are diagnosed,[start] the most studied mechanisms underlying gastric cancer [end],[start] at younger ages [end],30512250
105,post-interventional quality of life is,[start] a professor of journalism at the same time [end],[start] clearly favorable compared to open surgical resection in well - selected patients [end],19712167
106,clinical research will allow,[start] that the favorable effects of other heart rate lowering agents [end],[start] us to allow the patients to truly benefit by paying attention to the individual [end],28671042
107,Accurate staging for gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] possible [end],16166979
108,about fifty percent of treated patients had,[start] in the clinic [end],[start] an early tumor stage [end],24914327
109,neoadjuvant therapy has been developed,[start] in the clinic [end],[start] as a part of multimodality treatment for patients with LAGC To date [end],33256300
110,Screening for this group of patients improves,[start] the risk of gastric cancer [end],[start] detection rate of early gastric cancer [end],16825897
111,142 patients with early gastric cancer were operated on,[start] a large proportion of disability in europe [end],[start] in our service From 1975 to 1985 [end],3768650
112,case - control strongly suggests,[start] in the clinic [end],[start] that the risk may be increased with a high intake of salt per se [end],17577615
113,the relevant treatment models of advanced gastric cancer need,[start] to the development of the treatment of gastric cancer [end],[start] to be validated still [end],31080234
114,gastric cancer related,[start] to the development of diabetes possibly through the clinical parameters in the treatment of gastric cancer [end],[start] to miRNA expression [end],25060632
115,some of which involved,[start] a large proportion of disability in europe [end],[start] with canonical signaling pathways [end],25060632
116,Oncologists have not had,[start] the same time [end],[start] a major interest in the radiotherapy treatment of gastric cancer due to a number of factors in the present [end],21129674
117,Recent advances in molecular biology have better defined,[start] in the field of gastric cancer [end],[start] gastric cancer subtypes [end],29641950
118,The treatment of advanced gastric cancer is focused,[start] in the development of type 2 diabetes mellitus [end],[start] on the therapy [end],30703786
119,This review serves,[start] the same time [end],[start] to identify national research groups [end],24782602
120,microRNA is involved,[start] in the field of gastric cancer [end],[start] in almost every step of gastric carcinogenesis [end],23599620
121,cohort studies strongly suggests,[start] that the favorable effects of other heart rate lowering agents [end],[start] that the risk may be increased with a high intake of various traditional salt - preserved foods [end],17577615
122,conversion therapy is,[start] the leading cause of death in women worldwide [end],[start] a great clinical challenging problem for gastric cancer patients [end],30370504
123,Lymph node metastasis from early gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] relatively infrequent [end],20820982
124,the research progress in the perioperative period of gastric cancer in recent years are reviewed,[start] the first six months of the year [end],[start] in order In this article [end],30799543
125,An understanding of the molecular variability is,[start] the most studied mechanisms underlying gastric cancer [end],[start] important for effective treatment [end],29641950
126,This chapter reviews interventions can lead,[start] to the development of the treatment of gastric cancer [end],[start] to a decline in gastric cancer incidence in low incidence countries [end],27184043
127,Future advances in the therapy of resectable gastric cancer may come,[start] in the clinic [end],[start] from studies of the application of targeted therapies such as growth receptor antagonists [end],15297947
128,Gastric cancer is worldwide,[start] a major role in the development of gastric cancer [end],[start] a leading cause of cancer death [end],11512601
129,Infection is not,[start] the most important advances in the field of gastric cancer [end],[start] a sufficient cause for its development [end],17577615
130,The surgical treatment of gastric cancer to be,[start] a major role in the development of gastric cancer [end],[start] minimally invasive [end],30703786
131,Risk stratification may increase,[start] that the risk of gastric cancer is largely [end],[start] the cost - effectiveness of screening in populations at moderate risk [end],20870917
132,Helicobacter pylori plays,[start] the most studied mechanisms underlying gastric cancer [end],[start] a major role in gastric carcinogenesis [end],27184043
133,method were reviewed,[start] a large proportion of disability in europe [end],[start] extensively [end],25320514
134,survivors of patients with pernicious anemia are,[start] a large proportion of disability in europe [end],[start] at increased risk of GC [end],27531538
135,Curation can be achieved,[start] in the clinic [end],[start] by a radical resection including an adequate lymphadenectomy [end],19147324
136,The mechanisms of COX - 2 in the development of gastric cancer are,[start] a high burden of responsibility on caregivers to monitor diet [end],[start] probably through promoting the proliferation of gastric cancer [end],24259966
137,Methylation pattern of specific genes to be,[start] a major role in the development of gastric cancer [end],[start] a valid biomarker for early detection of gastric cancer [end],27609016
138,The incidence have fallen dramatically,[start] in the clinic [end],[start] in elsewhere over the past several decades [end],16489633
139,This review summarizes,[start] the use of gastric cancer [end],[start] the recent hotspots of ncRNAs involved in GC pathobiology [end],27547004
140,Radiochemotherapy Gatrointestinal intergroup study have demonstrated,[start] that the favorable effects of other heart rate lowering agents [end],[start] a convincing overall survival benefit [end],21129674
141,Conclusion may provide,[start] the need for a new strategies for the patient [end],[start] clinically useful information on diagnostic aspects [end],11821789
142,Epigastric pain was,[start] a large proportion of disability in europe [end],[start] the most frequent symptom [end],3768650
143,gene expression occurring,[start] in the field of gastric cancer [end],[start] during gastric carcinogenesis [end],16154715
144,This paper reviews,[start] the bands [end],[start] the evidence [end],8045028
145,the molecular mechanisms might be involved,[start] in the field of gastric cancer [end],[start] in the carcinogenesis [end],24259966
146,"biological features of gastric cancer , including the identification of predictive biomarkers will provide",[start] a high burden of responsibility on caregivers to monitor diet [end],[start] improved clinical outcomes [end],27514667
147,The purpose of this review is,[start] to the development of the treatment of gastric cancer [end],[start] to examine the epidemiology factors of gastric cancer [end],16489633
148,lncRNAs may play,[start] the most important advances in the field of gastric cancer [end],[start] an active role in metastasis [end],26289363
149,Gastric carcinoma remains worldwide,[start] a major role in the development of gastric cancer [end],[start] with a dismal prognosis [end],16015679
150,The country with the greatest number of publications were,[start] the first six months of the year [end],[start] the USA ( n = 29 [end],26873521
151,Thorough understanding of the changes in gene expression may help to improve,[start] the risk of gastric cancer [end],[start] the treatment of this disease [end],16154715
152,"Some sensitive circRNAs , such as hsa_circ_0000520 may have",[start] a high burden of responsibility on caregivers to monitor diet [end],[start] potential diagnostic potential in early - stage gastric cancer [end],31922886
153,one million new gastric cancer cases are diagnosed,[start] in the field of gastric cancer [end],[start] worldwide Each year [end],31279156
154,"most of these eleven cytokines , including integrin alpha 5 to be elevated",[start] a large proportion of disability in europe [end],[start] in gastric cancer serum samples for the first time in this study [end],30873760
155,Surgery is,[start] the risk of gastric cancer [end],[start] the only chance of cure [end],31236716
156,better understanding of the functions of immune system will enhance,[start] the risk of gastric cancer [end],[start] immunotherapy treatment in the future [end],30388190
157,the molecular data obtained,[start] in the clinic [end],[start] into subgroups with clinical relevance [end],28618420
158,surgical treatment remains,[start] a major role in the development of gastric cancer [end],[start] the first - line approach to treatment to provide a cure [end],31080234
159,Gastric cancers are,[start] a major role in the development of gastric cancer [end],[start] highly prevalent in both the East although they differ in prognostic outcome [end],31178345
160,"Calculations done in high - risk populations , such as Japanese - Americans confirm",[start] the first six months of the year [end],[start] the savings in the safety of the test - treat strategy [end],12590229
161,The five year survival rate excluding,[start] the 200607 season [end],[start] the operative mortality [end],3768650
162,Gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] endemic in Korea [end],31455923
163,Gastric Helicobacter pylori infection causes,[start] the risk of gastric cancer [end],[start] almost 90 % of non-cardia cancers [end],25439075
164,fluorouracil is,[start] male [end],[start] the standard single agent used for gastric cancer currently [end],10074655
165,The purpose of this review is,[start] to the development of the treatment of gastric cancer [end],[start] to give an updated report on the current management differences in the treatment of gastric cancer between Eastern and Western countries [end],28181265
166,"Early gastric cancer , whereby disease is limited to mucosa confers",[start] the leading cause of death in women worldwide [end],[start] a survival rate of greater than 90 % in 5 years in many centres [end],16825897
167,strategy has been directed,[start] in the clinic [end],[start] to screen symptomatic individuals [end],16825897
168,The increasing understanding of molecular pathways is,[start] the most important advances in the field of gastric cancer [end],[start] the basis for innovative therapies [end],28213714
169,the proportion of depressed type were,[start] a large proportion of disability in europe [end],[start] higher in gastric cancer after H. pylori eradication [end],30158402
170,Studies examining,[start] the intensity of improvised free jazz with the best group on the best group on the use of gastric cancer,[start] the relationship between diabetes mellitus ( DM ) and the risk of gastric cancer incidence or gastric cancer mortality [end],28415651
171,LN metastases are,[start] a major public health problem [end],[start] the most important prognostic factor in patients [end],25320505
172,The need to have protocols led,[start] the same time [end],[start] a group of geneticists to convene a workshop [end],10593993
173,both primary prevention of gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] possible [end],12590229
174,Eastern Asia has,[start] quanto1 [end],[start] the highest incidence of gastric cancer in the world [end],23599620
175,the phases of development for cancer screening were analyzed,[start] in the clinic [end],[start] on the basis of the biomarker development road map [end],25320514
176,The comprehensive treatment of surgery combined with radiotherapy is,[start] the most studied mechanisms underlying gastric cancer [end],[start] a standard treatment of local advanced gastric cancer [end],30703786
177,The development of advancing radiotherapy technologies now allows,[start] the same time [end],[start] improved target coverage [end],24996375
178,Gastric cancer developed,[start] a significant role in the development of gastric cancer [end],[start] after eradication revealed a mainly intestinal type histology [end],19333542
179,genetic predisposing factors contribute,[start] to the treatment of the patient [end],[start] to the development of gastric cancer was found to be infection of Helicobacter pylori Advances in understanding the deranged signalling pathways [end],27609016
180,the protective effects have been,[start] in the clinic [end],[start] for the most part [end],17577615
181,surgeons are experienced,[start] a traditional defined benefit program [end],[start] in both advanced laparoscopic surgery [end],31455923
182,The criteria to apply conservative treatments are being expanded,[start] to the development of a predominant factor [end],[start] along with the technological improvement [end],17249273
183,first - degree relatives might be infected,[start] a large proportion of disability in europe [end],[start] by a bacterium with an identical genetic fingerprint [end],12590229
184,Most patients with gastric cancer are diagnosed,[start] a major role in the development of gastric cancer [end],[start] in advanced stages when a curative resection is impossible [end],16825900
185,Gastric cancer remains,[start] a major role in the development of gastric cancer [end],[start] a major clinical challenge worldwide owing to poor prognosis [end],26289363
186,The differences in these conclusions lie,[start] the risk of gastric cancer [end],[start] in the diagnostic ability of endoscopic examination since the clinical stage was quite different between these studies [end],19333542
187,Many Asian countries are playing,[start] the risk of gastric cancer [end],[start] important roles in development of better treatments for this malignancy [end],20870917
188,A systematic search of articles in PubMed was conducted,[start] in the 1940 s saying the landowner had an obligation to manage his own interest in his own interest [end],[start] to identify relevant literature [end],28415651
189,FDG could have therefore,[start] that the favorable effects of other heart rate lowering agents [end],[start] a role in the preoperative staging [end],19147324
190,The mechanisms of COX - 2 in the development of gastric cancer are,[start] a high burden of responsibility on caregivers to monitor diet [end],[start] probably through promoting the proliferation of gastric cancer cells [end],24259966
191,gastric cancer is not,[start] a major role in the development of gastric cancer [end],[start] merely a single a distinction that will aid our understanding of its significance [end],23129495
192,A new biological category for stage IV gastric cancer has been tested out,[start] in the clinic [end],[start] in some trials [end],30370504
193,prospective studies have confirmed,[start] the need for a new strategies for the patient [end],[start] the feasibility of laparoscopic surgery for early gastric cancer [end],31080234
194,"The eligible literatures with publication deadline of May 3 , 2019 were collected",[start] in the clinic [end],[start] from EMBASE databases [end],31453724
195,evidence to suggest,[start] that the favorable effects of other heart rate lowering agents [end],[start] that a genetic profile favoring the proinflammatory response increases the risk of gastric carcinoma [end],16015679
196,The search was updated,[start] that the two israeli soldiers in israeli territory on 12 july 2006 [end],[start] until February 28 [end],31348029
197,Public policies for health research should support,[start] that the favorable effects of other heart rate lowering agents [end],[start] projects [end],24782602
198,diagnostic studies have undergone,[start] the risk of gastric cancer [end],[start] important changes in the prognosis for gastric cancer patients [end],15890270
199,Laparoscopy making,[start] the same time [end],[start] it one of the standard treatment options for early gastric cancer [end],30703786
200,anatomic classification has been,[start] in the united states [end],[start] ineffective in guiding therapy with only marginal improvement in outcome over time [end],29641950
201,Consumption of green tea is associated,[start] the same time [end],"[start] with a decreased risk of gastric cancer although the protective effects have been , for the most part [end]",17577615
202,Pathologists established,[start] that the favorable effects of other heart rate lowering agents [end],[start] pathological parameters ( grading into one comprehensive morphomolecular report [end],28213714
203,merely a single a distinction will aid,[start] the first six months of the year [end],[start] our understanding of disease heterogeneity [end],23129495
204,medical management of gastric cancer does not distinguish,[start] the most studied mechanisms underlying gastric cancer [end],[start] among the various disease subtypes [end],20410336
205,survivors of Hodgkin 's lymphoma are,[start] a large proportion of disability in europe [end],[start] at increased risk of GC [end],27531538
206,the perioperative therapy of LAGC was divided,[start] in the clinic [end],[start] into three major patterns in the world [end],30799543
207,This review aims,[start] to the treatment of the patient [end],[start] to define the role [end],25320505
208,Gastric adenocarcinoma is,[start] a major role in the development of gastric cancer [end],[start] the fifth most common [end],31236716
209,Accumulating studies have demonstrated,[start] that the favorable effects of other heart rate lowering agents [end],[start] that lncRNAs may play an active role in prognosis [end],26289363
210,therapeutic options have undergone,[start] the most important advances in the field of gastric cancer [end],[start] important changes in the prognosis for gastric cancer patients [end],15890270
211,the patients with unresectable gastric cancer exhibiting,[start] the most studied mechanisms underlying gastric cancer [end],[start] one non-curative factor initially [end],30370504
212,the high - risk group of first - degree relatives of patients with gastric cancer can be separated out,[start] the same time [end],[start] for testing [end],12590229
213,American patients with gastric cancer had,[start] the most studied mechanisms underlying gastric cancer [end],[start] an advanced tumor stage [end],24914327
214,our results showed,[start] that the favorable effects of other heart rate lowering agents [end],[start] no statistical significance of the two aforementioned tests [end],31453724
215,Finding new diagnostic procedures is,[start] a major role in the development of gastric cancer [end],[start] of paramount importance to improve patient prognosis [end],16825900
216,The treatment of gastric cancer patients is,[start] a major role in the development of gastric cancer [end],[start] mainly chemoradiotherapy while patients are prone to drug resistance [end],31276633
217,The purpose of this study was,[start] to the development of the treatment of gastric cancer [end],[start] to evaluate the evidence [end],28415651
218,cohort studies strongly suggests,[start] that the favorable effects of other heart rate lowering agents [end],[start] that the risk may be increased with a high intake of salt per se [end],17577615
219,a dismal prognosis is,[start] the first time [end],[start] partly due to the high levels of biological heterogeneity [end],28618420
220,the mean age at baseline used,[start] the same time [end],[start] RR or HR as effect estimate [end],28415651
221,review articles relating,[start] to the treatment of the patient [end],[start] to gastric cancer [end],10074655
222,This overview discusses,[start] the use of gastric cancer [end],[start] the current role for ( chemo [end],24996375
223,Review of the available cancer pathology from people confirmed,[start] the same time [end],[start] that the gastric cancers were all of the diffuse type [end],10593993
224,The circular structure of circRNAs confers,[start] the same time [end],"[start] unique biological characteristics upon them , such as enhanced stability over linear RNAs.Areas covered [end]",31922886
225,"Extended resections that are regarded as standard procedures in some Asian countries , including Korea to be",[start] a convent [end],[start] as effective in Western countries [end],20820982
226,Other interventions that may yield a similar effect although include,[start] a major role in the development of gastric cancer [end],[start] promotion of a healthy lifestyle including sufficient physical activity [end],27184043
227,more reliable evidences are,[start] in the united states [end],[start] to be obtained [end],30370504
228,Thorough understanding of the changes in gene expression may help,[start] in the field of gastric cancer [end],[start] to improve the treatment of this disease [end],16154715
229,Early detection after screening program for gastric cancer has been developed successfully,[start] a significant role in the development of gastric cancer [end],[start] in high risk areas such as East Asian countries [end],26315523
230,Gastric cancer is,[start] a major role in the development of gastric cancer [end],[start] the end result of the interplay of protective factors [end],16015679
231,the therapeutic options are limited,[start] in the clinic [end],[start] a poor prognosis [end],16836062
232,Gastric cancer affects,[start] the same time [end],[start] more than 800000 individuals [end],16825900
233,The gastric cancer risk can be diagnosed by the ABC classification consisted,[start] the most studied mechanisms underlying gastric cancer [end],[start] of a combination of the pepsinogen ( PG ) method [end],23967682
234,This article reviews,[start] the bands [end],[start] the role of ncRNAs in gastric cancer metastasis [end],31276633
235,surgery represents,[start] the most studied mechanisms underlying gastric cancer [end],[start] the only effective treatment option for patients with early stage tumors Currently [end],31279156
236,interventions can lead,[start] to the treatment of the patient [end],[start] to a decline in gastric cancer incidence in high incidence countries [end],27184043
237,the relapse rates from recurrent cancer are,[start] in the clinic [end],[start] 80 % [end],15297947
238,The selection of eligible patients is,[start] a major role in the development of gastric cancer [end],[start] a prerequisite for the successful clinical application of these targeted drugs [end],28213714
239,case - control strongly suggests,[start] in the clinic [end],[start] that the risk may be decreased with a high intake of vegetables [end],17577615
240,gastric cancer involved,[start] in the field of gastric cancer [end],[start] in post-transcriptional processing [end],26289363
241,the development of targeted therapy provide,[start] the same time [end],[start] more choices in this field [end],30703786
242,tumor - induced immune inhibition leading,[start] the same time [end],[start] to improvement in the prognosis [end],28213714
243,Patients are diagnosed,[start] in the development of diabetes possibly through the amelioration of their antiinflammatory actions [end],[start] usually in locally advanced stage [end],31455923
244,The circular structure of circRNAs confers,[start] the same time [end],"[start] unique biological characteristics upon them , such as enhanced stability over linear RNAs.Areas covered : circRNAs function , participate in protein coding [end]",31922886
