,Subj_Pred,Obj,Obj_true,PMID
27,considered stage requires,[start] the risk of gastric cancer [end],"[start] induction chemotherapy followed by mastectomy , [end]",20521754
28,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] a complex disease comprising multiple tumor entities [end],19942925
29,physicians are making,[start] a major role in the development of gastric cancer [end],[start] progress in the treatment of patients with this disease [end],10572545
30,Epigenetic modifications such as DNA methylation have been thoroughly evaluated,[start] in the clinic [end],[start] in breast cancer [end],24382432
31,The previous two articles have outlined the principles behind breast health detailing,[start] the potential to permanently stop type 1 diabetes in combination with type 1 diabetes mellitus in the risk [end],"[start] common treatment for breast cancer , including chemotherapy [end]",19186363
32,A Cox regression model to examine,[start] the bands [end],"[start] the association between sex and breast cancer mortality after controlling for prognostic factors , including surgery [end]",30007834
33,Advancement of cancer immunotherapy is rapidly increasing,[start] with the development of diabetes [end],[start] with most interesting therapy compared to other therapy like targeted surgery [end],31157481
34,A primary challenge for future drug development in breast cancer will be,[start] the same time [end],[start] to distinguish genes [end],21764517
35,multiple tumor entities associated,[start] with the development of t2 dm [end],[start] with different biological features [end],19942925
36,The articles reviews,[start] the bands [end],[start] the epidemiology of breast facilities [end],23244071
37,the improvement in breast cancer survival in men has fallen,[start] a large proportion of death [end],[start] behind that of women [end],30007834
38,Implications for nursing : The main difficulties with basal - like breast cancer are,[start] the first six months of the year [end],"[start] its aggressive treatment refractory nature , all of which pose real challenges for clinical management [end]",25355019
39,local recurrence can be,[start] a significant role in the development of gastric cancer [end],[start] the risk of a subsequent distant metastasis [end],32378709
40,intensive efforts have demonstrated,[start] that the risk of gastric cancer is largely [end],"[start] that breast cancer exhibits metastatic heterogeneity with distinct metastatic precedence to various organs , giving rise to differences in responses to therapy in breast cancer patients Over the past few years [end]",31421262
41,more people with a personal history of breast cancer are living,[start] in the united states [end],[start] longer [end],21908782
42,the American Cancer Society provides,[start] the same time [end],"[start] an overview of female breast cancer statistics in the United States , including trends in screening In this article [end]",21969133
43,Prevention of breast cancer will be examined,[start] a high burden of responsibility on caregivers to monitor diet [end],[start] in two trials with multiple disease end points [end],8305544
44,This review to address,[start] the use of gastric cancer [end],[start] issues specific to caring for the young breast cancer patient including potential for development of contralateral breast cancer [end],27542172
45,the advantages of this molecular genetic movement include,[start] the same time [end],[start] the abilities ( a ) to predict who is ; ( b ) to provide opportunities for management ; ( c ) to give patients the information they need to make appropriate long - term decisions about matters such as procreation ; and ( d ) to give genetic counselors the information [end],8976406
46,the authors introduce,[start] the bands [end],[start] the topic of breast cancer survivorship In this chapter [end],26059925
47,Delay in diagnosis is,[start] a major public health problem [end],[start] attributable to a clinically low index of suspicion [end],8610264
48,Metaplastic breast carcinomas are,[start] a major role in the development of gastric cancer [end],[start] relatively chemorefractory tumors [end],31491663
49,certain interventions have successfully reduced,[start] the same time [end],[start] both the risk of malignancy [end],24131971
50,Management options include,[start] the most studied mechanisms underlying gastric cancer [end],[start] contralateral biopsy [end],1775816
51,Physical activity are,[start] a major role in the development of gastric cancer [end],[start] preventative measures that can be employed at various points along the breast cancer trajectory [end],19107433
52,breast cancer treatment should be based,[start] in the field of gastric cancer [end],[start] on individual features of the patient and her tumor [end],20701440
53,the breast cancer clinical practice guideline developed,[start] that the favorable effects of other heart rate lowering agents [end],[start] by the Japanese Breast Cancer Society [end],20414016
54,These biomarkers are,[start] a major role in the development of gastric cancer [end],[start] now subject of validation in prospective clinical trials [end],20701440
55,This article discusses,[start] the use of gastric cancer [end],[start] the basics of the effects of genomic advancements on future breast cancer treatment [end],28298516
56,The previous two articles have outlined,[start] the bands [end],[start] the principles behind breast health detailing common types of breast cancer [end],19186363
57,breast cancer is,[start] a major role in the development of gastric cancer [end],[start] a genetic profiling [end],24716497
58,A general consensus supports,[start] the first six months of the year [end],[start] breast cancer screening among women between the ages of 50 and 70 [end],10584602
59,distinct gene pathways are associated,[start] with the development of t2 dm [end],[start] with sensitivity to chemotherapy in different subtypes of breast cancers [end],21764517
60,1277 patients were treated,[start] in the clinic [end],[start] in our Center [end],28292037
61,This article reviews,[start] the bands [end],"[start] the major treatments for breast cancer including radiation , with greater emphasis on treatment of early - stage disease [end]",10614359
62,breast cancer screening in Asia has been,[start] a major role in the development of gastric cancer [end],[start] slow to implement as it was perceived that the parenchyma of Asian women was difficult to assess mammographically [end],17081753
63,its mortality rates to increase,[start] the same time [end],[start] significantly the next years [end],28260181
64,men representing,[start] the leading cause of death in women worldwide [end],[start] nearly 1 % of the total breast cancer cases worldwide [end],18074245
65,gene expression profiling using,[start] the same time [end],[start] DNA microarrays [end],16211226
66,men have endocrine,[start] the risk of gastric cancer [end],[start] sensitive tumours which behave like those in postmenopausal women usually [end],26989051
67,cancer overexpressing,[start] a major role in the development of gastric cancer [end],[start] ERBB2 [end],20521754
68,Advancement of cancer immunotherapy is rapidly increasing,[start] with the development of diabetes [end],[start] with eminent therapy compared to other therapy like targeted cytotoxic chemotherapy [end],31157481
69,More data are needed,[start] to investigate the level of the world war [end],[start] to fully understand the behavior of genomic profiling [end],29616377
70,The Canadian National Breast Screening Study showed,[start] that the favorable effects of other heart rate lowering agents [end],[start] no decrease in breast cancer mortality for women 40 to 49 years old [end],8305544
71,Breast reconstruction is,[start] the most studied mechanisms underlying gastric cancer [end],[start] an option to improve quality of life for the patients [end],30704209
72,The previous two articles have outlined the principles behind breast awareness detailing,[start] the need for a new strategies for the patient [end],[start] common types of staging [end],19186363
73,Epigenetic modifications such as histone acetylation have been thoroughly evaluated,[start] in the clinic [end],[start] in breast cancer [end],24382432
74,the past research has,[start] the most studied mechanisms underlying gastric cancer [end],[start] an enormous implication in improving the clinical outcome in breast cancer [end],31456179
75,Chemoprevention trials for the primary prevention of breast cancer are,[start] a significant role in the development of gastric cancer [end],[start] underway in North America [end],8305544
76,screening programs have enhanced,[start] the most studied mechanisms underlying gastric cancer [end],[start] patient survival [end],28292037
77,less focus has been,[start] a large proportion of disability in europe [end],[start] on rehabilitation aspects [end],17678765
78,Understanding breast cancer treatment options can help,[start] in the development of type 2 diabetes mellitus [end],[start] family physicians care for their patients during [end],20521754
79,Continued improvements in studies will help,[start] that the favorable effects of other heart rate lowering agents [end],[start] to better define MRI 's role in breast cancer [end],19726557
80,The risk of developing a contralateral breast cancer is influenced,[start] in the field of gastric cancer [end],[start] by the age of the patient [end],1775816
81,Improvements in reconstruction techniques creating,[start] the same time [end],[start] better cosmetic results [end],2650720
82,the benefits of adjuvant chemotherapy to be considered,[start] a large proportion of disability in europe [end],[start] in relation to the short - - term risks of treatment [end],8610264
83,Most females have,[start] the first six months of the year [end],[start] none of the recognised risk factors indicating the gaps in our knowledge of the epidemiology of this disease [end],26989051
84,Clinical trials for basal - like breast cancer are,[start] a major role in the development of gastric cancer [end],[start] underway [end],25355019
85,these survivors face,[start] in the clinic [end],"[start] ongoing risk of breast cancer recurrence , distant metastasis , and death [end]",21908782
86,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] a complicated disease treated with multimodality therapy [end],10645500
87,the American Cancer Society provides,[start] the same time [end],"[start] an overview of female breast cancer statistics in the United States , including trends in survival In this article [end]",21969133
88,a comprehensive overview aims,[start] to tailor the timing [end],[start] to assess the present and new management strategies of IBC [end],30005774
89,The multidisciplinary treatment challenge of breast cancer comprises,[start] a high burden of responsibility on caregivers to monitor diet [end],[start] nowadays surgery [end],21853882
90,This summary report aims to provide,[start] the possibility of further managerial instability also [end],[start] a practical review about this disease providing answers to helping them to be by the patients for their benefit throughout their illness [end],25002350
91,This review serves to report,[start] the same time [end],[start] on important developments in the treatment of breast malignancies [end],24171821
92,The dependence of breast cancer on iron presents,[start] the risk for gastric cancer [end],[start] rich opportunities for therapeutic intervention [end],23879588
93,This article discusses,[start] the use of gastric cancer [end],[start] the basics of the effects of genomic advancements on future breast cancer survival [end],28298516
94,the recent advances in breast cancer biology are,[start] a significant role in the development of gastric cancer [end],[start] relevant to these areas of study [end],10550005
95,Mammography are,[start] a major role in the development of gastric cancer [end],[start] still the most effective for women with non-dense breast tissues respectively [end],15894099
96,This article describes,[start] the bands [end],[start] three cases of carcinoma of the breast in men with a review of the literature on risk factors [end],16630739
97,These methods are utilized,[start] to the development of a predominant factor [end],[start] to find new markers for prognosis of breast cancer [end],24382432
98,the improvement in breast cancer survival in men has fallen,[start] a large proportion of death [end],[start] behind that of women [end],30007834
99,The overall survival ( OS ) time cause - specific survival time were compared,[start] in the clinic [end],[start] between patients with TNBC and non-TNBC in each stage [end],27888421
100,IBC contributes,[start] to the development of t2 dm [end],[start] to 7 % to 10 % of breast cancer caused mortality [end],30005774
101,other guidelines have been developed,[start] in the clinic [end],[start] already [end],20414016
102,breast cancer therapeutics require,[start] the risk of chronic respiratory diseases [end],[start] further study [end],24171821
103,us to make,[start] the 200607 season [end],[start] great advances in understanding disease susceptibility [end],8947910
104,one of my main interests as a general surgeon was,[start] the first time [end],[start] the management of diseases of the breast - breast cancer in particular for the next 30 years [end],32239991
105,data from 1973 through 2005 in the Epidemiology ( SEER ) program have demonstrated,[start] that the risk of gastric cancer is changing in the united states can encourage their patients with chronic respiratory diseases,[start] that the improvement in breast cancer survival in men has fallen behind that of women [end],30007834
106,The author examines,[start] the clinical setting [end],[start] the psychological aspects of managing patients with breast cancer [end],12861804
107,This article reviews,[start] the bands [end],[start] current primary care recommendations for post-breast cancer care [end],23217067
108,over 24000 women under age 45 in,[start] the first time [end],[start] the US [end],27542172
109,patents receive,[start] the same time [end],[start] the minimum treatment to be most efficacious a new paradigm [end],24890450
110,the many prognostic factors to be taken,[start] to the development of the treatment of gastric cancer [end],[start] into account when considering eligibility for treatment such as age [end],29231918
111,national statistics show,[start] the 200607 season [end],[start] that breast cancer death rates are now decreasing ( after remaining stagnant for nearly 40 years [end],10572545
112,These tumors have been associated,[start] with the development of diabetes [end],[start] with overexpression of PD - L1 [end],31491663
113,A review of the literature reveals,[start] the role of the development of gastric cancer [end],"[start] ( a ) the relative survival for breast cancer maintains a negative slope for up to 30 + years , a sign of incurability ; ( b ) no more than 20 % of women diagnosed with breast cancer survive die of other causes [end]",2031514
114,Many exciting opportunities to participate,[start] the same time [end],[start] in research in the field of oncology rehabilitation [end],17678765
115,specific mutations associated,[start] with the development of t2 dm [end],[start] with breast tumours [end],24171821
116,This article provides,[start] the same time [end],[start] guidelines for optimal therapies in the metastatic treatment settings [end],23915745
117,Advances in these methods and in breast cancer treatment mean,[start] that the risk of gastric cancer is largely [end],"[start] that more people with a personal history of breast cancer are living longer , and these survivors face ongoing risk of breast cancer recurrence , distant metastasis , and death [end]",21908782
118,Identification would help to select,[start] the same time [end],[start] the most suitable anticancer treatment [end],31669239
119,The multidisciplinary treatment challenge of breast cancer comprises,[start] a high burden of responsibility on caregivers to monitor diet [end],[start] nowadays systemic treatment [end],21853882
120,Primary management in early stage disease is,[start] a major role in the development of gastric cancer [end],[start] usually a modified radical mastectomy [end],1775819
121,Treatment needs,[start] in the clinic [end],[start] multidisciplinarity [end],20358516
122,the environmental primary tumor biologic factors may explain,[start] the same time [end],[start] these disparities [end],15632248
123,the improvement in breast cancer survival in men has fallen,[start] a large proportion of death [end],[start] behind that of women [end],30007834
124,"10,778 newly diagnosed breast cancers have been reported",[start] in the field of gastric cancer [end],[start] in Belgium In 2013 [end],30320989
125,A database must be started,[start] in the clinic [end],[start] with epidemiologic information to understand its correlation with breast cancer in women [end],16630739
126,Survival will be,[start] a significant role in the development of gastric cancer [end],[start] different regarding the stage at diagnosis [end],30320989
127,This review summarizes,[start] the use of gastric cancer [end],[start] recent molecular mechanisms [end],31421262
128,oncologists with managing,[start] the first six months of the year [end],[start] an exploding number of older patients with breast cancer [end],23915745
129,A Cox regression model to examine,[start] the bands [end],"[start] the association between sex and breast cancer mortality after controlling for prognostic factors , including tumor grade [end]",30007834
130,This article explores,[start] the use of gastric cancer [end],[start] the issues involved in determining breast cancer screening recommendations among asymptomatic women with average risk in the United States [end],10584602
131,the factors relating,[start] to the treatment of the patient [end],[start] to growth rate and those [end],2650720
132,the molecular factors contributing,[start] to the treatment of the patient [end],[start] to basal - like breast cancer [end],25355019
133,The randomized controlled trials on screening provide,[start] the same time [end],[start] important insights into the natural history of the disease [end],10572545
134,10778 newly diagnosed breast cancers have been reported in,[start] a significant role in the development of gastric cancer [end],[start] Belgium [end],30320989
135,management recommendations are not,[start] a significant role in the development of gastric cancer [end],[start] age based [end],28260181
136,Breast cancer is,[start] a major role in the development of gastric cancer [end],"[start] an uncommon disease in women under the age of 40 years , reportedly accounting for 7.5 % of reported cases [end]",8610264
137,"Younger age , per se is not",[start] in the clinic [end],[start] a contraindication to breast - conserving surgery [end],8610264
138,The previous two articles have outlined,[start] the bands [end],"[start] the principles behind breast awareness detailing common treatment for breast cancer , including surgery [end]",19186363
139,Many exciting opportunities will be,[start] in the clinic [end],[start] available to participate in research in the field of oncology rehabilitation [end],17678765
140,Data using,[start] the same time [end],[start] Epi Info software [end],28292037
141,treatment of breast cancer in women has undergone,[start] the most studied mechanisms underlying gastric cancer [end],[start] profound changes in the past century [end],17678765
142,the most frequent women 's cancer accounting,[start] in the clinic [end],[start] for to 35.3 % of the cases [end],30320989
143,Continued improvements in studies will help to better define,[start] the same time [end],[start] MRI 's role in breast cancer [end],19726557
144,only some tumour cells cause,[start] the most studied mechanisms underlying gastric cancer [end],[start] cancer progression [end],15894099
145,Cancer of the breast is,[start] a major role in the development of gastric cancer [end],[start] a significant health problem for women from the time of diagnosis through the survivorship trajectory [end],19107433
146,Delay in diagnosis is,[start] a major public health problem [end],[start] attributable to screening mammography [end],8610264
147,The previous two articles have outlined the principles behind breast awareness detailing,[start] the need for a new strategies for the patient [end],"[start] common treatment for breast cancer , including endocrine treatment [end]",19186363
148,the patients received,[start] the same time [end],[start] mastectomy [end],30704209
149,Identification of these pitfalls to improve,[start] the risk of gastric cancer [end],[start] prognostic marker assessment [end],23618694
150,The previous two articles have outlined,[start] the bands [end],"[start] the principles behind breast health detailing common treatment for breast cancer , including surgery [end]",19186363
151,this one had,[start] the same time [end],[start] peculiar genomic [end],29616377
152,an overview of the current practices for the diagnosis of breast cancer has been provided,[start] a significant role in the development of gastric cancer [end],[start] In this chapter [end],31456179
153,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] highly sensitive to systemic therapy [end],32378709
154,Several explanations account,[start] to the development of a predominant factor [end],[start] for the high rate of mortality of breast cancer [end],31421262
155,The field of physical medicine has,[start] the same time [end],[start] much to offer women who undergo extremely toxic although [end],17678765
156,The optimal selection of diagnostic strategies for the individual HBC patient remains,[start] a significant role in the development of gastric cancer [end],[start] an area of active research in this relatively new patient population [end],24131971
157,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] the leading cancer found in women in the United States [end],10967790
158,the place of postoperative radiotherapy after classic ablative treatment is being challenged,[start] the same time [end],[start] whereas it plays a major role in the new breast conserving therapy schedules [end],2650720
159,This summary report aims to provide a current review about this disease providing,[start] the same time [end],[start] answers to helping them to be by the patients for their benefit throughout their illness [end],25002350
160,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] the major cause of most cancer - related deaths [end],31421262
161,Microarray - based gene expression profiling has divided,[start] in the clinic [end],[start] breast cancer into five distinct intrinsic subtypes [end],23412797
162,candidate - marker approaches resulted,[start] in the field of gastric cancer [end],[start] in new promising biomarker panels allowing breast cancer prognosis Recently [end],20701440
163,the inconsistent conclusions seen,[start] in the field of gastric cancer [end],[start] in published studies [end],23618694
164,The introduction of chemotherapy ( CT ) in conjunction with surgery have changed,[start] the same time [end],[start] the natural history of this disease [end],10363140
165,many have been blighted,[start] in the clinic [end],[start] by small numbers [end],26989051
166,this percentage reaches,[start] the bands [end],[start] 90 - 95 % in breast cancer [end],29284222
167,patients need,[start] to tailor the timing [end],[start] individualized care [end],24029122
168,This paper looks,[start] the same time [end],[start] at the various issues [end],17081753
169,Molecular medicine has allowed,[start] the risk of gastric cancer [end],[start] us to make great advances in understanding disease pathogenesis [end],8947910
170,family physicians to know,[start] the new rochelle metronorth station [end],[start] thoroughly this pathology [end],25002350
171,Similar results were noted,[start] in the 1940 s saying the landowner had an obligation to manage his own interest in his own interest [end],[start] in the stage subgroup analyses [end],30007834
172,all issues related,[start] to the treatment of the patient [end],[start] to the treatment of early breast cancer ( in systemic treatment [end],29231918
173,typical treatments based,[start] to the development of the treatment of gastric cancer [end],[start] on biomarkers [end],20521754
174,The new AJCC staging manual should consider,[start] a significant role in the development of gastric cancer [end],[start] breast cancer biomarker information [end],27888421
175,St are set,[start] in the clinic [end],[start] by a group of 52 experts [end],29231918
176,breast cancer arising,[start] in the clinic [end],[start] in young women [end],28260181
177,This presentation focuses,[start] in the field of gastric cancer [end],[start] on the need for ( a ) ( c ) preparation for performance of genetic counseling [end],8976406
178,Microarray - based gene expression profiling has divided,[start] in the clinic [end],[start] breast cancer into five distinct intrinsic subtypes [end],23412797
179,widespread use of adjuvant chemotherapeutic and hormonal agents has improved,[start] quanto1 [end],[start] mortality from breast cancer [end],24283956
180,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] the most common cancer [end],31669239
181,Physical activity are,[start] a major role in the development of gastric cancer [end],[start] rehabilitative measures that can be employed at various points along the breast cancer trajectory [end],19107433
182,antibody drug conjugates linked,[start] the last quanto1 years [end],[start] cytotoxic therapy [end],24716497
183,Breast cancer is classified,[start] in the field of gastric cancer [end],[start] into a few key molecular subtypes [end],31157481
184,The articles reviews,[start] the bands [end],[start] the treatment facilities also along with awareness of the women from different walks regarding various issues of breast cancer and what intervention can be made [end],23244071
185,rates for 14 states remained,[start] a time [end],[start] level [end],21969133
186,all new emerging agents targeting,[start] the most studied mechanisms underlying gastric cancer [end],[start] the driver pathways within breast cancer molecular subtypes [end],21764517
187,technological breakthroughs in imaging animal modelling have yielded,[start] the same time [end],[start] an unprecedented change in our understanding of the heterogeneity of breast cancer metastasis Recently [end],31421262
188,Most microarray studies have focused on invasive ductal carcinomas of no special type neglecting,[start] to the development of diabetes possibly through the amelioration of their antiinflammatory actions [end],[start] the important information about the biology [end],19942925
189,This article addresses,[start] the use of gastric cancer [end],[start] the genetics [end],24029122
190,the radical nature of surgery can be reduced,[start] to the development of a predominant factor [end],[start] to a minimum by the use of axillary sentinel lymph node excision now [end],21853882
191,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] a substantial contributor to young adult [end],24029122
192,taxane - containing chemotherapeutic regimens are,[start] in the clinic [end],[start] active against breast cancer [end],20521754
193,its incidence rates to increase,[start] the same time [end],[start] significantly the next years [end],28260181
194,Purpose is,[start] male [end],"[start] one of the rarest breast cancer ( BC ) , representing the majority of BC in childhood [end]",29616377
195,reviewing the literature has highlighted,[start] the first six months of the year [end],[start] the varied use of definitions [end],23618694
196,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] the most common cancer among women [end],29284222
197,Patients achieving,[start] the risk of gastric cancer [end],[start] pathologic complete response after neoadjuvant chemotherapy [end],24382437
198,multivariate analyses adjusting,[start] in the clinic [end],[start] for age in the SEER data [end],27888421
199,A consensus on the management of the contralateral breast has been,[start] a quanto1 plan [end],[start] elusive [end],1775816
200,recommendations should undergo,[start] that the favorable effects of other heart rate lowering agents [end],[start] genetic testing to assess the risk of recurrence of breast cancer [end],29231918
201,Oncology nurses play,[start] the risk of gastric cancer [end],[start] a pivotal role in providing holistic care [end],25355019
202,This article reviews,[start] the bands [end],[start] typical treatments based on stage [end],20521754
203,women living,[start] in the united states [end],[start] in the continental United States [end],22900724
204,5 - year survival is,[start] a major public health problem [end],[start] currently closer to 80 % in Poland [end],27012127
205,The process of metastatic cancer to death can be,[start] in the clinic [end],[start] long [end],10645500
206,technological breakthroughs in imaging analysis have provided,[start] the use of gastric cancer [end],[start] novel insight for establishing more effective therapeutics Recently [end],31421262
207,drug resistance presents,[start] a traditional defined benefit program [end],[start] major inhibitions which are also current challenges for containing the disease [end],31456179
208,The genetic alterations associated,[start] with the development of t2 dm [end],[start] with breast carcinogenesis [end],24295492
209,the breast cancer clinical practice guideline developed by the Japanese Breast Cancer Society was compared,[start] the same time [end],[start] with other guidelines In this paper [end],20414016
210,Implications for nursing : The main difficulties with basal - like breast cancer are,[start] the first six months of the year [end],"[start] its aggressive complex biology , all of which pose real challenges for patient education [end]",25355019
211,a rare disease has been based,[start] in the field of gastric cancer [end],[start] on the evidence available from female breast cancer [end],23545364
212,Between 5 % can be traced,[start] a large proportion of disability in europe [end],[start] to primary genetic factors [end],8976406
213,treatments developed for women with breast cancer are applied,[start] in the clinic [end],[start] to treat men with breast cancer often [end],18074245
214,Nurses in assisting,[start] the bands [end],[start] Pacific Islander women to obtain timely breast cancer screening when they provide culturally appropriate education materials on breast cancer [end],22900724
215,This article discusses,[start] the use of gastric cancer [end],[start] the basics of genomics [end],28298516
216,lack of awareness of this disease leads,[start] to the development of the treatment of gastric cancer [end],[start] to its detection [end],18074245
217,This article focuses,[start] in the field of gastric cancer [end],[start] on their follow - up [end],21908782
218,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] the most frequent malignoma in female individuals [end],21853882
219,Important shifts are seen,[start] in the clinic [end],[start] in treatment schedules [end],2650720
220,conventional biomarker research has focused,[start] the clinical setting [end],[start] on DNA methylation [end],23075236
221,This article focuses,[start] in the field of gastric cancer [end],[start] on breast cancer survivors [end],21908782
222,Subgroup analyses were performed,[start] to the development of a predominant factor was found to be infection of cardiovascular disease [end],[start] by stage [end],30007834
223,Inappropriate omitting surgery increases,[start] the use of gastric cancer [end],[start] the incidence of local recurrence [end],32378709
224,the nipple - sparing mastectomy are promising,[start] to tailor the timing [end],[start] for subgroups of breast - cancer patients [end],15894099
225,Chinese breast surgeon should understand,[start] the use of gastric cancer [end],[start] the differences in breast structure [end],30704209
226,the anxiety associated,[start] the same time [end],[start] with this genetic diagnosis [end],24131971
227,The articles reviews,[start] the bands [end],[start] the high risk factors facilities [end],23244071
228,a patient presents,[start] a significant effect on the incidence of mortality rate [end],[start] late with a fungating breast lesion [end],19186363
229,Nurses will be,[start] a significant role in the development of gastric cancer [end],[start] more successful in assisting Pacific Islander women [end],22900724
230,most large epidemiological studies have found,[start] that the presence of the two young men [end],[start] that overweight or obese women are at increased risk of developing postmenopausal breast cancer [end],15019686
231,5 year survival poland,[start] the first six months of the year [end],[start] 80 % [end],27012127
232,issues surrounding,[start] the role of the development of gastric cancer [end],[start] patient choice [end],10095683
233,Issues regarding survival prevail,[start] the use of gastric cancer [end],[start] in any rehabilitation program for both early breast cancer [end],10645500
234,us to make,[start] the 200607 season [end],[start] great advances in understanding disease pathogenesis [end],8947910
235,treatment includes,[start] the same time [end],[start] surgery In non-inflammatory locally advanced breast cancer [end],24382437
236,observational studies suggest,[start] that the favorable effects of other heart rate lowering agents [end],[start] that prophylactic mastectomy reduces breast cancer risk in BRCA mutation carriers Finally [end],27384952
237,The field of rehabilitation has,[start] the first six months of the year [end],[start] much to offer women who undergo extremely toxic although [end],17678765
238,Patients achieving pathologic complete response after neoadjuvant chemotherapy have,[start] the risk of gastric cancer [end],[start] a better survival [end],24382437
239,Many exciting opportunities will be,[start] in the clinic [end],[start] available for rehabilitation specialists to improve the care of women with breast cancer [end],17678765
240,Breast cancer is,[start] a major role in the development of gastric cancer [end],[start] the most frequently diagnosed cancer in women [end],24716497
241,The surgeon seing,[start] the current scientific literature [end],[start] the patient in having by his surgical treatment a key action on the prognosis often [end],16555440
242,improved methods of detection promise,[start] that the favorable effects of other heart rate lowering agents [end],[start] better treatment [end],24171821
243,the ' complex ' biology of this type of cancer remains,[start] a major role in the development of gastric cancer [end],[start] uncertain [end],28260181
244,A Cox regression model was used,[start] to the development of a predominant factor [end],"[start] to examine the association between sex and breast cancer mortality after controlling for prognostic factors , including marital status [end]",30007834
245,BC is,[start] male [end],[start] the most common malignancy in women in the world [end],27012127
246,The result is,[start] a large proportion of disability in europe [end],[start] that treatment schedules can now be adapted to specific subgroups [end],2650720
247,Treatment of breast cancer is,[start] a major role in the development of gastric cancer [end],[start] complex [end],20358516
248,the advent of novel genomic have provided,[start] the use of gastric cancer [end],[start] novel insight for establishing more effective therapeutics Recently [end],31421262
249,liver are generally accepted,[start] in the clinic [end],[start] as the primary target sites of breast cancer metastasis [end],31421262
250,those under development were summarized,[start] the first six months of the year [end],[start] with the goal of improving understanding for research [end],25355019
251,overweight or obese women are,[start] a significant role in the development of gastric cancer [end],[start] at increased risk of developing postmenopausal breast cancer [end],15019686
252,The multidisciplinary management of patients with locally advanced breast cancer has evolved,[start] the same time [end],[start] over the last three decades [end],10363140
253,male patients will have,[start] the need for a new strategies for the patient [end],[start] a major impact on the conduct of clinical trials in this setting [end],23545364
