24171821,"In addition , despite numerous recent advances in breast cancer treatment in woman , male breast cancer remains poorly understood and there are limited therapies available which are developed specifically for men."
24171821,This review serves to report on important developments in the treatment of breast malignancies patented in the past two years as well as to highlight the current gaps in the field of breast cancer therapeutics and areas which require further study.
27533387,"Essential facts Breast cancer is the most common cancer in the UK , with around 60,000 new cases diagnosed each year , according to the charity Breast Cancer Care."
27533387,"Over a lifetime , women have a one in eight risk of developing it."
31421262,Breast cancer is one of the most common malignancies among women throughout the world and is the major cause of most cancer - related deaths.
31421262,"Several explanations account for the high rate of mortality of breast cancer , and metastasis to vital organs is identified as the principal cause."
31421262,"Over the past few years , intensive efforts have demonstrated that breast cancer exhibits metastatic heterogeneity with distinct metastatic precedence to various organs , giving rise to differences in prognoses and responses to therapy in breast cancer patients."
31421262,"Bone , lung , liver , and brain are generally accepted as the primary target sites of breast cancer metastasis."
31421262,"However , the underlying molecular mechanism of metastatic heterogeneity of breast cancer remains to be further elucidated."
31421262,"Recently , the advent of novel genomic and pathologic approaches as well as technological breakthroughs in imaging analysis and animal modelling have yielded an unprecedented change in our understanding of the heterogeneity of breast cancer metastasis and provided novel insight for establishing more effective therapeutics."
31421262,This review summarizes recent molecular mechanisms and emerging concepts on the metastatic heterogeneity of breast cancer and discusses the potential of identifying specific molecules against tumor cells or tumor microenvironments to thwart the development of metastatic disease and improve the prognosis of breast cancer patients.
31669239,Introduction : Breast cancer is the most common cancer and the second leading cause of cancer - related death in women worldwide.
31669239,"Despite the early detection of breast cancer and increasing knowledge of its biology and chemo - resistance , metastatic breast cancer is largely incurable disease."
31669239,"We provide a review of the intertumor and intratumor heterogeneity , explain the differences between triple - negative breast cancer subtypes."
31669239,"Also , we describe the interaction of breast tumor cells with their microenvironment cells and explain how this interaction contributes to the tumor progression , metastasis formation and resistance to the treatment."
31669239,Discussion : One of the main causes that complicate the treatment is tumor heterogeneity.
31669239,It is observed among patients ( intertumor heterogeneity ) and in each individual tumor ( intratumor heterogeneity ).
31669239,"In the case of intratumor heterogeneity , the tumor consists of different phenotypical cell populations."
31669239,"During breast cancer subtype identification , a small piece of solid tumor tissue does not necessarily represent all the tumor composition."
31669239,"Breast tumor cell phenotypical differences may appear due to cell localization in different tumor sites , unique response to the treatment , cell interaction with tumor microenvironment or tumor cell interaction with each other."
31669239,This heterogeneity may lead to breast cancer aggressiveness and challenging treatment.
31669239,Conclusion : Understanding the molecular and cellular mechanisms of tumor heterogeneity that are relevant to the development of treatment resistance is a major area of research.
31669239,Identification of differences between populations and their response to anticancer drugs would help to predict the potential resistance to chemotherapy and thus would help to select the most suitable anticancer treatment.
27888421,"Purpose : The current American Joint Committee on Cancer ( AJCC ) staging manual uses tumor size , lymph node , and metastatic status to stage breast cancer across different subtypes."
27888421,We examined the prognosis of triple - negative breast cancer ( TNBC ) versus non-TNBC within the same stages and sub-stages to evaluate whether TNBC had worse prognosis than non-TNBC.
27888421,"Methods : We reviewed the National Cancer Institute Surveillance , Epidemiology , and End Results ( SEER ) data and identified 158,358 patients diagnosed with breast cancer from 2010 to 2012."
27888421,The overall survival ( OS ) time and breast cancer cause - specific survival time were compared between patients with TNBC and non-TNBC in each stage and sub-stages.
27888421,The results were validated using a dataset of 2049 patients with longer follow - up from our institution.
27888421,"Results : Compared with patients with non-TNBC , patients with TNBC had worse OS and breast cancer cause - specific survival time in every stage and sub-stage in univariate and multivariate analyses adjusting for age , race , tumor grade , and surgery and radiation treatments in the SEER data."
27888421,The worse OS time in patients with TNBC was validated in our institutional dataset.
27888421,Conclusions : Patients with TNBC have worse survival than patients with non-TNBC.
27888421,The new AJCC staging manual should consider breast cancer biomarker information.
29952495,Breast cancer is by far the most common malignancy in women.
29952495,The median age is 64 years.
29952495,Stage at diagnosis and biological features determine the prognosis.
29952495,"Patients with early breast cancer , with locally advanced disease and with locoregional relapse can be cured."
29952495,Modern treatment is multimodal.
29952495,"It includes surgery , radiation and drug therapy."
29952495,Patients with metastatic disease are treated with palliative intent.
29952495,Aims are alleviation of symptoms and prolongation of survival.
29952495,Breast cancer specific mortality has continually decreased in the past 10 years.
29952495,Five year survival rate is 87 % in Germany.
29952495,Patients with early breast cancer have an even higher chance of cure.
31209841,Precision medicine approaches have found applications in the treatment of several tumor types and have led to rapid advancement in the number of available therapies for some difficult - to - treat diseases.
31209841,"In comparison to tumors like EGFR - mutated lung cancer , and BRAF - mutated melanoma for example , precision medicine in breast cancer is still in its infancy despite the much earlier identification of targets like ER and HER2."
31209841,"Though significant progress has been made in new therapies for hormone - receptor - positive and HER2 - positive breast cancers , identification of molecular heterogeneity and lack of other valid reproducible targets in triple - negative breast cancer remain a challenge."
31209841,"In this chapter , we outline the recent advances in technology and targeted treatments for breast cancer , the remaining challenges and ongoing efforts to address these to make precision medicine a reality for all breast cancer patients."
29231918,Breast cancer is the most commonly diagnosed malignancy in women around the globe.
29231918,It is also the world 's first cause of female deaths from cancer.
29231918,"With the introduction of screening programs in most developed countries , more and more cases of this cancer are diagnosed at local or localized stages , enabling radical treatment to be successful."
29231918,"At the same time , systemic treatment of early breast cancer is one of the most complex issues in clinical oncology."
29231918,"Because of the many prognostic factors that need to be taken into account when considering eligibility for treatment such as age , reproductive status ( before or after menopause ) , type of cancer and severity of the disease , it is impossible to establish clear standards of conduct for many clinical situations."
29231918,"The international biennial St Gallen conference , the world 's most prominent breast cancer specialists , who are struggling to address major clinical problems in the treatment of early breast cancer."
29231918,"St Gallen 's recommendations address all issues related to the treatment of early breast cancer ( in particular surgery , radiotherapy , and systemic treatment ) and are set by a group of 52 experts by voting."
29231918,This method allows us to establish consensus on issues that can not be clearly identified in the results of randomized clinical trials.
29231918,"In this way , more than 200 clinical issues were answered."
29231918,"The most important changes in day - to - day practice are the duration of ajuvant hormone therapy ( 10 instead of 5 years ) , the possibility of using aromatase inhibitors ( in combination with ovarian function suppresion ) in premenopausal women with high risk of recurrence and the timing of sentinel node biopsy after neo-adjuvant chemotherapy."
29231918,"There are also recommendations , which patients should undergo genetic testing to assess the risk of recurrence of breast cancer."
30007834,Background : Male breast cancer is rare and understudied compared with female breast cancer.
30007834,A current comparison with female breast cancer could assist in bridging this gap.
30007834,"Although conflicting data have been reported on male and female survival outcomes , data from 1973 through 2005 in the Surveillance , Epidemiology , and End Results ( SEER ) program have demonstrated that the improvement in breast cancer survival in men has fallen behind that of women."
30007834,"As treatment for breast cancer has improved significantly , an updated analysis using a contemporary population is necessary."
30007834,Materials and methods : An analysis of SEER data from patients with a diagnosis of primary breast cancer from 2005 to 2010 were included.
30007834,"A Cox regression model was used to examine the association between sex and breast cancer mortality after controlling for prognostic factors , including age , race , marital status , disease stage , estrogen and progesterone receptor status , lymph node involvement , tumor grade , surgery , and geography."
30007834,Subgroup analyses were performed by race and stage.
30007834,"Results : We included a total of 289,673 breast cancer cases ( 2054 men ) with a diagnosis from 2005 to 2010."
30007834,The 5 - year survival rate for male patients was lower than that for female patients ( 82.8 % vs. 88.5 % ).
30007834,"After controlling for other factors , the risk of death in men was 43 % greater than that in women during the follow - up period ( hazard ratio , 1.43 ; 95 % confidence interval , 1.26 - 1.61 )."
30007834,Similar results were noted in the race and stage subgroup analyses.
30007834,"Conclusion : In recent years , male breast cancer patients have had worse survival outcomes compared with those of female patients."
30005779,The role of operative therapy in stage IV breast cancer continues to evolve with advances in therapy and improvements in survival among this population.
30005779,Traditionally surgery was performed with palliative intent to alleviate symptoms related to the intact breast primary.
30005779,"Several retrospective studies have challenged this paradigm , demonstrating survival advantage with surgery in de novo metastatic disease."
30005779,Prospective studies are ongoing and maturing data.
30005779,A comprehensive approach to local therapy following systemic therapy may be beneficial to achieve improved survival outcome associated with stage IV - no evidence of disease and to decrease local failure in inflammatory breast cancer.
26989051,It has become customary to extrapolate from the results of treatment trials for female breastcancer and apply them to males with the disease.
26989051,In the absence of results from national and international randomised trials for male breast cancer ( MBC ) this appears superficially to be an appropriate response.
26989051,Closer examination of available data reveals that aspects of the aetiology and treatment of MBC do not fit the simplistic model that men usually have endocrine sensitive tumours which behave like those in postmenopausal women.
26989051,"Most females and males with breast cancer have none of the recognised risk factors , indicating the gaps in our knowledge of the epidemiology of this disease."
26989051,Several studies have compared epidemiological risk factors for MBC and female breast cancer ( FBC ) but many have been blighted by small numbers.
26989051,"In comparison with FBC there is a larger proportion of BRCA2 tumours , ( occurring in 10 % of MBC ) , and underrepresentation of BRCA1 tumours ( found in only 1 % ) , suggesting significant differences in the genetic aetiology of MBC and FBC."
26989051,Genome - wide association studies in FBC reported single nucleotide polymorphisms ( SNPs ) in 12 novel independent loci were consistently associated with disease but for MBC 2 SNPs had a significantly increased risk.
26989051,"Molecular profiles of matched cancers in males and females showed a gender - associated modulation of major processes including energy metabolism , regulation of translation , matrix remodelling and immune recruitment."
26989051,Immunohistochemistry for kinase inhibitor proteins ( KIPs ) p27Kip1 and p21Waf1 indicate a significant difference in the immunostaining of tumours from male patients compared with females.
26989051,MBC is almost always estrogen receptor positive ( ER + ve ) and so systemic treatment is usually endocrine.
26989051,With evidence in FBC that aromatase inhibitors are more effective than tamoxifen in the postmenopausal it was seemingly logical that the same would be true for MBC.
26989051,Results however suggest less efficacy with AIs and an increase in risk of mortality compared to tamoxifen.
26989051,The overall survival in male breast cancer was significantly better after adjuvant treatment with tamoxifen compared to an aromatase inhibitor.
26989051,These important biological differences point the way to the development of new therapies for MBC based on differences rather than similarities with FBC.
31157481,Breast cancer ( BC ) is one of the most widespread malignancies in women worldwide.
31157481,"Breast cancer is mainly classified into a few key molecular subtypes in accordance with hormone and growth factor receptor expression , etc.."
31157481,"In spite of numerous advances in the remedy of breast cancer , the development of metastatic disease remains an untreatable and repeated basis of cancer death for women."
31157481,"Preclinical and clinical studies of immunotherapy in cancer remedy have been in progress for the past quite a few decades by an effort to accelerate , augment , and modulate the immune system to spot and devastate cancer cells."
31157481,"Advancement of cancer immunotherapy is rapidly increasing with eminent and most interesting therapy compared to other therapy like targeted therapy , cytotoxic chemotherapy , radiation as well as surgery."
31157481,"Cancer immunotherapy , also known as biological therapy , which denotes the controlling and by means of the patient 's own immune system to goal the cancer cells rather than using an extrinsic therapy."
31157481,"In that way , focusing of cancer immunotherapy developing mediators that stimulates or enhances the immune system 's recognition and destroying the cancer cells."
31157481,This review describes a holistic outlook and deeper understanding of the biology of immunotherapy within the system of tumor microenvironment of breast cancer that improve clinical research and constructive impact on the study conclusion.
30320989,"In Belgium , breast cancer is the most frequent women 's cancer accounting for to 35.3 % of the cases."
30320989,"In 2013 , 10,778 newly diagnosed breast cancers have been reported in Belgium."
30320989,Breast cancer has a relatively good prognosis with a 5 year overall survival of 88 %.
30320989,Survival will be different regarding the subtype and stage at diagnosis.
30320989,The review of the literature and the guidelines from ESMO and ASCO regarding the follow - up of patients with early breast cancer will be used as references.
30320989,International guidelines recommend clinical visits ( frequencies depending of the subtypes of breast cancer ) with an annual mammography associated with an echography.
30320989,"MRI Imaging should be performed in "" at risk "" patients."
30320989,A more extensive exploration should be proceede when a relapse is suspected during follow up.
30320989,"Indeed , studies have shown that intensive follow - up with several additional exams detect more recurrences without any impact on overall survival and lead to anxiety."
30320989,The follow - up of patients treated for breast cancer has several objectives : - Detect a local recurrence or a second tumor ; - Diagnosis of a distant relapse ; - Detect side effects of treatment ; - Psycho - social impact of the disease and improve the quality of life.
30704209,"In recent years , with the improvement of screening and early diagnosis , the overall prognosis of breast cancer patients has been greatly improved in China."
30704209,"Breast reconstruction is an option to improve cosmetic outcomes and quality of life for the patients received mastectomy , this procedure has attracted a lot of attention."
30704209,The breast reconstruction surgery is recommended by the 2018 NCCN Clinical Practice Guidelines in Oncology for Breast Cancer in patients with appropriate indications.
30704209,"Despite the high proportion of breast reconstruction after mastectomy in western countries , Chinese breast surgeon should objectively understand the differences in breast structure and cultural backgrounds between Chinese and foreign women , and conduct rigorous clinical practice on the basis of calm thinking."
30704209,"In particular , it should be clearly recognized that we have more local advanced and high - risk cases in newly diagnosed breast cancer patients."
30704209,Making efforts to improve the overall survival for patients with breast cancer must be the top priority for our surgeon.
30704209,"Breast reconstruction for all patients without identifying the distinction of personal characters and indications should be avoided , and the pursuing of high proportion of clinical data with no consideration of the realities of clinical practice in China should also be avoided."
30704209,The indication of breast reconstruction for breast cancer patients received mastectomy must be strictly determined by the surgeon.
32378709,Breast cancer is highly sensitive to systemic therapy.
32378709,High probability of pathological complete response suggests a clinical question that omitting surgery is an effective alternative to surgery in breast cancer showing clinical complete response to primary systemic therapy.
32378709,"However , the validity of omitting surgery for early breast cancer after primary systemic therapy has not been sufficiently established ; thus , even if pathological complete response is expected in patients showing clinical complete response , excision of the primary tumor site remains the standard treatment of breast cancer."
32378709,"Inappropriate omitting surgery increases the incidence of local recurrence , which can be the risk of a subsequent distant metastasis and reduced overall survival."
32378709,"To achieve acceptable local control rate , omitting surgery should be investigated in patients with early breast cancer where a high percentage of pathological complete response , a high concordance rate between clinical complete response and pathological complete response and an acceptable local control rate are expected."
32378709,This review presents concept and ongoing clinical trials for omitting surgery for patients with breast cancer showing clinical complete response to primary systemic therapy.
32239991,"In 1970 , 50 years ago , I had headed the newly established Academic Unit of Surgery at the Westminster Medical School for 10 years."
32239991,"Since my appointment there in 1960 , and for the next 30 years , one of my main interests as a general surgeon was the management of diseases of the breast - breast cancer in particular."
10614359,"Nurse practitioners must be aware of the standard treatments for breast cancer whether they are referring a symptomatic patient to a breast cancer specialist , are involved in the actual treatment process , or are providing ongoing care for patients after completion of therapy."
10614359,"This article reviews the major treatments for breast cancer including surgery , radiation , and chemotherapy , with greater emphasis on treatment of early - stage disease."
10584602,"Breast cancer is the most common malignancy among women in the United States ; however , recent data demonstrates a decline in the mortality rate , which may be attributed to early detection from screening programs combined with effective therapies for early stage disease."
10584602,"As a result of the prevalence of breast cancer and its association with highly emotional issues , screening recommendations have aroused debate in the scientific , public , and legislative domains."
10584602,"A general consensus supports breast cancer screening among women between the ages of 50 and 70 ; however , much controversy exists regarding screening for women age 40 to 49 or above age 70."
10584602,This article explores the issues involved in determining breast cancer screening recommendations among asymptomatic women with average risk in the United States.
1775816,"Bilateral breast cancer has a cumulative incidence of 7 % to 20 % in patients with primary operable breast cancer , and the majority of these lesions are metachronous."
1775816,A consensus on the management of the contralateral breast has been elusive.
1775816,Much of the confusion arises from the fact that there exist marked differences of opinion regarding the impact of a second primary breast cancer on the overall prognosis.
1775816,"The risk of developing a contralateral breast cancer is influenced by the age of the patient , the presence of in situ disease , lobular histology of this new lesion , multicentricity , exposure to certain types of ionizing irradiation , and , possibly , family history of breast cancer."
1775816,"Management options include observation ( clinical and mammographic surveillance ) , contralateral biopsy , and , rarely , prophylactic mastectomy."
1775816,"It is hoped that trials of breast cancer prevention , employing drugs such as tamoxifen , will identify agents capable of abrogating the risk of contralateral breast cancer and improve the ultimate outcome."
23412797,"Over the last decade , our knowledge in somatic genetic events related to breast cancer has increased - enormously."
23412797,"Through usage of various genome - wide molecular approaches , it has become increasingly clear that breast cancer is a vastly heterogeneous disease."
23412797,"Microarray - based gene expression profiling has divided breast cancer into five distinct intrinsic subtypes termed basal - like , HER2 - enriched , normal - like , luminal A , and luminal B. Importantly , these subtypes are closely correlated to clinical variables as well as different outcomes , with luminal A tumors as the good prognostic group."
23412797,"Initial studies using genome - wide DNA copy number data broadly partitioned breast cancers into three types , complex , amplifier , and simple , and moreover associated distinct copy number changes with the intrinsic subtypes defined by gene expression profiles."
23412797,"More recently , this genomic classification was refined into six genomic subtypes demonstrating strong resemblance to the intrinsic gene expression classification."
23412797,"Additionally , inherited BRCA1 - and BRCA2 - mutated tumors were significantly correlated to specific subtypes."
23412797,"In this chapter , we will review the current status regarding genomic subtypes of nonfamilial breast cancer."
21908782,Mammography and other imaging modalities help diagnose initial breast cancers in nearly 200 000 women per year in the United States.
21908782,"Advances in these methods and in breast cancer treatment mean that more people with a personal history of breast cancer are living longer , and these survivors face ongoing risk of breast cancer recurrence , distant metastasis , and death."
21908782,Survivors also need regular follow - up and surveillance or diagnostic imaging to detect these recurrences early.
21908782,"This article focuses on breast cancer survivors , their follow - up , and surveillance imaging."
31538973,Breast cancer prognostic tests have become an essential component of breast cancer care.
31538973,Oncology nurses play an important role in assisting patients in their understanding of and decision making regarding the use of prognostic tests in treatment planning.
31538973,"This article outlines the most commonly used breast cancer prognostic tests , including the individual assay 's purpose , its genomic makeup , the targeted patient population , and its prognostic and predictive abilities."
31538973,"Key nursing implications are discussed , highlighting how nurses can best apply knowledge of breast cancer prognostic tests to nursing practice."
25002350,Breast cancer is a prevalent disease affecting all areas of patients ' lives.
25002350,"Therefore , family physicians ought to know thoroughly this pathology to optimize the health care services for these patients making the best use of available resources."
25002350,A series of five articles on breast cancer is presented below.
25002350,It is based on a review of the scientific literature over the last ten years.
25002350,"In this final section , the social , psychological , occupational and family issues related to the disease will be reviewed , as well as presenting some special situations of breast cancer , including breast cancer in men , during pregnancy and last stages of life."
25002350,"This summary report aims to provide a current and practical review about this disease , providing answers to family doctors and helping them to be by the patients for their benefit throughout their illness."
