30374010	Endocrine therapy for prostate cancer is androgen deprivation therapy and antiandrogens , which are the standard treatment for advanced prostate cancer.	is	Endocrine therapy for prostate cancer	androgen antiandrogens , which are the standard treatment for advanced prostate cancer	1	1			
29227582	Diabetes is characterized by increased activity of the sodium - hydrogen exchanger ( NHE ) in the glomerulus and renal tubules , which contributes importantly to the development of nephropathy.	contributes importantly	the renal tubules	to the development of nephropathy	1	1			
29425790	The cure is most likely in early - stage disease.	is	The cure	most likely	1	1			
27812145	Methods : Survey data from a large , representative sample of EU adults ( The EU National Health and Wellness Survey ) were examined.	[is] National [of]	Health	EU	1	1			
25493009	Wall deformities are associated with muscular or subserosal invasion.	are associated	Wall deformities	with muscular or subserosal invasion	1	1			
27535388	Novel directions include the immunotherapy revolution , which has opened the door for new opportunities for cancer therapy and is also redefining the classification of multiple tumors , including lung cancer.	include	Novel directions	the immunotherapy revolution , which is also redefining the classification of multiple tumors , including lung cancer	1	1			
32147685	From a clinical perspective , prostate - specific membrane antigen ( PSMA ) is a valuable target for both diagnosis and radioligand therapy ( RLT ) of prostate cancer.	is	prostate - specific membrane antigen	a valuable target for both diagnosis ( RLT ) of prostate cancer	1	1			
6524958	Chronic respiratory symptom measures , which included chronic cough , chronic phlegm , and breathlessness , were obtained by questionnaires , as were smoking status and occupational history.	were obtained	Chronic respiratory symptom measures , which included breathlessness	by questionnaires	as were smoking status	1	1		
28294639	In addition to this , the increasing availability of altitude simulation has dramatically improved our understanding of the physiology of high altitude.	has dramatically improved	the increasing availability of altitude simulation	our understanding of the physiology of high altitude	1	1			
17180706	Understanding of the genetics , environmental factors , and natural history of diabetes has lead to greater understanding of the etiology and epidemiology of T1D.	has lead	Understanding of the genetics	to greater understanding of the etiology	1	1			
27390262	Anxiety is traditionally associated with poor metabolic outcomes and increased medical complications among those with type 2 diabetes mellitus.	increased	Anxiety	medical complications among those with type 2 diabetes mellitus	1	1			
32421967	Among the autoimmune diseases , the most common serious disease is the type 1 diabetes ( T1D ).	is	the most common serious disease	the type	Among the autoimmune diseases	1	1		
29775677	Multiple regression and moderation analysis were used to explore the indirect influence of partners beliefs on diabetes distress at baseline and follow - up.	were used	Multiple regression	to explore the indirect influence of partners beliefs on diabetes distress at baseline	1	1			
21912423	Although the therapeutic potential of cannabinoids against prostate cancer is very promising , future research using animal models is needed to evaluate the influence of systemic networks in their antitumoral action.	using	future research	animal models	1	1			
29580436	All aggressive therapy for prostate cancer negatively impacts erectile function and urinary continence.	negatively impacts	All aggressive therapy for prostate cancer	erectile function	1	1			
27825428	At the same time , advances in diagnostic imaging , surgery , radiation , and chemotherapy have increased the opportunity to effectively diagnose , treat , and manage PC.	have increased	advances in radiation	the opportunity to effectively treat	At the same time	1	1		
29156003	Results : The frequency of CRD at dialysis start was 12 % and was associated with various other comorbidities , including obesity and tobacco use.	was	Results	12 %	1	1			
18922127	Women have major responses to therapy regardless of stage , therapeutic modalities or histology.	have	Women	major responses to therapy regardless of stage	1	1			
30975495	Bacteria , viruses , and fungi from both the upper and lower respiratory tract produce structural ligands and metabolites that interact with the host and alter the development and progression of chronic respiratory diseases.	produce	fungi from both the lower respiratory tract	structural ligands that interact with the host	1	1			
26706954	At present , diagnostic criteria of MPLC are based on histological types , genetic characteristics , image features , tumor locations and clinical manifestation.	are based	diagnostic criteria of MPLC	on tumor locations	At present	1	1		
19186363	The previous two articles have outlined the principles behind breast awareness and breast health , detailing common benign breast diseases , types of breast cancer and staging , and treatment for breast cancer , including surgery , chemotherapy , radiotherapy and endocrine treatment.	have outlined the principles behind breast awareness detailing	The previous two articles	common treatment for breast cancer , including surgery	1	1			
23537487	This review examines the key epidemiological literature on depression and cardiovascular disorders and discusses our current understanding of the mechanisms responsible for this association.	discusses	This review	our current understanding of the mechanisms responsible for this association	1	1			
28914196	Objective : The objective of this narrative review is to explore the non-modifiable and modifiable risk factors of T2DM in South Asian population , including their beliefs , attitudes , socio economic and cultural barriers and also to explore the possible implications in designing culture specific diabetes prevention and management programs.	is	The objective of this narrative review	to explore the non-modifiable risk factors of T2 DM in South Asian population , including their attitudes	1	1			
10903125	This review focuses on recent research directed towards understanding the molecular basis of the relationship between indices of poor early growth and the subsequent development of glucose intolerance and Type 2 diabetes mellitus using animal models that attempt to recreate the process of programming via an adverse intra-uterine or neonatal environment.	attempt to recreate	animal models	the process of programming	1	1			
19425874	Within this definition , clinicians may see a diverse array of presentations , suggesting different proportions of these two pathogenic factors and a complex etiology.	suggesting	a diverse array of presentations	different proportions of a complex etiology	1	1			
25195694	Most studies that have identified an increased risk for colorectal cancer in BRCA1 / 2 mutation carriers were in high - risk cancer families , while studies that found no association were conducted in specific populations and involved the analysis of founder mutations.	were	Most studies that have identified an increased risk for colorectal cancer in BRCA1 / 2 mutation carriers	in high - risk cancer families	1	1			
22810461	If a cancer does not meet the criteria for photodynamic therapy , surgical resection is recommended , and 5 - year overall survival of about 80 % can be expected.	does not meet	a cancer	the criteria for photodynamic therapy	1	1			
20700617	Conclusion : Metachronous colorectal cancer is a potential risk that proves the necessity of postoperative colonoscopic control of all patients with colorectal cancer.	proves	a potential risk	the necessity of postoperative colonoscopic control of all patients with colorectal cancer	1	1			
30928570	Conclusions : Serum A-FABP is positively correlated with aortic arterial stiffness in patients with T2DM.	is positively correlated	Serum A-FABP	with aortic arterial stiffness in patients with T2DM	1	1			
21829607	Recent growth has been particularly dramatic in the states of The Co-operation Council for the Arab States of the Gulf ( GCC ) , and these and other developing economies are at particular risk.	are	these and other developing economies	at particular risk	1	1			
26809278	This review outlines the strengths and limitations of current mouse models of gastric cancer and their relevance to the pre-clinical development of new therapeutics.	outlines	This review	the limitations of current mouse models of gastric cancer	1	1			
14401755	Mortality and morbidity statistics suggest that miners and foundryworkers are more prone to bronchitis than other industrial workers but it is not yet certain that this excess is due to occupational factors.	is	this excess	due to occupational factors	1	1			
9987501	Although the incidence of latent or incidental cancer of the prostate is quite similar among Japanese and Americans , the incidence of clinically manifest prostate cancer and the mortality rates of prostate cancer are significantly higher in the latter.	are	the incidence of clinically manifest prostate cancer and the mortality rates of prostate cancer	significantly higher in the latter	1	1			
28913745	Purpose of review : The purpose of this article was to review recent guideline recommendations on glycemic target , glucose monitoring , and therapeutic strategies , while providing practical recommendations for the management of medical and surgical patients with type 1 diabetes ( T1D ) admitted to critical and non-critical care settings.	was	The purpose of this article	to review recent guideline recommendations on glycemic target	while providing practical recommendations for the management of surgical patients with type 1 diabetes	1	1		
10855253	The health consequences of tobacco use are not limited to lung cancer ; the 1990 Surgeon General 's Report described that the use of cigarettes was the leading cause of avoidable mortality in the United States , with about 434,000 preventable deaths per year.	are not limited	The health consequences of tobacco use	to lung cancer	1	1			
27074851	Type 2 diabetes is a disorder of ages , which has become deadlier because of life style modification and adaptation in the modern world.	is	Type 2 diabetes	a disorder of ages , which has become deadlier because of adaptation in the modern world	1	1			
12116172	Apart from an association with the insulin gene there is no evidence that genes associated with type 1 diabetes , including HLA and CTLA4 influence the targeting of the immune response to the insulin - secreting cells.	associated	genes	with type 1 diabetes , including HLA influence the targeting of the immune response to the insulin - secreting cells	1	1			
19476469	Type 1 diabetes is a chronic autoimmune condition resulting from T cell - mediated destruction of the insulin - producing cells in the islets of Langerhans.	is	Type 1 diabetes	a chronic autoimmune condition resulting from T cell - mediated destruction of the insulin - producing cells in the islets of Langerhans	1	1			
30374609	Accurate diagnosis and staging of the volume and extent of disease , especially in advanced and metastatic prostate cancer , can help to tailor the timing and modalities of treatment.	can help	Accurate staging of the extent of disease , especially in advanced prostate cancer	to tailor the modalities of treatment	1	1			
17939301	The final tumours reexpressed androgen receptor and displayed a histology similar to that of a Gleason 4 cancer.	displayed	The final tumours	a histology similar to that of a Gleason 4 cancer	1	1			
29039056	Although it is known that nearly all individuals with established islet autoimmunity will eventually develop symptomatic type 1 diabetes ( T1D ) , individual characteristics such as age and biomarker profile may predict rate of disease progression and response to treatment and may therefore be used to individualize therapy.	will develop	nearly all individuals with established islet autoimmunity	symptomatic type	eventually	1	1		
27004798	Despite some limitations related to specimen fragmentation , counting can also be assessed in endoscopic biopsies.	can be assessed	counting	in endoscopic biopsies	1	1			
25439075	Gastric cancer is the third cause of cancer death worldwide , and Helicobacter pylori infection causes almost 90 % of non-cardia cancers , the predominant type.	causes	Gastric Helicobacter pylori infection	almost 90 %	1	1			
31129045	Conclusion : Relief of dyspnoea as well as of any distressing symptom is a human right and an ethical duty for doctors and caregivers who have many potential resources to achieve this.	is	Conclusion	an ethical duty for doctors	1	1			
12092688	In 1992 , type 2 DM was a rare occurrence in most pediatric centers.	was	type 2 DM	a rare occurrence in most pediatric centers	In 1992	1	1		
11437693	The nature of breakdown of self - tolerance and the mechanisms involved in its recovery are discussed.	involved	the mechanisms	in its recovery	1	1			
25172068	The combination of behavioral , social , environmental , and biological factors , and others related to health care systems , that contribute to the development of cardiovascular diseases requires a multi-sector strategy that promotes a healthy lifestyle , reduces cardiovascular risk factors , and cuts mortality and morbidity through quality health care services.	requires	The combination of biological factors	a multi-sector strategy that promotes a healthy lifestyle	1	1			
14401755	Mortality and morbidity statistics suggest that miners and foundryworkers are more prone to bronchitis than other industrial workers but it is not yet certain that this excess is due to occupational factors.	are	miners	more prone to bronchitis than other industrial workers	1	1			
24072477	Research on the role of behavior change as an efficacious intervention for adults with type 2 diabetes is evolving.	is	Research on the role of behavior change as an efficacious intervention for adults with type 2 diabetes	evolving	1	1			
24452740	This review highlights the most important studies on elastography to follow the improvements in techniques and to outline the ability to detect prostate cancer and guide biopsies.	highlights	This review	the most important studies on elastography to follow the improvements in techniques	1	1			
20412756	The expression and functions of these pathways , and , therefore , disease susceptibility , will be influenced by epigenetic and environmental factors.	will be influenced	disease susceptibility	by environmental factors	1	1			
31117038	Updates to the NCCN Guidelines for Prostate Cancer include further refinements in taking a family history , new recommendations for germline and somatic testing , use of androgen receptor blockers for nonmetastatic castration - resistant prostate cancer , advice regarding intermittent versus continuous androgen deprivation therapy , and consideration of whether to treat the primary tumor in men diagnosed with de novo metastatic prostate cancer.	include	Updates to the NCCN Guidelines for Prostate Cancer	further refinements in taking advice regarding intermittent versus continuous androgen deprivation therapy	1	1			
31669239	Identification of differences between populations and their response to anticancer drugs would help to predict the potential resistance to chemotherapy and thus would help to select the most suitable anticancer treatment.	would help	Identification of differences between populations and their response to anticancer drugs	to predict the potential resistance to chemotherapy	1	1			
27004798	Main body : Poorly differentiated clusters can easily be recognized in the histological sections of colorectal cancer routinely stained with haematoxylin and eosin.	routinely stained	colorectal cancer	with haematoxylin	1	1			
25172521	Globally , the increasing prevalence of type 2 diabetes ( T2DM ) has become a significant international public health concern.	has become	the increasing prevalence of type 2 diabetes	a significant international public health concern	1	1			
26062518	Results : Children with 1st or 2nd degree relatives affected by T1DM were younger at disease onset ( p = 0.005 ) and showed lower HbA1C levels ( p = 0.002 ) , and higher IAA levels ( p = 0.01 ).	affected	2nd degree relatives	by T1DM	1	1			
30027655	Functional activation analyses showed that females had activation in more brain regions , and with larger clusters of cortical activations than males.	showed	Functional activation analyses	that females with larger clusters of cortical activations than males	1	1			
11979020	Extrapolating data from adults , metformin appears to be the logical first - line treatment in children with type 2 diabetes ; sulphonylureas are also used but neither of these agents have been evaluated in trials in children and are not licensed for such use.	are not licensed	Extrapolating data	for such use	1	1			
18257608	Targeted therapies , their mechanisms of action and emerging data supporting their use in gastric cancer are also discussed.	supporting	data	their use in gastric cancer	1	1			
32181760	The diagnosis of the polypoid forms is easier due to their phenotypes , compared to the non-polypoid cases.	is	The diagnosis of the polypoid forms	easier due to their phenotypes	1	1			
21533826	Chronic progressive external ophthalmoplegia ( CPEO ) is a relatively common mitochondrial disorder.	is	Chronic progressive external ophthalmoplegia	a relatively common mitochondrial disorder	1	1			
26843788	A growing body of evidence supports an important role of T helper type 17 ( Th17 ) cells along with impaired T regulatory ( Treg ) cells in the development of T1D in animal models and humans.	supports	A growing body of evidence	an important role of T helper type 17 ( Th17 ) cells along with impaired T regulatory ( Treg ) cells in the development of T1 D in humans	1	1			
12762954	A combination of immunologic , metabolic , and genetic markers can be used to accurately predict the disease in higher - risk relatives and the general population.	to accurately predict	A combination of genetic markers	the disease in higher - risk relatives	1	1			
26805870	A convenience sample of 255 patients was recruited to participate in a cross-sectional survey in which HBM components and factors of psychological flexibility were assessed.	was recruited	A convenience sample of 255 patients	to participate in a cross-sectional survey	1	1			
10658547	Admissions for asthma , pneumonia , and influenza were significantly associated with NO2 , O3 , and PM10.	were significantly associated	Admissions for pneumonia	with PM10	1	1			
27002668	Results : RMET significantly increased MVV ( p = 0.025 ) , Pimax ( p = 0.001 ) and Pemax ( p < 0.001 ).	increased	RMET	MVV ( Pimax ( p = 0.001 ) ( p < 0.001	1	1			
28292037	The aim of this study was to analyse the phenotypic profile of breast cancer in patients treated at Mohammed VI Cancer Treatment Center over the years 2013 - 2014.	was	The aim of this study	to analyse the phenotypic profile of breast cancer in patients	1	1			
26575297	Treatment of T2DM yields preservation of brain gray matter and insulin sensitizers , such as pioglitazone , improve symptoms of depression in unipolar or bipolar disorders.	yields	Treatment of T2DM	preservation of brain gray matter and insulin sensitizers , such as pioglitazone	1	1			
12537092	This article explores the genetic and environmental factors associated with the development of type 2 DM along with the role of lifestyle modifications in the prevention of this disease.	associated	the genetic factors	with the development of type 2	1	1			
25110415	Familial CRC has been associated with genetic changes in high - , moderate - and low - penetrance susceptibility genes.	has been associated	Familial CRC	with genetic changes in high - , moderate - susceptibility genes	1	1			
12569230	The author reviews the studies indicating this effect modification , while focusing on the potential beverage specific differences.	reviews the studies indicating this effect modification focusing	The author	on the potential beverage specific differences	1	1			
28708247	Six of these , aged 14.5 - 16 years , participated 2013 - 2014 in interviews that targeted aspects of their diabetes treatment.	targeted	interviews	aspects of their diabetes treatment	1	1			
31227198	Educational activity and setting : Fourth - year pharmacy students spend one or two weeks at an overnight camp for children ages six to 18 years with T1DM as part of their APPE and assist with diabetes care activities while participating in daily living activities.	assist with diabetes care activities participating	Fourth - year pharmacy students	in daily living activities	1	1			
27155173	The maximum annual costs of treatment were US$ 102.10 for beclometasone , US$ 82.99 for salbutamol and US$ 1501.79 for budesonide , representing respectively 40 % , 15 % and 209 % of per capita income in Malawi , Burkina Faso and Guinea.	were	The maximum annual costs of treatment	US$ 102.10 for beclometasone , representing respectively 40 % , 15 209 % of per capita income in Guinea	1	1			
21969133	In this article , the American Cancer Society provides an overview of female breast cancer statistics in the United States , including trends in incidence , mortality , survival , and screening.	provides	the American Cancer Society	an overview of female breast cancer statistics in the United States , including trends in mortality	In this article	1	1		
10614359	This article reviews the major treatments for breast cancer including surgery , radiation , and chemotherapy , with greater emphasis on treatment of early - stage disease.	reviews	This article	the major treatments for breast cancer including chemotherapy , with greater emphasis on treatment of early - stage disease	1	1			
19425874	Relevant socioeconomic and demographic factors influencing disease development are reviewed after that , while emphasizing how a patient 's treatment requires changes over time.	emphasizing	Relevant demographic factors influencing disease development	how a patient 's treatment requires changes over time	1	1			
25266304	There are new models of universal coverage , but resources and models of care are focused on programs aimed at healing / rehabilitation , and very sparsely at detection / prevention.	are focused	resources	on programs	1	1			
24782602	This study aimed review studies conducted on Mexican patients diagnosed with gastric cancer and / or diseases associated with its development , in which at least one Mexican institute has participated , and to assess their contributions to the primary and secondary prevention of this disease.	aimed	This study	review studies conducted on Mexican patients	1	1			
29944065	Of 199 articles initially retrieved , 14 were chosen for inclusion.	retrieved	199 articles	initially	1	1			
29526181	In recent years , series of driver genes , such as EGFR , KRAS / NRAS , BRAF , PIK3CA , ALK and ROS1 and so on , have been found in non-small cell lung cancer ( NSCLC ) one after another with the development of molecular detecting technology.	have been found	series of driver genes , such as EGFR	in non-small cell lung cancer	In recent years	1	1		
31149852	Previous American Thoracic Society documents have assessed the contribution of workplace exposures to asthma and chronic obstructive pulmonary disease on a population level , but not to other chronic respiratory diseases.	have assessed	Previous American Thoracic Society documents	the contribution of workplace exposures to asthma	1	1			
17329195	Angiogenesis is a key factor in the growth and dissemination of colorectal cancer , with significant implications for its clinical management.	is	Angiogenesis	a key factor in the growth of colorectal cancer	1	1			
27518283	A systemic review and meta - analysis was carried out to elucidate type 2 diabetes mellitus risk in women with hypertensive disorders during pregnancy.	was carried out	A meta - analysis	to elucidate type	1	1			
31704266	As an evolutionarily conserved intracellular defense mechanism , Nrf2 and its endogenous inhibitor Kelch - like ECH - associated protein ( Keap ) 1 inhibit oxidative stress in the lung , which is the internal organ that is continuously exposed to the environment.	inhibit	an evolutionarily conserved intracellular defense mechanism	oxidative stress	1	1			
27531538	Gastric cancer ( GC ) ranks fifth for cancer incidence and second for cancer deaths.	ranks	Gastric cancer	fifth	for second	for cancer deaths	1	1	
16825897	Early gastric cancer , whereby disease is limited to mucosa and submucosa , confers a survival rate of greater than 90 % in 5 years in many centres.	is limited	disease	to submucosa	Early gastric cancer	1	1		
27156051	In the USA , for example , substantial reductions in macrovascular complications in adults aged 65 years or older mean that a large proportion of total complications now occur among adults aged 45 - 64 years instead , rates of renal disease could persist more than other complications , and obesity - related type 2 diabetes could have increasing effect in youth and adults under 45 years of age.	mean	substantial reductions in macrovascular complications in adults	that a large proportion of total complications now occur among adults	In the USA	1	1		
15083764	In this prospective study , the respiratory changes induced by the mandatory effort of defecation were assessed in patients with chronic respiratory insufficiency.	induced	the respiratory changes	by the mandatory effort of defecation	1	1			
25110415	Understanding the predisposition to develop CRC will require investigators to address the following challenges : the identification of genes that cause uncharacterized hereditary cases of CRC such as familial CRC type X and serrated polyposis ; the classification of variants of unknown significance in known CRC - predisposing genes ; and the identification of additional cancer risk modifiers that can be used to perform risk assessments for individual mutation carriers.	cause	genes	uncharacterized hereditary cases of CRC such as familial CRC type X the classification of variants of unknown significance in known CRC - predisposing genes	1	1			
30925537	Recent findings : Debate remains regarding the optimal sequencing of therapies in metastatic castration - sensitive prostate cancer with attention focused on the use of abiraterone versus docetaxel.	remains	Debate	regarding the optimal sequencing of therapies in metastatic castration - sensitive prostate cancer with attention	1	1			
29944065	The prevalence of fatigue is likely influenced by disease physiology , psychological stress , and lifestyle factors , but more research is needed to confirm these relationships as causal inference is unclear.	is	causal inference	unclear	1	1			
29417379	Conclusions : This study provides a comprehensive snapshot of care in Irish general practice for patients with T2DM prior to the introduction of the Cycle of Care.	provides	This study	a comprehensive snapshot of care	prior to the introduction of the Cycle of Care	1	1		
30588187	Results : The right colorectal cancer ( RCC ) and left colorectal cancer ( LCC ) groups comprised 202 and 140 patients , respectively.	comprised	The right colorectal cancer	202 patients	respectively	1	1		
17522982	Molecular pathways underlying the mechanisms by which a suboptimal foetal environment leads to increased risk of type 2 diabetes are discussed , along with future directions outlining how these pathways and programming events can be further dissected to discover plausible intervention strategies to reduce type 2 diabetes.	can be dissected	programming events	to discover plausible intervention strategies	1	1			
23612534	Improvement was observed in 56 % of the case group and in 23 % of the control group.	was observed in	Improvement	56 %	1	1			
26499755	It can be accomplished through primary prevention , using measures affecting factors known to confer higher risk of colorectal cancer , or through secondary prevention , aimed at early diagnosis of cancer or preneoplastic lesions in groups of subjects at increased risk of cancer.	known	factors	to confer higher risk of colorectal cancer	1	1			
23257320	This publication should assist healthcare professionals looking for the most recent statistics on cardiovascular disease and the risk factors that contribute to it , drug and device trends affecting the industry , and how the practice of cardiology is changing in the United States.	should assist	This publication	healthcare professionals looking for the most recent statistics on the risk factors	1	1			
8069599	Presented in this paper are the epidemiology , pathogenesis , diagnosis and treatment of lung cancer in China , which is intended to promote mutual understanding and to facilitate cooperation and research , so as to upgrade the effective control of lung cancer.	to facilitate	the epidemiology of lung cancer in China	cooperation	1	1			
32264856	Methods : A community based comparative cross sectional study was conducted among 288 agricultural workers ( farmers ) aged 18 to 65 years and 288 control subjects ( non-agricultural workers ).	was conducted	based comparative cross sectional study	among 288 agricultural workers ( farmers ) aged 18 to 65 years and 288 control subjects	A community	1	1		
32168173	The barriers identified included school , friends , family , fear of complications , lack of information , and personal characteristics , among others.	included	The barriers identified	school , friends , family , fear of complications , lack of information , and personal characteristics , among others	1	1			
27074851	Extensive sudy of the pathophysiology of diabetes has opened up various mysteries about the disease and has helped us to know and understand diabetes in a better manner.	has opened up	Extensive sudy of the pathophysiology of diabetes	various mysteries about the disease	1	1			
8020264	The frequency of low PEFR and SaO2 and high Hb and CMSsco was substantially higher in men with CLRD when compared with normal subjects.	was	The frequency of SaO2	substantially higher in men with CLRD	when compared with normal subjects	1	1		
25249787	Multiple risk factors of diabetes , delayed diagnosis until micro - and macro-vascular complications arise , life - threatening complications , failure of the current therapies , and financial costs for the treatment of this disease , make it necessary to develop new efficient therapy strategies and appropriate prevention measures for the control of type 2 diabetes.	make	Multiple risk factors of diabetes	it necessary to develop appropriate prevention measures for the control of type 2 diabetes	1	1			
3768650	From 1975 to 1985 , 142 patients with early gastric cancer were operated on in our service ; this group comprised 14 per cent of all patients with gastric cancer operated on during this period.	comprised	this group	14 per cent	1	1			
30615663	In an adjusted model , privately owned facilities [ AOR = 3.3 ; 95 % CI , 1.5 - 7.5 ] , hospitals [ AOR = 11.6 ; 95 % CI , 5.0 - 27.2 ] , health centres [ AOR = 5.0 ; 95 % CI , 2.4 - 10.7 ] , and performance of routine management meeting [ AOR = 3.3 ; 95 % CI , 1.4 - 7.8 ] were significantly associated with high readiness to provide management for chronic respiratory diseases.	were significantly associated	health centres	with high readiness	In an adjusted model	1	1		
17939301	Prostate cancer is now a common disease in men over 50 years of age.	has Prostate cancer of	men	over 50 years	1	1			
15252375	The metabolic syndrome includes insulin resistance , hyperlipidemia , and hypertension with a consequent risk of early cardiovascular disease.	includes	The metabolic syndrome	hyperlipidemia	1	1			
26814219	The aim of this proof - of - concept study was to investigate clinical and quantitative measures of balance in people with chronic respiratory disease following participation in an out - patient pulmonary rehabilitation ( PR ) program to better understand features of balance improvement.	was	The aim of this proof - of - concept study	to investigate clinical measures of balance in people with chronic respiratory disease following participation in an out - patient pulmonary rehabilitation ( PR ) program	1	1			
29109233	The identification of trigger points and training of HCPs on how to communicate sensitive topics were identified as facilitators to engagement in ACP.	were identified	The identification of trigger points	as facilitators to engagement in ACP	1	1			
32046720	For COPD , the ASIR decreased from low - SDI regions to high - SDI regions.	decreased	the ASIR	from low - SDI regions	to high - SDI regions	For COPD	1	1	
29039056	Although it is known that nearly all individuals with established islet autoimmunity will eventually develop symptomatic type 1 diabetes ( T1D ) , individual characteristics such as age and biomarker profile may predict rate of disease progression and response to treatment and may therefore be used to individualize therapy.	may predict	individual characteristics such as age	rate of disease progression	1	1			
31795618	Recent experience of an Asian sand dust event had a significant effect on allergic symptoms , change in health , and QoL.	had	Recent experience of an Asian sand dust event	a significant effect change in health	1	1			
