,Subj_Pred,Obj,Obj_true,PMID
20,the progress achieved,[start] as a significant group of [UNK] [end],[start] by medical research in understanding the pathophysiology of cardiovascular disease [end],18601595
21,Business cycles affect,[start] [UNK] [end],[start] people 's lives [end],24328889
22,women as a group have not focused,[start] on the [UNK] of cardiovascular disease [end],[start] on this disease entity [end],12084395
23,These studies discussed,[start] that [UNK] [end],[start] several major themes [end],32139199
24,Recent findings confirm,[start] a high incidence of diabetes [end],[start] antioxidant activity of the renin - angiotensin - aldosterone antagonists [end],18090678
25,This review briefly summarizes,[start] the role of these in cancer patients [end],[start] what is known about how long - term aerobic exercise can reduce the atherogenic activity of endothelial cells [end],20932264
26,the clinical acumen filtered through the best available studies in the general population to treat,[start] the most important [UNK] in the [UNK] of [UNK] [end],[start] individual renal transplant recipients given their high cardiovascular mortality [end],18287250
27,The associated risks predispose,[start] with a high incidence of diabetes [end],[start] to the development of cardiovascular disease [end],1772731
28,The urocortins are,[start] a major cause of cancer [end],[start] a group of recently defined peptide members of the corticotrophin - releasing factor family [end],21689660
29,sustained efforts for research are required,[start] across all latin american countries to improve health conditions for adult population [end],[start] across all Latin American countries to improve health conditions particularly for women [end],20554175
30,The current review summarizes,[start] the current research available for the treatment of the disease [end],[start] recent evidence on ethnic differences in its correlates with acquired differences in plasma lipid [end],28338521
31,The risks for coronary heart disease are,[start] as a high rate of prom [end],[start] well - known [end],25387321
32,The independence of resistin in disease prediction complicated,[start] from the [UNK] of [UNK] [UNK] [UNK] [UNK] [end],"[start] by its confounders , such as C - reactive protein [end]",22498016
33,non-governmental organizations will contribute,[start] to the association of cardiovascular disease [end],[start] to improving the lifestyle of the entire community through their activities [end],29473518
34,Conclusion : Raising prevention are,[start] critical issues [end],[start] the key components to controlling cardiovascular diseases in refugees [end],32139199
35,Avoiding hypokalemia is,[start] beneficial in [UNK] [end],[start] beneficial in several cardiovascular disease states including heart failure [end],14736430
36,much accumulating evidence linking,[start] [UNK] type 1 diabetes [end],[start] modifiable risk factors that are already present in childhood [end],29345597
37,inadequate sleep duration confers heightened,[start] a significant association between polypharmacy and all cause mortality [end],[start] cardiovascular risk [end],26972035
38,These studies have focused,[start] on the latest advances in clinical clinical prostate cancer research with the development of colorectal cancer [end],[start] on a variety of agents including periodontal pathogens [end],16222630
39,The results of this study suggest,[start] that the effect of [UNK] are associated with a high incidence of diabetes [end],[start] that in assisting individuals to modify cardiovascular disease risk must address smoking as a package [end],9095456
40,a slow process can lead,[start] to outcome determination in women [end],[start] to fatal events over time [end],22424430
41,The results of primary trials have shown,[start] the effect of [UNK] on the disease s role of t1d [end],[start] conflicting evidence [end],12243615
42,the response to mirtazapine may improve,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] mortality [end],18785947
43,The results of this study suggest,[start] that the effect of [UNK] are associated with a high incidence of diabetes [end],[start] that in assisting individuals to modify other professionals must address body mass index as a package [end],9095456
44,the evidence linking,[start] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] epigenetic changes [end],24768945
45,Coronary heart disease are,[start] a major cause of cancer related deaths [end],[start] the commonest causes of illness for people [end],8057957
46,Circular RNA are,[start] one of the leading causes of disability by the year 2020 [end],[start] endogenous transcripts that display differential expression across species [end],30341894
47,Recent large population studies have suggested,[start] that the effect of [UNK] are modified by factors such as age gender cardiovascular risk factor status drinking type of,"[start] that the effect of cardiovascular disease is modified by factors such as age , gender , cardiovascular risk factor status , drinking type of alcohol [end]",12569230
48,studies have presented,[start] in the study of [UNK] [end],[start] results on the association between shift work and cardiovascular disease [end],6535244
49,cardiovascular outcomes are,[start] the leading cause of morbidity in women in the world [end],[start] the basis for the application of gender - based evaluation of pathophysiology of cardiovascular disease in women [end],23244361
50,technology must be merged,[start] more effective in reducing the risk of t2d [end],[start] into action [end],31992050
51,The overall picture to evolve,[start] in the us [end],[start] in a developing Europe [end],24014390
52,3 D printing is having,[start] a major cause of the cancer [end],[start] a two-fold benefit [end],28942268
53,The male hypertension was,[start] as a [UNK] disease [end],[start] however suppressed by concurrent changes in smoking [end],24328889
54,CVD in sub-Saharan Africa spans,[start] [UNK] [UNK] [UNK] [end],[start] the spectrum from [end],18607395
55,the treatment of cardiovascular diseases is,[start] a heterogeneous disease [end],[start] similar in both genders [end],29744010
56,Methods used a relational database management system to manage,[start] [UNK] [end],[start] the information of these data [end],15458691
57,the respective age groups had the decline of,[start] [UNK] [UNK] [end],[start] 40 % [end],9085391
58,B. Specific risk factors for developing post-transplant cardiovascular disease include,[start] [UNK] [end],[start] hyperlipidaemia [end],12091628
59,More systematic efforts for research are required,[start] across all latin american countries to improve health conditions for adult population [end],[start] across all Latin American countries to improve health conditions particularly for women [end],20554175
60,laboratory biomarkers are,[start] important in the treatment of colorectal cancer [end],[start] an essential support to modern practice of medicine allowing a staging [end],19355954
61,the differences in management are discussed,[start] in the study [end],[start] In this review [end],11728241
62,The integration of new biomarkers can improve,[start] more effective in treatment options in the general population [end],[start] CVD risk stratification management [end],26647911
63,Cardiovascular disease constitutes,[start] the world s natural immune response [end],[start] an emerging public health problem in most countries even though mortality profiles vary according to inherent risk factors [end],9200017
64,The integration of CVD risk factors can improve,[start] to be [UNK] [end],[start] CVD disease management [end],26647911
65,Reducing cardiovascular risk factors requires,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] an integrative approach that is best accomplished by a team of health care professionals [end],18287250
66,a timely correction of calcium - phosphate disorders leads,[start] to be [UNK] [end],[start] to a significant improvement in the cardiovascular conditions of CKD patients [end],15490402
67,cholesterol pressure - lowering agents into a fixed - dose combination pill called,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] the cardiovascular polypill has been proposed as complementary care in the prevention of cardiovascular diseases in both the secondary preventions of cardiovascular disease [end],27083928
68,diverse types of cardiovascular disease respond,[start] to the disease [end],[start] to different treatments [end],21109206
69,the effect of alcohol is modified,[start] by factors such as age gender cardiovascular risk factor status drinking type of alcohol [end],"[start] by factors such as age , gender , cardiovascular risk factor status , drinking pattern [end]",12569230
70,Acquired cardiovascular diseases such as peripheral artery disease contribute,[start] to the disease [end],[start] to more than one - third of worldwide morbidity [end],21689660
71,Observational data have helped,[start] the risk of microvascular complications such as disease [end],[start] to identify those women at a higher risk of mortality attributable to coronary artery disease [end],21929342
72,new opportunities could greatly modernize,[start] to be [UNK] [end],[start] surveillance if coordinated in a pragmatic matter [end],31992050
73,The results of this study suggest,[start] that the effect of [UNK] are associated with a high incidence of diabetes [end],[start] that in assisting individuals to modify other professionals must address blood pressure as a package [end],9095456
74,The findings suggest,[start] that the effect of [UNK] [UNK] [UNK] [UNK] [end],[start] that their risk factors are increased for Syrian refugees in Turkey [end],32139199
75,sex - specific aspects should be,[start] more important than the treatment of t2d patients [end],[start] more intensively considered in research / practice to improve clinical outcomes for female cardiovascular disease patients [end],22070582
76,the relevant literature known,[start] to the [UNK] of [UNK] [end],[start] to incorporation of healthy changes tips in defined variable cardiovascular risk factors [end],29473518
77,Increasing evidence has implicated,[start] the risk of microvascular complications such as disease [end],[start] circRNA in the pathogenesis of multiple cardiovascular diseases [end],30341894
78,incidence of disease related,[start] to life [end],[start] to exposure to shift work studies [end],6535244
79,A familiarity with current dietary and drug treatment of lipid disorders is,[start] a heterogeneous disease [end],[start] at the core of an evidence - based approach to dyslipidemia management in the patient with established cardiovascular diseases [end],11288327
80,newly diagnosed cardiovascular disease presenting,[start] to [UNK] [end],[start] to a tertiary - care center in South Africa [end],18607395
81,Epigenetic information provides,[start] a major role in [UNK] [end],[start] for an integrated etiologic picture of cardiovascular disease pathogenesis because of the interaction of the epigenome with the environment [end],24768945
82,Physicians need,[start] to be [UNK] [end],[start] to counteract these myths [end],9637954
83,the WHO MONICA Project will have completed,[start] the association between polypharmacy and all cause of mortality [end],[start] 10 - year course [end],8166990
84,The concept of selective heart rate reduction by the I ( f ) current inhibitor ivabradine provides,[start] a significant effect on [UNK] in the treatment of [UNK] [end],[start] an option to define the prognostic role of heart rate for patients with coronary artery disease [end],23806547
85,The health burden of cardiovascular disease is accompanied,[start] by the presence of [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] by a significant deleterious economic impact at the level of both national economies [end],23239202
86,Future interventional studies will clarify,[start] the significance of targeted heart rate of cardiovascular disease in lung cancer [end],[start] the significance of targeted heart rate reduction for secondary prevention in cerebrovascular events [end],23806547
87,This review suggests,[start] that tumor associated immune cells play a [UNK] game [end],[start] possible treatment strategies [end],19756163
88,This publication should assist,[start] the potential to improve work benefit [end],"[start] healthcare professionals looking for the most recent statistics on cardiovascular disease , drug trends [end]",23257320
89,cardiovascular - related medical care accounts,[start] in patients with stage [end],[start] for greater than 20 % of all the economic costs of illness in the United States [end],23386789
90,"Epigenetic biomarkers , which include DNA methylation are",[start] [UNK] of [UNK] [UNK] [end],"[start] both cell - type specific , which makes them not only responsive to the environment [end]",24768945
91,cardiovascular disease related,[start] to the us [end],[start] to the ACE genotype [end],11256587
92,Traditional cardiovascular risk factors do not underlie,[start] more than one of the leading causes of death [end],[start] all incidence of cardiovascular disease [end],30385177
93,this review aims,[start] to review recent guideline recommendations on therapeutic strategies while providing practical recommendations for the management of the prevention of diabetes,[start] to integrate recent advances in cardiovascular physiology at altitude with previous understanding [end],28294639
94,More clinical trials are needed,[start] to provide a child with the skills necessary to manage diabetes over [end],[start] to further investigate biomarkers [end],21109206
95,derived metabolites involved,[start] in cardiovascular disease risk patients [end],[start] in cardiovascular health [end],29725935
96,the favorable effects of other heart rate - lowering agents in patients with congestive heart failure may be,[start] to provide the child with the skills necessary to manage diabetes over [end],[start] at least in part [end],22954325
97,The two major underlying causes are,[start] more effective in the treatment of t2d [end],[start] disorders of lipid metabolic syndrome [end],17113010
98,sex - specific aspects more intensively considered,[start] to provide the health of african americans about the risks [end],[start] in research / practice to improve clinical outcomes for female cardiovascular disease patients [end],22070582
99,the main discoveries leading,[start] to explore the modifiable risk factors of diabetes [end],[start] to the idea of using circulating microparticles as a promising tool in the evaluation of cardiovascular risk [end],31068021
100,The co-existence of heart disease in a patient complicates,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] treatment because therapy for one disease may negatively affect the outcome of the other disease often [end],18319102
101,numerous studies have suggested,[start] that the effect of [UNK] are associated with increased risk of microvascular complications such as retinopathy [end],[start] miRNAs as strong circulating biomarkers with high prognostic power In cardiovascular disease [end],27914211
102,More clinical trials are needed,[start] to provide a child with the skills necessary to manage diabetes over [end],[start] to further assess the association of cardiovascular depression [end],21109206
103,The aim of this policy statement is,[start] to review the association between sex of diabetes [end],[start] to identify gaps [end],31992050
104,its metabolites play,[start] a pivotal role in cardiovascular disease including cardiovascular disease including myocardial infarction [end],"[start] a pivotal role in the development of cardiovascular disease , including atrial fibrillation [end]",30385177
105,an elevated plasma level of the amino acid homocysteine is,[start] a common cause of cancer related deaths [end],"[start] a common , independent , easily modifiable risk factor for cardiovascular disease ( CVD ) which may be of equal importance to hypertension [end]",10583714
106,an estimated 11 million have,[start] the disease [end],[start] existing cardiovascular disease making the issue of sexual function relevant to many patients [end],15182094
107,Increasing evidence suggests,[start] that the disease can be associated with a high incidence of cardiovascular disease [end],"[start] an association of exposure to ambient air pollution , household air pollution from cadmium with multiple cardiovascular disease outcomes , including cardiovascular mortality [end]",27886791
108,a variety of antidepressants to use,[start] the need for a better understanding of multifactorial disease [end],[start] after stroke [end],18785947
109,The program has,[start] many [UNK] [UNK] [UNK] [end],"[start] a number of key components , many of which may be suitable for adapting to Australian primary care [end]",16525531
110,The aim of this policy statement is,[start] to review the association between sex of diabetes [end],[start] to review [end],31992050
111,A better understanding of the dynamics of gut microbiota holds,[start] the potential to be more effective treatment of t2d patients [end],[start] great promise toward mechanistic predicative CVD biomarker discoveries [end],29725935
112,well - known prospective cohort studies around the world have utilized,[start] to identify chronic respiratory disease [end],[start] metabolomics [end],31378756
113,The consequences of the treatments for breast cancer may increase,[start] the association of cardiovascular disease [end],[start] the risk for cardiovascular disease [end],29446841
114,the genes controlling,[start] the progression of [UNK] [end],[start] this enzyme system [end],11256587
115,A heart murmur was detected,[start] in the [UNK] of [UNK] [end],[start] in four donkeys [end],27534982
116,the differences in presentation are discussed,[start] in the study [end],[start] In this review [end],11728241
117,the biomarkers that envisage cardiovascular risk have,[start] as the leading causes of disability respectively by the year 2020 [end],[start] an important biological basis [end],26647911
118,other factors promote,[start] the risk of diabetes [end],[start] cardiovascular disease [end],1772731
119,The most useful species / strains for the study of cardiovascular disease to be,[start] a heterogeneous disease [end],[start] small rats [end],17113010
120,the main discoveries leading,[start] to explore the modifiable risk factors of diabetes [end],[start] to the idea of using circulating microparticles as a complementary tool in the evaluation of cardiovascular risk [end],31068021
121,life expectancy is,[start] for [end],[start] below 50 years poorer countries [end],3342425
122,More systematic efforts for affordable treatment are required,[start] across all latin american countries to improve health conditions for adult population [end],[start] across all Latin American countries to improve health conditions particularly for women [end],20554175
123,several active metabolites of vitamin D can exert,[start] structural ligands that alter the progression of chronic respiratory diseases [end],[start] both direct action [end],30150419
124,Understanding the differences of treating cardiovascular disease in women is,[start] the basis for the application of therapies [end],[start] essential to improving population health [end],29406939
125,Cardiovascular disease are,[start] responsible for the disease of mortality [end],[start] closely interrelated disease processes [end],15182094
126,Cardiovascular disease is,[start] a leading cause of death in women [end],[start] a major cause of graft loss [end],18287250
127,Growing evidence supports,[start] the effect of [UNK] the disease [end],"[start] a causal relationship between cardiovascular disease and psychosocial factors such as behavioral disorders , acute stress , and low socioeconomic status [end]",23621966
128,New guidelines divided,[start] as a promising clinical scenarios [end],[start] those blood pressure ( BP ) levels into elevated BP [end],29470788
129,scientific progress in the past decade has identified,[start] to be aware of the increased awareness of the potential data [end],[start] a spectrum of risk factors for cardiovascular diseases [end],29744010
130,control of blood pressure in the pregnancy per se is,[start] important in the treatment of colorectal cancer [end],[start] of any longer term benefit [end],24268601
131,These proposals should be guided,[start] by the patient [end],[start] by leaders in civil society [end],25172068
132,Great advances are being made,[start] the same [UNK] of [UNK] [end],[start] in the realm of diabetes [end],15340730
133,the Consortium of Metabolomics Studies was developed,[start] to identify the disease s [UNK] [UNK] of [UNK] [end],[start] which is expected to take the lead in overcoming these issues In 2014 [end],31378756
134,dietary means should be,[start] a major cause of cancer related death in the world [end],[start] an important part of the strategies for the control of CVD [end],11710356
135,diastolic blood pressure were,[start] in [UNK] [end],[start] significant determinants of the age [end],9095456
136,multisectoral approaches across the lifecourse reduce,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] cardiovascular - disease morbidity through the delivery of quality health care services [end],23239202
137,sustained efforts for research are required,[start] across all latin american countries to improve health conditions for adult population [end],[start] across all Latin American countries to improve health conditions for adult population [end],20554175
138,primary prevention trials have convincingly proven,[start] the potential to exert weight loss of the risk factors [end],[start] the benefits of multiple risk factor intervention [end],2495541
139,the other would be,[start] more likely to be a high incidence [end],[start] a series of booklets on individual conditions combining information on secondary prevention [end],7427384
140,one genetic variant to contribute,[start] to the disease [end],[start] more than a minor individual impact in genetically complex multifactorial cardiovascular disease [end],11256587
141,public health must be merged,[start] more effective in treatment options in countries with the general population [end],[start] into action [end],31992050
142,female population in Latin American countries have,[start] the disease s [end],[start] lower mortality rate from higher mortality rate from cerebrovascular disease than North America [end],20554175
143,i.e. decrease,[start] cardiovascular disease risk [end],[start] HDL [end],24268601
144,Several reports have demonstrated,[start] a major role in the development of t1d [end],[start] an association between psoriasis and cardiovascular diseases such as valvular disease [end],20666273
145,three categories dealing,[start] from the association between polypharmacy and all age the time [end],[start] with management [end],7427384
146,vitamin D deficiency has been associated,[start] with increased risk of type 2 diabetes mellitus [end],[start] with activation of the pro-inflammatory mechanism promoting atherogenesis [end],30150419
147,this trend to be observed,[start] in the study of [UNK] in the past 10 years [end],[start] in women yet [end],12084395
148,cardiovascular related medical care has the economic costs for,[start] [UNK] [end],[start] greater than 20 % [end],23386789
149,This review examines,[start] the role of these in patients with [UNK] [end],[start] available epidemiological evidence [end],19756163
150,its metabolites play,[start] a pivotal role in cardiovascular disease including cardiovascular disease including myocardial infarction [end],"[start] a pivotal role in the development of cardiovascular disease , including myocardial fibrosis [end]",30385177
151,conditions such as hypertension contribute,[start] to the disease s disease s [UNK] [end],[start] to cardiovascular disease pathophysiology [end],26341316
152,CVD risk factors are used,[start] to be recognized by their diabetes care [end],[start] as prognosticators of disease process while the biomarkers that envisage cardiovascular risk have an important biological basis [end],26647911
153,This article reviews,[start] the role of these in [UNK] [UNK] [end],[start] the key epidemiology concerning cardiovascular risk [end],22954325
154,The effectiveness of prevention of chronic illnesses can be optimised,[start] in the [UNK] of [UNK] [end],[start] with adherence to medication treatment [end],30720844
155,non-governmental organizations will contribute,[start] to the association of cardiovascular disease [end],[start] to improving the lifestyle of individuals through legal provisions [end],29473518
156,modifiable risk factors are,[start] more important than the [UNK] of [UNK] [end],[start] already present in childhood [end],29345597
157,Key findings from experimental studies have provided,[start] that the influence of partners beliefs on diabetes distress [end],[start] evidence for a causative role for clonal haematopoiesis in cardiovascular diseases [end],32715520
158,this benefit may be achieved,[start] in the study of [UNK] in the [UNK] analysis of [UNK] [UNK] [end],[start] even at relatively low levels of physical activity [end],16411872
159,The Mediterranean dietary pattern has,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] the most evidence for glycemic control [end],31624930
160,deaths caused,[start] by genetic alterations [end],[start] by cardiovascular disease [end],7736485
161,the family history will play,[start] a major role in the development of t1d [end],[start] an increasingly central role in management As more is learned about the genetic basis of cardiovascular disease [end],24267465
162,pregnancy - related conditions have,[start] a major cause of cancer related deaths [end],[start] an impact on endothelial myocardial contractility [end],29406939
163,Increasing evidence suggests,[start] that the disease can be associated with a high incidence of cardiovascular disease [end],"[start] an association of exposure to ambient air pollution , household air pollution from cadmium with multiple cardiovascular disease outcomes , including coronary heart disease [end]",27886791
164,Benefits from regular moderate physical activity for people with cardiovascular disease include,[start] the risk of microvascular complications such as disease [end],"[start] lessening of cardiovascular symptoms , enhanced quality of life and , for survivors of acute myocardial infarction [end]",16411872
165,cardiovascular disease will become,[start] a major cause of death in the world [end],[start] even further progress As the world 's population ages [end],21377626
166,a heightened systemic pro-inflammatory state accelerates arteriosclerosis increasing,[start] the disease in the general population [end],[start] cardiovascular risk [end],23141876
167,DNA damage has been associated,[start] with diabetes [end],[start] with atherosclerotic plaques long [end],23911986
168,novel biomarkers need to show,[start] the assessment of smoking [end],[start] a significant association with cardiovascular disease events [end],22424430
169,others related to health care systems requires,[start] weight [end],[start] a multi-sector strategy that reduces cardiovascular risk factors [end],25172068
170,microbiota bridges,[start] the gap between cardiovascular cardiovascular disease risk [end],[start] the gap between cardiovascular risk factors [end],30016413
171,Inflammatory pathways contribute,[start] to the disease [end],[start] to the initiation [end],30830168
172,New epidemiologic evidence indicates,[start] that a high rate of prom [end],[start] that fiber 's modulation of insulin resistance deserves additional attention [end],11140908
173,Telomere length adds,[start] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] predictive power to that of chronological age [end],23478256
174,A systematic search of the PubMed database revealed,[start] that [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] of [UNK] [UNK] [UNK] [end],[start] that several common mechanisms lead to an increased cardiovascular risk [end],25024598
175,its risk factors in refugees / migrants is not,[start] to [UNK] [end],[start] available at the same rate for all countries or for different ethnic and socioeconomic groups [end],32139199
176,abnormalities were,[start] as a leading cause of death among women [end],[start] prevalent in adults [end],29470788
177,A familial study confirms,[start] for the disease to improve cardiovascular health [end],[start] a genetic association with thoracic aortic aneurysms [end],16943719
178,Echocardiography identified,[start] as a significant risk factor for cardiovascular disease in the [UNK] of [UNK] [end],[start] aortic regurgitation [end],27534982
179,Public health initiatives promote,[start] the risk of diabetes [end],[start] moderate increases in physical activity [end],20399084
180,the age develops,[start] the leading cause of death in women [end],[start] cardiovascular disease [end],9095456
181,Increasing evidence suggests,[start] that the disease can be associated with a high incidence of cardiovascular disease [end],"[start] an association of exposure to ambient air pollution , household air pollution from cadmium with multiple cardiovascular disease outcomes , including hypertension [end]",27886791
182,This finding is not,[start] to be [UNK] [end],[start] in contrast to the overall impact of the renin - angiotensin system in cardiovascular disease [end],11256587
183,factors causing,[start] [UNK] [UNK] [UNK] [end],[start] telomere shortening [end],23478256
184,the effect of alcohol is modified,[start] by factors such as age gender cardiovascular risk factor status drinking type of alcohol [end],"[start] by factors such as age , gender , cardiovascular risk factor status , drinking type of alcohol [end]",12569230
185,Heart rate is,[start] [UNK] [end],[start] a predictor of all - cause mortality in the general population [end],23806547
186,numerous epidemiologic studies have explored,[start] the association of cardiovascular disease [end],[start] the association between markers of chronic infections in relation to a variety of clinical and subclinical cardiovascular disease outcomes During the last 2 decades [end],16222630
187,the biomarkers envisage,[start] the leading cause of morbidity in women in the world [end],[start] cardiovascular risk [end],26647911
188,Additional references were manually identified,[start] as [UNK] in the [UNK] of [UNK] [end],[start] from this literature [end],22070582
189,CRP plays,[start] a role in the progression of t1d [end],[start] an active role [end],18855714
190,most gene - drug relationships have been,[start] as a significant public health concern [end],[start] inconsistent [end],28792790
191,Clinicians to emphasize,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] interventions proven to reduce adverse cardiovascular events such as smoking reduction of hyperlipidemia [end],12243615
192,The health burden of other chronic diseases is accompanied,[start] by [UNK] [UNK] [end],[start] by a significant deleterious economic impact at the level of households [end],23239202
193,other medical interventions can decrease,[start] the risk of microvascular complications such as disease [end],[start] risk [end],9860367
194,Nearly 80 percent of all estimated cardiovascular disease - related deaths worldwide occur,[start] in the world [end],[start] in low - and middle - income countries now [end],23239202
195,most papers are,[start] in the study [end],[start] informative [end],29473518
196,Other new biomarkers to help,[start] to provide critical improvement of the management of this disease [end],[start] in cardiovascular disease risk management [end],22424430
197,Polymorphisms in myocyte enhancer factor 2A have been associated,[start] with increased symptom prevalence [end],[start] with an altered risk of myocardial infarction [end],16943719
198,Coronary heart disease is,[start] a major cause of death in women [end],"[start] the most prevalent problem , followed by hypertensive cardiovascular disease [end]",11728241
199,body mass index were,[start] as [UNK] [UNK] of [UNK] [end],[start] significant determinants of the age [end],9095456
200,Observational data have helped,[start] the risk of microvascular complications such as disease [end],[start] to identify those women at a higher risk of morbidity attributable to coronary artery disease [end],21929342
201,systems - level factors contribute,[start] to the association of cardiovascular disease [end],[start] to cardiovascular disease necessitates multisectoral approaches across the lifecourse that reduce risk [end],23239202
202,"common cardiovascular diseases , such as hypertension causality remains",[start] the leading cause of death in women [end],[start] undetermined [end],23478256
203,turn associated,[start] with [UNK] [end],[start] with a high incidence of depression [end],18785947
204,"The growing population burden and overlap of cardiovascular disease , comorbid mental illness , and other psychosocial factors suggest",[start] the disease in the united states of america [end],[start] that future research identifying cost - effective or cost - saving treatment models may have significant health and economic implications [end],23621966
205,cardiovascular diseases would be actively emerging,[start] as a leading cause of death in women [end],[start] by that time [end],3342425
206,the existing molecular biological databases focus,[start] on the [UNK] of [UNK] [end],[start] on the sequence [end],15458691
207,sustained efforts for affordable treatment are required,[start] across all latin american countries to improve health conditions for adult population [end],[start] across all Latin American countries to improve health conditions for adult population [end],20554175
208,The importance of the recognition of the circadian variation of acute onset of myocardial infarction is,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] that pharmacologic protection can be directed at the early waking hours [end],7736485
209,Only two types of booklets should be,[start] more important than the [UNK] of [UNK] [end],[start] available [end],7427384
210,treatment based,[start] on genetic alterations [end],[start] on uric acid levels [end],26341316
211,primary care physicians must balance,[start] that in the treatment of t2d patients [end],"[start] what is known , what is suspected each patient 's individual preferences to create an optimal treatment plan [end]",29406937
212,the development of new devices will improve,[start] the risk of microvascular complications such as disease [end],[start] the prognosis in patients with renal insufficiency as well [end],14978153
213,These explorations offer,[start] the potential to reduce the risk of microvascular complications such as retinopathy [end],[start] promise to improve [end],23244361
214,microRNAs are,[start] a [UNK] of [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] well - known [end],27914211
215,The clinical implications of combined kidney disease include,[start] [UNK] [UNK] [UNK] [end],[start] challenges in management [end],22269967
216,an appreciation of the strengths of the system to design,[start] the use of [UNK] [end],[start] the logical sequence of steps toward clinical translation [end],21377626
217,The concept of selective heart rate reduction by the I ( f ) current inhibitor ivabradine provides,[start] a significant effect on [UNK] in the treatment of [UNK] [end],[start] an option to define the specific role of heart rate for patients with coronary artery disease [end],23806547
218,"considerable savings in total costs , especially in direct health care costs may not be expected",[start] to provide the influence of partners beliefs on diabetes distress [end],[start] as a result of even very successful prevention programs [end],9085391
219,cells enter senescence losing,[start] to the [UNK] [end],[start] their capacity to proliferate [end],23478256
220,The genes discussed include,[start] [UNK] [end],[start] ABCB1 [end],28792790
221,The term covers,[start] a multisector strategy that cuts mortality through quality health care for children [end],[start] a series of liver lesions similar to those [end],23141876
222,Cardiovascular disease is,[start] a leading cause of death in women [end],[start] the leading cause of death in women [end],9457149
223,The importance of cardiovascular disease in adults with chronic kidney disease is,[start] more likely to be [UNK] in the disease [end],[start] now well recognized [end],20113258
