,Subj_Pred,Obj,Obj_true,PMID
32,Lung cancer is,[start] a leading cause of death in women [end],[start] the most common cancer [end],31874543
33,the diagnosis of lung cancer in China to facilitate,[start] research [end],[start] cooperation [end],8069599
34,Risks for marijuana are,[start] more likely to be [UNK] [end],[start] yet will be important areas for continued research as use of these products increases [end],26667337
35,Epidemiology has shown,[start] that you get more effective at [end],"[start] that asbestos cumulative exposures increase the risk of lung cancer to a variable extent , depending on the manufacturing process and the specific job [end]",21438304
36,the patient population in lung cancer is changing,[start] as a major cause of the mortality rate [end],[start] from mostly male smokers [end],17084482
37,Lung cancer is,[start] a leading cause of death in women [end],"[start] the leading cause of cancer - related death in the United States , with an average five - year survival rate of 15 percent [end]",17225705
38,different kinds of them to delineate,[start] for patients [end],[start] their significance in lung cancer biology [end],28118799
39,novel molecular targets can be applied,[start] to explore the indirect influence of partners beliefs on diabetes distress at follow up [end],[start] to the treatment of particular lung cancer patients [end],27535388
40,Lung cancer is,[start] a leading cause of death in women [end],[start] the leading cause of cancer - related mortality [end],15822487
41,the standard for treatment selection is,[start] to [UNK] [end],[start] to make the important classification of small cell lung cancer In the treatment of lung cancer [end],19223731
42,inter-tumour heterogeneity are addressed,[start] the effect of [UNK] [end],[start] as temporal heterogeneity [end],29635240
43,This article will look,[start] the effect of [UNK] on the role of [UNK] [end],[start] at the latest national recommendations for treating non-small cell lung cancer [end],24067269
44,the use of cigarettes was,[start] as a significant worldwide factor [end],"[start] the leading cause of avoidable mortality in the United States , with about 434,000 preventable deaths per year [end]",10855253
45,the need for novel ( complementary ) lung cancer diagnostic methods exists,[start] for the early detection of cardiovascular disease in the general population [end],[start] still [end],23868001
46,a 5 - year overall survival of about 80 % can be expected,[start] as a major risk factor for cardiovascular disease mortality [end],[start] After photodynamic therapy [end],22810461
47,such testing may reduce,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] lung cancer deaths in high - risk individuals when performed with low - dose CT rather than chest radiography [end],24357736
48,activating mutations of EGFR or anaplastic lymphoma kinase are,[start] a leading cause of death in the united states [end],[start] more frequent [end],21992731
49,"Methods for early detection of lung cancer , such as computerized tomography scanning technology discover a large number of small lung nodules posing",[start] a positive goal [end],[start] a new problem to radiologists [end],21405971
50,Such studies have shown,[start] that the effect of [UNK] are associated with a high incidence of diabetes [end],[start] that spouses of patients with significant distress and lower levels of quality of life than the general population [end],22308553
51,molecular footprints representing,[start] respectively 40 15 209 of per capita income in burkina faso [end],[start] the individual processes of multistage lung carcinogenesis [end],15016317
52,Lung cancer heterogeneity has,[start] more effective treatment options in lung cancer [end],[start] implications in pathogenesis understanding [end],29635240
53,LCINS is,[start] a major cause of the [UNK] of [UNK] [end],[start] more frequent in women irrespective of geographical location [end],21992731
54,standard lobectomy is,[start] [UNK] [UNK] [UNK] [end],[start] the treatment of choice [end],12450555
55,reviews about the mechanisms of how CFs exposure leads to lung cancer are lacking,[start] as a major cause of the mortality in patients with chronic respiratory diseases [end],[start] still [end],28956747
56,New understanding of the biologic process of lung cancer is providing,[start] more effective than the treatment of t2d patients [end],[start] potential new therapies that many hope will lead to increased survival for patients with lung cancer [end],12692661
57,the human microbiota may be closely related,[start] to the influence of partners beliefs on diabetes distress [end],[start] to lung cancer at multiple levels [end],31315786
58,New imaging techniques have improved,[start] the leading cause of cancer [end],[start] staging practices [end],18460729
59,Lung cancer is becoming,[start] important for the disease [end],[start] a real epidemic in one of the main causes of cancer death in women [end],17117325
60,New options to potentially detect will increase dramatically,[start] in the pathogenesis of t2 dm including the past 10 years [end],[start] in the future [end],12450555
61,The two major histologic types of lung cancer are,[start] more effective in treatment strategies [end],[start] non-small cell lung cancer [end],21986264
62,researchers are devoting,[start] the most frequent cause of death in the [UNK] [end],[start] energies in this area in order [end],18922127
63,Their long - time survival post curative resection in early stage non-small-cell lung cancer is,[start] in the study [end],[start] better than in men [end],25906024
64,Smoking is by far,[start] [UNK] [end],[start] the most important cause [end],18460729
65,a complementary tool aimed,[start] in the study [end],[start] at ruling out ( with known error probability ) rather than diagnosing lung cancer [end],21405971
66,Lung cancer outcomes may be,[start] the leading cause of cancer related deaths [end],[start] worse in HIV - infected persons in the antiretroviral era [end],27607596
67,Randomized trials on surgical resection in patients with limited stage disease did not support,[start] the effect of [UNK] on the disease s role of t1d [end],[start] a role for surgery in disease management when treatment were inadequate [end],26520187
68,an estimated 1.6 million deaths being,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] the leading cause of cancer - related deaths in the world [end],29425790
69,Initial evaluation for metastatic disease relies,[start] on the [UNK] of [UNK] [end],[start] on patient history [end],17225705
70,stigma detrimentally affects,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] psychosocial [end],29800746
71,the diagnosis of lung cancer in China to promote,[start] the risk of microvascular complications such as disease [end],[start] mutual understanding [end],8069599
72,few relationships in the epidemiology of cancer between an exposure and disease are,[start] more prevalent than normal [end],[start] as consistent as those [end],10855253
73,Research on the use of sputum for non-invasive detection of early - stage lung cancer has brought,[start] to explore the indirect influence of partners beliefs on diabetes distress at follow up [end],[start] new advanced molecular techniques [end],23868001
74,The human microbiome confers,[start] a significant impact on endothelial function [end],[start] benefits or disease susceptibility to the human body [end],31315786
75,Interventions need,[start] for their survival [end],[start] to be developed to support both patients [end],22308553
76,no comprehensive reviews available discusses,[start] the risk of t2d [end],[start] all the basic aspects of lung cancer [end],24639115
77,Lung cancer heterogeneity has,[start] more effective treatment options in lung cancer [end],[start] implications in therapeutic decision [end],29635240
78,A better understanding of the differences between men and women and their impact on the diagnosis requires,[start] [UNK] [end],[start] continued basic [end],17084482
79,molecular diagnostic techniques correlated,[start] with [UNK] [end],[start] with molecular abnormalities in lung cancer [end],22540298
80,Lung cancer to be considered,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] in patients with a history of cigarette smoking and / or symptoms such as haemoptysis or non-resolving cough [end],9251697
81,The purpose of this review is,[start] to review recent guideline recommendations on therapeutic strategies while providing practical recommendations for the management of diabetes [end],[start] to summarize our current knowledge of this disease [end],23921082
82,quite a few patients will have,[start] a major cause of [UNK] [end],[start] distant metastasis after surgery [end],32283581
83,Adenocarcinomas are,[start] a major public health problem [end],[start] more frequently in women than in men [end],25906024
84,Numerous potential DNA biomarkers such as hypermethylations of mutations in p53 have been discovered,[start] as lung cancer biomarkers [end],[start] as lung cancer biomarkers [end],18823584
85,reports on the abscopal effect following conventional radiation have been,[start] as a major risk factor for lung cancer [end],[start] relatively rare Over the past 40 years [end],31826745
86,Micro-ribonucleic acids are,[start] more likely to be diagnosed with cardiovascular disease risk [end],[start] responsible for invasion of various tumors including lung cancer [end],28118799
87,well - conceptualized efforts have,[start] a high burden on caregivers to monitor blood glucose levels [end],[start] the potential to facilitate demonstrable improvements in quality of life [end],29800746
88,the specific elements for lung cancer could make,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] a screening program safe [end],15209187
89,early detection to achieve,[start] the [UNK] of [UNK] [end],[start] the best chance of a cure [end],9251697
90,"Methods for early detection of lung cancer , such as computerized tomography scanning technology discover",[start] the effect of [UNK] on how to treat treatment strategies s disease can treat patients [end],[start] a large number of small lung nodules posing a new problem to chest physicians often [end],21405971
91,Chinese Anti-Cancer Association jointly publish,[start] this consensus [end],[start] this consensus to provide guidance for Chinese clinicians [end],31874543
92,preoperative adjuvant therapy may be,[start] more successful in the treatment of t2d patients [end],[start] necessary [end],32283581
93,Precise and early diagnosis of the disease can be,[start] important for the disease [end],[start] an important step in the proper setting up of the treatment modalities [end],24639115
94,its role extends,[start] [UNK] [end],[start] to the determination of cell lineage ascertaining the primary site of tumour origin now [end],21734416
95,Lung cancer is,[start] a leading cause of death in women [end],"[start] the most common fatal malignancy in women , both elsewhere in the world [end]",11473242
96,about two - thirds of patients are diagnosed,[start] with the disease [end],[start] with extensive stage disease when thoracic irradiation is not worthwhile [end],26520187
97,the larger societal structure shapes,[start] [UNK] [end],[start] decisions [end],29800746
98,Robotics are used,[start] as a major cause of cancer related genes in the every year [end],[start] in wedge resection [end],31351552
99,Mortality data from European screening studies have not been encouraging,[start] for [UNK] [end],[start] so far [end],25901560
100,Interstitial lung disease is,[start] a major cause of cancer related deaths [end],[start] a risk factor for lung cancer [end],32316717
101,Further analyses of molecular footprints in lung cancer cells will give us to understand,[start] the [UNK] of [UNK] [end],[start] the process to find novel ways of controlling it [end],15016317
102,intense interest has been focused,[start] on the [UNK] of [UNK] [end],[start] on biomarker discovery Over a last decade [end],18823584
103,Studies on the epidemiologic characteristics of lung cancer have played,[start] a major role in the [UNK] of [UNK] [end],[start] an important role in exploring new ways of diagnosis [end],27261907
104,situ or microinvasive carcinoma located centrally could be cured,[start] to a major reappraisal of management practices in women [end],[start] by photodynamic therapy [end],22810461
105,these modalities are not,[start] for diagnosing [UNK] [end],[start] yet commercially available in clinic setting [end],25108403
106,CFs exposure may lead,[start] by age [end],[start] to lung cancer [end],28956747
107,The difference is,[start] important for the human disease [end],[start] important for therapy [end],16792198
108,recent studies suggest,[start] that the effect of [UNK] [UNK] [UNK] [UNK] [UNK] are associated with [UNK] [end],[start] that it may be efficacious in HIV - infected smokers [end],27607596
109,LC - ILD patients have,[start] a major cause of mortality [end],[start] a certain proportion in the clinic [end],32316717
110,Future studies on LCINS should try,[start] to review the association between sex in the general population [end],[start] to tackle the issues of prevention [end],21992731
111,Nontobacco risk factors include,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] occupational chronic lung disease [end],32008623
112,the approach of targeted therapy has been,[start] as a major risk factor for lung cancer [end],[start] successful for adenocarcinomas So far [end],29251665
113,National Lung Screening Trial demonstrated,[start] to explore the indirect influence of partners beliefs on diabetes distress at follow up [end],[start] a 20 % mortality rate reduction in patients [end],29425790
114,Lung cancer is,[start] a leading cause of death in women [end],"[start] the leading cause of cancer death in China , with 733 610 thousands deaths in 2015 [end]",31874543
115,Further analyses of molecular footprints in lung cancer cells will give,[start] the same thing as the most important [UNK] in the past [end],[start] us valuable information to fully understand the process of lung cancer progression [end],15016317
116,New imaging techniques have improved,[start] the leading cause of cancer [end],[start] diagnosis practices [end],18460729
117,A better understanding of the differences between men and women and their impact on the diagnosis requires,[start] [UNK] [end],[start] continued clinical research [end],17084482
118,This review will explore,[start] the role of these in cancer patients [end],"[start] the biological characteristics in accord with three important criteria of high sensitivity ( high specificity ) , clinical utility , especially a new method of ligand - targeted PCR ( LT - PCR ) that showed a high sensitivity of 67.2 % in stage I lung cancer [end]",26706955
119,Additional molecular targets are addressed,[start] [UNK] [end],[start] in clinical trials [end],29251665
120,Method summarized,[start] result of [UNK] may be greater than [end],[start] all review articles in databases including Scopus [end],30088452
121,the chest wall is dependent on,[start] [UNK] [end],[start] completeness [end],28363374
122,complete remission is achieved,[start] in the study of [UNK] in the past 10 years [end],[start] at the primary site [end],15822487
123,Presented in this paper are,[start] a [UNK] of [UNK] [end],[start] the epidemiology of lung cancer in China [end],8069599
124,the multidisciplinary team ( MDT ) treatment brings,[start] the best of the union between two teams of [UNK] [end],[start] lots of benefits for cancer patients [end],33113622
125,Nontobacco risk factors include,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] environmental chronic lung disease [end],32008623
126,Risk factors for the development of lung cancer include,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],"[start] second - hand smoking , radon exposure , occupational exposure to carcinogens [end]",23921082
127,non-small cell lung cancer und,[start] for use in early detection of colorectal cancer [end],[start] small cell lung cancer [end],16792198
128,significant others go,[start] for potential to be more effective treatment [end],[start] through a transition process due to changes [end],22308553
129,This abnormal expression related,[start] to [UNK] [end],[start] to malignancy of tumors [end],31451145
130,New options to treat early stage lung cancer will increase dramatically,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] in the future [end],12450555
131,Overestimation of the frequency has contributed,[start] to the [UNK] of [UNK] [end],[start] to long delays in implementation of lung cancer screening programs [end],24037999
132,individualized management of lung cancer patients are,[start] responsible for the disease of [UNK] of [UNK] [end],[start] particularly important during virus epidemic control [end],32213266
133,The frequency of multicentricity is,[start] a number of clinically validated therapies in copd [end],[start] high [end],22810461
134,Future studies on LCINS should try,[start] to review the association between sex in the general population [end],[start] to tackle the issues of the exploration of novel therapeutic targets [end],21992731
135,the primary contributing,[start] to the [UNK] of [UNK] [end],[start] to decisions on prognosis [end],21734416
136,A high proportion of screen - detected cancers are,[start] as a [UNK] [end],[start] early stage [end],12450555
137,Curative radiotherapy is recommended,[start] for the early detection of cardiovascular disease in the early detection of cardiovascular disease in the treatment [end],[start] in patients with a resectable tumor [end],72894
138,Future studies on LCINS should try to tackle,[start] that the effect of [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] the issues of prevention [end],21992731
139,Patients with lung cancer are,[start] the leading cause of death in women [end],[start] more likely have better response to its inhibitors than do patients with tobacco - associated lung cancer [end],18598932
140,spiral computerised tomography can detect more effectively,[start] with [UNK] [end],[start] Recently [end],12517539
141,Other factors reported are,[start] more susceptible to disease [end],[start] infections Mycobacterium tuberculosis [end],23921082
142,screening has,[start] more than [UNK] [end],[start] interested physicians [end],17225705
143,A small minority of patients to down stage,[start] [UNK] [end],[start] the tumor to render it potentially operable [end],15822487
144,A better delineation of the relationships between these three entities may lead,[start] to the [UNK] of [UNK] [end],"[start] to significant improvements in the effectiveness of lung cancer screening programs , and to reductions in the morbidity [end]",28205188
145,Lung cancer is,[start] a leading cause of death in women [end],[start] the leading cause of cancer - related death in the world [end],15016317
146,Lung cancer management has,[start] more effective [end],[start] a multidisciplinary approach which includes clinicians now [end],21734416
147,This review focuses,[start] on the latest advances in clinical clinical prostate cancer research on the role of these epithelial s prognosis [end],[start] on the basic aspects of lung cancer like the risk factors [end],24639115
148,The increased specificity should lead,[start] to the [UNK] of [UNK] [UNK] [UNK] [UNK] [end],[start] to better activity [end],21541198
149,This article reviews,[start] the role of these in [UNK] [UNK] [end],[start] the role [end],31771743
150,the distress associated,[start] with the disease [end],[start] with lung cancer [end],22308553
151,Future work should focus,[start] on the [UNK] of [UNK] [end],[start] on smoking cessation better understanding disease treatment strategies in nonsmokers [end],32008623
152,the two - thirds of the patients die,[start] the [UNK] of [UNK] [end],[start] from original disease within 10 years [end],22810461
153,Numerous potential DNA biomarkers such as hypermethylations of the promoters in protein biomarkers have been discovered,[start] as lung cancer biomarkers [end],[start] as lung cancer biomarkers [end],18823584
154,tobacco smoking is,[start] a leading cause of cancer [end],[start] the cause in vast majority of cases [end],15822487
155,targeted therapy is directed,[start] in the treatment of t2d patients [end],[start] towards certain molecular alterations in a given tumor [end],29251665
156,Future work should focus,[start] on the [UNK] of [UNK] [end],[start] on smoking cessation campaigns [end],32008623
157,screened patients required,[start] as a [UNK] of [UNK] [UNK] [UNK] [end],[start] controlled follow - up in experienced centers [end],23194039
158,The prevalence of lung cancer is,[start] significantly lower than those of the [UNK] of [UNK] [end],"[start] 4 to 6 times greater when smokers have airflow obstruction than with normal airflow , when all other background factors , including occupational risk , are the same [end]",11473242
159,surgery is,[start] the leading cause of cancer [end],[start] at risk in some patients because of a high incidence of second primary lung cancers [end],8965366
160,"Methods for early detection of lung cancer , such as computerized tomography scanning technology discover",[start] the effect of [UNK] on how to treat treatment strategies s disease can treat patients [end],[start] a large number of small lung nodules posing a new problem to radiologists often [end],21405971
161,Other known environmental risk factors include,[start] [UNK] [end],[start] exposures to ionizing radiation [end],26667337
162,The prevalence of chest wall invasion by non-small cell lung cancer is,[start] a significant determinants of the age [end],[start] 10 % in published surgical series [end],28363374
163,This review highlights,[start] the basis for the application of therapies of cardiovascular disease in this review [end],[start] the major advances in treatments with systemic targeted therapies [end],29700092
164,the current therapeutic methods can not meet,[start] the need for the development of t1d [end],[start] the needs of MPLC individualized demand of treatment [end],26706954
165,the treatment of lung cancer in China to promote,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] mutual understanding [end],8069599
166,these alterations can be regarded,[start] by the presence of [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] as molecular footprints [end],15016317
167,The landmark National lung screening trial showed,[start] that the most frequent [UNK] [end],[start] a 20 % relative reduction in mortality in high - risk individuals with screening low - dose computed tomography [end],25108403
168,a missed diagnosis of viral pneumonia may occur,[start] in the [UNK] [end],[start] due to the fever and respiratory symptoms [end],32213266
169,Future studies on LCINS should try to tackle,[start] that the effect of [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] the issues of early diagnosis [end],21992731
170,A large number of researchs indicated,[start] for [UNK] [end],[start] that tumor mutation burden ( TMB ) may be an independent predicted biomarker with limitations [end],31196372
171,Diagnostic challenges are related,[start] to the development of t1d [end],[start] to the development of molecular histological characterizations of lung cancer [end],29635240
172,Numerous potential DNA biomarkers such as hypermethylations of mutations in K - ras have been discovered,[start] as complementary care in the prevention of cardiovascular disease [end],[start] as lung cancer biomarkers [end],18823584
173,high morbidity seriously affects,[start] the body of immune system [end],[start] human health [end],31771743
174,sputum cytology shows,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] atypical epithelial cells implying malignancy [end],22810461
175,Preclinical studies based on lung cancer cell lines suggest,[start] that [UNK] [UNK] [end],[start] that the intestinal microbiota can modulate responses to anti- - PD - 1 therapy through interactions with the host immune system [end],31315786
176,More women suffer,[start] [UNK] [end],[start] from lung cancer [end],25906024
177,Interventions need,[start] for their survival [end],[start] to be developed to support carers [end],22308553
178,"the aberrant expression of miRNAs in cancer patients provides numerous underlying merits as diagnostic , clinical prognostic markers providing",[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] an insight into the clinical application for lung cancer [end],23496233
179,lung cancer accounts,[start] for more [end],[start] for about 22 % of all cancer deaths [end],24067269
180,Lung cancer heterogeneity has,[start] more effective treatment options in lung cancer [end],[start] implications in diagnosis [end],29635240
181,Postsurgical mortality has declined,[start] to [UNK] [end],[start] from the early days of the 1950s [end],15961694
182,its role extends,[start] [UNK] [end],[start] to the determination of cell lineage ascertaining the primary now [end],21734416
183,published surgical series the,[start] associated with increased risk of cardiovascular diseases in the ep [end],[start] 10 % [end],28363374
184,lung cancer surpassed,[start] the leading cause of death in women [end],[start] breast cancer to become the leading cause of cancer death in women in the United States In 1986 [end],8724218
185,cigarette smoking accounts,[start] for patients with chronic respiratory diseases [end],[start] for the vast majority of lung cancer cases in women [end],8724218
186,CFs exposure leads,[start] to prevent type 2 diabetes [end],[start] to lung cancer [end],28956747
187,Treatment Committee jointly publish,[start] jump up and down [end],[start] this consensus [end],33113622
188,Numerous potential DNA biomarkers such as hypermethylations of the promoters in K - ras have been discovered,[start] as lung cancer biomarkers [end],[start] as lung cancer biomarkers [end],18823584
189,different kinds of them to delineate,[start] for patients [end],[start] their significance in lung cancer diagnosis [end],28118799
190,"Family history of lung cancer , personal history of lung disease ( e.g. asthma , chronic bronchitis , pneumonia , or tuberculosis ) , and a history of radiotherapy to be associated",[start] to explore the indirect influence of partners beliefs on diabetes distress at follow up [end],[start] with increased risk [end],8724218
191,Smoking cessation are,[start] more effective in treatment of t2d [end],[start] likely to benefit HIV - infected smokers [end],27607596
192,Whilst research into symptoms has,[start] more effective evidence based on the the [UNK] of the disease [end],[start] enormous potential for the management of symptom clusters [end],22308553
193,one acknowledges,[start] [UNK] [UNK] [UNK] [end],[start] the complexity of the experience of symptom clusters from the perspective of the patient [end],22308553
194,European studies have contributed significantly,[start] to [UNK] [end],[start] to the understanding of lung cancer screening [end],25901560
195,"the diagnosis , in about 70 % of cases is made",[start] [UNK] [end],[start] when metastases have occurred [end],18460729
196,Adjuvant testing with PET imaging has a low yield for these small indeterminate nodules carries,[start] the leading cause of death in women [end],[start] potential morbidity [end],21405971
197,Its mechanisms include,[start] [UNK] [end],[start] activating adenosine monophosphate - activated protein kinase pathway [end],32316716
198,The use of immunotherapy in the treatment of lung cancer is,[start] the leading cause of cancer related deaths [end],[start] still under evaluation [end],72894
199,Malignant conversion of CAFs phenotype is closely related,[start] to design models of cardiovascular disease [end],[start] to the tumor evolution [end],22681927
200,Future innovations affecting the surgical treatment of lung cancer include,[start] the risk of microvascular complications such as retinopathy in patients with type 2 diabetes mellitus [end],[start] oncogenomics [end],31351552
201,Further clinical progress will require,[start] the role of these in patients with [UNK] [end],[start] a better understanding of the molecular interactions within cancer cells [end],29251665
202,Low - dose spiral computed,[start] same as a [UNK] [end],[start] tomography screening by 20 % [end],23194039
203,all subtypes of non-small cell lung cancer have historically targeted,[start] for use in early detection of cardiovascular disease in general population [end],[start] therapeutic strategies [end],14641911
204,Therapies with antibodies have introduced,[start] helpful because [end],[start] a new era in cancer therapy with impressive therapeutic benefits [end],29251665
205,Nurses play,[start] a high burden of responsibility on caregivers to effectively game [end],[start] an integral role throughout the trajectory of illness for women with lung cancer [end],18222146
206,Chemotherapy offers,[start] the most important [UNK] of the disease in the world [end],[start] modest survival improvement for patients with non-small cell lung cancer [end],15961694
207,smoking cessation programmes would offer,[start] more effective [end],[start] a chance to detect early stages of the disease [end],29425790
208,The significance of cancer morbidity in China holds,[start] more effective than the treatment of t2d patients [end],[start] 1/4 of the population on the globe [end],8069599
209,Increasing studies found,[start] a promising area of the world [end],[start] that the expression of several circRNAs in tumors were abnormal [end],31451145
210,atypical epithelial cells implying,[start] [UNK] [end],[start] malignancy [end],22810461
211,low - dose computed,[start] bufo [UNK] [end],[start] tomographic scans for small peripheral adenocarcinomas [end],11473242
212,nurses are,[start] more successful in patients with copd [end],[start] familiar with the rationale behind biologic therapies [end],12692661
213,"Nearly 225,000 new lung cancer patients are reported",[start] more successful in countries with stronger their [UNK] [end],[start] annually in the USA [end],24639115
214,The aim of this paper was,[start] to review recent guideline recommendations on therapeutic strategies while providing practical recommendations for the management of diabetes [end],[start] to discuss the differentiation between MPLC [end],29790681
215,The main purpose of tumor classification is,[start] to review clinical studies [end],[start] to distinguish clear differences such as deciding treatment or showing a peculiar characteristic [end],19223731
216,lung cancers that would not cause symptoms or kill during normal anticipated survival are,[start] to provide a timely breast cancer the treatment of the treatment of gastric cancer [end],[start] uncommon [end],24037999
217,the pivotal research underpins,[start] that in the early detection of cardiovascular disease risk populations of diabetes [end],[start] these new technologies / strategies [end],29700092
218,Natural history of this cancer showed,[start] that the most frequent cause cancer related deaths [end],[start] about the two - thirds of the patients die from original disease within 10 years [end],22810461
219,patients presenting,[start] in the [UNK] of [UNK] [end],[start] with symptoms from either a primary lesion or metastases [end],72894
220,Lung cancer is,[start] a leading cause of death in women [end],[start] the leading cause of cancer - related death [end],31351552
221,Studies on the epidemiologic characteristics of its relative risk factors have played,[start] a major role in the [UNK] of [UNK] [end],[start] an important role in the tertiary prevention of lung cancer [end],27261907
222,tobacco smoke is,[start] a major cause of cancer [end],[start] the major risk factor for this disease [end],18598932
223,The same question is being asked,[start] [UNK] [end],[start] of spiral low - dose now [end],15961694
224,the morbidity associated,[start] with the disease [end],[start] with these deadly diseases [end],28205188
225,Retrospective data show,[start] structural ligands that alter the progression of chronic respiratory diseases [end],[start] this improved survival could have important implications in interpretation of lung cancer trials [end],18922127
226,Lung cancer is,[start] a leading cause of death in women [end],[start] a complex disease composed of diverse histological types with clinical relevance [end],27535388
227,Additional molecular targets that are addressed in clinical trials include,[start] [UNK] [end],[start] MET [end],29251665
228,genetic alterations to drive,[start] this review [end],[start] tumorigenesis in humans [end],30088452
229,This interest is accelerated,[start] a [UNK] of [UNK] [UNK] [end],[start] by the completion of human genome project [end],18823584
230,Studies on the epidemiologic characteristics of lung cancer have played,[start] a major role in the [UNK] of [UNK] [end],[start] an important role in exploring new ways of treatment [end],27261907
231,liquid biopsy received,[start] [UNK] [UNK] [UNK] [end],[start] enormous attention as a new detecting method In recent years [end],26706955
232,A high proportion of screen - detected cancers are,[start] as a [UNK] [end],[start] resectable for cure [end],12450555
233,the risks for development of lung cancer are,[start] more effective in reducing the risk of diabetes [end],[start] different in women compared with men [end],15099898
