,Subj_Pred,Obj,Obj_true,PMID
74,depending on uhether R0 resection is,[start] [UNK] [end],[start] available by preoperative evaluation [end],30370504
75,Gastric cancer is,[start] the most common cause of cancer death [end],[start] an aggressive disease with a large global burden of disease [end],27514667
76,Several observational studies have reported,[start] a high risk of developing [UNK] [end],[start] the effectiveness of endoscopic screening in reducing mortality from gastric cancer [end],25320514
77,Continuing advances in high - throughput technologies are revealing,[start] the risk of gastric cancer [end],[start] an intricate network of epigenetic changes [end],28176656
78,Novel molecular biology techniques have generated,[start] a potential method of gastric diagnosing [UNK] [UNK] [end],[start] a wealth of data on down - activation [end],16154715
79,Gastric cancer is,[start] the most common cause of cancer death [end],[start] endemic in Japan [end],31455923
80,this group comprised,[start] [UNK] [end],[start] 14 per cent of all patients with gastric cancer [end],3768650
81,Mexican patients diagnosed,[start] for the disease [end],[start] with gastric cancer and / or diseases [end],24782602
82,Category 4 includes,[start] [UNK] [UNK] [UNK] [end],[start] noncurable metastasis with other organ metastasis [end],26643880
83,The incidence have undergone,[start] a major impact on the primary care of men [end],[start] important changes in the last decades [end],15890270
84,A population - based screen - strategy for H. pylori infection can be recommended,[start] for the most important ongoing studies [end],[start] in high incidence regions at present [end],19712167
85,environmental factors play,[start] an important role in the development of lung cancer [end],[start] a major role in gastric carcinogenesis [end],16015679
86,attempts at preventing recurrence have employed,[start] to identify the molecular mechanisms of lung cancer in the pathogenesis of gastric cancer [end],[start] adjuvant chemotherapy Until recently [end],15297947
87,the 5 year survival rate of early gastric cancer can reach,[start] [UNK] [end],[start] 95 % [end],28671042
88,Neoadjuvant chemotherapy is,[start] [UNK] [end],[start] a rising option in locally advanced gastric cancer [end],15864714
89,processed meat compounds may be positively associated,[start] with [UNK] type 1 diabetes [end],[start] with the risk of gastric cancer [end],17577615
90,ROBO2 gene methylation is associated,[start] with the disease [end],[start] with sporadic gastric cancer [end],27461616
91,genetic changes associated,[start] with the disease [end],[start] with the risk of gastric cancer [end],16836062
92,metabolomics holds,[start] [UNK] [UNK] [end],[start] some promise for cancer surveillance [end],25278684
93,use of aspirin to reduce,[start] the risk of developing complications [end],[start] the risk of gastric cancer [end],20870917
94,addressing these other factors may contribute,[start] to the development of t2 d [end],[start] to health [end],25630323
95,actions are,[start] [UNK] [end],[start] relevant in the current national context [end],24782602
96,RASSF2A gene methylations were,[start] in the [UNK] [UNK] [end],[start] significantly higher in gastric cancer tissues ( 30 % ) than in peri-cancerous tissues ( 0 % [end],27461616
97,The comprehensive treatment of surgery combined,[start] with a disease [end],[start] with chemotherapy [end],30703786
98,early diagnosis is,[start] important [end],[start] essential to achieving long term survival [end],25278684
99,the evidence regarding,[start] the risk of gastric cancer [end],[start] the relationship between DM and subsequent gastric cancer incidence or gastric cancer mortality risk on the basis of cohort studies [end],28415651
100,Considerable research efforts towards the epidemiology of gastric cancer have not been translated,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],[start] into treatment success [end],11512601
101,surgery have resulted,[start] a higher risk of developing [UNK] [end],[start] in the contemporary treatment of GC [end],26873521
102,microRNA has,[start] [UNK] [end],[start] broad prospective application in diagnosis of gastric carcinoma [end],23599620
103,several retrospective studies have demonstrated,[start] a higher risk of gastric cancer in men [end],[start] no significant differences in recurrence rate between laparoscopic surgery for gastric cancer and conventional gastrectomy [end],26917602
104,literature addresses that gastric cancers in the East are diagnosed,[start] in [UNK] [end],[start] at younger ages [end],30512250
105,post-interventional quality of life is,[start] important [end],[start] clearly favorable compared to open surgical resection in well - selected patients [end],19712167
106,clinical research will allow,[start] the patients with high levels of [UNK] [UNK] [end],[start] us to allow the patients to truly benefit by paying attention to the individual [end],28671042
107,Accurate staging for gastric cancer is,[start] essential for the healthcare provider [end],[start] possible [end],16166979
108,about fifty percent of treated patients had,[start] to be [UNK] [end],[start] an early tumor stage [end],24914327
109,neoadjuvant therapy has been developed,[start] [UNK] [UNK] [end],[start] as a part of multimodality treatment for patients with LAGC To date [end],33256300
110,Screening for this group of patients improves,[start] the [UNK] of the immune system [end],[start] detection rate of early gastric cancer [end],16825897
111,142 patients with early gastric cancer were operated on,[start] the same disease [end],[start] in our service From 1975 to 1985 [end],3768650
112,case - control strongly suggests,[start] a significant risk of the onset of gastric cancer [end],[start] that the risk may be increased with a high intake of salt per se [end],17577615
113,the relevant treatment models of advanced gastric cancer need,[start] to the disease [end],[start] to be validated still [end],31080234
114,gastric cancer related,[start] by the disease [end],[start] to miRNA expression [end],25060632
115,some of which involved,[start] in the [UNK] [end],[start] with canonical signaling pathways [end],25060632
116,Oncologists have not had,[start] a [UNK] [end],[start] a major interest in the radiotherapy treatment of gastric cancer due to a number of factors in the present [end],21129674
117,Recent advances in molecular biology have better defined,[start] [UNK] of the human body [end],[start] gastric cancer subtypes [end],29641950
118,The treatment of advanced gastric cancer is focused,[start] on the immune system [end],[start] on the therapy [end],30703786
119,This review serves,[start] the information on the use of the [UNK] of [UNK] [end],[start] to identify national research groups [end],24782602
120,microRNA is involved,[start] the most [UNK] [end],[start] in almost every step of gastric carcinogenesis [end],23599620
121,cohort studies strongly suggests,[start] that the risk may be decreased with a high intake of vegetables [end],[start] that the risk may be increased with a high intake of various traditional salt - preserved foods [end],17577615
122,conversion therapy is,[start] an important role in the development of lung cancer [end],[start] a great clinical challenging problem for gastric cancer patients [end],30370504
123,Lymph node metastasis from early gastric cancer is,[start] important [end],[start] relatively infrequent [end],20820982
124,the research progress in the perioperative period of gastric cancer in recent years are reviewed,[start] important [end],[start] in order In this article [end],30799543
125,An understanding of the molecular variability is,[start] important [end],[start] important for effective treatment [end],29641950
126,This chapter reviews interventions can lead,[start] to the current multidisciplinary approach [end],[start] to a decline in gastric cancer incidence in low incidence countries [end],27184043
127,Future advances in the therapy of resectable gastric cancer may come,[start] the same disease [end],[start] from studies of the application of targeted therapies such as growth receptor antagonists [end],15297947
128,Gastric cancer is worldwide,[start] a major cause of cancer related death [end],[start] a leading cause of cancer death [end],11512601
129,Infection is not,[start] a disease [end],[start] a sufficient cause for its development [end],17577615
130,The surgical treatment of gastric cancer to be,[start] important for the disease [end],[start] minimally invasive [end],30703786
131,Risk stratification may increase,[start] the risk of gastric cancer in men after [UNK] [end],[start] the cost - effectiveness of screening in populations at moderate risk [end],20870917
132,Helicobacter pylori plays,[start] a role in the development of gastric cancer tissues 0 [end],[start] a major role in gastric carcinogenesis [end],27184043
133,method were reviewed,[start] as [UNK] [end],[start] extensively [end],25320514
134,survivors of patients with pernicious anemia are,[start] [UNK] [end],[start] at increased risk of GC [end],27531538
135,Curation can be achieved,[start] a [UNK] [UNK] [end],[start] by a radical resection including an adequate lymphadenectomy [end],19147324
136,The mechanisms of COX - 2 in the development of gastric cancer are,[start] still [end],[start] probably through promoting the proliferation of gastric cancer [end],24259966
137,Methylation pattern of specific genes to be,[start] [UNK] [end],[start] a valid biomarker for early detection of gastric cancer [end],27609016
138,The incidence have fallen dramatically,[start] in [UNK] [end],[start] in elsewhere over the past several decades [end],16489633
139,This review summarizes,[start] the current [UNK] of cardiovascular disease [end],[start] the recent hotspots of ncRNAs involved in GC pathobiology [end],27547004
140,Radiochemotherapy Gatrointestinal intergroup study have demonstrated,[start] a significant effect [end],[start] a convincing overall survival benefit [end],21129674
141,Conclusion may provide,[start] a new method of treatment options [end],[start] clinically useful information on diagnostic aspects [end],11821789
142,Epigastric pain was,[start] the most important [UNK] [end],[start] the most frequent symptom [end],3768650
143,gene expression occurring,[start] to the current multidisciplinary approach [end],[start] during gastric carcinogenesis [end],16154715
144,This paper reviews,[start] the current knowledge available on the risk of gastric cancer [end],[start] the evidence [end],8045028
145,the molecular mechanisms might be involved,[start] in the disease [end],[start] in the carcinogenesis [end],24259966
146,"biological features of gastric cancer , including the identification of predictive biomarkers will provide",[start] evidence of major [UNK] [end],[start] improved clinical outcomes [end],27514667
147,The purpose of this review is,[start] to provide the child with the skills necessary to manage diabetes over a lifetime [end],[start] to examine the epidemiology factors of gastric cancer [end],16489633
148,lncRNAs may play,[start] an important role in the development of lung cancer [end],[start] an active role in metastasis [end],26289363
149,Gastric carcinoma remains worldwide,[start] with the disease [end],[start] with a dismal prognosis [end],16015679
150,The country with the greatest number of publications were,[start] [UNK] [end],[start] the USA ( n = 29 [end],26873521
151,Thorough understanding of the changes in gene expression may help to improve,[start] the risk of gastric cancer [end],[start] the treatment of this disease [end],16154715
152,"Some sensitive circRNAs , such as hsa_circ_0000520 may have",[start] the association between polypharmacy and all cause of the world cup [end],[start] potential diagnostic potential in early - stage gastric cancer [end],31922886
153,one million new gastric cancer cases are diagnosed,[start] with [UNK] [end],[start] worldwide Each year [end],31279156
154,"most of these eleven cytokines , including integrin alpha 5 to be elevated",[start] in gastric cancer tissues 30 than in [UNK] [end],[start] in gastric cancer serum samples for the first time in this study [end],30873760
155,Surgery is,[start] a major component of the concept [end],[start] the only chance of cure [end],31236716
156,better understanding of the functions of immune system will enhance,[start] [UNK] [end],[start] immunotherapy treatment in the future [end],30388190
157,the molecular data obtained,[start] to identify individuals at risk of developing cardiovascular disease [end],[start] into subgroups with clinical relevance [end],28618420
158,surgical treatment remains,[start] the most important treatment of gastric cancer [end],[start] the first - line approach to treatment to provide a cure [end],31080234
159,Gastric cancers are,[start] [UNK] [end],[start] highly prevalent in both the East although they differ in prognostic outcome [end],31178345
160,"Calculations done in high - risk populations , such as Japanese - Americans confirm",[start] the same time [end],[start] the savings in the safety of the test - treat strategy [end],12590229
161,The five year survival rate excluding,[start] from [UNK] [end],[start] the operative mortality [end],3768650
162,Gastric cancer is,[start] the most common cause of cancer death [end],[start] endemic in Korea [end],31455923
163,Gastric Helicobacter pylori infection causes,[start] death [end],[start] almost 90 % of non-cardia cancers [end],25439075
164,fluorouracil is,[start] male [end],[start] the standard single agent used for gastric cancer currently [end],10074655
165,The purpose of this review is,[start] to provide the child with the skills necessary to manage diabetes over a lifetime [end],[start] to give an updated report on the current management differences in the treatment of gastric cancer between Eastern and Western countries [end],28181265
166,"Early gastric cancer , whereby disease is limited to mucosa confers",[start] a higher risk of gastric cancer [end],[start] a survival rate of greater than 90 % in 5 years in many centres [end],16825897
167,strategy has been directed,[start] in the past [end],[start] to screen symptomatic individuals [end],16825897
168,The increasing understanding of molecular pathways is,[start] more important in the development of lung cancer [end],[start] the basis for innovative therapies [end],28213714
169,the proportion of depressed type were,[start] a [UNK] [end],[start] higher in gastric cancer after H. pylori eradication [end],30158402
170,Studies examining,[start] the risk of gastric cancer [end],[start] the relationship between diabetes mellitus ( DM ) and the risk of gastric cancer incidence or gastric cancer mortality [end],28415651
171,LN metastases are,[start] the most important in the world [end],[start] the most important prognostic factor in patients [end],25320505
172,The need to have protocols led,[start] a [UNK] [end],[start] a group of geneticists to convene a workshop [end],10593993
173,both primary prevention of gastric cancer is,[start] a major cause of cancer [end],[start] possible [end],12590229
174,Eastern Asia has,[start] [UNK] [end],[start] the highest incidence of gastric cancer in the world [end],23599620
175,the phases of development for cancer screening were analyzed,[start] by the public health institute of [UNK] [UNK] [end],[start] on the basis of the biomarker development road map [end],25320514
176,The comprehensive treatment of surgery combined with radiotherapy is,[start] by the disease [end],[start] a standard treatment of local advanced gastric cancer [end],30703786
177,The development of advancing radiotherapy technologies now allows,[start] a chronic disease [end],[start] improved target coverage [end],24996375
178,Gastric cancer developed,[start] in the most frequently diagnosed cancer in women [end],[start] after eradication revealed a mainly intestinal type histology [end],19333542
179,genetic predisposing factors contribute,[start] to the disease [end],[start] to the development of gastric cancer was found to be infection of Helicobacter pylori Advances in understanding the deranged signalling pathways [end],27609016
180,the protective effects have been,[start] to the most important [UNK] [UNK] [end],[start] for the most part [end],17577615
181,surgeons are experienced,[start] more [end],[start] in both advanced laparoscopic surgery [end],31455923
182,The criteria to apply conservative treatments are being expanded,[start] [UNK] [end],[start] along with the technological improvement [end],17249273
183,first - degree relatives might be infected,[start] good [end],[start] by a bacterium with an identical genetic fingerprint [end],12590229
184,Most patients with gastric cancer are diagnosed,[start] with a high risk of lung cancer [end],[start] in advanced stages when a curative resection is impossible [end],16825900
185,Gastric cancer remains,[start] the most common cause of cancer death [end],[start] a major clinical challenge worldwide owing to poor prognosis [end],26289363
186,The differences in these conclusions lie,[start] to develop a [UNK] [UNK] [UNK] [UNK] [end],[start] in the diagnostic ability of endoscopic examination since the clinical stage was quite different between these studies [end],19333542
187,Many Asian countries are playing,[start] important [end],[start] important roles in development of better treatments for this malignancy [end],20870917
188,A systematic search of articles in PubMed was conducted,[start] to identify systematic methods of addressing the unique needs of the survivorship population [end],[start] to identify relevant literature [end],28415651
189,FDG could have therefore,[start] a significant effect [end],[start] a role in the preoperative staging [end],19147324
190,The mechanisms of COX - 2 in the development of gastric cancer are,[start] still [end],[start] probably through promoting the proliferation of gastric cancer cells [end],24259966
191,gastric cancer is not,[start] a major cause of cancer related death [end],[start] merely a single a distinction that will aid our understanding of its significance [end],23129495
192,A new biological category for stage IV gastric cancer has been tested out,[start] to the current multidisciplinary approach to gastric adenocarcinoma [end],[start] in some trials [end],30370504
193,prospective studies have confirmed,[start] that the most important ongoing health of breast cancer are [UNK] [end],[start] the feasibility of laparoscopic surgery for early gastric cancer [end],31080234
194,"The eligible literatures with publication deadline of May 3 , 2019 were collected",[start] for subgroups of breast cancer patients [end],[start] from EMBASE databases [end],31453724
195,evidence to suggest,[start] that the patients with chronic respiratory diseases [end],[start] that a genetic profile favoring the proinflammatory response increases the risk of gastric carcinoma [end],16015679
196,The search was updated,[start] on the [UNK] [end],[start] until February 28 [end],31348029
197,Public policies for health research should support,[start] the risk of gastric cancer [end],[start] projects [end],24782602
198,diagnostic studies have undergone,[start] an important role in the development of lung cancer [end],[start] important changes in the prognosis for gastric cancer patients [end],15890270
199,Laparoscopy making,[start] [UNK] [end],[start] it one of the standard treatment options for early gastric cancer [end],30703786
200,anatomic classification has been,[start] the most important [UNK] [UNK] [end],[start] ineffective in guiding therapy with only marginal improvement in outcome over time [end],29641950
201,Consumption of green tea is associated,[start] with the [UNK] [end],"[start] with a decreased risk of gastric cancer although the protective effects have been , for the most part [end]",17577615
202,Pathologists established,[start] [UNK] [end],[start] pathological parameters ( grading into one comprehensive morphomolecular report [end],28213714
203,merely a single a distinction will aid,[start] the [UNK] [end],[start] our understanding of disease heterogeneity [end],23129495
204,medical management of gastric cancer does not distinguish,[start] the treatment of type 2 diabetes [end],[start] among the various disease subtypes [end],20410336
205,survivors of Hodgkin 's lymphoma are,[start] the [UNK] [UNK] [end],[start] at increased risk of GC [end],27531538
206,the perioperative therapy of LAGC was divided,[start] into [UNK] in [UNK] [UNK] [UNK] [end],[start] into three major patterns in the world [end],30799543
207,This review aims,[start] to provide the current knowledge of the molecular mechanisms with the molecular mechanisms [end],[start] to define the role [end],25320505
208,Gastric adenocarcinoma is,[start] poorly understood malignancy with a heterogeneous coat [end],[start] the fifth most common [end],31236716
209,Accumulating studies have demonstrated,[start] that the current multidisciplinary approach to gastric adenocarcinoma can be [UNK] cell or [UNK] cell [UNK] cell or new targets,[start] that lncRNAs may play an active role in prognosis [end],26289363
210,therapeutic options have undergone,[start] a new [UNK] [end],[start] important changes in the prognosis for gastric cancer patients [end],15890270
211,the patients with unresectable gastric cancer exhibiting,[start] [UNK] [end],[start] one non-curative factor initially [end],30370504
212,the high - risk group of first - degree relatives of patients with gastric cancer can be separated out,[start] to the patients with chronic respiratory diseases [end],[start] for testing [end],12590229
213,American patients with gastric cancer had,[start] a number of immune abnormalities in lung cancer [end],[start] an advanced tumor stage [end],24914327
214,our results showed,[start] that the patients with chronic respiratory diseases experiencing depression [UNK] for [UNK] [end],[start] no statistical significance of the two aforementioned tests [end],31453724
215,Finding new diagnostic procedures is,[start] to the disease [end],[start] of paramount importance to improve patient prognosis [end],16825900
216,The treatment of gastric cancer patients is,[start] a disease [end],[start] mainly chemoradiotherapy while patients are prone to drug resistance [end],31276633
217,The purpose of this study was,[start] to provide the child with the skills necessary to manage diabetes over a lifetime [end],[start] to evaluate the evidence [end],28415651
218,cohort studies strongly suggests,[start] that the risk may be decreased with a high intake of vegetables [end],[start] that the risk may be increased with a high intake of salt per se [end],17577615
219,a dismal prognosis is,[start] a [UNK] [end],[start] partly due to the high levels of biological heterogeneity [end],28618420
220,the mean age at baseline used,[start] [UNK] [end],[start] RR or HR as effect estimate [end],28415651
221,review articles relating,[start] to the current treatment of type 2 diabetes [end],[start] to gastric cancer [end],10074655
222,This overview discusses,[start] the evidence for the study [end],[start] the current role for ( chemo [end],24996375
223,Review of the available cancer pathology from people confirmed,[start] to treat the disease [end],[start] that the gastric cancers were all of the diffuse type [end],10593993
224,The circular structure of circRNAs confers,[start] a higher number than 1 [end],"[start] unique biological characteristics upon them , such as enhanced stability over linear RNAs.Areas covered [end]",31922886
225,"Extended resections that are regarded as standard procedures in some Asian countries , including Korea to be",[start] for the last years [end],[start] as effective in Western countries [end],20820982
226,Other interventions that may yield a similar effect although include,[start] beneficial effects on reducing health risk of life [end],[start] promotion of a healthy lifestyle including sufficient physical activity [end],27184043
227,more reliable evidences are,[start] the most important [UNK] [end],[start] to be obtained [end],30370504
228,Thorough understanding of the changes in gene expression may help,[start] in the treatment of type 2 diabetes [end],[start] to improve the treatment of this disease [end],16154715
229,Early detection after screening program for gastric cancer has been developed successfully,[start] in the most important treatment of gastric cancer [end],[start] in high risk areas such as East Asian countries [end],26315523
230,Gastric cancer is,[start] the most common cause of cancer death [end],[start] the end result of the interplay of protective factors [end],16015679
231,the therapeutic options are limited,[start] to [UNK] [end],[start] a poor prognosis [end],16836062
232,Gastric cancer affects,[start] [UNK] [end],[start] more than 800000 individuals [end],16825900
233,The gastric cancer risk can be diagnosed by the ABC classification consisted,[start] of the presence of obesity [end],[start] of a combination of the pepsinogen ( PG ) method [end],23967682
234,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],[start] the role of ncRNAs in gastric cancer metastasis [end],31276633
235,surgery represents,[start] a major cause of the [UNK] of [UNK] [end],[start] the only effective treatment option for patients with early stage tumors Currently [end],31279156
236,interventions can lead,[start] to the development of lung cancer [end],[start] to a decline in gastric cancer incidence in high incidence countries [end],27184043
237,the relapse rates from recurrent cancer are,[start] at higher risk for cardiovascular disease mortality [end],[start] 80 % [end],15297947
238,The selection of eligible patients is,[start] a [UNK] [end],[start] a prerequisite for the successful clinical application of these targeted drugs [end],28213714
239,case - control strongly suggests,[start] a significant risk of the onset of gastric cancer [end],[start] that the risk may be decreased with a high intake of vegetables [end],17577615
240,gastric cancer involved,[start] in the most common cancer [end],[start] in post-transcriptional processing [end],26289363
241,the development of targeted therapy provide,[start] the effect of [UNK] on the [UNK] of [UNK] [end],[start] more choices in this field [end],30703786
242,tumor - induced immune inhibition leading,[start] to [UNK] [UNK] [end],[start] to improvement in the prognosis [end],28213714
243,Patients are diagnosed,[start] with a [UNK] [end],[start] usually in locally advanced stage [end],31455923
244,The circular structure of circRNAs confers,[start] a higher number than 1 [end],"[start] unique biological characteristics upon them , such as enhanced stability over linear RNAs.Areas covered : circRNAs function , participate in protein coding [end]",31922886
245,Lymph node dissection is,[start] the most important prognostic factor for lung cancer [end],[start] an important part of the surgical treatment of advanced gastric cancer due to the high incidence of lymph node metastasis [end],31080234
246,Studies that have attempted to evaluate the effect of H. pylori eradication on the incidence of gastric cancer have not provided,[start] treat dogs with risk factors [end],[start] definitive answers [end],17229238
247,recent research advances may improve,[start] the risk of gastric cancer [end],[start] this understanding in particular global gene expression strategies [end],11512601
248,tumors were,[start] [UNK] [end],[start] originally unresectable or marginally resectable for technical and / or oncological reasons [end],26643880
