,Subj_Pred,Obj,Obj_true,PMID
74,strategies to prevent,[start] [UNK] [end],[start] the diagnosis of type 1 diabetes in people [end],31533907
75,the patients ' contribution to overall morbidity is,[start] [UNK] [end],[start] disproportionately large because of the high rate of microvascular complications [end],12762954
76,this article addresses,[start] the [UNK] [UNK] [UNK] in the [UNK] of the [UNK] [UNK] [end],[start] clinical strategies to mitigate cardiovascular risks [end],29407057
77,Study design were administered to,[start] [UNK] [end],[start] 167 youth [end],16769387
78,This study showed,[start] a higher risk of gastric cancer in men with [UNK] [end],[start] that patients with DMT1 have a faster decrease in PHF over time than comparably aged persons from the general population [end],15789936
79,Specific items with greatest improvement were,[start] [UNK] [end],[start] when to monitor ketone levels ( +79 % [end],31227198
80,Genetic factors act together,[start] to the development of lung cancer [end],[start] to accelerate development of type 1 diabetes [end],25880886
81,those same therapeutic strategies seek to prevent,[start] [UNK] [end],[start] progression to insulin - dependence or even to reestablish normal glucose tolerance [end],7821148
82,Current research focuses,[start] on the use of [UNK] [end],[start] on the metabolic [end],31343814
83,1 diabetes is associated with,[start] a major health risk factor for the development of gastric cancer [end],[start] several empirically supported and dietary restraint [end],19323958
84,Patients offered,[start] in the past [end],[start] CBT [end],28419661
85,this study examined,[start] the association between polypharmacy and all cause of all cause of the [UNK] [end],[start] the humanistic burden of T1 DM in patients relative to those without the condition across a number of health outcomes including health status [end],27812145
86,NDRE impact,[start] higher levels of ee [end],[start] higher levels of EP [end],26771087
87,The type of insulin therapy did not significantly affect,[start] the [UNK] [end],[start] the percentage of the wear - day spent in sedentary time [end],31083260
88,the IAA are,[start] the [UNK] [end],[start] most prevalent [end],22558802
89,The initial immune response engenders,[start] a [UNK] immune system [end],[start] secondary responses which collectively result in impairment of beta - cell function [end],20377666
90,Diabetes management guidelines offered by health care teams understandably place,[start] a significant increase of the risk of gastric cancer [end],[start] a high burden of responsibility on caregivers to monitor physical activity with the ultimate goal of maintaining tight glycemic control [end],25009119
91,These studies are,[start] important [end],[start] large [end],18446141
92,This study aims,[start] to provide the child with the skills necessary to manage diabetes over a lifetime [end],[start] to determine at what age during childhood the GAD are most prevalent [end],22558802
93,Earlier trials showed,[start] a higher rate of in the [UNK] of the [UNK] [end],[start] that the natural progression of disease can be altered with conventional immune suppression [end],16932263
94,these results suggest,[start] that the patients with chronic respiratory diseases experiencing depression [UNK] for [UNK] [end],[start] that treatment strategies for T1 DM should balance clinical burden [end],27812145
95,II / III clinical trials have demonstrated,[start] a potential for further study in management of [UNK] [end],[start] safety To date [end],17412305
96,Assessment of sedentary behaviors in children consisted,[start] of the disease in the general population [end],[start] of 215 children with T1 D in comparison to healthy controls.The study group [end],31083260
97,Treatment produced significant reductions in blood glucose eating,[start] lung cancer [end],[start] disorder symptoms [end],25330352
98,her hemoglobin A1c level was,[start] [UNK] [end],[start] low ( 7.1 % On admission [end],30918186
99,Patients in the cohort had,[start] a number of immune abnormalities in the disease [end],[start] a faster decrease in three RAND - EQ - VAS over time than the estimated decrease in the general population [end],15789936
100,almost 30 - year old model has stood,[start] eight [end],[start] the test of time [end],23786297
101,A modified multiple baseline design was used,[start] to treat depression [end],[start] to determine if improved on - off - task behavior was associated with better glycemic control [end],16492429
102,The creation of a network of study sites or cooperative groups will allow,[start] the [UNK] [UNK] [end],[start] for the implementation of new protocols [end],10496000
103,the major hypotheses associated,[start] with the disease [end],[start] with discussing the future frontiers [end],23912764
104,The rapid increase in disease frequency over the past 50 years or more has been,[start] to treat dogs with risk factors [end],[start] too rapid to attribute to genetics [end],32475523
105,particular allele combinations affect,[start] the [UNK] [end],[start] T cell recognition to autologous molecules [end],31534209
106,These findings lead,[start] to the current multidisciplinary approach to gastric adenocarcinoma [end],[start] to speculation about the interaction of these two diseases in our patient [end],1557342
107,The purpose of prediction is,[start] to determine whether organ confined to [UNK] the [UNK] facilities with or more recent advances from [UNK] with cardiovascular risk,[start] initial studies suggest that it is possible to modify the disease process [end],15536874
108,The model of care in childhood diabetes mellitus must be focussed,[start] the same disease [end],[start] on earlier screening if adverse outcomes are to be reduced [end],15813600
109,Pilot studies of new immunomodulatory agents with improved side - effect profiles have demonstrated,[start] the effect of the progression of cardiovascular disease [end],[start] promise in preserving c - peptide in new - onset type 1 diabetes patients recently [end],17940453
110,Summary : Functional alterations in the microbiota are linked to pathogenesis of T1 D provide,[start] a new method of early treatment of gastric cancer [end],[start] a rationale for future investigations [end],31145129
111,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],[start] economic methodologies developed for estimating cost of illness [end],20723816
112,These articles included,[start] [UNK] patients with [UNK] [end],"[start] 13 quantitative ( 7 cross-sectional , 2 cohort [end]",29944065
113,Hispanic children using,[start] [UNK] [end],[start] insulin pumps [end],32889433
114,This review will cover,[start] the current [UNK] [UNK] [UNK] [UNK] of [UNK] [end],[start] the epidemiologic characteristics of T1 DM [end],31081398
115,a complex disease to manage,[start] the disease [end],[start] children [end],17059972
116,both approaches have,[start] the need for a new treatment of breast cancer [end],[start] their disadvantages [end],23648893
117,The microbiota are,[start] important issues [end],[start] an important part of the internal environment [end],28188825
118,Novel biomarkers have allowed,[start] a wealth of data on up [end],[start] the introduction of bioinformatics for assimilating the new data into clinical tools [end],32421967
119,approaches combining,[start] the patients with a disease [end],"[start] effective stem cell strategies with islet transplantation , immunomodulatory drug regimens , and / or novel bioengineering techniques [end]",23572052
120,"""""""""""""""""""""""""""""""The discovery of """""""""""""""""""""""""""""""" metabolic memory"""""""""""""""""""""""""""""" underscores",[start] the knowledge [end],[start] the importance of excellent metabolic control [end],17616634
121,forth high - dimensionality data have allowed,[start] a new tool [end],[start] for a more mechanistic approach in understanding the etiology of T1D [end],23912764
122,Recent studies agree,[start] the treatment of type 2 diabetes [end],"[start] that counterintuitively , the major genetic susceptibility factors are decreasing in frequency as the incidence of the condition increases [end]",26659804
123,Sixty - six of the persons were followed up,[start] a [UNK] [end],[start] in 1990 [end],8281732
124,recipients underwent,[start] [UNK] [end],[start] total body irradiation ( TBI ) and subsequent bone marrow cells During BMT procedure [end],18789598
125,the participants explained their difficulties in managing,[start] the treatment of type 2 diabetes [end],[start] their disease [end],32168173
126,Predictive biosimulation research evaluating therapeutic strategies and to focus,[start] the most important ongoing role [end],[start] experimental research on hypotheses likely to provide insight into its treatment [end],20491795
127,diabetes remains,[start] the most important [UNK] [end],[start] an important medical problem that affects adults [end],31533907
128,The purpose of this article was,[start] to determine whether facial expressions are learned [end],[start] to review recent guideline recommendations on glucose monitoring while providing practical recommendations for the management of surgical patients with type 1 diabetes [end],28913745
129,genes involved,[start] in [UNK] [end],[start] in genetic susceptibility [end],12116172
130,even improvement in beta - cell mass is,[start] in [UNK] [end],[start] the goal of therapy Ultimately [end],16932263
131,the younger age at the higher levels of autoantibodies may suggest,[start] that the risk of developing [UNK] [UNK] [UNK] [end],"[start] a stronger genetic susceptibility , associated with a more aggressive autoimmune process [end]",26062518
132,14 controls matched by age performing,[start] a quanto1 [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] a block - design VSWM paradigm [end],30027655
133,Diabetic education are,[start] the most important [UNK] [end],[start] critical in achieving this goal [end],8805027
134,higher levels of DA will be associated,[start] with [UNK] [end],[start] with higher CA [end],26771087
135,this Complications Trial era relating,[start] to the development of lung cancer [end],[start] to macrovascular complications [end],16898876
136,An improved knowledge of the pathogenic mechanisms of enterovirus infections should help,[start] to assess the prevalence of [UNK] [UNK] [UNK] [end],[start] to uncover preventive strategies for T1DM [end],20351698
137,research efforts have been,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],"[start] rekindled ' in this area to address , using modern techniques , many unanswered questions recently [end]",19502978
138,the outcomes adjusted,[start] for [UNK] [end],[start] for age [end],30912245
139,This article presents,[start] a new method of early treatment options [end],[start] the latest estimates of the economic impact of type [end],20723816
140,Executive functioning was measured,[start] in the [UNK] [UNK] [end],[start] using the Behavior Rating Inventory of Executive Functioning [end],20215458
141,The prevalence of fatigue is influenced is needed,[start] to [UNK] [UNK] [end],[start] to confirm these relationships as causal inference is unclear [end],29944065
142,Diapedesis relies,[start] on the [UNK] [end],[start] on a series of proteolytic events [end],20685342
143,any of a number of emerging technologies e.g. will impact,[start] the same disease [end],[start] the lives of those with recently diagnosed or established type 1 diabetes eventually [end],27959859
144,The objective of this study was,[start] to assess the effects of [UNK] of [UNK] [end],[start] to investigate perceived health ( PHF ) of patients with type [end],15789936
145,this study examined,[start] the association between polypharmacy and all cause of all cause of the [UNK] [end],[start] the humanistic burden of T1 DM in patients relative to those without the condition across a number of health outcomes including health work productivity loss [end],27812145
146,our present knowledge concerning,[start] the risk of lung cancer [end],[start] the etiopathogenesis of human diabetes [end],9642624
147,the invigoration of regulatory T - cells can mediate,[start] the [UNK] [end],[start] long - term tolerance to beta - cell proteins in the pancreatic islets [end],19114721
148,controversy concerning,[start] the risk of gastric cancer [end],[start] a pathogenic versus protective role of Th17 cells in murine models of diabetes in the context of influence of gut microbiota [end],26843788
149,Type 1 diabetes is,[start] a major cause of the disease [end],[start] an irreversible degenerative disease with severe complications such as neuropathy [end],28552218
150,lack of access to insulin contribute most,[start] to the most important prognostic factors for health care [end],[start] to the mortality of people with type 1 diabetes [end],30799818
151,56 subjects aged from 19 to 50 years divided,[start] with [UNK] [end],[start] into 2 groups [end],25294115
152,patients have [number of] type diabetes,[start] 1 [end],[start] 1 [end],17546438
153,an autoimmune disease characterised,[start] in [UNK] [end],[start] by the destruction of pancreatic beta cells by autoreactive T cells [end],24582332
154,Participants were,[start] [UNK] [end],[start] 29 women with type 1 diabetes [end],25330352
155,The clinical nature of autoimmune diabetes poses,[start] a major cause of [UNK] [end],[start] important therapeutic questions regarding conventional therapy for therapy [end],16478821
156,Areas covered,[start] to treat dogs with [UNK] [end],[start] This review will cover the epidemiologic characteristics of the influence of geographical variation on the outcome [end],31081398
157,The purpose of this article was,[start] to determine whether facial expressions are learned [end],[start] to review recent guideline recommendations on therapeutic strategies while providing practical recommendations for the management of medical patients with type 1 diabetes [end],28913745
158,improved treatments prevent,[start] the most important [UNK] [end],[start] diabetes complications [end],12083947
159,several empirically supported,[start] the [UNK] of the most recent statistics on the risk factors [end],"[start] eating disorder risk factors eg , and dietary restraint [end]",19323958
160,adolescents had been diagnosed,[start] in the [UNK] [end],[start] with type 1 diabetes to assess their SOC [end],26165784
161,none of the patients have achieved,[start] a significant effect [end],[start] normoglycemia in the absence of insulin injections [end],17176121
162,the severity of the disease vary,[start] from [UNK] [end],[start] from patient to patient [end],17412305
163,The presence of GAD in the absence of IAA was associated,[start] with the disease [end],[start] with more severe clinical presentation [end],22558802
164,Many theories tried to explain,[start] the epidemiological correlation between [UNK] and the disease [end],"[start] the epidemiological correlation between infections and diabetes , supported by information from animal studies [end]",19393195
165,EP will moderate,[start] ndre impact higher levels of ee [end],[start] NDRE impact higher levels of FI [end],26771087
166,Diabetes causes,[start] a [UNK] [end],[start] serious coping problems because of the need for continuous observation [end],32168173
167,socioeconomic status was,[start] important in the young human [UNK] [end],[start] a statistically significant independent predictor of mortality [end],28489876
168,genetic and environmental factors leading,[start] to the risk of gastric cancer [end],[start] to a humoral autoimmune response against beta cell specific components [end],11460579
169,this study examined,[start] the association between polypharmacy and all cause of all cause of the [UNK] [end],[start] the economic burden of T1 DM in patients relative to those without the condition across a number of health outcomes including health work productivity loss [end],27812145
170,Multisystem therapy involving,[start] the university of california [end],[start] peer group [end],19700362
171,several gene level interventions are,[start] important [end],[start] vectors [end],30372820
172,the most common problems are,[start] likely to be effective [end],[start] failure to administer insulin [end],12085460
173,Preliminary evidence indicates,[start] that the same disease [end],[start] that cyclosporin ( Sandimmune ) treatment can halt beta cell destruction in about 50 % of patients with newly diagnosed type [end],3554198
174,the autoreactive immune cells result,[start] the risk of lung cancer [end],[start] in an augmented immune response [end],30045024
175,This study aimed,[start] to explore the indirect influence of partners beliefs on diabetes distress at follow up [end],[start] to find the predictors of blood glucose control [end],23749254
176,1 Diabetes Mellitus ( T1DM ) in Europe to be,[start] a [UNK] immune system to treat as [UNK] [end],[start] on the rise [end],27812145
177,The fast increase in the incidence of childhood type 1 diabetes mellitus led,[start] to treat [UNK] [end],[start] us to look for environmental causes [end],12116171
178,"Epidemiologic patterns of T1 D by geographic , and other factors in populations are presented",[start] to gain insight about the disease [end],[start] to gain insight about the risks [end],20723815
179,The adverse effects need,[start] to be [UNK] [end],[start] to be addressed appropriately [end],9047087
180,a large randomized clinical trial to evaluate,[start] the risk of gastric cancer in men in the [UNK] [end],[start] its efficacy further in T1D [end],30159816
181,new protocols aimed,[start] in the french national rein registry [end],[start] at preventing the disease [end],10496000
182,certain interventions that require further detailed studies to ensure,[start] the need for a new treatment of type 2 diabetes [end],[start] their effectiveness [end],30372820
183,children aged,[start] hundreds of feet about [UNK] [end],[start] under six years [end],22558802
184,peripubertal changes in body weight predispose,[start] to the disease [end],[start] young women to develop unhealthy eating attitudes [end],10436248
185,glucose levels to rise,[start] to be improved [end],[start] above a diagnostic threshold [end],18446141
186,i ) YWD e p n d r e d a c a,[start] ndre impact higher levels of ee [end],[start] in EE [end],26771087
187,the minimisation of hyperglycaemia reducing,[start] the [UNK] [end],[start] the risk of microvascular complications [end],25529223
188,i.e. the autophagic pathway constitutes,[start] a role in the progression of [UNK] [end],[start] the principal regulated catabolic process [end],24582332
189,the patients ' contribution to health care economic burden to society is,[start] more than a patients disease [end],[start] disproportionately large because of the high rate of macrovascular complications [end],12762954
190,The good cardiorespiratory fitness ( expressed by Vo2max has,[start] [UNK] [end],[start] clinical and QoL benefits for paediatric patients with T1DM [end],23749254
191,Integrating these advances has led,[start] to the recognition of the potential of tumor biology in breast cancer [end],[start] to the recognition that the balance between regulatory and effector T cells determines timing of disease activation [end],20432533
192,indi - cates type 1 diabetes occupy,[start] [UNK] [end],[start] different poles of the same spectrum [end],16478821
193,the owner decided,[start] the it is a [UNK] [end],[start] to euthanize the animal [end],20446034
194,Autoimmune diseases occur,[start] in the [UNK] [end],[start] when the body 's natural defense system fails to differentiate its own cells from the foreign cells [end],32421967
195,Findings on admission included,[start] the patients with high levels of [UNK] il 8 [end],[start] a normal HbA1c level [end],21043053
196,young people are beginning to experience,[start] their [UNK] [end],[start] effects of alcohol consumption [end],26264336
197,The 5 year survival probability of patients without comorbidities was,[start] [UNK] [end],[start] 74 % [end],21465326
198,Assessment of the complex combinations of the medical symptoms required,[start] the interaction of breast services [end],[start] the interaction of psychological services [end],9729705
199,The prevalence rate will rise,[start] to a major public health problem [end],"[start] """"""""""""""""""""""""""""""when studies will excavate bottom layers of the """""""""""""""""""""""""""""""" celiac iceberg """""""""""""""""""""""""""""""" to detect potential celiac cases"""""""""""""""""""""""""""""" [end]",30045024
200,63 % showed,[start] that [UNK] may be diagnosed in [UNK] [end],[start] reduced LDL C [end],26840670
201,19 cross sectional met,[start] the pressures [end],[start] the inclusion criteria Twelve cohort [end],28489876
202,"""""""""""""""""""""""""""""""the subgroup with """""""""""""""""""""""""""""""" poor """""""""""""""""""""""""""""""" metabolic control"""""""""""""""""""""""""""""" lost",[start] to support the health of the [UNK] of the [UNK] [end],"[start] significantly more height """"""""""""""""""""""""""""""compared to patients with """""""""""""""""""""""""""""""" good """""""""""""""""""""""""""""""" metabolic control"""""""""""""""""""""""""""""" Among patients with a prepubertal onset [end]",9877034
203,investigators are using,[start] the [UNK] [end],[start] new methods to identify autoantigens [end],31010879
204,environmental factors act together to precipitate,[start] the risk of gastric cancer [end],[start] the disease [end],16847277
205,new technologies are expanding,[start] [UNK] [end],[start] our ability to understand microbial host interactions [end],31145129
206,11 - 13 yr r,[start] its own [end],[start] 48.2 % [end],26771087
207,investigators are using,[start] the [UNK] [end],[start] new methods to characterize immune responses toward these proteins [end],31010879
208,"the interplay between infection with enteroviruses , the immune system and host genes is discussed",[start] in the [UNK] [end],[start] In this Review [end],20351698
209,even mono - zygotic twins have a concordance rate of around 50 % underlining,[start] the same [UNK] [end],[start] other factors [end],24746688
210,not adults amplify,[start] the same disease [end],[start] the rate of disease progression [end],12116172
211,the role of the primary - care provider is,[start] [UNK] [UNK] [UNK] [UNK] [end],[start] important in identifying patients at high risk of developing psychosocial disorders and referring them on to health specialists [end],19700362
212,congenital rubella induced,[start] the [UNK] [UNK] [end],[start] diabetes [end],10433102
213,Researchers with diverse expertise shared,[start] [UNK] [end],[start] ideas [end],31010879
214,the major genetic susceptibility factors are decreasing,[start] the most important role of lung cancer [end],[start] in frequency as the incidence of the condition increases [end],26659804
215,the pathogenic spectrum has [number of] type diabetes includes,[start] 1 [end],[start] 1 [end],16478821
216,Higher Vo2max were,[start] to the major [UNK] [UNK] [end],[start] significant predictors of the HRQoL in the multiple regression analysis [end],23749254
217,Glucose management factors to directly account,[start] to treat lung cancer [end],[start] for the increased CVD risk in women with type 1 diabetes [end],31754811
218,i ) YWD e p n d r e e p c a,[start] ndre impact higher levels of ee [end],[start] in EE [end],26771087
219,72 % showed,[start] that [UNK] may be diagnosed in [UNK] [end],[start] increased LDL - C with deteriorated HbA1c [end],26840670
220,epidemiological studies may accelerate,[start] that the current [UNK] of cardiovascular disease [end],[start] the pathogenetic process [end],9822187
221,the review focused,[start] on the need for new treatment of breast cancer [end],[start] on the cognitive complications of their relation with the characteristics of comorbidities Then [end],28222533
222,AP systems are being tested,[start] in the [UNK] [UNK] [end],[start] in select populations such as pregnant T1D [end],30159816
223,Understanding of environmental factors has lead,[start] to the risk of lung cancer [end],[start] to greater understanding of epidemiology of T1D [end],17180706
224,Next - generation DNA sequencing has been promoted,[start] [UNK] [UNK] [end],[start] as a tool [end],30115719
225,This article will review,[start] the current state of the clinical trials of [UNK] therapy for the immune system [end],[start] recent efforts to understand the causes of related efforts [end],26370697
226,Poisson regression was used,[start] to provide the child with the problem of oxidation [end],[start] to model mortality rates by age [end],23949580
227,Access to equipment for later families at an affordable price is,[start] critical to mortality in africa [end],[start] critical to morbidity in Africa [end],30799818
228,multipotent mesenchymal stromal cells derived,[start] from the presence of [UNK] agents [UNK] in [UNK] [UNK] [UNK] in [UNK] [UNK] [end],[start] from adipose tissue [end],23572052
229,Research on T1 D needs,[start] to be [UNK] in the [UNK] of gastric cancer [end],[start] to be carried out with an open mind [end],24344989
230,The clinical spectrum of the disease process encompassing,[start] [UNK] [end],[start] insulin - dependence [end],12116172
231,Future direction for research includes,[start] the [UNK] [UNK] [end],[start] exploration of the experiences of adolescents with type 1 diabetes mellitus [end],24628439
232,Periodontal disease was,[start] a disease [end],[start] more evident in type 1 diabetic patients [end],25294115
233,These effects might be mediated,[start] available in many years [end],[start] by changes in the human microbiota [end],26729037
234,nine nondiabetic controls ( matched in terms of education underwent,[start] both sides of the last decades [end],[start] a neuropsychological examination of the brain [end],17546438
235,by Vo2max expressed,[start] a higher risk of developing [UNK] [end],[start] The good cardiorespiratory fitness [end],23749254
236,Understanding of the genetics has lead,[start] to the management of type 2 diabetes [end],[start] to greater understanding of epidemiology of T1D [end],17180706
237,the typical lifestyle adjustments are encountered,[start] the risk of gastric cancer [end],[start] when diagnosed with diabetes [end],19408118
238,The most intensively studied autoimmune disorder has attracted,[start] a [UNK] immune system [end],[start] perhaps the greatest interest for gene - based therapeutic interventions [end],16280645
239,T1 DM is caused,[start] a major cause of [UNK] [end],[start] by absolute lack of insulin secretion [end],32342453
240,the psychological symptoms involved,[start] a disease [end],[start] in this patient [end],9729705
