,Subj_Pred,Obj,Obj_true,PMID
47,Delay in diagnosis is,[start] quarterback [end],[start] attributable to a clinically low index of suspicion [end],8610264
48,Metaplastic breast carcinomas are,[start] the most important [UNK] [end],[start] relatively chemorefractory tumors [end],31491663
49,certain interventions have successfully reduced,[start] important results in early [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] both the risk of malignancy [end],24131971
50,Management options include,[start] [UNK] [end],[start] contralateral biopsy [end],1775816
51,Physical activity are,[start] available in many years [end],[start] preventative measures that can be employed at various points along the breast cancer trajectory [end],19107433
52,breast cancer treatment should be based,[start] on [UNK] [end],[start] on individual features of the patient and her tumor [end],20701440
53,the breast cancer clinical practice guideline developed,[start] for the past 20 years on account of its clinical application advantages such as [UNK] therapy biomarkers [end],[start] by the Japanese Breast Cancer Society [end],20414016
54,These biomarkers are,[start] important in the development of lung cancer [end],[start] now subject of validation in prospective clinical trials [end],20701440
55,This article discusses,[start] the current state of the clinical trials of [UNK] drug for patients [end],[start] the basics of the effects of genomic advancements on future breast cancer treatment [end],28298516
56,The previous two articles have outlined,[start] the principles behind breast health detailing common treatment for breast cancer including chemotherapy [end],[start] the principles behind breast health detailing common types of breast cancer [end],19186363
57,breast cancer is,[start] the most common cause of cancer death [end],[start] a genetic profiling [end],24716497
58,A general consensus supports,[start] a new [UNK] [end],[start] breast cancer screening among women between the ages of 50 and 70 [end],10584602
59,distinct gene pathways are associated,[start] with [UNK] [end],[start] with sensitivity to chemotherapy in different subtypes of breast cancers [end],21764517
60,1277 patients were treated,[start] to treat the disease [end],[start] in our Center [end],28292037
61,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],"[start] the major treatments for breast cancer including radiation , with greater emphasis on treatment of early - stage disease [end]",10614359
62,breast cancer screening in Asia has been,[start] in the most frequently diagnosed cancer in the united states [end],[start] slow to implement as it was perceived that the parenchyma of Asian women was difficult to assess mammographically [end],17081753
63,its mortality rates to increase,[start] the most frequently [end],[start] significantly the next years [end],28260181
64,men representing,[start] starting imposing an extreme islamic fundamentalism [end],[start] nearly 1 % of the total breast cancer cases worldwide [end],18074245
65,gene expression profiling using,[start] the [UNK] [UNK] [end],[start] DNA microarrays [end],16211226
66,men have endocrine,[start] a new method of early treatment options [end],[start] sensitive tumours which behave like those in postmenopausal women usually [end],26989051
67,cancer overexpressing,[start] the [UNK] [end],[start] ERBB2 [end],20521754
68,Advancement of cancer immunotherapy is rapidly increasing,[start] with a high risk of lung cancer [end],[start] with eminent therapy compared to other therapy like targeted cytotoxic chemotherapy [end],31157481
69,More data are needed,[start] to provide the child with the skills necessary to manage diabetes over a lifetime [end],[start] to fully understand the behavior of genomic profiling [end],29616377
70,The Canadian National Breast Screening Study showed,[start] a major impact on the primary care of adults [end],[start] no decrease in breast cancer mortality for women 40 to 49 years old [end],8305544
71,Breast reconstruction is,[start] the most important part of the [UNK] of the world [end],[start] an option to improve quality of life for the patients [end],30704209
72,The previous two articles have outlined the principles behind breast awareness detailing,[start] common treatment for breast cancer [end],[start] common types of staging [end],19186363
73,Epigenetic modifications such as histone acetylation have been thoroughly evaluated,[start] the disease [end],[start] in breast cancer [end],24382432
74,the past research has,[start] [UNK] [end],[start] an enormous implication in improving the clinical outcome in breast cancer [end],31456179
75,Chemoprevention trials for the primary prevention of breast cancer are,[start] critical issues [end],[start] underway in North America [end],8305544
76,screening programs have enhanced,[start] a new method of controlling people [end],[start] patient survival [end],28292037
77,less focus has been,[start] [UNK] [end],[start] on rehabilitation aspects [end],17678765
78,Understanding breast cancer treatment options can help,[start] the treatment of type 2 diabetes [end],[start] family physicians care for their patients during [end],20521754
79,Continued improvements in studies will help,[start] the [UNK] of the most important mechanisms [end],[start] to better define MRI 's role in breast cancer [end],19726557
80,The risk of developing a contralateral breast cancer is influenced,[start] for the past 20 years on account of its clinical application advantages such as [UNK] invasive visual clinical the standard,[start] by the age of the patient [end],1775816
81,Improvements in reconstruction techniques creating,[start] [UNK] [end],[start] better cosmetic results [end],2650720
82,the benefits of adjuvant chemotherapy to be considered,[start] the most important [UNK] [end],[start] in relation to the short - - term risks of treatment [end],8610264
83,Most females have,[start] a family [end],[start] none of the recognised risk factors indicating the gaps in our knowledge of the epidemiology of this disease [end],26989051
84,Clinical trials for basal - like breast cancer are,[start] the most important role of [UNK] in the development of lung cancer [end],[start] underway [end],25355019
85,these survivors face,[start] the [UNK] [end],"[start] ongoing risk of breast cancer recurrence , distant metastasis , and death [end]",21908782
86,Breast cancer is,[start] the most common cause of cancer death [end],[start] a complicated disease treated with multimodality therapy [end],10645500
87,the American Cancer Society provides,[start] a major health risk factor for gastric cancer [end],"[start] an overview of female breast cancer statistics in the United States , including trends in survival In this article [end]",21969133
88,a comprehensive overview aims,[start] to provide the current multidisciplinary approach [end],[start] to assess the present and new management strategies of IBC [end],30005774
89,The multidisciplinary treatment challenge of breast cancer comprises,[start] to the disease [end],[start] nowadays surgery [end],21853882
90,This summary report aims to provide,[start] a potential for the future of the patients with a healthy lifestyle [end],[start] a practical review about this disease providing answers to helping them to be by the patients for their benefit throughout their illness [end],25002350
91,This review serves to report,[start] the current state of the information of the new [UNK] [UNK] [end],[start] on important developments in the treatment of breast malignancies [end],24171821
92,The dependence of breast cancer on iron presents,[start] a significant effect [end],[start] rich opportunities for therapeutic intervention [end],23879588
93,This article discusses,[start] the current state of the clinical trials of [UNK] drug for patients [end],[start] the basics of the effects of genomic advancements on future breast cancer survival [end],28298516
94,the recent advances in breast cancer biology are,[start] the most important ongoing role of lung cancer [end],[start] relevant to these areas of study [end],10550005
95,Mammography are,[start] the most important in the us [end],[start] still the most effective for women with non-dense breast tissues respectively [end],15894099
96,This article describes,[start] the evidence of a literature review on the clinical [UNK] [end],[start] three cases of carcinoma of the breast in men with a review of the literature on risk factors [end],16630739
97,These methods are utilized,[start] to the [UNK] of [UNK] [end],[start] to find new markers for prognosis of breast cancer [end],24382432
98,the improvement in breast cancer survival in men has fallen,[start] likely to be diagnosed with lung cancer in patients [end],[start] behind that of women [end],30007834
99,The overall survival ( OS ) time cause - specific survival time were compared,[start] with the disease [end],[start] between patients with TNBC and non-TNBC in each stage [end],27888421
100,IBC contributes,[start] to the treatment of type 2 diabetes [end],[start] to 7 % to 10 % of breast cancer caused mortality [end],30005774
101,other guidelines have been developed,[start] to treat the disease [end],[start] already [end],20414016
102,breast cancer therapeutics require,[start] a significant effect [end],[start] further study [end],24171821
103,us to make,[start] the [UNK] [end],[start] great advances in understanding disease susceptibility [end],8947910
104,one of my main interests as a general surgeon was,[start] the [UNK] [UNK] [end],[start] the management of diseases of the breast - breast cancer in particular for the next 30 years [end],32239991
105,data from 1973 through 2005 in the Epidemiology ( SEER ) program have demonstrated,[start] the potential to improve t2 dm self management [end],[start] that the improvement in breast cancer survival in men has fallen behind that of women [end],30007834
106,The author examines,[start] the current [UNK] of cardiovascular disease [end],[start] the psychological aspects of managing patients with breast cancer [end],12861804
107,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],[start] current primary care recommendations for post-breast cancer care [end],23217067
108,over 24000 women under age 45 in,[start] the same time [end],[start] the US [end],27542172
109,patents receive,[start] the risk of gastric cancer [end],[start] the minimum treatment to be most efficacious a new paradigm [end],24890450
110,the many prognostic factors to be taken,[start] to treat dogs with [UNK] [end],[start] into account when considering eligibility for treatment such as age [end],29231918
111,national statistics show,[start] [UNK] [end],[start] that breast cancer death rates are now decreasing ( after remaining stagnant for nearly 40 years [end],10572545
112,These tumors have been associated,[start] with a high risk of developing cardiovascular disease [end],[start] with overexpression of PD - L1 [end],31491663
113,A review of the literature reveals,[start] the effect of [UNK] on the [UNK] of [UNK] [UNK] [UNK] [end],"[start] ( a ) the relative survival for breast cancer maintains a negative slope for up to 30 + years , a sign of incurability ; ( b ) no more than 20 % of women diagnosed with breast cancer survive die of other causes [end]",2031514
114,Many exciting opportunities to participate,[start] for the future [UNK] [end],[start] in research in the field of oncology rehabilitation [end],17678765
115,specific mutations associated,[start] with [UNK] [end],[start] with breast tumours [end],24171821
116,This article provides,[start] an overview of the risk factors for cardiovascular disease [end],[start] guidelines for optimal therapies in the metastatic treatment settings [end],23915745
117,Advances in these methods and in breast cancer treatment mean,[start] to treat the disease [end],"[start] that more people with a personal history of breast cancer are living longer , and these survivors face ongoing risk of breast cancer recurrence , distant metastasis , and death [end]",21908782
118,Identification would help to select,[start] a new treatment strategies for the [UNK] of [UNK] of [UNK] [end],[start] the most suitable anticancer treatment [end],31669239
119,The multidisciplinary treatment challenge of breast cancer comprises,[start] to the disease [end],[start] nowadays systemic treatment [end],21853882
120,Primary management in early stage disease is,[start] the most important [UNK] [end],[start] usually a modified radical mastectomy [end],1775819
121,Treatment needs,[start] to treat gastric cancer [end],[start] multidisciplinarity [end],20358516
122,the environmental primary tumor biologic factors may explain,[start] these effects [end],[start] these disparities [end],15632248
123,the improvement in breast cancer survival in men has fallen,[start] likely to be diagnosed with lung cancer in patients [end],[start] behind that of women [end],30007834
124,"10,778 newly diagnosed breast cancers have been reported",[start] a [UNK] [end],[start] in Belgium In 2013 [end],30320989
125,A database must be started,[start] to [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] with epidemiologic information to understand its correlation with breast cancer in women [end],16630739
126,Survival will be,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],[start] different regarding the stage at diagnosis [end],30320989
127,This review summarizes,[start] the current [UNK] of cardiovascular disease [end],[start] recent molecular mechanisms [end],31421262
128,oncologists with managing,[start] [UNK] [UNK] [end],[start] an exploding number of older patients with breast cancer [end],23915745
129,A Cox regression model to examine,[start] the association between polypharmacy and all cause of all cause of cancer mortality [end],"[start] the association between sex and breast cancer mortality after controlling for prognostic factors , including tumor grade [end]",30007834
130,This article explores,[start] the current state of the clinical trials of [UNK] drug management [end],[start] the issues involved in determining breast cancer screening recommendations among asymptomatic women with average risk in the United States [end],10584602
131,the factors relating,[start] to [UNK] [end],[start] to growth rate and those [end],2650720
132,the molecular factors contributing,[start] to the risk of lung cancer [end],[start] to basal - like breast cancer [end],25355019
133,The randomized controlled trials on screening provide,[start] a positive impact on the management of gastric cancer [end],[start] important insights into the natural history of the disease [end],10572545
134,10778 newly diagnosed breast cancers have been reported in,[start] the [UNK] [end],[start] Belgium [end],30320989
135,management recommendations are not,[start] to treat dogs with [UNK] [end],[start] age based [end],28260181
136,Breast cancer is,[start] the most common cause of cancer death [end],"[start] an uncommon disease in women under the age of 40 years , reportedly accounting for 7.5 % of reported cases [end]",8610264
137,"Younger age , per se is not",[start] the [UNK] [end],[start] a contraindication to breast - conserving surgery [end],8610264
138,The previous two articles have outlined,[start] the principles behind breast health detailing common treatment for breast cancer including chemotherapy [end],"[start] the principles behind breast awareness detailing common treatment for breast cancer , including surgery [end]",19186363
139,Many exciting opportunities will be,[start] able to move the [UNK] [end],[start] available to participate in research in the field of oncology rehabilitation [end],17678765
140,Data using,[start] the [UNK] of [UNK] [UNK] [UNK] [UNK] [end],[start] Epi Info software [end],28292037
141,treatment of breast cancer in women has undergone,[start] [UNK] [end],[start] profound changes in the past century [end],17678765
142,the most frequent women 's cancer accounting,[start] for their patients [end],[start] for to 35.3 % of the cases [end],30320989
143,Continued improvements in studies will help to better define,[start] the [UNK] [end],[start] MRI 's role in breast cancer [end],19726557
144,only some tumour cells cause,[start] [UNK] [end],[start] cancer progression [end],15894099
145,Cancer of the breast is,[start] a major risk factor for the disease [end],[start] a significant health problem for women from the time of diagnosis through the survivorship trajectory [end],19107433
146,Delay in diagnosis is,[start] quarterback [end],[start] attributable to screening mammography [end],8610264
147,The previous two articles have outlined the principles behind breast awareness detailing,[start] common treatment for breast cancer [end],"[start] common treatment for breast cancer , including endocrine treatment [end]",19186363
148,the patients received,[start] a new treatment options to women [end],[start] mastectomy [end],30704209
149,Identification of these pitfalls to improve,[start] predictive value in determining chemotherapy and radiotherapy resistance [end],[start] prognostic marker assessment [end],23618694
150,The previous two articles have outlined,[start] the principles behind breast health detailing common treatment for breast cancer including chemotherapy [end],"[start] the principles behind breast health detailing common treatment for breast cancer , including surgery [end]",19186363
151,this one had,[start] a [UNK] [UNK] [UNK] [UNK] [end],[start] peculiar genomic [end],29616377
152,an overview of the current practices for the diagnosis of breast cancer has been provided,[start] in this article [end],[start] In this chapter [end],31456179
153,Breast cancer is,[start] the most common cause of cancer death [end],[start] highly sensitive to systemic therapy [end],32378709
154,Several explanations account,[start] to [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] for the high rate of mortality of breast cancer [end],31421262
155,The field of physical medicine has,[start] [UNK] [end],[start] much to offer women who undergo extremely toxic although [end],17678765
156,The optimal selection of diagnostic strategies for the individual HBC patient remains,[start] important [UNK] [end],[start] an area of active research in this relatively new patient population [end],24131971
157,Breast cancer is,[start] the most common cause of cancer death [end],[start] the leading cancer found in women in the United States [end],10967790
158,the place of postoperative radiotherapy after classic ablative treatment is being challenged,[start] a [UNK] [end],[start] whereas it plays a major role in the new breast conserving therapy schedules [end],2650720
159,This summary report aims to provide a current review about this disease providing,[start] the patients with a high risk of lung cancer [end],[start] answers to helping them to be by the patients for their benefit throughout their illness [end],25002350
160,Breast cancer is,[start] the most common cause of cancer death [end],[start] the major cause of most cancer - related deaths [end],31421262
161,Microarray - based gene expression profiling has divided,[start] into the most important studies on the [UNK] [UNK] [end],[start] breast cancer into five distinct intrinsic subtypes [end],23412797
162,candidate - marker approaches resulted,[start] in the us [UNK] [end],[start] in new promising biomarker panels allowing breast cancer prognosis Recently [end],20701440
163,the inconsistent conclusions seen,[start] in the treatment of type 2 diabetes [end],[start] in published studies [end],23618694
164,The introduction of chemotherapy ( CT ) in conjunction with surgery have changed,[start] the risk of gastric cancer [end],[start] the natural history of this disease [end],10363140
165,many have been blighted,[start] significantly higher in the [UNK] of the [UNK] [end],[start] by small numbers [end],26989051
166,this percentage reaches,[start] the [UNK] of the [UNK] of the [UNK] of [UNK] [end],[start] 90 - 95 % in breast cancer [end],29284222
167,patients need,[start] to treat [UNK] [end],[start] individualized care [end],24029122
168,This paper looks,[start] [UNK] [end],[start] at the various issues [end],17081753
169,Molecular medicine has allowed,[start] [UNK] [end],[start] us to make great advances in understanding disease pathogenesis [end],8947910
170,family physicians to know,[start] the patients [end],[start] thoroughly this pathology [end],25002350
171,Similar results were noted,[start] in the study [end],[start] in the stage subgroup analyses [end],30007834
172,all issues related,[start] to the most important approach to the management of gastric cancer [end],[start] to the treatment of early breast cancer ( in systemic treatment [end],29231918
173,typical treatments based,[start] on the treatment of type 2 diabetes [end],[start] on biomarkers [end],20521754
174,The new AJCC staging manual should consider,[start] the [UNK] [end],[start] breast cancer biomarker information [end],27888421
175,St are set,[start] the [UNK] [end],[start] by a group of 52 experts [end],29231918
176,breast cancer arising,[start] in the most frequently diagnosed cancer in china [end],[start] in young women [end],28260181
177,This presentation focuses,[start] on the need for a new model [end],[start] on the need for ( a ) ( c ) preparation for performance of genetic counseling [end],8976406
178,Microarray - based gene expression profiling has divided,[start] into the most important studies on the [UNK] [UNK] [end],[start] breast cancer into five distinct intrinsic subtypes [end],23412797
179,widespread use of adjuvant chemotherapeutic and hormonal agents has improved,[start] to treat depression [end],[start] mortality from breast cancer [end],24283956
180,Breast cancer is,[start] the most common cause of cancer death [end],[start] the most common cancer [end],31669239
181,Physical activity are,[start] available in many years [end],[start] rehabilitative measures that can be employed at various points along the breast cancer trajectory [end],19107433
182,antibody drug conjugates linked,[start] in [UNK] [end],[start] cytotoxic therapy [end],24716497
183,Breast cancer is classified,[start] to the most important prognostic factor in gastric cancer [end],[start] into a few key molecular subtypes [end],31157481
184,The articles reviews,[start] the treatment of type 2 diabetes [end],[start] the treatment facilities also along with awareness of the women from different walks regarding various issues of breast cancer and what intervention can be made [end],23244071
185,rates for 14 states remained,[start] [UNK] [end],[start] level [end],21969133
186,all new emerging agents targeting,[start] the same disease [end],[start] the driver pathways within breast cancer molecular subtypes [end],21764517
187,technological breakthroughs in imaging animal modelling have yielded,[start] both [UNK] and the most important role of the development of [UNK] [end],[start] an unprecedented change in our understanding of the heterogeneity of breast cancer metastasis Recently [end],31421262
188,Most microarray studies have focused on invasive ductal carcinomas of no special type neglecting,[start] to be [UNK] [end],[start] the important information about the biology [end],19942925
189,This article addresses,[start] the [UNK] [UNK] [UNK] in the [UNK] of the [UNK] [UNK] [end],[start] the genetics [end],24029122
190,the radical nature of surgery can be reduced,[start] the same [end],[start] to a minimum by the use of axillary sentinel lymph node excision now [end],21853882
191,Breast cancer is,[start] the most common cause of cancer death [end],[start] a substantial contributor to young adult [end],24029122
192,taxane - containing chemotherapeutic regimens are,[start] the most important component of the new [UNK] [end],[start] active against breast cancer [end],20521754
193,its incidence rates to increase,[start] [UNK] [end],[start] significantly the next years [end],28260181
194,Purpose is,[start] important [end],"[start] one of the rarest breast cancer ( BC ) , representing the majority of BC in childhood [end]",29616377
195,reviewing the literature has highlighted,[start] the current [UNK] [UNK] [UNK] [end],[start] the varied use of definitions [end],23618694
196,Breast cancer is,[start] the most common cause of cancer death [end],[start] the most common cancer among women [end],29284222
197,Patients achieving,[start] the most important [UNK] [end],[start] pathologic complete response after neoadjuvant chemotherapy [end],24382437
198,multivariate analyses adjusting,[start] for the past decade [end],[start] for age in the SEER data [end],27888421
199,A consensus on the management of the contralateral breast has been,[start] important [end],[start] elusive [end],1775816
200,recommendations should undergo,[start] to be [UNK] in the [UNK] [end],[start] genetic testing to assess the risk of recurrence of breast cancer [end],29231918
201,Oncology nurses play,[start] the most important role of the disease [end],[start] a pivotal role in providing holistic care [end],25355019
202,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],[start] typical treatments based on stage [end],20521754
203,women living,[start] in the past [end],[start] in the continental United States [end],22900724
204,5 - year survival is,[start] significant [end],[start] currently closer to 80 % in Poland [end],27012127
205,The process of metastatic cancer to death can be,[start] a number of patients with a small number of immune cells [end],[start] long [end],10645500
206,technological breakthroughs in imaging analysis have provided,[start] important ongoing studies with the [UNK] of the national health coverage of this year [end],[start] novel insight for establishing more effective therapeutics Recently [end],31421262
207,drug resistance presents,[start] [UNK] [end],[start] major inhibitions which are also current challenges for containing the disease [end],31456179
208,The genetic alterations associated,[start] with a higher risk of gastric cancer [end],[start] with breast carcinogenesis [end],24295492
209,the breast cancer clinical practice guideline developed by the Japanese Breast Cancer Society was compared,[start] the most important role in the development of lung cancer [end],[start] with other guidelines In this paper [end],20414016
210,Implications for nursing : The main difficulties with basal - like breast cancer are,[start] the [UNK] of the community in [UNK] [end],"[start] its aggressive complex biology , all of which pose real challenges for patient education [end]",25355019
211,a rare disease has been based,[start] in the us [end],[start] on the evidence available from female breast cancer [end],23545364
212,Between 5 % can be traced,[start] [UNK] [end],[start] to primary genetic factors [end],8976406
213,treatments developed for women with breast cancer are applied,[start] to treat dogs with a [UNK] [end],[start] to treat men with breast cancer often [end],18074245
214,Nurses in assisting,[start] [UNK] [end],[start] Pacific Islander women to obtain timely breast cancer screening when they provide culturally appropriate education materials on breast cancer [end],22900724
215,This article discusses,[start] the current state of the clinical trials of [UNK] drug for patients [end],[start] the basics of genomics [end],28298516
216,lack of awareness of this disease leads,[start] to the disease [end],[start] to its detection [end],18074245
217,This article focuses,[start] on the need for new therapeutic strategies [end],[start] on their follow - up [end],21908782
218,Breast cancer is,[start] the most common cause of cancer death [end],[start] the most frequent malignoma in female individuals [end],21853882
219,Important shifts are seen,[start] in the past [end],[start] in treatment schedules [end],2650720
220,conventional biomarker research has focused,[start] on [UNK] [end],[start] on DNA methylation [end],23075236
221,This article focuses,[start] on the need for new therapeutic strategies [end],[start] on breast cancer survivors [end],21908782
222,Subgroup analyses were performed,[start] on the [UNK] of the [UNK] of [UNK] [end],[start] by stage [end],30007834
223,Inappropriate omitting surgery increases,[start] the risk of lung cancer [end],[start] the incidence of local recurrence [end],32378709
224,the nipple - sparing mastectomy are promising,[start] both [UNK] and the most important component of the the common [UNK] [UNK] [UNK] [end],[start] for subgroups of breast - cancer patients [end],15894099
225,Chinese breast surgeon should understand,[start] the risk of gastric cancer in the women [end],[start] the differences in breast structure [end],30704209
226,the anxiety associated,[start] with the [UNK] [end],[start] with this genetic diagnosis [end],24131971
227,The articles reviews,[start] the treatment of type 2 diabetes [end],[start] the high risk factors facilities [end],23244071
228,a patient presents,[start] the same disease [end],[start] late with a fungating breast lesion [end],19186363
229,Nurses will be,[start] the same disease [end],[start] more successful in assisting Pacific Islander women [end],22900724
230,most large epidemiological studies have found,[start] the ability of [UNK] [UNK] therapy [end],[start] that overweight or obese women are at increased risk of developing postmenopausal breast cancer [end],15019686
231,5 year survival poland,[start] the same disease [end],[start] 80 % [end],27012127
232,issues surrounding,[start] as a significant increase of the risk of gastric cancer [end],[start] patient choice [end],10095683
233,Issues regarding survival prevail,[start] treatment of type 2 diabetes [end],[start] in any rehabilitation program for both early breast cancer [end],10645500
234,us to make,[start] the [UNK] [end],[start] great advances in understanding disease pathogenesis [end],8947910
235,treatment includes,[start] [UNK] [end],[start] surgery In non-inflammatory locally advanced breast cancer [end],24382437
236,observational studies suggest,[start] that the risk may be decreased with a high intake of vegetables [end],[start] that prophylactic mastectomy reduces breast cancer risk in BRCA mutation carriers Finally [end],27384952
237,The field of rehabilitation has,[start] improving health care [end],[start] much to offer women who undergo extremely toxic although [end],17678765
238,Patients achieving pathologic complete response after neoadjuvant chemotherapy have,[start] the most important ongoing studies of the disease [end],[start] a better survival [end],24382437
239,Many exciting opportunities will be,[start] able to move the [UNK] [end],[start] available for rehabilitation specialists to improve the care of women with breast cancer [end],17678765
240,Breast cancer is,[start] the most common cause of cancer death [end],[start] the most frequently diagnosed cancer in women [end],24716497
241,The surgeon seing,[start] the [UNK] [UNK] [end],[start] the patient in having by his surgical treatment a key action on the prognosis often [end],16555440
242,improved methods of detection promise,[start] the patients [end],[start] better treatment [end],24171821
