,Subj_Pred,Obj,Obj_true,PMID
27,balance improvement to provide,[start] [UNK] [UNK] [end],[start] the foundation for optimal design of future studies [end],26814219
28,ETL was defined,[start] [UNK] of the [UNK] [end],[start] as the ratio of DALYs from communicable diseases to those from non-communicable diseases [end],30219316
29,Vaccination coverage was,[start] [UNK] [end],[start] 19.9 % in children [end],17875577
30,Barriers reflect,[start] [UNK] immune responses [end],[start] inconsistent care coordination contributing to the physical isolation of these children [end],18410643
31,The maximum annual costs of treatment were,[start] us [UNK] for [UNK] representing respectively 40 15 income in burkina faso [end],"[start] US$ 1501.79 for budesonide , representing respectively 40 % , 15 209 % of per capita income in Burkina Faso [end]",27155173
32,spirometry has normality of,[start] [UNK] [end],[start] 95 % [end],31248954
33,Monitoring of respiration during sleep should be incorporated,[start] in the [UNK] [end],[start] in the evaluation of high - risk patient populations improves outcomes [end],31554703
34,BNP ( p = 0.048 were,[start] quanto1 [end],[start] independent predictors of cardiac deaths [end],28438369
35,Early integration of palliative care with respiratory rehabilitation services can help,[start] the need for a new job [end],[start] caregivers [end],31129045
36,Dyspnoea is closely associated,[start] with quality of life exercise in prognosis in various conditions including chronic obstructive pulmonary disease [end],"[start] with quality of life , exercise ( in ) tolerance in various conditions , including chronic interstitial lung disease [end]",27818024
37,Pollution to exacerbate,[start] the [UNK] [end],[start] a number of chronic respiratory diseases [end],29716592
38,Comparative analysis should help,[start] a new method of research [end],[start] provide a basis for future research [end],7995407
39,health care cost burden associated,[start] with the disease [end],[start] with respiratory disease in the Asia - Pacific [end],27881264
40,seven patients died,[start] in the [UNK] [end],[start] at home [end],11982843
41,clinical screening questionnaires may help,[start] good [end],[start] identify patients for overnight study [end],31554703
42,The AIM of the present study was,[start] to investigate the association between the respiratory muscle [end],[start] to evaluate the effect of coexisting respiratory diseases on OUES in patients with chronic heart failure ( CHF ) ( New York Heart Association class II - III ) during incremental exercise testing [end],19209529
43,the portable compressed oxygen cylinder performed,[start] with [UNK] [end],[start] during 6MWT for subjects with interstitial lung disease [end],32723859
44,Additional measurements included,[start] [UNK] [end],[start] dyspnea [end],20588002
45,A large proportion of the disease burden was attributed,[start] to the disease [end],[start] to COPD [end],32046720
46,the objective was,[start] to examine the evidence [end],"[start] to systematically review ACP practice in chronic respiratory disease , attitudes of facilitators related to engagement in ACP [end]",29109233
47,Participants reported,[start] a [UNK] [end],[start] profound problems with respiratory symptoms [end],30122917
48,The Chronic served,[start] in the us [end],[start] as a model in numerous methodological studies in chronic airflow limitation [end],17136967
49,the elements are,[start] [UNK] [end],[start] fundamental to the diagnosis of alveolar hypoventilation and of failure of the protective cough mechanism [end],17568873
50,Switzerland pour,[start] le [UNK] a deep water line of the water in the ocean [end],[start] le Traitement A disorders [end],7995407
51,chronic non-respiratory diseases recruited,[start] to the disease [end],[start] from 199 primary care centers [end],27358182
52,Exhaled carbon monoxide ( COex ) level is positively associated,[start] with [UNK] [end],[start] with exposure to smoke from biomass / coal burning [end],24057999
53,asthma exacerbations are increased,[start] as a major cause of cancer [end],[start] mortality [end],32966334
54,radiographs of the chest revealed,[start] a major health problem [end],[start] no differences [end],13765497
55,The SG showed,[start] a higher risk of developing [UNK] [UNK] [end],[start] limited construct responsiveness that was not influenced by CMS use [end],16411026
56,A convenience sample of 255 patients to participate,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],[start] in a cross-sectional survey [end],26805870
57,Eligible participants were,[start] with the [UNK] [end],[start] Hong Kong permanent residents [end],26805870
58,The discovery of ghrelin has resulted,[start] in a [UNK] [end],[start] in the development of potential therapeutics for cachexia [end],22975067
59,a transcription factor integrates,[start] the [UNK] [end],[start] cellular stress signals by directing various transcriptional programs [end],31704266
60,Patients with CRF had been transferred,[start] a [UNK] [end],[start] to our specialized weaning centre due to prolonged mechanical ventilation [end],16039838
61,The present observational study to evaluate,[start] the effect of [UNK] the disease [end],[start] skeletal muscle functions in asthmatics and patients with other chronic respiratory diseases [end],24380687
62,cachexia occurs,[start] in the past [end],[start] thereby worsening the patient 's prognosis When chronic respiratory diseases progress to their advanced stages often [end],22975067
63,25 children had all years of,[start] a [UNK] [end],[start] 22 [end],10378399
64,patients with high levels of BALF IL - 8 could have,[start] a significant effect [end],[start] high levels of lysozyme [end],15530478
65,A survey of respiratory symptoms and function was carried out,[start] by the public health institute of [UNK] [end],[start] in Dundee among 123 men and women in the jute industry and 242 in the flax industry [end],13765497
66,inpatient evaluation consisting,[start] of a clinical [UNK] [end],[start] of medical treatment [end],10492269
67,Our results support,[start] the [UNK] [end],[start] the use of Air Next as a reliable spirometer for the screening of various spirometric patterns in clinical practice [end],32252783
68,chronic respiratory diseases visited,[start] [UNK] [end],[start] healthcare facilities during February [end],31795618
69,The women recorded,[start] a critical role in the development of lung cancer [end],[start] a lower prevalence of symptoms than the men [end],13714195
70,research questions involving,[start] the most [UNK] [UNK] [end],[start] chronic respiratory diseases [end],25254605
71,The 4MGS was,[start] [UNK] [end],[start] r = 0.593 [end],31092319
72,fungi from both the upper respiratory tract produce,[start] backs [end],[start] structural ligands that interact with the host [end],30975495
73,This problem is exacerbated,[start] [UNK] [end],"[start] by a paucity of generic alternatives for prevalent lung diseases , such as asthma [end]",30601674
74,32 variables recorded,[start] in [UNK] [end],[start] in 15 patients [end],3792384
75,Experience from human immunodeficiency virus / acquired immune - deficiency syndrome shows,[start] a major health problem [end],[start] that medicines and care can be delivered in low - income countries and among the NCDs [end],27155173
76,vitamin D best known,[start] to [UNK] [end],[start] for its role in bone homeostasis [end],29112181
77,Prevalence of respiratory trials by non-profit sponsors ( 28.3 % was,[start] [UNK] [end],[start] below the average for the country [end],28340866
78,changes in lung function measured,[start] in the [UNK] [end],[start] by spirometry [end],24062297
79,a 7 - point scale ranging,[start] in [UNK] [UNK] [end],[start] from 1 to 7 [end],17136967
80,special attention should be given,[start] to the clinical outcomes of lung cancer [end],[start] to recipients of prolonged oxygen therapy during hospital stay [end],32966334
81,acute upper respiratory disease was associated,[start] with the disease [end],[start] with preterm PROM in whites [end],17701667
82,Participants completed,[start] a number of patients with [UNK] [end],"[start] a survey detailing respiratory symptoms , HRQOL [end]",27881264
83,Quantitative data were collected,[start] to produce extensive discussions on the most [UNK] topics [end],[start] in 2005 [end],18410643
84,Coordination of healthcare effectively prevents,[start] the development of lung cancer [end],[start] exacerbations [end],28801791
85,doctors have,[start] a patients with a high risk of type 2 diabetes [end],[start] many potential resources [end],31129045
86,patients with a respiratory disease had the mean annual cost of,[start] [UNK] [end],[start] $ 4191 [end],27881264
87,Nrf2 plays a complex role in lung cancer acting,[start] the most important prognostic factor for the progression of colorectal cancer [end],[start] as a tumor promoter [end],31704266
88,the casual link is not,[start] [UNK] [end],[start] always clear [end],26071979
89,village residents were,[start] [UNK] [end],"[start] 63 % less likely to have ALS ( p = 0.009 After an adjustment for demographic factors , exposure to active tobacco smoking [end]",15136374
90,The sample of men was stratified,[start] by different people in the [UNK] [end],[start] by age [end],13714195
91,The China Kadoorie Biobank includes,[start] [UNK] [end],[start] 30 - 79 years [end],24057999
92,smoking status was found,[start] in the past [end],[start] In multivariate analyses [end],9894539
93,their quality ( measured on the Newcastle - Ottawa scale was,[start] available [end],[start] good [end],23258779
94,particularly neutrophils are involved,[start] in the us [end],[start] in the pathogenic cycle of these diseases [end],27557670
95,Mortality from asthma is,[start] more than one person [end],[start] less common than mortality from COPD [end],25519785
96,columnar cell shedding,[start] the [UNK] [end],[start] all along the tracheal epithelium [end],8175578
97,"4 electronic databases ( PubMed , Cochrane to identify",[start] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],"[start] randomized controlled trials ( RCTs ) comparing the change of Leicester Cough Questionnaire ( LCQ ) score , cough visual analogue scale ( VAS ) in patients of chronic respiratory diseases with cough [end]",32648456
98,All subjects completed,[start] a number of immune abnormalities in the disease [end],[start] a questionnaire assessing anxiety [end],32723859
99,Participants completed,[start] a number of patients with [UNK] [end],"[start] a survey detailing respiratory symptoms , HCRU , work productivity [end]",27881264
100,The International Classification of Diseases Ninth Revision to identify,[start] patients with chronic respiratory diseases [end],[start] acute ( viral / bacterial pneumonia [end],17701667
101,The presence of mild early signs and lung function below the normal range at baseline were related,[start] the same time [end],[start] to an increased risk of developing mild to moderate COPD ( GOLD I : OR 1.87 ( 95 % CI 1.22 to 2.87 ) ; GOLD II [end],17905823
102,men had worked,[start] in [UNK] [end],[start] only in dust - free occupations [end],14401755
103,Having entered clinical testing have bridged,[start] a good job [end],[start] the gap between practice [end],33400932
104,private facilities showed,[start] a role [end],[start] higher availability of items of general service readiness except for standard precautions for infection prevention compared to public facilities [end],32711487
105,multiple linear regression adjusted,[start] for cancer [end],[start] for age pulmonary function [end],25247967
106,This study to examine,[start] the most important ongoing research [end],[start] the associations between maternal respiratory diseases and placental abruption [end],17000252
107,columnar cell shedding,[start] the [UNK] [end],[start] all along the bronchoconstriction [end],8175578
108,a majority of patients was,[start] [UNK] [end],[start] interested in engaging in ACP [end],29109233
109,"PD20 values for histamine of 11.5 , 17.0 , and 15.0 mg / ml ) and asymptomatic subjects were",[start] patients with chronic respiratory diseases [end],"[start] the least responsive ( mean PD20 , 45.4 mg / ml ) , the distributions of PD20 values in all groups [end]",2048837
110,Regions with a low Socio - demographic index had,[start] the [UNK] [end],[start] the highest mortality [end],32075787
111,The International Classification of Diseases Ninth Revision to identify,[start] patients with chronic respiratory diseases [end],[start] chronic ( chronic bronchitis ) respiratory conditions [end],17701667
112,Asthma subjects were,[start] beneficial [end],[start] determined to be more allergic than chronic rhinitis subjects ( 58.1 % [end],29927203
113,Five of the 18 infants had,[start] a role of the [UNK] in the past quanto1 of the united states [end],[start] recurrent respiratory symptoms [end],2400226
114,Traditional Chinese exercise has,[start] [UNK] [end],[start] many uses in the prevention of chronic diseases [end],26525282
115,GERD does not need,[start] to be [UNK] [end],[start] to be systematically looked for and a therapeutic test with proton pump inhibitors is not always recommended When cough or severe asthma is being investigated [end],26071979
116,chronic respiratory diseases are becoming,[start] more complex along with [UNK] [end],[start] a more prominent cause of disability [end],25519785
117,vitamin D is,[start] important [end],[start] best known for its role in bone homeostasis [end],29112181
118,the six health system building blocks proposed,[start] to treat dogs with [UNK] [end],[start] by the World Health Organization [end],27155173
119,the 4MGS predicted,[start] in [UNK] [end],[start] daily activity [end],31092319
120,miners compared,[start] the patients with [UNK] [end],[start] with the rest of the community [end],13714195
121,Objectives put,[start] to elucidate this entity by reviewing the current medical literature literature literature literature literature till april 2011 [end],[start] patients at increased risk of antimicrobial use [end],31939085
122,smoking to have,[start] a significant effect [end],[start] the greatest effect on symptom evolution [end],23258779
123,PR has,[start] [UNK] [end],[start] the potential to restore the social functioning in patients with CRD [end],30122917
124,Europe has,[start] [UNK] [end],[start] a greater potential for clinical research on drugs for respiratory diseases [end],28340866
125,This study implemented,[start] to provide the child with the skills necessary to manage diabetes over a lifetime [end],[start] an integrated gene - based and pathway strategy to explore our findings [end],33181258
126,Acute respiratory failure in patients with chronic obstructive pulmonary disease is,[start] [UNK] [end],[start] one of the most common causes of admission to the ICU for this patient population [end],9363125
127,Results has received,[start] the need for a new treatment of breast cancer [end],[start] relatively little attention in literature [end],31129045
128,The number of years spent on the coal - getting shift to assess,[start] the [UNK] [end],[start] the importance of exposure to coal dust [end],14401755
129,Admissions for influenza were significantly associated,[start] with o3 [end],[start] with PM10 [end],10658547
130,intravenous routes have been described,[start] the [UNK] [end],[start] For application [end],24682773
131,Doctors delivered,[start] in the [UNK] [end],"[start] pharmacists ( n = 6,15 % [end]",27296825
132,significantly reduces,[start] the most important role of [UNK] in the development of [UNK] [end],[start] respiratory hospitalizations compared with standard care [end],25541376
133,the internal organ is continuously exposed,[start] to the [UNK] [UNK] [end],[start] to the environment [end],31704266
134,foundryworkers are,[start] the same [end],[start] more prone to bronchitis than other industrial workers [end],14401755
135,CRD was associated,[start] with a higher mortality rate [end],[start] with lower likelihoods of being wait - listed for and undergoing renal transplantation [end],29156003
136,The variables shaped,[start] the treatment of type [end],[start] the level of illness acceptance [end],25310950
137,coherent national policies improve,[start] the risk of developing complications [end],[start] the health of patients with chronic disease [end],30601674
138,exposure to diesel emissions leads,[start] to [UNK] [UNK] [end],[start] to chronic respiratory effects among underground coal miners [end],6524958
139,coal getting,[start] [UNK] [end],[start] shift [end],14401755
140,restrictive ventilatory disorders reporting,[start] both [UNK] and those with a disease [end],[start] the best HRQL [end],16039838
141,Conclusion : Preexisting respiratory diseases are,[start] [UNK] [end],"[start] an important predictor for severe disease outcomes , in COVID - 19 patients [end]",33546658
142,Smoking remained,[start] the most common in the women [end],[start] the major risk factor for mortality [end],32075787
143,expired volume in 1 s increased,[start] [UNK] [end],[start] after the implementation of the coordinated healthcare structure [end],28801791
144,This study utilized,[start] the most important ongoing research [end],[start] data from the Nepal Health Facility Survey 2015 [end],32711487
145,The connection of neck pain could be,[start] a significant effect [end],[start] an important consideration in relation to patient consumption of pharmacological agents [end],19187335
146,the precise effects of the microbiome on the functional mechanisms are beginning,[start] due to [UNK] [end],[start] only now [end],30975495
147,several eosinophil targeting therapeutic agents have shown,[start] that the risk of lung cancer [end],[start] much promise [end],33400932
148,medication has,[start] different [UNK] [end],[start] much more narrow effects [end],30122917
149,"the HRs for having respiratory symptoms 95 % CI 1.09 ) , 1.39 ( 95 % CI 1.19 to 1.63 ) , 1.43 ( 95 % CI 1.23 to 1.68 ) and 1.43 ( 95 % CI 1.22 to 1.68 ) for the second to fifth quintiles of baseline water As concentrations ( 7 - 40 , 40 - 90 , 90 - 178 and > 178 microg / l ) , respectively were",[start] the [UNK] [end],[start] 1.27 [end],20522851
150,barriers related,[start] to [UNK] [end],[start] to engagement in ACP [end],29109233
151,an integrated gene - based and pathway strategy to explore,[start] mostly in the [UNK] evidence [end],[start] our findings [end],33181258
152,Multivariate logistic regression analysis revealed,[start] that [UNK] stage may be independent predictors of os [end],"[start] that lower body mass index ( BMI ) , sleep disorders , limitation of physical activity were significantly associated with an increased risk of both depressive symptoms [end]",28189078
153,genetic factors play,[start] a major risk factor [end],[start] an important role in determining individual 's susceptibility to diseases [end],33181258
154,whose average age was,[start] [UNK] [UNK] [end],[start] 49 [end],13765497
155,Patients with COPD require,[start] a number of patients with [UNK] [end],[start] special attention in their management [end],3520185
156,Ventilation - perfusion scanning was,[start] a [UNK] [end],[start] abnormal in a further three of 15 patients [end],3922504
157,Individuals with restrictive impairment or moderate - severe obstruction were,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],[start] more likely to report fair / poor health compared to those with normal lung function [end],24040892
158,hospital admissions adjusted,[start] nutrition [end],[start] for PM2 .5 [end],22266709
159,Preliminary findings suggest,[start] that the patients with chronic respiratory diseases [end],[start] that patients with non-CF bronchiectasis face the same problems [end],25676797
160,This burden has,[start] [UNK] [end],[start] important policy implications [end],31149852
161,such exposure to account,[start] by the public health of human [end],[start] for the findings [end],14401755
162,Exposed elderly persons had,[start] a good quality of life [end],"[start] a significantly higher prevalence of chronic respiratory symptoms and diseases than those who were unexposed. , Results from the multiple logistic regression analysis indicated that living close to mine dumps was significantly associated with asthma ( OR = 1.57 ; 95 % CI : 1.20 - 2.05 ) , chronic bronchitis ( OR = 1.74 ; 95 CI : 1.25 - 2.39 ) , chronic cough ( OR = 2.02 ; 95 % CI : 1.58 - 2.57 ) , emphysema ( OR = 1.75 ; 95 % CI : 1.11 - 2.77 ) , pneumonia [end]",25889673
163,inpatient evaluation consisting,[start] of a clinical [UNK] [end],[start] of medical instruction [end],10492269
164,significant associations were found,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],"[start] between PM10 , BS , and sulphate concentrations and the prevalence of symptoms of the decrements in PEF In children with symptoms from both areas [end]",10658536
165,individuals providing,[start] care [end],[start] industry [end],30601674
166,changes in microbial diversity or abundance observed,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],"[start] in association with several chronic respiratory diseases such as asthma , cystic fibrosis , bronchiectasis , and chronic obstructive pulmonary disease [end]",30975495
167,patients receiving,[start] the risk of gastric cancer [end],[start] their usual resting flow of LTOT as compared to resting values [end],15083764
168,respiratory hospitalizations were compared,[start] in the us [end],[start] in both groups [end],25541376
169,village residents were,[start] [UNK] [end],"[start] 63 % less likely to have ALS ( p = 0.009 After an adjustment for demographic factors , exposure to self - report of atopy [end]",15136374
170,Five of the 18 infants had,[start] a role of the [UNK] in the past quanto1 of the united states [end],[start] recurrent respiratory symptoms ( 28 % [end],2400226
171,the genetic variants involved,[start] in the [UNK] [end],[start] in vitamin D metabolism [end],24447429
172,diabetes mellitus to be,[start] the disease [end],"[start] a poor prognostic factor in patients with chronic respiratory disease , including chronic obstructive pulmonary disease or interstitial pneumoniae [end]",30300400
173,physical examinations were,[start] significantly [end],[start] normal for all subjects [end],2317086
174,body mass index were,[start] likely to be very important to the [UNK] [end],[start] independent predictors of PAL [end],31092319
175,chronic respiratory disease following,[start] a major impact on endothelial function [end],[start] participation in an out - patient pulmonary rehabilitation [end],26814219
176,The risk of mortality from NMRDs increased,[start] in the past [end],"[start] significantly with the progression of International Labor Organization categories , independent of dust effects [end]",16973737
177,These factors have successfully assisted,[start] the risk of gastric cancer [end],[start] molecular biologists to block specific pathways in the migration of eosinophils [end],33400932
178,Patients are,[start] the most important [UNK] [end],[start] finally responsible for their lives underlining their role as essential members of the interdisciplinary treatment team [end],29025350
179,Working on the six health system building blocks can help,[start] the need for a new treatment of type 2 diabetes [end],[start] countries address not only those [end],27155173
180,DALY rates in 2016 were,[start] [UNK] [end],[start] highest in the less developed low ETL state group [end],30219316
181,"O2 saturation ( Sa , O2 ) , respiratory rate ( RR ) , cardiac frequency were measured",[start] in the us [end],[start] at rest [end],15083764
182,A team of nurses implemented,[start] pr [end],[start] PR to meet the cultural setting [end],30122917
183,Results pertaining to factors should be interpreted,[start] to treat the disease [end],[start] in light of several sources of potential bias [end],9894539
184,The ASIRs of CRD and pulmonary sarcoidosis increased,[start] in the us [end],[start] during the past 27 years [end],32046720
185,Admissions for influenza were significantly associated,[start] with o3 [end],[start] with NO2 [end],10658547
186,These recommendations seek to bring the complex setting of fitness for work evaluation providing,[start] the following advances in the development of gastric cancer [end],[start] action guidelines that allow them to advise their own patients about their incorporation into working life [end],24120308
187,Vitamin D deficiency is,[start] the same [end],[start] highly prevalent [end],29112181
188,Mechanical ventilatory support was emphasized,[start] for as a significant effect on the health of the disease [end],[start] for as long [end],3682138
189,"small interfering RNA ( siRNA ) , which are used to dampen the expression of disease - causing genes having",[start] to treat the disease [end],[start] therapeutic potential for controlling chronic airway diseases [end],27557670
190,Barriers to engagement,[start] to [UNK] patients with t2 dm [end],[start] in ACP and lack of continuity of care [end],29109233
191,health care work impairment associated,[start] with [UNK] [end],[start] with respiratory disease in the Asia - Pacific [end],27881264
192,All analyses were adjusted,[start] for [UNK] [end],[start] for potential confounders [end],17701667
193,lung tissue involved,[start] in the [UNK] [end],[start] in a chest x ray [end],23727460
194,some patient subtypes may benefit,[start] for the future of patients with [end],[start] from correction of a vitamin D deficit [end],24447429
195,living along busy streets increases,[start] the risk of gastric cancer [end],[start] the risk of developing chronic respiratory symptoms in children [end],8664961
196,3 progressed,[start] the [UNK] [end],[start] to tracheostomy [end],10492269
197,The positive predictive values were,[start] to treat [UNK] [end],[start] for intermittent positive pressure ventilation [end],10378399
198,Position had,[start] [UNK] [UNK] [end],[start] no significant effect on the coordination of swallowing [end],1443150
199,lower body negative life events were significantly associated,[start] with the [UNK] [end],[start] with an increased risk of both depressive symptoms [end],28189078
200,45 % had undergone,[start] a [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] spirometry [end],16626950
201,National prescription rules exist,[start] in the united states [end],[start] in some parts of Belgium [end],7995407
202,Methods had been carried out,[start] by the public health institute of [UNK] [end],[start] by the Georgian Respiratory Association [end],20440917
203,RMET increased,[start] the most important scientific research of the disease [end],[start] MVV [end],27002668
204,the possible psychological implications related,[start] [UNK] [UNK] [UNK] [UNK] [end],[start] to the use of both devices [end],32723859
205,Important differences exist,[start] the same number of patients [end],[start] between countries in Europe in home treatment of chronic respiratory disease [end],7995407
206,Fifty - two males and 1 female were included,[start] in the past [end],[start] in this study [end],2317086
207,The estimated annual percentage change of the age standardised,[start] the [UNK] [UNK] [end],[start] mortality rate [end],32075787
208,The decrease in vital capacity total lung capacity and functional residual capacity averaged,[start] a [end],[start] 59 [end],6228174
209,The role of HMGB1 in respiratory diseases is,[start] the most important [UNK] [end],[start] still elusive [end],27557670
210,chronic rhinitis had,[start] a [UNK] immune system [end],[start] correlation with asthma [end],29927203
211,< 10 microns were performed,[start] in the past 20 years on one of age of six months [end],[start] in both areas [end],10658536
212,Multivariable logistic regression models to investigate,[start] the pathophysiology of specific to breast cancer risk [end],[start] the relationship [end],31857556
213,patients with high levels of BALF IL - 8 could have,[start] a significant effect [end],[start] high levels of IL - 6 [end],15530478
214,Clinical trials play,[start] a major impact on the management of gastric cancer [end],[start] a key role in advancing medical knowledge promoting economic growth in Europe [end],28340866
215,Conclusions are,[start] [UNK] [end],[start] very common among AN children [end],15136374
216,36 patients used,[start] in [UNK] [end],[start] NPPV [end],10492269
217,pressure can be seen,[start] as the us dollar fell against the german mark making it cheaper for investors using other major currencies to buy,[start] in both conditions [end],25541376
218,respiratory motor outputs following,[start] mortality rate in the past 10 years [end],[start] hypoxic treatment [end],32102596
219,the minimal important difference pioneered,[start] important [end],[start] by colleagues [end],17136967
220,Findings support,[start] the most important ongoing research [end],[start] the assumption that implementation of IFSPs for the cohort of children with chronic mechanical respiratory support needs in EIPs is challenging [end],18410643
221,A very low frequency ( VLF ) oscillation around 0.02 Hz was observed,[start] a significant effect on the health of the health of the [UNK] [end],[start] in all signals [end],8813839
222,the use of asthma as a measure for health system effectiveness would help,[start] for patients [end],[start] focus national leadership [end],27155173
223,single - and hospital admissions adjusted,[start] for gaseous pollutants [end],[start] for influenza outbreaks [end],22266709
224,Results was,[start] [UNK] [end],[start] much higher in current smokers [end],24057999
225,This review elaborates,[start] the current [UNK] [UNK] [UNK] [end],[start] on the rationale for exercise training [end],25676797
226,patients receiving,[start] the risk of gastric cancer [end],[start] oxygen [end],7995407
227,Antimicrobial use was,[start] a [UNK] [end],[start] 2.3 times higher in the CRD group ( 29.7 DID [end],31939085
228,the hypothesis that chronic respiratory symptoms are associated with death in individuals with normal spirometry without known airway disease.We included,[start] the disease [end],[start] 108 246 randomly chosen individuals [end],31248954
229,Effective management of dyspnoea is,[start] the [UNK] of the [UNK] of [UNK] [end],[start] an important challenge for caregivers [end],27818024
230,dusts may contribute,[start] to the development of lung cancer [end],[start] to the development of respiratory disorders [end],32264856
231,Subsequent respiratory morbidity was related,[start] to the [UNK] [end],[start] to various definitions of prolonged respiratory support [end],10378399
232,Neonatal chronic lung disease is diagnosed,[start] by the disease [end],[start] if an infant remains oxygen dependent beyond 36 weeks usually [end],10378399
233,PMc was associated,[start] with the disease [end],[start] with emergency hospital admissions for respiratory diseases in Hong Kong independent of gaseous pollutants [end],22266709
234,The voluntary uptake of vaccination is,[start] the most [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] vital to the effectiveness of influenza prevention efforts [end],26805870
235,Barriers reflect,[start] [UNK] immune responses [end],[start] inconsistent care coordination contributing to the social isolation of their families [end],18410643
236,how respiratory microbiota can influence,[start] the disease [end],[start] the efficacy of common therapies for chronic respiratory disease [end],30975495
237,preinflammatory cysteinyl leukotrienes,[start] the [UNK] [end],[start] increase [end],24682773
238,Pulmonary hypertension is,[start] a major cause of cancer [end],[start] a common complication of chronic respiratory disease [end],30300400
239,patients timely discussing,[start] the patients with a high risk of lung cancer [end],[start] them with healthcare professionals [end],29109233
240,Step Test square,[start] [UNK] [end],[start] Four [end],26814219
241,Independent predictors forced,[start] the [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] expiratory volume in 1 second [end],11939462
242,The purpose of this study was,[start] to provide the child with the skills necessary to manage diabetes over a lifetime [end],[start] to determine clinical effectiveness of its effect on the level of healthcare services as an indicator of direct medical costs [end],28801791
243,The organization of home treatment for chronic respiratory patients in 13 European countries was evaluated,[start] the [UNK] [end],[start] at the end of 1992 by means of a questionnaire [end],7995407
244,These findings indicate,[start] that the patients with chronic respiratory diseases experiencing depression [UNK] for [UNK] [end],"[start] that high dietary intake of n - 6 fatty acids , rather than reduced n - 3 intake , may have an adverse effect on lung health [end]",17901161
