,Subj_Pred,Obj,Obj_true,PMID
45,Coronary heart disease are,[start] the most important [UNK] [end],[start] the commonest causes of illness for people [end],8057957
46,Circular RNA are,[start] [UNK] [end],[start] endogenous transcripts that display differential expression across species [end],30341894
47,Recent large population studies have suggested,[start] that the effect of [UNK] in the development of gastric cancer [end],"[start] that the effect of cardiovascular disease is modified by factors such as age , gender , cardiovascular risk factor status , drinking type of alcohol [end]",12569230
48,studies have presented,[start] the effect of [UNK] on the risk of gastric cancer [end],[start] results on the association between shift work and cardiovascular disease [end],6535244
49,cardiovascular outcomes are,[start] a major component of the [UNK] of the [UNK] [UNK] [UNK] [end],[start] the basis for the application of gender - based evaluation of pathophysiology of cardiovascular disease in women [end],23244361
50,technology must be merged,[start] in the [UNK] [end],[start] into action [end],31992050
51,The overall picture to evolve,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],[start] in a developing Europe [end],24014390
52,3 D printing is having,[start] an important role in the development of lung cancer [end],[start] a two-fold benefit [end],28942268
53,The male hypertension was,[start] [UNK] [end],[start] however suppressed by concurrent changes in smoking [end],24328889
54,CVD in sub-Saharan Africa spans,[start] the [UNK] [end],[start] the spectrum from [end],18607395
55,the treatment of cardiovascular diseases is,[start] a major health issue in most [UNK] [end],[start] similar in both genders [end],29744010
56,Methods used a relational database management system to manage,[start] the [UNK] [UNK] [end],[start] the information of these data [end],15458691
57,the respective age groups had the decline of,[start] [UNK] [end],[start] 40 % [end],9085391
58,B. Specific risk factors for developing post-transplant cardiovascular disease include,[start] [UNK] [end],[start] hyperlipidaemia [end],12091628
59,More systematic efforts for research are required,[start] across all latin american countries to improve health conditions [end],[start] across all Latin American countries to improve health conditions particularly for women [end],20554175
60,laboratory biomarkers are,[start] important in the chinese countries [end],[start] an essential support to modern practice of medicine allowing a staging [end],19355954
61,the differences in management are discussed,[start] in [UNK] [end],[start] In this review [end],11728241
62,The integration of new biomarkers can improve,[start] the need for a new treatment of type 2 diabetes [end],[start] CVD risk stratification management [end],26647911
63,Cardiovascular disease constitutes,[start] the most frequently diagnosed cancer in women [end],[start] an emerging public health problem in most countries even though mortality profiles vary according to inherent risk factors [end],9200017
64,The integration of CVD risk factors can improve,[start] lung cancer [end],[start] CVD disease management [end],26647911
65,Reducing cardiovascular risk factors requires,[start] a multisector strategy that cuts mortality through quality health care services [end],[start] an integrative approach that is best accomplished by a team of health care professionals [end],18287250
66,a timely correction of calcium - phosphate disorders leads,[start] to a higher mortality rate of each other [end],[start] to a significant improvement in the cardiovascular conditions of CKD patients [end],15490402
67,cholesterol pressure - lowering agents into a fixed - dose combination pill called,[start] the risk of gastric cancer [end],[start] the cardiovascular polypill has been proposed as complementary care in the prevention of cardiovascular diseases in both the secondary preventions of cardiovascular disease [end],27083928
68,diverse types of cardiovascular disease respond,[start] to treat dogs with risk factors [end],[start] to different treatments [end],21109206
69,the effect of alcohol is modified,[start] to treat dogs with a risk [end],"[start] by factors such as age , gender , cardiovascular risk factor status , drinking pattern [end]",12569230
70,Acquired cardiovascular diseases such as peripheral artery disease contribute,[start] to the major health issue in most frequently [end],[start] to more than one - third of worldwide morbidity [end],21689660
71,Observational data have helped,[start] to [UNK] [UNK] [UNK] [end],[start] to identify those women at a higher risk of mortality attributable to coronary artery disease [end],21929342
72,new opportunities could greatly modernize,[start] to [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] surveillance if coordinated in a pragmatic matter [end],31992050
73,The results of this study suggest,[start] that the current canadian diabetes association clinical high prevalence risk factors [end],[start] that in assisting individuals to modify other professionals must address blood pressure as a package [end],9095456
74,The findings suggest,[start] that the patients with chronic respiratory diseases experiencing depression [UNK] for [UNK] [end],[start] that their risk factors are increased for Syrian refugees in Turkey [end],32139199
75,sex - specific aspects should be,[start] a number of patients with a small proportion of men with a [UNK] [end],[start] more intensively considered in research / practice to improve clinical outcomes for female cardiovascular disease patients [end],22070582
76,the relevant literature known,[start] the that of the most important literature [end],[start] to incorporation of healthy changes tips in defined variable cardiovascular risk factors [end],29473518
77,Increasing evidence has implicated,[start] the risk of gastric cancer [end],[start] circRNA in the pathogenesis of multiple cardiovascular diseases [end],30341894
78,incidence of disease related,[start] to [UNK] [end],[start] to exposure to shift work studies [end],6535244
79,A familiarity with current dietary and drug treatment of lipid disorders is,[start] an important role in the development of lung cancer [end],[start] at the core of an evidence - based approach to dyslipidemia management in the patient with established cardiovascular diseases [end],11288327
80,newly diagnosed cardiovascular disease presenting,[start] a disease [end],[start] to a tertiary - care center in South Africa [end],18607395
81,Epigenetic information provides,[start] the risk of gastric cancer [end],[start] for an integrated etiologic picture of cardiovascular disease pathogenesis because of the interaction of the epigenome with the environment [end],24768945
82,Physicians need,[start] to the patients with chronic respiratory diseases [end],[start] to counteract these myths [end],9637954
83,the WHO MONICA Project will have completed,[start] a major scientific program [end],[start] 10 - year course [end],8166990
84,The concept of selective heart rate reduction by the I ( f ) current inhibitor ivabradine provides,[start] the most important role of [UNK] [UNK] [end],[start] an option to define the prognostic role of heart rate for patients with coronary artery disease [end],23806547
85,The health burden of cardiovascular disease is accompanied,[start] by the public health risk factors for cardiovascular disease [end],[start] by a significant deleterious economic impact at the level of both national economies [end],23239202
86,Future interventional studies will clarify,[start] the significance of lung cancer in lung cancer [end],[start] the significance of targeted heart rate reduction for secondary prevention in cerebrovascular events [end],23806547
87,This review suggests,[start] that the current [UNK] of gastric cancer in patients with type 1 diabetes [end],[start] possible treatment strategies [end],19756163
88,This publication should assist,[start] the same time [end],"[start] healthcare professionals looking for the most recent statistics on cardiovascular disease , drug trends [end]",23257320
89,cardiovascular - related medical care accounts,[start] the most important [UNK] [end],[start] for greater than 20 % of all the economic costs of illness in the United States [end],23386789
90,"Epigenetic biomarkers , which include DNA methylation are",[start] the most important [UNK] of the disease [end],"[start] both cell - type specific , which makes them not only responsive to the environment [end]",24768945
91,cardiovascular disease related,[start] to the disease [end],[start] to the ACE genotype [end],11256587
92,Traditional cardiovascular risk factors do not underlie,[start] the same disease [end],[start] all incidence of cardiovascular disease [end],30385177
93,this review aims,[start] to provide the current knowledge of the molecular mechanisms with the molecular mechanisms [end],[start] to integrate recent advances in cardiovascular physiology at altitude with previous understanding [end],28294639
94,More clinical trials are needed,[start] to the same [UNK] [end],[start] to further investigate biomarkers [end],21109206
95,derived metabolites involved,[start] in the disease [end],[start] in cardiovascular health [end],29725935
96,the favorable effects of other heart rate - lowering agents in patients with congestive heart failure may be,[start] to treat the disease [end],[start] at least in part [end],22954325
97,The two major underlying causes are,[start] [UNK] [end],[start] disorders of lipid metabolic syndrome [end],17113010
98,sex - specific aspects more intensively considered,[start] as a major component of the [UNK] of the [UNK] [end],[start] in research / practice to improve clinical outcomes for female cardiovascular disease patients [end],22070582
99,the main discoveries leading,[start] to the [UNK] [UNK] [UNK] [end],[start] to the idea of using circulating microparticles as a promising tool in the evaluation of cardiovascular risk [end],31068021
100,The co-existence of heart disease in a patient complicates,[start] the disease [end],[start] treatment because therapy for one disease may negatively affect the outcome of the other disease often [end],18319102
101,numerous studies have suggested,[start] the association between polypharmacy and all cause of the development of cardiovascular disease [end],[start] miRNAs as strong circulating biomarkers with high prognostic power In cardiovascular disease [end],27914211
102,More clinical trials are needed,[start] to the same [UNK] [end],[start] to further assess the association of cardiovascular depression [end],21109206
103,The aim of this policy statement is,[start] to assess the prevalence of lung cancer [end],[start] to identify gaps [end],31992050
104,its metabolites play,[start] a pivotal role in the onset of cardiovascular disease including hypertension [end],"[start] a pivotal role in the development of cardiovascular disease , including atrial fibrillation [end]",30385177
105,an elevated plasma level of the amino acid homocysteine is,[start] a [UNK] [UNK] [UNK] [end],"[start] a common , independent , easily modifiable risk factor for cardiovascular disease ( CVD ) which may be of equal importance to hypertension [end]",10583714
106,an estimated 11 million have,[start] a significant effect [end],[start] existing cardiovascular disease making the issue of sexual function relevant to many patients [end],15182094
107,Increasing evidence suggests,[start] a significant association between polypharmacy and all cause of the society is associated with high risk factors [end],"[start] an association of exposure to ambient air pollution , household air pollution from cadmium with multiple cardiovascular disease outcomes , including cardiovascular mortality [end]",27886791
108,a variety of antidepressants to use,[start] [UNK] [end],[start] after stroke [end],18785947
109,The program has,[start] [UNK] [end],"[start] a number of key components , many of which may be suitable for adapting to Australian primary care [end]",16525531
110,The aim of this policy statement is,[start] to assess the prevalence of lung cancer [end],[start] to review [end],31992050
111,A better understanding of the dynamics of gut microbiota holds,[start] great impact on endothelial function [end],[start] great promise toward mechanistic predicative CVD biomarker discoveries [end],29725935
112,well - known prospective cohort studies around the world have utilized,[start] the [UNK] immune system to [UNK] the [UNK] [end],[start] metabolomics [end],31378756
113,The consequences of the treatments for breast cancer may increase,[start] gastric cancer in men with [UNK] [end],[start] the risk for cardiovascular disease [end],29446841
114,the genes controlling,[start] the [UNK] [UNK] [UNK] [end],[start] this enzyme system [end],11256587
115,A heart murmur was detected,[start] in the disease [end],[start] in four donkeys [end],27534982
116,the differences in presentation are discussed,[start] in the [UNK] [end],[start] In this review [end],11728241
117,the biomarkers that envisage cardiovascular risk have,[start] a significant effect on the health of the health of human health [end],[start] an important biological basis [end],26647911
118,other factors promote,[start] the risk of gastric cancer [end],[start] cardiovascular disease [end],1772731
119,The most useful species / strains for the study of cardiovascular disease to be,[start] [UNK] [end],[start] small rats [end],17113010
120,the main discoveries leading,[start] to the [UNK] [UNK] [UNK] [end],[start] to the idea of using circulating microparticles as a complementary tool in the evaluation of cardiovascular risk [end],31068021
121,life expectancy is,[start] with a number of immune abnormalities in the disease [end],[start] below 50 years poorer countries [end],3342425
122,More systematic efforts for affordable treatment are required,[start] to examine on risk factors [end],[start] across all Latin American countries to improve health conditions particularly for women [end],20554175
123,several active metabolites of vitamin D can exert,[start] both [UNK] and [UNK] [UNK] [end],[start] both direct action [end],30150419
124,Understanding the differences of treating cardiovascular disease in women is,[start] the most important treatment of type 2 diabetes [end],[start] essential to improving population health [end],29406939
125,Cardiovascular disease are,[start] the most common cause of cancer death [end],[start] closely interrelated disease processes [end],15182094
126,Cardiovascular disease is,[start] the most common cause of cancer death [end],[start] a major cause of graft loss [end],18287250
127,Growing evidence supports,[start] a role in the development of lung cancer [end],"[start] a causal relationship between cardiovascular disease and psychosocial factors such as behavioral disorders , acute stress , and low socioeconomic status [end]",23621966
128,New guidelines divided,[start] into [UNK] [end],[start] those blood pressure ( BP ) levels into elevated BP [end],29470788
129,scientific progress in the past decade has identified,[start] significantly [end],[start] a spectrum of risk factors for cardiovascular diseases [end],29744010
130,control of blood pressure in the pregnancy per se is,[start] [UNK] [end],[start] of any longer term benefit [end],24268601
131,These proposals should be guided,[start] to the [UNK] [end],[start] by leaders in civil society [end],25172068
132,Great advances are being made,[start] [UNK] [UNK] [end],[start] in the realm of diabetes [end],15340730
133,the Consortium of Metabolomics Studies was developed,[start] in the us [end],[start] which is expected to take the lead in overcoming these issues In 2014 [end],31378756
134,dietary means should be,[start] a major problem [end],[start] an important part of the strategies for the control of CVD [end],11710356
135,diastolic blood pressure were,[start] [UNK] [end],[start] significant determinants of the age [end],9095456
136,multisectoral approaches across the lifecourse reduce,[start] the effect of [UNK] in the development of t2 dm [end],[start] cardiovascular - disease morbidity through the delivery of quality health care services [end],23239202
137,sustained efforts for research are required,[start] to examine the association between sex and breast cancer mortality [end],[start] across all Latin American countries to improve health conditions for adult population [end],20554175
138,primary prevention trials have convincingly proven,[start] the need for a new approach to the management of gastric cancer [end],[start] the benefits of multiple risk factor intervention [end],2495541
139,the other would be,[start] a [UNK] [end],[start] a series of booklets on individual conditions combining information on secondary prevention [end],7427384
140,one genetic variant to contribute,[start] to the [UNK] of [UNK] [UNK] [UNK] [end],[start] more than a minor individual impact in genetically complex multifactorial cardiovascular disease [end],11256587
141,public health must be merged,[start] for by [UNK] [end],[start] into action [end],31992050
142,female population in Latin American countries have,[start] higher mortality due to their parents [end],[start] lower mortality rate from higher mortality rate from cerebrovascular disease than North America [end],20554175
143,i.e. decrease,[start] the [UNK] [UNK] [UNK] in the [UNK] of [UNK] [end],[start] HDL [end],24268601
144,Several reports have demonstrated,[start] a role in the development of lung cancer [end],[start] an association between psoriasis and cardiovascular diseases such as valvular disease [end],20666273
145,three categories dealing,[start] with [UNK] [end],[start] with management [end],7427384
146,vitamin D deficiency has been associated,[start] with [UNK] [end],[start] with activation of the pro-inflammatory mechanism promoting atherogenesis [end],30150419
147,this trend to be observed,[start] in the us [end],[start] in women yet [end],12084395
148,cardiovascular related medical care has the economic costs for,[start] [UNK] [end],[start] greater than 20 % [end],23386789
149,This review examines,[start] the clinical trials [end],[start] available epidemiological evidence [end],19756163
150,its metabolites play,[start] a pivotal role in the onset of cardiovascular disease including hypertension [end],"[start] a pivotal role in the development of cardiovascular disease , including myocardial fibrosis [end]",30385177
151,conditions such as hypertension contribute,[start] to the major health problem [end],[start] to cardiovascular disease pathophysiology [end],26341316
152,CVD risk factors are used,[start] to treat the disease [end],[start] as prognosticators of disease process while the biomarkers that envisage cardiovascular risk have an important biological basis [end],26647911
153,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],[start] the key epidemiology concerning cardiovascular risk [end],22954325
154,The effectiveness of prevention of chronic illnesses can be optimised,[start] [UNK] [end],[start] with adherence to medication treatment [end],30720844
155,non-governmental organizations will contribute,[start] to improving the risk of developing complications [end],[start] to improving the lifestyle of individuals through legal provisions [end],29473518
156,modifiable risk factors are,[start] the most important health problem [end],[start] already present in childhood [end],29345597
157,Key findings from experimental studies have provided,[start] a significant effect [end],[start] evidence for a causative role for clonal haematopoiesis in cardiovascular diseases [end],32715520
158,this benefit may be achieved,[start] a major impact on the health of breast cancer [end],[start] even at relatively low levels of physical activity [end],16411872
159,The Mediterranean dietary pattern has,[start] the risk of lung cancer [end],[start] the most evidence for glycemic control [end],31624930
160,deaths caused,[start] by the disease [end],[start] by cardiovascular disease [end],7736485
161,the family history will play,[start] a role in the development of this disease [end],[start] an increasingly central role in management As more is learned about the genetic basis of cardiovascular disease [end],24267465
162,pregnancy - related conditions have,[start] a role in the development of colorectal cancer [end],[start] an impact on endothelial myocardial contractility [end],29406939
163,Increasing evidence suggests,[start] a significant association between polypharmacy and all cause of the society is associated with high risk factors [end],"[start] an association of exposure to ambient air pollution , household air pollution from cadmium with multiple cardiovascular disease outcomes , including coronary heart disease [end]",27886791
164,Benefits from regular moderate physical activity for people with cardiovascular disease include,[start] [UNK] [end],"[start] lessening of cardiovascular symptoms , enhanced quality of life and , for survivors of acute myocardial infarction [end]",16411872
165,cardiovascular disease will become,[start] a major health issue in most frequently [end],[start] even further progress As the world 's population ages [end],21377626
166,a heightened systemic pro-inflammatory state accelerates arteriosclerosis increasing,[start] the disease of the most important health factors [end],[start] cardiovascular risk [end],23141876
167,DNA damage has been associated,[start] with the [UNK] [end],[start] with atherosclerotic plaques long [end],23911986
168,novel biomarkers need to show,[start] the treatment of type 2 diabetes [end],[start] a significant association with cardiovascular disease events [end],22424430
169,others related to health care systems requires,[start] the risk of gastric cancer [end],[start] a multi-sector strategy that reduces cardiovascular risk factors [end],25172068
170,microbiota bridges,[start] the gap between cardiovascular risk factors [end],[start] the gap between cardiovascular risk factors [end],30016413
171,Inflammatory pathways contribute,[start] to the disease [end],[start] to the initiation [end],30830168
172,New epidemiologic evidence indicates,[start] that the current [UNK] [end],[start] that fiber 's modulation of insulin resistance deserves additional attention [end],11140908
173,Telomere length adds,[start] 10 million animal and 1 [end],[start] predictive power to that of chronological age [end],23478256
174,A systematic search of the PubMed database revealed,[start] that the current canadian diabetes association clinical practice guidelines are insufficient to provide a basis for health care [end],[start] that several common mechanisms lead to an increased cardiovascular risk [end],25024598
175,its risk factors in refugees / migrants is not,[start] a disease [end],[start] available at the same rate for all countries or for different ethnic and socioeconomic groups [end],32139199
176,abnormalities were,[start] able to detect presence in both [UNK] and [UNK] to [UNK] [UNK] [end],[start] prevalent in adults [end],29470788
177,A familial study confirms,[start] the [UNK] [end],[start] a genetic association with thoracic aortic aneurysms [end],16943719
178,Echocardiography identified,[start] to [UNK] [UNK] [end],[start] aortic regurgitation [end],27534982
179,Public health initiatives promote,[start] the effect of [UNK] on the development of t2 dm [end],[start] moderate increases in physical activity [end],20399084
180,the age develops,[start] the [UNK] [UNK] [end],[start] cardiovascular disease [end],9095456
181,Increasing evidence suggests,[start] a significant association between polypharmacy and all cause of the society is associated with high risk factors [end],"[start] an association of exposure to ambient air pollution , household air pollution from cadmium with multiple cardiovascular disease outcomes , including hypertension [end]",27886791
182,This finding is not,[start] [UNK] [end],[start] in contrast to the overall impact of the renin - angiotensin system in cardiovascular disease [end],11256587
183,factors causing,[start] the risk of gastric cancer [end],[start] telomere shortening [end],23478256
184,the effect of alcohol is modified,[start] to treat dogs with a risk [end],"[start] by factors such as age , gender , cardiovascular risk factor status , drinking type of alcohol [end]",12569230
185,Heart rate is,[start] rise [end],[start] a predictor of all - cause mortality in the general population [end],23806547
186,numerous epidemiologic studies have explored,[start] the risk of gastric cancer [end],[start] the association between markers of chronic infections in relation to a variety of clinical and subclinical cardiovascular disease outcomes During the last 2 decades [end],16222630
187,the biomarkers envisage,[start] the most important component of the most important clinical research [end],[start] cardiovascular risk [end],26647911
188,Additional references were manually identified,[start] to the [UNK] of [UNK] [UNK] [UNK] [end],[start] from this literature [end],22070582
189,CRP plays,[start] a game [end],[start] an active role [end],18855714
190,most gene - drug relationships have been,[start] in the [UNK] [end],[start] inconsistent [end],28792790
191,Clinicians to emphasize,[start] the current [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] interventions proven to reduce adverse cardiovascular events such as smoking reduction of hyperlipidemia [end],12243615
192,The health burden of other chronic diseases is accompanied,[start] by the presence of [UNK] agents [UNK] in [UNK] disease [end],[start] by a significant deleterious economic impact at the level of households [end],23239202
193,other medical interventions can decrease,[start] the need for a new treatment of type 2 diabetes [end],[start] risk [end],9860367
194,Nearly 80 percent of all estimated cardiovascular disease - related deaths worldwide occur,[start] in 2010 in the united states [end],[start] in low - and middle - income countries now [end],23239202
195,most papers are,[start] available [end],[start] informative [end],29473518
196,Other new biomarkers to help,[start] the patients with type 2 diabetes [end],[start] in cardiovascular disease risk management [end],22424430
197,Polymorphisms in myocyte enhancer factor 2A have been associated,[start] with a [UNK] [end],[start] with an altered risk of myocardial infarction [end],16943719
198,Coronary heart disease is,[start] by [UNK] [end],"[start] the most prevalent problem , followed by hypertensive cardiovascular disease [end]",11728241
199,body mass index were,[start] likely to be very important to the [UNK] [end],[start] significant determinants of the age [end],9095456
200,Observational data have helped,[start] to [UNK] [UNK] [UNK] [end],[start] to identify those women at a higher risk of morbidity attributable to coronary artery disease [end],21929342
201,systems - level factors contribute,[start] to the disease [end],[start] to cardiovascular disease necessitates multisectoral approaches across the lifecourse that reduce risk [end],23239202
202,"common cardiovascular diseases , such as hypertension causality remains",[start] the most important [UNK] [end],[start] undetermined [end],23478256
203,turn associated,[start] with the [UNK] [end],[start] with a high incidence of depression [end],18785947
204,"The growing population burden and overlap of cardiovascular disease , comorbid mental illness , and other psychosocial factors suggest",[start] for [UNK] [end],[start] that future research identifying cost - effective or cost - saving treatment models may have significant health and economic implications [end],23621966
205,cardiovascular diseases would be actively emerging,[start] in the us [end],[start] by that time [end],3342425
206,the existing molecular biological databases focus,[start] on the use of [UNK] [end],[start] on the sequence [end],15458691
207,sustained efforts for affordable treatment are required,[start] across all latin american countries to improve health conditions [end],[start] across all Latin American countries to improve health conditions for adult population [end],20554175
208,The importance of the recognition of the circadian variation of acute onset of myocardial infarction is,[start] a [UNK] [UNK] [UNK] [end],[start] that pharmacologic protection can be directed at the early waking hours [end],7736485
209,Only two types of booklets should be,[start] [UNK] [end],[start] available [end],7427384
210,treatment based,[start] on the patients with type 2 diabetes [end],[start] on uric acid levels [end],26341316
211,primary care physicians must balance,[start] the [UNK] [end],"[start] what is known , what is suspected each patient 's individual preferences to create an optimal treatment plan [end]",29406937
212,the development of new devices will improve,[start] the [UNK] [UNK] [UNK] [end],[start] the prognosis in patients with renal insufficiency as well [end],14978153
213,These explorations offer,[start] the most important role of [UNK] [UNK] [end],[start] promise to improve [end],23244361
214,microRNAs are,[start] the same [end],[start] well - known [end],27914211
215,The clinical implications of combined kidney disease include,[start] the most important ongoing role to detect disease [end],[start] challenges in management [end],22269967
216,an appreciation of the strengths of the system to design,[start] the [UNK] of [UNK] [UNK] [UNK] [UNK] [end],[start] the logical sequence of steps toward clinical translation [end],21377626
217,The concept of selective heart rate reduction by the I ( f ) current inhibitor ivabradine provides,[start] the most important role of [UNK] [UNK] [end],[start] an option to define the specific role of heart rate for patients with coronary artery disease [end],23806547
218,"considerable savings in total costs , especially in direct health care costs may not be expected",[start] the same [end],[start] as a result of even very successful prevention programs [end],9085391
219,cells enter senescence losing,[start] to be [UNK] [end],[start] their capacity to proliferate [end],23478256
220,The genes discussed include,[start] [UNK] [end],[start] ABCB1 [end],28792790
221,The term covers,[start] a new york stock exchange [end],[start] a series of liver lesions similar to those [end],23141876
222,Cardiovascular disease is,[start] the most common cause of cancer death [end],[start] the leading cause of death in women [end],9457149
223,The importance of cardiovascular disease in adults with chronic kidney disease is,[start] the [UNK] [end],[start] now well recognized [end],20113258
224,The prevalence - based cost - of - illness analysis to estimate,[start] [UNK] [UNK] [end],[start] both direct costs of cardiovascular disease in 5 - year intervals [end],9085391
225,Areas for future research are discussed,[start] as the [UNK] [end],[start] in light of the strengths of the existing evidence [end],16222630
226,accelerated atherosclerosis could accelerate,[start] the risk of gastric cancer in men in the [UNK] [end],"[start] discovery of new therapies for atherosclerotic cardiovascular disease ( Al - Mashhadi et al . , this issue [end]",23283365
227,urocortins have to exert,[start] a [UNK] [end],[start] some other detrimental effects on the heart [end],21689660
228,Previous pre-clinical work studies suggest,[start] that the most important ongoing health care for improving health outcomes of cardiovascular disease [end],[start] that urocortins have potential [end],21689660
229,High levels are,[start] the most frequently diagnosed cancer in women [end],[start] causative in urolithiasis [end],23895142
230,the DD - ACE genotype to do,[start] [UNK] [UNK] [end],[start] so in specific geographical areas [end],11256587
231,most of the projected increase in mortality from cardiovascular disease occurs,[start] in the us [end],[start] in sub-Saharan Southeast Asian populations At present [end],28338521
232,the prevalent cause of mortality in the world affecting,[start] [UNK] [end],[start] many millions of individuals every year [end],30150419
233,this risk function persists,[start] the most important [UNK] [end],[start] in all subsets of the population [end],12569230
234,PDGFs function,[start] [UNK] [end],[start] in these situations [end],26277708
235,New epidemiologic evidence indicates,[start] that the current [UNK] [end],[start] that fiber 's modulation of insulin secretion deserves additional attention [end],11140908
