,Subj_Pred,Obj,Obj_true,PMID
49,This article systematically reviews,[start] the [UNK] [UNK] [UNK] in the treatment of type 2 diabetes [end],[start] the literature supporting genetic determinants in the pathogenesis of T2 D [end],22972441
50,Future studies should investigate,[start] the treatment of [UNK] [end],[start] whether early dietary changes can reduce the longer term complication of frailty in people at risk for T2DM [end],2016
51,Measures anxiety were assessed,[start] to treat [UNK] [end],[start] respectively [end],30024853
52,Increased prevalence of diabetes in the community has been accompanied,[start] in [UNK] [end],[start] by an increase in diabetes in hospitalised patients [end],25270482
53,patients to effectively evaluate,[start] the ability to identify individuals at risk for [UNK] [end],[start] patient conditions [end],25867358
54,many existing drugs that are commonly prescribed to patients with diabetes act on the NHE1 isoforms,[start] to treat dogs with [UNK] [end],[start] in the kidney [end],29227582
55,Therapeutic options for treating hyperglycemia include,[start] [UNK] [end],[start] other insulin secretagogues [end],12408409
56,The increasing worldwide prevalence of type 2 diabetes mellitus have raised,[start] in the us [end],[start] concerns about financial burden [end],25345504
57,One of the anticipated benefits of learning of one 's genomic risk for common diseases is,[start] the most important [UNK] [end],[start] the increased adoption of screening [end],24292896
58,Genetic effects affect differently,[start] lung cancer [end],[start] complications [end],27159875
59,Endocrine factors are involved,[start] in the past [end],[start] in gender inequalities [end],27159875
60,future research could directly impact,[start] for the future [UNK] therapy [end],[start] patient care [end],26575297
61,the relative risks of type 2 diabetes mellitus risk for individuals with hypertensive disorders were,[start] the most important [UNK] [end],[start] 1.59 ( 95 % credibility interval during pregnancy [end],27518283
62,these comorbidities are,[start] [UNK] [end],[start] critical features of frailty [end],2016
63,Much needs,[start] to be [UNK] [end],[start] to be learned about why this epidemic is occurring presently with regard to other environmental factors still [end],16085165
64,Diabetes mellitus affects,[start] [UNK] [end],[start] approximately 17 million adults in the United States [end],12408409
65,This experimental study was conducted,[start] to examine the association between polypharmacy and all cause of all cause of [UNK] [end],[start] on 86 diabetic patients [end],30641740
66,This review focuses,[start] on the need of [UNK] [end],[start] on means by which primary care nurse practitioners ( NPs ) might evaluate the utility of pharmacologic agents [end],23347242
67,quality of life in T2 DM patients could be,[start] for patients with t2 dm [end],[start] helpful [end],30024853
68,disturbances in gene regulation enhanced,[start] this approach [end],[start] absorption of dietary glucose from intestine [end],31336461
69,The disease is,[start] a major cause of death in adults [end],[start] the leading cause of blindness [end],22424044
70,The objective of this narrative review is,[start] to explore the modifiable risk factors of t2 dm in south asian population including their socio socio economic barriers [end],"[start] to explore the modifiable risk factors of T2 DM in South Asian population , including their beliefs [end]",28914196
71,developed models should be tested,[start] in the [UNK] [UNK] [UNK] [UNK] [end],[start] in independent populations [end],23623209
72,The incidence reduced,[start] mortality [end],[start] quality of life [end],23551885
73,Glucose - lowering therapies must be,[start] the most important results in early [UNK] [UNK] [UNK] [end],[start] individualized [end],30409037
74,All participants reported,[start] their patients [end],[start] experiencing disbelief [end],24070886
75,Among those were,[start] the same time [end],[start] other health - care professional programs [end],27430259
76,the SGLT2 inhibitors canagliflozin reduced,[start] the treatment of type 2 diabetes [end],[start] the risk of composite cardiovascular events in high - risk individuals with T2DM in the EMPA - REG OUTCOME trial and the CANVAS Program respectively [end],29196150
77,only a few loci associated,[start] with a [UNK] [end],[start] with insulin resistance [end],19564886
78,the evidence elevated,[start] the risk of gastric cancer in men in the general population [end],[start] plasma NEFA can inhibit glucose - stimulated insulin secretion by pancreatic beta - cells [end],9609356
79,thiazolidinediones improve,[start] lung cancer [end],[start] cardiovascular risk factors such as dyslipidaemia [end],11129120
80,VADT have observed,[start] a major cause of the disease in america [end],[start] increased morbidity from intensive control in those with long duration of diabetes disease [end],25772641
81,strengthening of circadian clock functioning could stabilize,[start] for patients with chronic respiratory diseases [end],[start] glucose homeostasis [end],25172521
82,This review aims,[start] to provide the current knowledge of the molecular mechanisms with the molecular mechanisms [end],[start] to summarize the available evidence on the cardiovascular effects of the major drugs [end],27376421
83,Type has been exacerbated,[start] in the [UNK] [end],[start] by the worldwide obesity epidemic [end],27231735
84,This article considers,[start] a number of patients with [UNK] [UNK] [UNK] [UNK] [end],[start] some of the pathogenic heterogeneity of type 2 diabetes first [end],19425874
85,Diabetes is characterized,[start] by the disease [end],[start] by increased activity of the sodium - hydrogen exchanger ( NHE ) in the glomerulus [end],29227582
86,Personalized medicine is called,[start] the [UNK] [end],[start] precision medicine [end],28282717
87,Application of hypoglycemic drugs has,[start] a significant effect [end],[start] its own drawbacks [end],30046957
88,The increase in incidence of T2 DM is,[start] to [UNK] [end],[start] attributable to changes in lifestyle [end],22424044
89,"Recent findings : Early detection of type 2 diabetes can be justified because diabetes is an important health problem , has a relatively long asymptomatic phase , interventions are available have have",[start] the [UNK] of [UNK] [end],[start] adequate sensitivity [end],19276801
90,many more cases of diabetes remain,[start] [UNK] [end],[start] untreated [end],14502096
91,carotid plaque were determined,[start] by the public health risk factors for cardiovascular disease [end],[start] by high - resolution B - mode ultrasonography [end],25708055
92,Research to date has demonstrated,[start] great potential to improve t2 dm self management family [end],"[start] that a low - fat , plant - based nutritional approach improves control of weight [end]",20425575
93,accelerated cardiovascular deterioration associated,[start] with the presence of obesity [end],[start] with elevated blood glucose levels [end],12408409
94,nutritional factors affect differently,[start] the risk of gastric cancer [end],[start] risk [end],27159875
95,its complications based,[start] on the most important prognostic factor in gastric cancer [end],[start] on the regulation of intestinal flora [end],31247468
96,These findings may help improve,[start] the need for a new treatment of breast cancer [end],[start] patient engagement [end],27430259
97,"disturbances in gene expression , enhanced absorption of dietary glucose from intestine decreased",[start] [UNK] [end],[start] utilization of glucose by tissues in hepatic handling of glucose with the onus on Gluconeogenesis [end],31336461
98,blood glucose educates,[start] [UNK] [end],[start] patients about the impact of their food selections [end],24072477
99,individuals with type 2 diabetes influencing,[start] a disease [end],"[start] disease development , progression and response to therapy [end]",32198647
100,cancer the s i rs,[start] by the public [end],[start] 1.01 [end],25604005
101,the model achieved,[start] a number of immune abnormalities in the disease [end],[start] an AUC of 0.71 [end],32879331
102,papers using,[start] [UNK] [end],[start] the Consolidated Health Economic Evaluation Reporting Standards [end],31490989
103,Sodium - glucose co-transporter ( SGLT2 ) inhibitors improve,[start] weight loss [end],[start] glycaemic control [end],29196150
104,Both products are,[start] [UNK] [end],[start] now available to physicians in Europe [end],11129120
105,The aim of this review will be,[start] to provide the current knowledge of the possible treatment of lung cancer [end],[start] to outline the rationale for therapeutic targeting of the circadian system in the treatment of Type 2 diabetes mellitus [end],29412061
106,ANP ( Analytical Network Process ) ) methods to evaluate,[start] the risk of gastric cancer [end],[start] the impact of social support on T2 DM self - management from both subjective perspectives [end],31640691
107,the risk of ASCVD is elevated,[start] a major risk of gastric cancer [end],[start] for patients with T2DM already [end],27417914
108,Population association studies with candidate genes can detect,[start] [UNK] [end],[start] mutations that have a minor role in the majority proportion of diabetic subjects [end],7813802
109,This review presents,[start] the current [UNK] [UNK] [end],[start] information about treatment of childhood DM2 [end],15751600
110,The mechanisms might include,[start] lung cancer risk of gastric cancer [end],[start] the egress of products from intestinal bacteria [end],12643175
111,NC to receive,[start] the [UNK] [end],[start] their genomic risk for T2DM [end],24292896
112,Nutrigenomics promises,[start] to be [UNK] [end],[start] an improvement in delaying [end],17559889
113,The higher rate of trust in results suggests,[start] the [UNK] of [UNK] [end],[start] that online access reports may not result in lack of adoption of recommended preventive recommendations [end],24292896
114,The quality of evidence were assessed,[start] in the past 20 years on account of its clinical application advantages such as [UNK] invasive visual or [UNK] [end],[start] using the Cochrane Risk of Bias tool [end],28728958
115,Participants received,[start] her patients [end],[start] their results [end],24292896
116,the measurement of C - peptide levels may be,[start] the [UNK] [UNK] [UNK] [UNK] [end],[start] helpful [end],11979020
117,This Opinion piece outlines,[start] the risk of gastric cancer [end],[start] some possible changes that can be implemented [end],25266304
118,Various interventions targeting,[start] the patients with type 2 diabetes [end],[start] those two mechanisms [end],21128892
119,Both Type 2 diabetes mellitus share,[start] a disease [end],[start] a nexus with altered thyroid status [end],31336461
120,This article discusses,[start] the current state of the clinical trials of [UNK] drug for patients [end],"[start] type 2 diabetes , including the treatment algorithm [end]",21133214
121,Developments of anti-T2 DM agents will be promoted,[start] in the [UNK] of the [UNK] of [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] with the increasing comprehensions of NPs for their multiple regulating effects on various targets pathways [end],29395440
122,all studies addressed,[start] the association between polypharmacy and all cause of all cause of the [UNK] [end],[start] the association between polypharmacy and all - cause of macrovacular complications [end],31376400
123,quantity have been shown,[start] to prevent the disease [end],[start] to impact glycaemic control [end],33157114
124,us rethink,[start] the [UNK] [end],[start] their role [end],23625197
125,Physiological aspects of FDM are,[start] the same as the [UNK] of the risk of gastric cancer [end],[start] also well studied in the cat [end],16804198
126,The prevalence of diabetes is increased,[start] from [UNK] [end],[start] in people with schizophrenia [end],15056594
127,Conclusions A guided self - awareness based meditation program was,[start] important [end],[start] effective in improving anxiety [end],30024853
128,scientists across the fields of metabolism have had,[start] a high hopes for a [UNK] a new experience [end],[start] high hopes about the potential for TZDs In the past decade [end],23625197
129,Macrovascular and microvascular complications accompany,[start] the most important health problem [end],[start] Type 2 diabetes mellitus [end],25824591
130,Major hurdles in the management of T2 DM comprise,[start] a significant effect [end],[start] of striving for polypharmacy [end],25345504
131,Interventions recommended for reducing the risk for cardiovascular complications in patients with type 2 diabetes mellitus include,[start] the disease [end],[start] lipid control [end],12489382
132,Young Indigenous people living,[start] in the [UNK] [end],[start] in remote areas [end],22762229
133,the fasting blood glucose decreased,[start] [UNK] [end],[start] in Almond groups p < 0.05 [end],30360498
134,Strengthening the surveillance of NCDs is,[start] a key to the patient [end],[start] a national priority along with recognising the urgent need [end],24299125
135,the same features develop,[start] [UNK] [end],[start] in overweight middle - aged humans [end],22893407
136,This study sought,[start] the same time [end],"[start] to compare the effect of almonds , incorporated into a LCD , on cardio - metabolic measures in patients with T2DM [end]",30360498
137,the insulin regimens to mimic,[start] the risk of gastric cancer in the [UNK] [end],[start] the pancreatic beta - cells ' response to a glucose load [end],15479774
138,This brief commentary discusses,[start] the effect of [UNK] on the [UNK] of [UNK] [UNK] [end],[start] current understanding of shared biological pathways focussing on hyperglycaemia [end],30135724
139,a complex disorder involves not,[start] the [UNK] [end],[start] just even the brain [end],27262256
140,that type II diabetes to be,[start] the most important [UNK] [end],[start] polygenic [end],7813802
141,insulin resistance are,[start] important [end],[start] synonymous with impaired glucose metabolism in T2DM [end],31336461
142,Some genes have become accepted,[start] [UNK] [end],[start] as contributors to diabetes risk [end],17331067
143,Genotype frequency data were examined,[start] in the [UNK] of [UNK] [UNK] [UNK] [end],[start] across all studies according to presence of serious DM - related complications [end],24023947
144,"All other parameters , including FIBTEM - MCF were",[start] similar between the two groups [end],[start] similar between the two groups [end],16988549
145,Precision Medicine is,[start] [UNK] [end],[start] an emerging approach that includes decisions In this respect [end],29518575
146,the precise drug to be,[start] important to the [UNK] of the [UNK] of the disease [end],[start] effective for the reduction of the economic impact on a global scale [end],30515958
147,clinicians may see,[start] the [UNK] [end],"[start] a diverse array of presentations , suggesting different proportions of these two pathogenic factors Within this definition [end]",19425874
148,PM manages,[start] an important role in the pathogenesis of [UNK] [end],"[start] """"""""""""""""""""""""""""""a wealth of """""""""""""""""""""""""""""""" omics """""""""""""""""""""""""""""""" data ( genomic ) to increase the number of clinically validated biomarkers in order"""""""""""""""""""""""""""""" [end]",29518575
149,Studies are needed,[start] to treat the disease [end],[start] to examine the consequences of these changes in body composition on physical mortality risk [end],25453300
150,physicians must stress,[start] to the [UNK] of [UNK] [end],[start] the nonpharmacologic approaches of regular exercise [end],10348076
151,This study investigates perceiving,[start] the effect of [UNK] on the [UNK] of [UNK] [UNK] [end],[start] the cause of type 2 diabetes as primarily genetic or environmental influences attitudes towards the controllability of the condition [end],23868079
152,The main purpose of this study was,[start] to treat the disease [end],[start] to investigate the indirect effects of psychosocial factors on self - care behavior in Turkish patients with type 2 diabetes mellitus [end],24084701
153,hemoglobin A1c is not,[start] the same [UNK] [end],"[start] at goal , a sodium - glucose cotransporter - 2 inhibitor or a dipeptidyl peptidase [end]",30409037
154,this information will be,[start] a major component of the [UNK] of the [UNK] of the [UNK] of gastric cancer [end],[start] available in 2010 when the Anglo - Danish - Dutch Study of Intensive Treatment and Complication reports its findings [end],19276801
155,The dose of insulin or sulfonylureas to be lowered,[start] the same [UNK] [end],[start] when used with SGLT2 inhibitors [end],29196150
156,Agents may affect,[start] [UNK] [end],[start] the kidney in diabetes [end],29227582
157,Measures included,[start] [UNK] patients [end],[start] the Revised Illness Perception questionnaire [end],29775677
158,The agents reduce insulin resistance normalizing,[start] [UNK] [end],[start] membrane structure [end],24523032
159,a lifestyle to be,[start] the most important health problem [end],[start] typical of families of children with T2DM [end],12762953
160,an individual was perceived,[start] a major [UNK] the [UNK] of [UNK] [end],[start] as less responsible for the development of type 2 diabetes [end],23868079
161,pharmacological interventions can delay,[start] the risk of gastric cancer [end],[start] its progression [end],15056594
162,targeting cardiovascular risk factors is,[start] the most important health problem [end],[start] an important component in the decision making an individualized challenge [end],27376421
163,the HERS study examined respectively,[start] on the [UNK] of the most important aspects of breast cancer [end],[start] on cardiovascular events [end],16208307
164,Systemic inflammation has been implicated,[start] in the development of gastric cancer [end],[start] in the pathophysiology of atherosclerosis [end],19393492
165,Medications to manage,[start] tumor [UNK] [end],[start] T2DM utilize different pharmacologic approaches [end],23347242
166,their consequences with regard to diabetic complications remain,[start] more likely to be diagnosed with chinese [end],[start] to be determined [end],16988549
167,the current Canadian Diabetes Association Clinical Practice Guidelines to provide,[start] a significant effect [end],[start] a basis for funding policies [end],20958092
168,Physical therapists must advocate,[start] the patients with chronic respiratory disease [end],[start] for regular physical activity as a key component of the treatment of chronic diseases in all patient interactions [end],31775555
169,Some genes that have become accepted as contributors to diabetes risk include,[start] the [UNK] [end],[start] calpain 10 inwardly rectifying potassium channel subunit Kir6 .2 and hepatic transcription factor 1 [end],17331067
170,This review aims,[start] to provide the current knowledge of the molecular mechanisms with the molecular mechanisms [end],[start] to summarize the available evidence on the safety of the major drugs [end],27376421
171,a common chronic disease resulting,[start] from a [UNK] [end],[start] from a complex inheritance - environment interaction along with other risk factors such as obesity [end],25249787
172,Readers are,[start] likely to discover plausible products of therapy [end],[start] interested in these primary resources for more detail [end],25732301
173,Future research must investigate,[start] the treatment of type 2 diabetes [end],[start] the impact of Cycle of Care on patient care in general practice [end],29417379
174,Insulin resistance increases,[start] the risk of lung cancer [end],[start] a person 's risk for developing type 2 diabetes [end],11800065
175,The medical community faces,[start] the most [UNK] [end],[start] an emerging epidemic of type 2 diabetes mellitus [end],15751600
176,advanced glycation end - products result,[start] for [UNK] [UNK] [UNK] [end],[start] in thrombosis [end],30409037
177,Osteoporosis are,[start] the same [end],[start] now prevalent in aging [end],21778617
178,Goldschmidt summarize,[start] the treatment of type in this article [end],[start] the diagnosis In this article [end],16329529
179,Comorbidities such as hypertension are,[start] [UNK] [end],[start] prevalent in this group [end],20966485
180,currently known associations explain,[start] in the [UNK] of the [UNK] of the [UNK] of the [UNK] of gastric cancer [end],[start] only a small amount of the genetic variance [end],19564886
181,Genomics data together with the potential of other clinical evidence - based data will lead,[start] to the current multidisciplinary approach to gastric adenocarcinoma [end],[start] to diabetes care improvement in the context of personalized medicine in the near future [end],28282717
182,Health professionals have,[start] a significant effect [end],"[start] a key role in enabling and optimising person - centred approaches , educating and augmenting the essential skills every person [end]",27231735
183,Online patient education has,[start] beneficial effects on reducing health insurance [end],[start] wide ranging benefits for people with Type 2 DM or CVD [end],30131299
184,"Multiple risk factors of diabetes , delayed diagnosis make",[start] to the disease [end],[start] it necessary to develop appropriate prevention measures for the control of type 2 diabetes [end],25249787
185,sleep broadly fell,[start] into five categories [end],"[start] into five categories ; sleep assessment , sleep as co-morbidities of shift work [end]",33157114
186,individual review article known,[start] to the current multidisciplinary approach for management [end],[start] to the authors [end],28914196
187,non-insulin-dependent ) diabetes mellitus is,[start] a major risk factor [end],[start] the major form of the disease in all societies [end],2406178
188,other glucose lowering,[start] the patients with a high risk of lung cancer [end],[start] medications [end],29196150
189,the results derived from ambulatory evaluations of treatment programmes can not be automatically tansferred,[start] to treat gastric cancer [end],[start] to patients [end],14555298
190,adults aged,[start] hundreds of years [end],[start] 20 years [end],15671192
191,Insulin resistance is,[start] a [UNK] [end],[start] a major contributor to progression to complications of diabetes [end],10348076
192,Those 17 studies involved,[start] in the study [end],[start] 46732 type 2 diabetes [end],27518283
193,This new information to be translated,[start] [UNK] [end],[start] in the real world into well defined strategies for treating high risk population [end],16208307
194,This review examines,[start] the clinical trials [end],[start] the evidence that elevated plasma NEFA can inhibit glucose - stimulated insulin secretion by pancreatic impair glucose - glucose disposal by peripheral tissues [end],9609356
195,Clinical application describes,[start] the patients with high levels of [UNK] il 8 [end],[start] the health impact of diabetes - related complications [end],31775555
196,Recent studies have shown,[start] that the patients with high levels of [UNK] il 8 could potentially have high mortality [end],"[start] that in addition to obesity , genetics , and islet dysfunction , the disturbance of intestinal flora may partly give rise to diabetes [end]",31247468
197,This brief commentary discusses current understanding of shared biological pathways focussing,[start] the risk of gastric cancer [end],[start] on hyperglycaemia [end],30135724
198,Metformin is,[start] important [end],[start] the first choice of medication in T2DM patients [end],28093996
199,physical exercise ( or lack of it plays,[start] a better understanding of the world [end],[start] a pivotal role in both the pathogenesis and therapy of type 2 diabetes mellitus [end],24523032
200,timing have been shown,[start] in the [UNK] [end],[start] to impact glycaemic control [end],33157114
201,Cochrane Database were searched,[start] on the [UNK] of the [UNK] of [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] between January 2005 and May 2018 [end],30131299
202,the known complications of diabetes are,[start] the most important health problem [end],[start] extraordinarily like those [end],22893407
203,Both biological factors are,[start] important [end],[start] responsible for gender differences in diabetes risk [end],27159875
204,Diabetes is associated,[start] with the disease [end],"[start] with complications , including stroke [end]",29417379
205,women have,[start] a new method of early treatment of gastric cancer [end],"[start] greater increases of cardiovascular risk , myocardial infarction , and stroke mortality than men compared with nondiabetic subjects [end]",27159875
206,The global prevalence of diabetes has risen,[start] [UNK] [end],[start] in adults from 4.7 % in 1980 to 8.5 % in 2014 [end],30409037
207,High levels reduced,[start] locally advanced disease [end],[start] SCBs [end],18413226
208,Interventions recommended for reducing the risk for cardiovascular complications in patients with type 2 diabetes mellitus include,[start] the disease [end],[start] aspirin therapy [end],12489382
209,China are leading,[start] to the major health issue in most [UNK] recently [end],[start] this surge in diabetes [end],16573308
210,Diabetes to be,[start] the most important [UNK] [end],"[start] responsible for 278,778 years of potential life [end]",24299125
211,This paper discusses,[start] the current [UNK] of cardiovascular disease [end],[start] the benefits of exercise therapy on glycemic control [end],19479186
212,other variables influencing,[start] both person [end],[start] health processes [end],17559889
213,Drs Laurencin summarize,[start] the treatment of type in this article [end],[start] the diagnosis In this article [end],16329529
214,"Additionally certain individual food groups of the diet , such as dietary fiber may protect",[start] against the development of diabetes possibly through the amelioration of their antiinflammatory actions [end],"[start] against the development of diabetes , possibly through the amelioration of their anti-inflammatory actions [end]",19531025
215,a complex disorder involves not,[start] the [UNK] [end],[start] just the pancreas system [end],27262256
216,Future work is needed,[start] to determine whether patients is important to show several american people [end],[start] to generate best practices [end],29914779
217,Weight reduction are,[start] important [end],[start] the mainstays of treatment for nonalcoholic fatty liver disease [end],15611492
218,Therapeutic options for treating hyperglycemia include,[start] [UNK] [end],[start] sulfonylureas [end],12408409
219,The presence of multiple risk factors in participants was not,[start] in the [UNK] [end],[start] statistically significant [end],17894523
220,the lack of type 2 diabetes awareness appeared,[start] [UNK] [end],[start] to impede primary and secondary prevention among participants [end],24070886
221,Research to date has demonstrated,[start] great potential to improve t2 dm self management family [end],"[start] that a low - fat , plant - based nutritional approach improves control of cardiovascular risk [end]",20425575
222,other environmental factors might promote,[start] the same disease [end],[start] insulin resistance [end],16085165
223,their children are,[start] [UNK] [end],[start] at greater risk for progressing to type 2 diabetes mellitus [end],11800065
224,"associated neurological disorders ( NDs ) , such as Alzheimer disease have raised",[start] the disease [end],[start] concerns about financial burden [end],25345504
225,The quality of risk of bias were assessed,[start] at the early stages of the disease [end],[start] using the Cochrane Risk of Bias tool [end],28728958
226,the highest incidence occurring,[start] with a high level of the most important [UNK] [end],[start] among youth from racial and ethnic minority backgrounds [end],18806081
227,Goals include,[start] the [UNK] of the disease [end],[start] maintaining weight reduction and increased physical activity [end],19893798
228,diastolic dysfunction the,[start] several [UNK] mechanisms [end],[start] 47.8 % [end],30353895
229,treatment of T2 DM is,[start] a major role in the development of lung cancer [end],[start] an complex challenge in which targeting cardiovascular risk factors is an important component in the decision making [end],27376421
230,the measurement of autoantibodies may be,[start] the most important [UNK] [UNK] [UNK] [end],[start] helpful [end],11979020
231,2 diabetes loci are considered across,[start] [UNK] [UNK] [end],[start] multiple populations [end],17331067
232,Many genetic risk factors such as sleep contribute,[start] to the disease [end],[start] to the increased prevalence of diabetes in the ethnic group [end],28914196
233,Recent work suggests,[start] that [UNK] is associated with [UNK] [UNK] [end],[start] that the adverse effect of several T2D loci may be abolished or at least attenuated by higher physical activity levels or healthy lifestyle [end],22540253
234,The main purpose of this study was,[start] to treat the disease [end],[start] to investigate the direct effects of psychosocial factors on self - care behavior in Turkish patients with type 2 diabetes mellitus [end],24084701
235,Youth - onset type 2 diabetes is,[start] a common cause of cancer [end],[start] a serious public health problem for Indigenous people throughout the world [end],19962030
236,The estimated annual direct cost of diabetes was,[start] more [UNK] than those of the [UNK] of the [UNK] [UNK] [end],[start] USD $ 3.952 billion in 2000 [end],24299125
237,As 80 % to 90 % of people with type 2 diabetes are,[start] [UNK] [end],[start] overweight or obese [end],24070804
238,ROTEM using,[start] [UNK] [end],[start] different activators for the intrinsic systems of coagulation cascade [end],16988549
239,an abnormal accumulation of saturated fatty acids in cell membranes inhibits,[start] the treatment of type 2 diabetes [end],[start] the entrance of Mg2 [end],18418443
240,Barriers to addressing T2 DM in young Indigenous people relate,[start] to treat dogs with a [UNK] [end],[start] to cultural factors [end],22762229
241,A statistically significant association was found,[start] a place of the wider strength of the telecommunications industry [end],[start] between polypharmacy and all - cause mortality [end],31376400
242,SGLT2 inhibitors have,[start] the potential for improving health outcomes of to provide the health outcomes of cardiovascular disease [end],[start] the potential to transform the clinical care of persons with T2 DM by also reducing blood pressure [end],29196150
243,a person with diabetes to make,[start] a significant effect [end],[start] a multitude of daily self - management decisions [end],30641740
