,Subj_Pred,Obj,Obj_true,PMID
69,Laparoscopy has been developing rapidly,[start] in the past few years [end],[start] in the past 20 years on account of its clinical application advantages such as minimally magnified visual field making it one of the standard treatment options for early gastric cancer [end],30703786
70,a sufficiently long - term follow - up may clarify,[start] the greatest promise for the study of lung cancer [end],[start] the effect of eradication therapy on inhibition of the development ( not discovery ) of gastric cancer [end],19333542
71,the complete response to any therapy is,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] really very rare so that conversion therapy is a great clinical challenging problem for gastric cancer patients [end],30370504
72,tumor heterogeneity which is an inherent feature of gastric cancer challenges,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the development of molecularly targeted and personalized treatment strategies [end],27092990
73,"Tumours located in the lower third of the stomach , had",[start] the most studied tree nut [end],[start] the best prognosis [end],3768650
74,depending on uhether R0 resection is,[start] a major goal of improving understanding for the natural history of the primary care systems of the most common malignancy,[start] available by preoperative evaluation [end],30370504
75,Gastric cancer is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] an aggressive disease with a large global burden of disease [end],27514667
76,Several observational studies have reported,[start] a significant association between hpylori and crds [end],[start] the effectiveness of endoscopic screening in reducing mortality from gastric cancer [end],25320514
77,Continuing advances in high - throughput technologies are revealing,[start] a major goal of improving understanding for practice [end],[start] an intricate network of epigenetic changes [end],28176656
78,Novel molecular biology techniques have generated,[start] a clearer understanding of the association studies [end],[start] a wealth of data on down - activation [end],16154715
79,Gastric cancer is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] endemic in Japan [end],31455923
80,this group comprised,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] 14 per cent of all patients with gastric cancer [end],3768650
81,Mexican patients diagnosed,[start] with the goal of improving understanding for the natural history of colorectal cancer [end],[start] with gastric cancer and / or diseases [end],24782602
82,Category 4 includes,[start] a chiropodist [end],[start] noncurable metastasis with other organ metastasis [end],26643880
83,The incidence have undergone,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] important changes in the last decades [end],15890270
84,A population - based screen - strategy for H. pylori infection can be recommended,[start] for the study [end],[start] in high incidence regions at present [end],19712167
85,environmental factors play,[start] a multisector strategy that cuts mortality through quality health care services [end],[start] a major role in gastric carcinogenesis [end],16015679
86,attempts at preventing recurrence have employed,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] adjuvant chemotherapy Until recently [end],15297947
87,the 5 year survival rate of early gastric cancer can reach,[start] by european groups [end],[start] 95 % [end],28671042
88,Neoadjuvant chemotherapy is,[start] a major goal of improving understanding for the treatment of the disease [end],[start] a rising option in locally advanced gastric cancer [end],15864714
89,processed meat compounds may be positively associated,[start] with a high intake of fruit [end],[start] with the risk of gastric cancer [end],17577615
90,ROBO2 gene methylation is associated,[start] with a high intake of fruit [end],[start] with sporadic gastric cancer [end],27461616
91,genetic changes associated,[start] with the goal of diabetes [end],[start] with the risk of gastric cancer [end],16836062
92,metabolomics holds,[start] on the chain of potential [end],[start] some promise for cancer surveillance [end],25278684
93,use of aspirin to reduce,[start] the greatest potential for the prevention of gastric cancer [end],[start] the risk of gastric cancer [end],20870917
94,addressing these other factors may contribute,[start] to the development of the predominant factor was found to be infection of the best cardiovascular disease [end],[start] to health [end],25630323
95,actions are,[start] a major goal of improving understanding for practice [end],[start] relevant in the current national context [end],24782602
96,RASSF2A gene methylations were,[start] from a systematic reviews on the respective roles of inhaled antibiotics for the resected specimen [end],[start] significantly higher in gastric cancer tissues ( 30 % ) than in peri-cancerous tissues ( 0 % [end],27461616
97,The comprehensive treatment of surgery combined,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] with chemotherapy [end],30703786
98,early diagnosis is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] essential to achieving long term survival [end],25278684
99,the evidence regarding,[start] the association between polypharmacy and all cause of cancer related deaths in the united states [end],[start] the relationship between DM and subsequent gastric cancer incidence or gastric cancer mortality risk on the basis of cohort studies [end],28415651
100,Considerable research efforts towards the epidemiology of gastric cancer have not been translated,[start] for analyzing the etiology of t1dm [end],[start] into treatment success [end],11512601
101,surgery have resulted,[start] in the clinic [end],[start] in the contemporary treatment of GC [end],26873521
102,microRNA has,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] broad prospective application in diagnosis of gastric carcinoma [end],23599620
103,several retrospective studies have demonstrated,[start] that the aberrant expression of lung cancer stem cells exert some time in the light on the clinical practice [end],[start] no significant differences in recurrence rate between laparoscopic surgery for gastric cancer and conventional gastrectomy [end],26917602
104,literature addresses that gastric cancers in the East are diagnosed,[start] in the clinic [end],[start] at younger ages [end],30512250
105,post-interventional quality of life is,[start] a major goal of improving understanding for the most prevalent [end],[start] clearly favorable compared to open surgical resection in well - selected patients [end],19712167
106,clinical research will allow,[start] a clearer understanding of the association studies [end],[start] us to allow the patients to truly benefit by paying attention to the individual [end],28671042
107,Accurate staging for gastric cancer is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] possible [end],16166979
108,about fifty percent of treated patients had,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] an early tumor stage [end],24914327
109,neoadjuvant therapy has been developed,[start] to a significant impact on health outcomes [end],[start] as a part of multimodality treatment for patients with LAGC To date [end],33256300
110,Screening for this group of patients improves,[start] the greatest promise for the study of lung cancer [end],[start] detection rate of early gastric cancer [end],16825897
111,142 patients with early gastric cancer were operated on,[start] by european groups [end],[start] in our service From 1975 to 1985 [end],3768650
112,case - control strongly suggests,[start] that the risk of type 2 diabetes mellitus [end],[start] that the risk may be increased with a high intake of salt per se [end],17577615
113,the relevant treatment models of advanced gastric cancer need,[start] to a decrease in the number of clinical practice of clinical trials currently [end],[start] to be validated still [end],31080234
114,gastric cancer related,[start] to a decrease in the number of clinical practice of clinical trials currently [end],[start] to miRNA expression [end],25060632
115,some of which involved,[start] in the clinic [end],[start] with canonical signaling pathways [end],25060632
116,Oncologists have not had,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] a major interest in the radiotherapy treatment of gastric cancer due to a number of factors in the present [end],21129674
117,Recent advances in molecular biology have better defined,[start] to be improved including meeting records presently [end],[start] gastric cancer subtypes [end],29641950
118,The treatment of advanced gastric cancer is focused,[start] on the chain of potential [end],[start] on the therapy [end],30703786
119,This review serves,[start] the association between polypharmacy and all cause of all cause of cancer related deaths [end],[start] to identify national research groups [end],24782602
120,microRNA is involved,[start] in the clinic [end],[start] in almost every step of gastric carcinogenesis [end],23599620
121,cohort studies strongly suggests,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] that the risk may be increased with a high intake of various traditional salt - preserved foods [end],17577615
122,conversion therapy is,[start] a major goal of improving understanding for the natural history of the primary care systems of the most common malignancy,[start] a great clinical challenging problem for gastric cancer patients [end],30370504
123,Lymph node metastasis from early gastric cancer is,[start] a major goal of improving understanding for practice [end],[start] relatively infrequent [end],20820982
124,the research progress in the perioperative period of gastric cancer in recent years are reviewed,[start] a clearer understanding of the natural history of the disease [end],[start] in order In this article [end],30799543
125,An understanding of the molecular variability is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] important for effective treatment [end],29641950
126,This chapter reviews interventions can lead,[start] to the fact that they cough inefficiently rather than the difference of the development of the development of the primary,[start] to a decline in gastric cancer incidence in low incidence countries [end],27184043
127,Future advances in the therapy of resectable gastric cancer may come,[start] by the presence of the natural history of the disease [end],[start] from studies of the application of targeted therapies such as growth receptor antagonists [end],15297947
128,Gastric cancer is worldwide,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a leading cause of cancer death [end],11512601
129,Infection is not,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a sufficient cause for its development [end],17577615
130,The surgical treatment of gastric cancer to be,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] minimally invasive [end],30703786
131,Risk stratification may increase,[start] the most common cancer in the world [end],[start] the cost - effectiveness of screening in populations at moderate risk [end],20870917
132,Helicobacter pylori plays,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] a major role in gastric carcinogenesis [end],27184043
133,method were reviewed,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] extensively [end],25320514
134,survivors of patients with pernicious anemia are,[start] a major goal of improving understanding for practice [end],[start] at increased risk of GC [end],27531538
135,Curation can be achieved,[start] for the study [end],[start] by a radical resection including an adequate lymphadenectomy [end],19147324
136,The mechanisms of COX - 2 in the development of gastric cancer are,[start] a major goal of improving understanding for the association with diabetes over the resected specimen [end],[start] probably through promoting the proliferation of gastric cancer [end],24259966
137,Methylation pattern of specific genes to be,[start] a major goal of improving understanding for the most prevalent [end],[start] a valid biomarker for early detection of gastric cancer [end],27609016
138,The incidence have fallen dramatically,[start] by the presence of the same time [end],[start] in elsewhere over the past several decades [end],16489633
139,This review summarizes,[start] the association between polypharmacy and all cause of all cause of cancer related deaths in the world [end],[start] the recent hotspots of ncRNAs involved in GC pathobiology [end],27547004
140,Radiochemotherapy Gatrointestinal intergroup study have demonstrated,[start] that the favorable effects of normal sleep on the heart rate [end],[start] a convincing overall survival benefit [end],21129674
141,Conclusion may provide,[start] a clearer understanding of the association studies [end],[start] clinically useful information on diagnostic aspects [end],11821789
142,Epigastric pain was,[start] a major goal of improving understanding for the association with chronic respiratory diseases [end],[start] the most frequent symptom [end],3768650
143,gene expression occurring,[start] to be improved including meeting records presently [end],[start] during gastric carcinogenesis [end],16154715
144,This paper reviews,[start] the association between polypharmacy and all cause of all cause of cancer related deaths in the world [end],[start] the evidence [end],8045028
145,the molecular mechanisms might be involved,[start] in the clinic [end],[start] in the carcinogenesis [end],24259966
146,"biological features of gastric cancer , including the identification of predictive biomarkers will provide",[start] a major goal of improving understanding for the association studies [end],[start] improved clinical outcomes [end],27514667
147,The purpose of this review is,[start] to assess the relationship between diet and apoptosis [end],[start] to examine the epidemiology factors of gastric cancer [end],16489633
148,lncRNAs may play,[start] a major role in the development of cardiovascular disease [end],[start] an active role in metastasis [end],26289363
149,Gastric carcinoma remains worldwide,[start] the most common cancer in the world [end],[start] with a dismal prognosis [end],16015679
150,The country with the greatest number of publications were,[start] the most studied tree nut [end],[start] the USA ( n = 29 [end],26873521
151,Thorough understanding of the changes in gene expression may help to improve,[start] to be improved including meeting records presently [end],[start] the treatment of this disease [end],16154715
152,"Some sensitive circRNAs , such as hsa_circ_0000520 may have",[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] potential diagnostic potential in early - stage gastric cancer [end],31922886
153,one million new gastric cancer cases are diagnosed,[start] a major goal of improving understanding for the management of gastric cancer [end],[start] worldwide Each year [end],31279156
154,"most of these eleven cytokines , including integrin alpha 5 to be elevated",[start] for the treatment of type 2 diabetes mellitus [end],[start] in gastric cancer serum samples for the first time in this study [end],30873760
155,Surgery is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the only chance of cure [end],31236716
156,better understanding of the functions of immune system will enhance,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] immunotherapy treatment in the future [end],30388190
157,the molecular data obtained,[start] from a systematic reviews on the respective roles of inhaled antibiotics for the resected specimen [end],[start] into subgroups with clinical relevance [end],28618420
158,surgical treatment remains,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the first - line approach to treatment to provide a cure [end],31080234
159,Gastric cancers are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] highly prevalent in both the East although they differ in prognostic outcome [end],31178345
160,"Calculations done in high - risk populations , such as Japanese - Americans confirm",[start] the most studied tree nut [end],[start] the savings in the safety of the test - treat strategy [end],12590229
161,The five year survival rate excluding,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] the operative mortality [end],3768650
162,Gastric cancer is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] endemic in Korea [end],31455923
163,Gastric Helicobacter pylori infection causes,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] almost 90 % of non-cardia cancers [end],25439075
164,fluorouracil is,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] the standard single agent used for gastric cancer currently [end],10074655
165,The purpose of this review is,[start] to assess the relationship between diet and apoptosis [end],[start] to give an updated report on the current management differences in the treatment of gastric cancer between Eastern and Western countries [end],28181265
166,"Early gastric cancer , whereby disease is limited to mucosa confers",[start] a major goal of improving understanding for the natural history of the most promising positive antibodies [end],[start] a survival rate of greater than 90 % in 5 years in many centres [end],16825897
167,strategy has been directed,[start] for the treatment of type 2 diabetes mellitus [end],[start] to screen symptomatic individuals [end],16825897
168,The increasing understanding of molecular pathways is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the basis for innovative therapies [end],28213714
169,the proportion of depressed type were,[start] in the clinic [end],[start] higher in gastric cancer after H. pylori eradication [end],30158402
170,Studies examining,[start] a clearer understanding of the association studies [end],[start] the relationship between diabetes mellitus ( DM ) and the risk of gastric cancer incidence or gastric cancer mortality [end],28415651
171,LN metastases are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the most important prognostic factor in patients [end],25320505
172,The need to have protocols led,[start] to be improved including meeting records presently [end],[start] a group of geneticists to convene a workshop [end],10593993
173,both primary prevention of gastric cancer is,[start] a major goal of improving understanding for the natural history of the most promising positive antibodies [end],[start] possible [end],12590229
174,Eastern Asia has,[start] a clearer understanding of the natural history of the etiology of colorectal cancer [end],[start] the highest incidence of gastric cancer in the world [end],23599620
175,the phases of development for cancer screening were analyzed,[start] from a systematic reviews using the respective roles in the difference of microrna 34a expression in the interpretation of gastric,[start] on the basis of the biomarker development road map [end],25320514
176,The comprehensive treatment of surgery combined with radiotherapy is,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] a standard treatment of local advanced gastric cancer [end],30703786
177,The development of advancing radiotherapy technologies now allows,[start] a significant association between hpylori and crds [end],[start] improved target coverage [end],24996375
178,Gastric cancer developed,[start] the most common cancer in the world [end],[start] after eradication revealed a mainly intestinal type histology [end],19333542
179,genetic predisposing factors contribute,[start] to the development of the predominant factor was found to be infection of helicobacter pylori advances in the deranged signalling,[start] to the development of gastric cancer was found to be infection of Helicobacter pylori Advances in understanding the deranged signalling pathways [end],27609016
180,the protective effects have been,[start] for the study [end],[start] for the most part [end],17577615
181,surgeons are experienced,[start] by european groups [end],[start] in both advanced laparoscopic surgery [end],31455923
182,The criteria to apply conservative treatments are being expanded,[start] a major goal of improving understanding for practice [end],[start] along with the technological improvement [end],17249273
183,first - degree relatives might be infected,[start] a major goal for improving understanding for the treatment of the treatment of colorectal cancer [end],[start] by a bacterium with an identical genetic fingerprint [end],12590229
184,Most patients with gastric cancer are diagnosed,[start] a major goal of improving understanding for the management of gastric cancer [end],[start] in advanced stages when a curative resection is impossible [end],16825900
185,Gastric cancer remains,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a major clinical challenge worldwide owing to poor prognosis [end],26289363
186,The differences in these conclusions lie,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] in the diagnostic ability of endoscopic examination since the clinical stage was quite different between these studies [end],19333542
187,Many Asian countries are playing,[start] a clearer understanding of the natural history of the etiology of colorectal cancer [end],[start] important roles in development of better treatments for this malignancy [end],20870917
188,A systematic search of articles in PubMed was conducted,[start] for analyzing the etiology of t1dm [end],[start] to identify relevant literature [end],28415651
189,FDG could have therefore,[start] a major goal of improving understanding for the natural history of the most promising positive antibodies [end],[start] a role in the preoperative staging [end],19147324
190,The mechanisms of COX - 2 in the development of gastric cancer are,[start] a major goal of improving understanding for the association with diabetes over the resected specimen [end],[start] probably through promoting the proliferation of gastric cancer cells [end],24259966
191,gastric cancer is not,[start] a major goal of improving understanding for the treatment of gastric cancer [end],[start] merely a single a distinction that will aid our understanding of its significance [end],23129495
192,A new biological category for stage IV gastric cancer has been tested out,[start] for the study [end],[start] in some trials [end],30370504
193,prospective studies have confirmed,[start] a significant association between hpylori and crds [end],[start] the feasibility of laparoscopic surgery for early gastric cancer [end],31080234
194,"The eligible literatures with publication deadline of May 3 , 2019 were collected",[start] important for proper management of the treatment of type 2 diabetes [end],[start] from EMBASE databases [end],31453724
195,evidence to suggest,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] that a genetic profile favoring the proinflammatory response increases the risk of gastric carcinoma [end],16015679
196,The search was updated,[start] a major goal of improving understanding for the association with chronic respiratory diseases [end],[start] until February 28 [end],31348029
197,Public policies for health research should support,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] projects [end],24782602
198,diagnostic studies have undergone,[start] a major goal of improving understanding for the natural history of the primary care systems of the most common malignancy,[start] important changes in the prognosis for gastric cancer patients [end],15890270
199,Laparoscopy making,[start] the most promising biomarker panels allowing breast conserving surgery for adult population [end],[start] it one of the standard treatment options for early gastric cancer [end],30703786
200,anatomic classification has been,[start] to be improved including meeting records presently [end],[start] ineffective in guiding therapy with only marginal improvement in outcome over time [end],29641950
201,Consumption of green tea is associated,[start] a major goal of improving understanding for the role of gastric cancer [end],"[start] with a decreased risk of gastric cancer although the protective effects have been , for the most part [end]",17577615
202,Pathologists established,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] pathological parameters ( grading into one comprehensive morphomolecular report [end],28213714
203,merely a single a distinction will aid,[start] to be improved including meeting records presently [end],[start] our understanding of disease heterogeneity [end],23129495
204,medical management of gastric cancer does not distinguish,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] among the various disease subtypes [end],20410336
205,survivors of Hodgkin 's lymphoma are,[start] a major goal of improving understanding for practice [end],[start] at increased risk of GC [end],27531538
206,the perioperative therapy of LAGC was divided,[start] by the presence of the airways [end],[start] into three major patterns in the world [end],30799543
207,This review aims,[start] to assess the relationship between diet and apoptosis [end],[start] to define the role [end],25320505
208,Gastric adenocarcinoma is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the fifth most common [end],31236716
209,Accumulating studies have demonstrated,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] that lncRNAs may play an active role in prognosis [end],26289363
210,therapeutic options have undergone,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] important changes in the prognosis for gastric cancer patients [end],15890270
211,the patients with unresectable gastric cancer exhibiting,[start] a major goal of improving understanding for practice [end],[start] one non-curative factor initially [end],30370504
212,the high - risk group of first - degree relatives of patients with gastric cancer can be separated out,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] for testing [end],12590229
213,American patients with gastric cancer had,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] an advanced tumor stage [end],24914327
214,our results showed,[start] that the aberrant expression of lung cancer stem cells [end],[start] no statistical significance of the two aforementioned tests [end],31453724
215,Finding new diagnostic procedures is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] of paramount importance to improve patient prognosis [end],16825900
216,The treatment of gastric cancer patients is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] mainly chemoradiotherapy while patients are prone to drug resistance [end],31276633
