,Subj_Pred,Obj,Obj_true,PMID
65,This experimental study was conducted,[start] for analyzing the etiology of t1dm [end],[start] on 86 diabetic patients [end],30641740
66,This review focuses,[start] on the chain of potential [end],[start] on means by which primary care nurse practitioners ( NPs ) might evaluate the utility of pharmacologic agents [end],23347242
67,quality of life in T2 DM patients could be,[start] to be improved including meeting records presently [end],[start] helpful [end],30024853
68,disturbances in gene regulation enhanced,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] absorption of dietary glucose from intestine [end],31336461
69,The disease is,[start] a major goal of improving understanding for the natural history of the most common independent easily modifiable risk factor for,[start] the leading cause of blindness [end],22424044
70,The objective of this narrative review is,[start] to assess the relationship between diet and apoptosis [end],"[start] to explore the modifiable risk factors of T2 DM in South Asian population , including their beliefs [end]",28914196
71,developed models should be tested,[start] for the treatment of a localized prostate cancer foundation [end],[start] in independent populations [end],23623209
72,The incidence reduced,[start] with a high intake of fruit [end],[start] quality of life [end],23551885
73,Glucose - lowering therapies must be,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] individualized [end],30409037
74,All participants reported,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] experiencing disbelief [end],24070886
75,Among those were,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] other health - care professional programs [end],27430259
76,the SGLT2 inhibitors canagliflozin reduced,[start] respiratory clinicians involved in care setting [end],[start] the risk of composite cardiovascular events in high - risk individuals with T2DM in the EMPA - REG OUTCOME trial and the CANVAS Program respectively [end],29196150
77,only a few loci associated,[start] with a high intake of fruit [end],[start] with insulin resistance [end],19564886
78,the evidence elevated,[start] a clearer understanding of the natural history of the etiology [end],[start] plasma NEFA can inhibit glucose - stimulated insulin secretion by pancreatic beta - cells [end],9609356
79,thiazolidinediones improve,[start] the development of the surgical anatomy [end],[start] cardiovascular risk factors such as dyslipidaemia [end],11129120
80,VADT have observed,[start] important for proper management of the treatment of type 2 diabetes [end],[start] increased morbidity from intensive control in those with long duration of diabetes disease [end],25772641
81,strengthening of circadian clock functioning could stabilize,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] glucose homeostasis [end],25172521
82,This review aims,[start] to assess the relationship between diet and apoptosis [end],[start] to summarize the available evidence on the cardiovascular effects of the major drugs [end],27376421
83,Type has been exacerbated,[start] for the treatment of type 2 diabetes mellitus [end],[start] by the worldwide obesity epidemic [end],27231735
84,This article considers,[start] a multisector strategy that cuts mortality through quality health care services [end],[start] some of the pathogenic heterogeneity of type 2 diabetes first [end],19425874
85,Diabetes is characterized,[start] by the presence of the entire community through the national health commission revised it in the delivery of quality of,[start] by increased activity of the sodium - hydrogen exchanger ( NHE ) in the glomerulus [end],29227582
86,Personalized medicine is called,[start] the most promising positive family history of gastric cancer [end],[start] precision medicine [end],28282717
87,Application of hypoglycemic drugs has,[start] a major goal of improving understanding for the association studies [end],[start] its own drawbacks [end],30046957
88,The increase in incidence of T2 DM is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] attributable to changes in lifestyle [end],22424044
89,"Recent findings : Early detection of type 2 diabetes can be justified because diabetes is an important health problem , has a relatively long asymptomatic phase , interventions are available have have",[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] adequate sensitivity [end],19276801
90,many more cases of diabetes remain,[start] a major goal of improving understanding for practice [end],[start] untreated [end],14502096
91,carotid plaque were determined,[start] by european groups [end],[start] by high - resolution B - mode ultrasonography [end],25708055
92,Research to date has demonstrated,[start] a significant association between hpylori and crds [end],"[start] that a low - fat , plant - based nutritional approach improves control of weight [end]",20425575
93,accelerated cardiovascular deterioration associated,[start] with a high intake of fruit [end],[start] with elevated blood glucose levels [end],12408409
94,nutritional factors affect differently,[start] to the development of diabetes possibly through the amelioration of their antiinflammatory actions [end],[start] risk [end],27159875
95,its complications based,[start] on the chain of potential [end],[start] on the regulation of intestinal flora [end],31247468
96,These findings may help improve,[start] the potential benefits mechanisms of inhaled antibiotics for the management of colorectal cancer [end],[start] patient engagement [end],27430259
97,"disturbances in gene expression , enhanced absorption of dietary glucose from intestine decreased",[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] utilization of glucose by tissues in hepatic handling of glucose with the onus on Gluconeogenesis [end],31336461
98,blood glucose educates,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] patients about the impact of their food selections [end],24072477
99,individuals with type 2 diabetes influencing,[start] a major goal of improving understanding for the management of gastric cancer [end],"[start] disease development , progression and response to therapy [end]",32198647
100,cancer the s i rs,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] 1.01 [end],25604005
101,the model achieved,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] an AUC of 0.71 [end],32879331
102,papers using,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] the Consolidated Health Economic Evaluation Reporting Standards [end],31490989
103,Sodium - glucose co-transporter ( SGLT2 ) inhibitors improve,[start] the development of diabetes [end],[start] glycaemic control [end],29196150
104,Both products are,[start] a significant difference in the development of cardiovascular disease [end],[start] now available to physicians in Europe [end],11129120
105,The aim of this review will be,[start] to assess the relationship between diet and apoptosis [end],[start] to outline the rationale for therapeutic targeting of the circadian system in the treatment of Type 2 diabetes mellitus [end],29412061
106,ANP ( Analytical Network Process ) ) methods to evaluate,[start] the inclusion criteria [end],[start] the impact of social support on T2 DM self - management from both subjective perspectives [end],31640691
107,the risk of ASCVD is elevated,[start] us to allow the patients with chronic respiratory diseases [end],[start] for patients with T2DM already [end],27417914
108,Population association studies with candidate genes can detect,[start] to be improved including meeting records presently [end],[start] mutations that have a minor role in the majority proportion of diabetic subjects [end],7813802
109,This review presents,[start] important for proper management of the treatment of type 2 diabetes mellitus [end],[start] information about treatment of childhood DM2 [end],15751600
110,The mechanisms might include,[start] respiratory clinicians involved in care setting [end],[start] the egress of products from intestinal bacteria [end],12643175
111,NC to receive,[start] the greatest potential for the prevention of gastric cancer [end],[start] their genomic risk for T2DM [end],24292896
112,Nutrigenomics promises,[start] the inclusion criteria [end],[start] an improvement in delaying [end],17559889
113,The higher rate of trust in results suggests,[start] that the favorable effects of chronic respiratory diseases [end],[start] that online access reports may not result in lack of adoption of recommended preventive recommendations [end],24292896
114,The quality of evidence were assessed,[start] on the chain of potential [end],[start] using the Cochrane Risk of Bias tool [end],28728958
115,Participants received,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] their results [end],24292896
116,the measurement of C - peptide levels may be,[start] a clearer understanding of the natural history of the disease [end],[start] helpful [end],11979020
117,This Opinion piece outlines,[start] the greatest promise for the prevention of gastric cancer [end],[start] some possible changes that can be implemented [end],25266304
118,Various interventions targeting,[start] the most studied tree nut [end],[start] those two mechanisms [end],21128892
119,Both Type 2 diabetes mellitus share,[start] the most studied tree nut [end],[start] a nexus with altered thyroid status [end],31336461
120,This article discusses,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],"[start] type 2 diabetes , including the treatment algorithm [end]",21133214
121,Developments of anti-T2 DM agents will be promoted,[start] a significant association between hpylori and crds [end],[start] with the increasing comprehensions of NPs for their multiple regulating effects on various targets pathways [end],29395440
122,all studies addressed,[start] the association between polypharmacy and all cause of all cause of cancer related deaths [end],[start] the association between polypharmacy and all - cause of macrovacular complications [end],31376400
123,quantity have been shown,[start] to be improved including meeting records presently [end],[start] to impact glycaemic control [end],33157114
124,us rethink,[start] the greatest promise for the prevention of gastric cancer [end],[start] their role [end],23625197
125,Physiological aspects of FDM are,[start] for analyzing the etiology of t1dm [end],[start] also well studied in the cat [end],16804198
126,The prevalence of diabetes is increased,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] in people with schizophrenia [end],15056594
127,Conclusions A guided self - awareness based meditation program was,[start] the greatest promise for the prevention of gastric cancer [end],[start] effective in improving anxiety [end],30024853
128,scientists across the fields of metabolism have had,[start] a clearer understanding of the association between the strengths of eosinophils now [end],[start] high hopes about the potential for TZDs In the past decade [end],23625197
129,Macrovascular and microvascular complications accompany,[start] a major goal of improving understanding for practice [end],[start] Type 2 diabetes mellitus [end],25824591
130,Major hurdles in the management of T2 DM comprise,[start] a significant association between hpylori and crds [end],[start] of striving for polypharmacy [end],25345504
131,Interventions recommended for reducing the risk for cardiovascular complications in patients with type 2 diabetes mellitus include,[start] the most studied tree nut [end],[start] lipid control [end],12489382
132,Young Indigenous people living,[start] with the goal of improving understanding for the natural history of colorectal cancer [end],[start] in remote areas [end],22762229
133,the fasting blood glucose decreased,[start] with a high intake of fruit [end],[start] in Almond groups p < 0.05 [end],30360498
134,Strengthening the surveillance of NCDs is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a national priority along with recognising the urgent need [end],24299125
135,the same features develop,[start] the most common cancer in the world [end],[start] in overweight middle - aged humans [end],22893407
136,This study sought,[start] to assess the relationship between diet and apoptosis [end],"[start] to compare the effect of almonds , incorporated into a LCD , on cardio - metabolic measures in patients with T2DM [end]",30360498
137,the insulin regimens to mimic,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the pancreatic beta - cells ' response to a glucose load [end],15479774
138,This brief commentary discusses,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] current understanding of shared biological pathways focussing on hyperglycaemia [end],30135724
139,a complex disorder involves not,[start] the greatest potential for the same time [end],[start] just even the brain [end],27262256
140,that type II diabetes to be,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] polygenic [end],7813802
141,insulin resistance are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] synonymous with impaired glucose metabolism in T2DM [end],31336461
142,Some genes have become accepted,[start] important for proper management of the treatment of type 2 diabetes [end],[start] as contributors to diabetes risk [end],17331067
143,Genotype frequency data were examined,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] across all studies according to presence of serious DM - related complications [end],24023947
144,"All other parameters , including FIBTEM - MCF were",[start] on geographic race [end],[start] similar between the two groups [end],16988549
145,Precision Medicine is,[start] a significant association between hpylori and crds [end],[start] an emerging approach that includes decisions In this respect [end],29518575
146,the precise drug to be,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] effective for the reduction of the economic impact on a global scale [end],30515958
147,clinicians may see,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] a diverse array of presentations , suggesting different proportions of these two pathogenic factors Within this definition [end]",19425874
148,PM manages,[start] a clearer understanding of the association studies [end],"[start] """"""""""""""""""""""""""""""a wealth of """""""""""""""""""""""""""""""" omics """""""""""""""""""""""""""""""" data ( genomic ) to increase the number of clinically validated biomarkers in order"""""""""""""""""""""""""""""" [end]",29518575
149,Studies are needed,[start] to be improved including meeting records presently [end],[start] to examine the consequences of these changes in body composition on physical mortality risk [end],25453300
150,physicians must stress,[start] a significant association between hpylori and crds [end],[start] the nonpharmacologic approaches of regular exercise [end],10348076
151,This study investigates perceiving,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the cause of type 2 diabetes as primarily genetic or environmental influences attitudes towards the controllability of the condition [end],23868079
152,The main purpose of this study was,[start] to be improved including meeting records presently [end],[start] to investigate the indirect effects of psychosocial factors on self - care behavior in Turkish patients with type 2 diabetes mellitus [end],24084701
153,hemoglobin A1c is not,[start] by the presence of the outpatient clinic [end],"[start] at goal , a sodium - glucose cotransporter - 2 inhibitor or a dipeptidyl peptidase [end]",30409037
154,this information will be,[start] a significant association between hpylori and crds [end],[start] available in 2010 when the Anglo - Danish - Dutch Study of Intensive Treatment and Complication reports its findings [end],19276801
155,The dose of insulin or sulfonylureas to be lowered,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] when used with SGLT2 inhibitors [end],29196150
156,Agents may affect,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the kidney in diabetes [end],29227582
157,Measures included,[start] respiratory symptoms [end],[start] the Revised Illness Perception questionnaire [end],29775677
158,The agents reduce insulin resistance normalizing,[start] a major goal of improving understanding for practice [end],[start] membrane structure [end],24523032
159,a lifestyle to be,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] typical of families of children with T2DM [end],12762953
160,an individual was perceived,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] as less responsible for the development of type 2 diabetes [end],23868079
161,pharmacological interventions can delay,[start] the greatest potential for the time [end],[start] its progression [end],15056594
162,targeting cardiovascular risk factors is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] an important component in the decision making an individualized challenge [end],27376421
163,the HERS study examined respectively,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] on cardiovascular events [end],16208307
164,Systemic inflammation has been implicated,[start] to a significant impact of a major health conditions particularly in the general population [end],[start] in the pathophysiology of atherosclerosis [end],19393492
165,Medications to manage,[start] the development of diabetes [end],[start] T2DM utilize different pharmacologic approaches [end],23347242
166,their consequences with regard to diabetic complications remain,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] to be determined [end],16988549
167,the current Canadian Diabetes Association Clinical Practice Guidelines to provide,[start] a significant association between hpylori and crds [end],[start] a basis for funding policies [end],20958092
168,Physical therapists must advocate,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] for regular physical activity as a key component of the treatment of chronic diseases in all patient interactions [end],31775555
169,Some genes that have become accepted as contributors to diabetes risk include,[start] the most studied tree nut [end],[start] calpain 10 inwardly rectifying potassium channel subunit Kir6 .2 and hepatic transcription factor 1 [end],17331067
170,This review aims,[start] to assess the relationship between diet and apoptosis [end],[start] to summarize the available evidence on the safety of the major drugs [end],27376421
171,a common chronic disease resulting,[start] from a systematic reviews using the respective roles of inhaled antibiotics for the resected specimen [end],[start] from a complex inheritance - environment interaction along with other risk factors such as obesity [end],25249787
172,Readers are,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] interested in these primary resources for more detail [end],25732301
173,Future research must investigate,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the impact of Cycle of Care on patient care in general practice [end],29417379
174,Insulin resistance increases,[start] the most common cancer in the world [end],[start] a person 's risk for developing type 2 diabetes [end],11800065
175,The medical community faces,[start] to be improved including meeting records presently [end],[start] an emerging epidemic of type 2 diabetes mellitus [end],15751600
176,advanced glycation end - products result,[start] for the study [end],[start] in thrombosis [end],30409037
177,Osteoporosis are,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] now prevalent in aging [end],21778617
178,Goldschmidt summarize,[start] the potential benefits mechanisms of inhaled antibiotics for the management of colorectal cancer [end],[start] the diagnosis In this article [end],16329529
179,Comorbidities such as hypertension are,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] prevalent in this group [end],20966485
180,currently known associations explain,[start] a major goal of improving understanding for the association with diabetes [end],[start] only a small amount of the genetic variance [end],19564886
181,Genomics data together with the potential of other clinical evidence - based data will lead,[start] to assess the relationship between t1 dm and mortality [end],[start] to diabetes care improvement in the context of personalized medicine in the near future [end],28282717
182,Health professionals have,[start] a significant association between hpylori and crds [end],"[start] a key role in enabling and optimising person - centred approaches , educating and augmenting the essential skills every person [end]",27231735
183,Online patient education has,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] wide ranging benefits for people with Type 2 DM or CVD [end],30131299
184,"Multiple risk factors of diabetes , delayed diagnosis make",[start] important for proper management of the treatment of type 2 diabetes [end],[start] it necessary to develop appropriate prevention measures for the control of type 2 diabetes [end],25249787
185,sleep broadly fell,[start] for analyzing the etiology of t1dm [end],"[start] into five categories ; sleep assessment , sleep as co-morbidities of shift work [end]",33157114
186,individual review article known,[start] to determine how far the apparently high risk factor for the development of colorectal cancer [end],[start] to the authors [end],28914196
187,non-insulin-dependent ) diabetes mellitus is,[start] a significant association between hpylori and crds [end],[start] the major form of the disease in all societies [end],2406178
188,other glucose lowering,[start] a major goal of improving understanding for practice [end],[start] medications [end],29196150
189,the results derived from ambulatory evaluations of treatment programmes can not be automatically tansferred,[start] by european groups [end],[start] to patients [end],14555298
190,adults aged,[start] by european groups [end],[start] 20 years [end],15671192
191,Insulin resistance is,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] a major contributor to progression to complications of diabetes [end],10348076
192,Those 17 studies involved,[start] with a composite index in the first [end],[start] 46732 type 2 diabetes [end],27518283
193,This new information to be translated,[start] a significant association between hpylori and crds [end],[start] in the real world into well defined strategies for treating high risk population [end],16208307
194,This review examines,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the evidence that elevated plasma NEFA can inhibit glucose - stimulated insulin secretion by pancreatic impair glucose - glucose disposal by peripheral tissues [end],9609356
195,Clinical application describes,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the health impact of diabetes - related complications [end],31775555
196,Recent studies have shown,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,"[start] that in addition to obesity , genetics , and islet dysfunction , the disturbance of intestinal flora may partly give rise to diabetes [end]",31247468
197,This brief commentary discusses current understanding of shared biological pathways focussing,[start] substantially between eastern and western countries owing to numerous factors including government incentives to carry out population wide screening programmes,[start] on hyperglycaemia [end],30135724
198,Metformin is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the first choice of medication in T2DM patients [end],28093996
199,physical exercise ( or lack of it plays,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a pivotal role in both the pathogenesis and therapy of type 2 diabetes mellitus [end],24523032
200,timing have been shown,[start] to be improved including meeting records presently [end],[start] to impact glycaemic control [end],33157114
201,Cochrane Database were searched,[start] on the chain of potential [end],[start] between January 2005 and May 2018 [end],30131299
202,the known complications of diabetes are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] extraordinarily like those [end],22893407
203,Both biological factors are,[start] a significant association between hpylori and crds [end],[start] responsible for gender differences in diabetes risk [end],27159875
204,Diabetes is associated,[start] with a high intake of fruit [end],"[start] with complications , including stroke [end]",29417379
205,women have,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] greater increases of cardiovascular risk , myocardial infarction , and stroke mortality than men compared with nondiabetic subjects [end]",27159875
206,The global prevalence of diabetes has risen,[start] a significant association between hpylori and crds [end],[start] in adults from 4.7 % in 1980 to 8.5 % in 2014 [end],30409037
207,High levels reduced,[start] respiratory clinicians involved in care setting [end],[start] SCBs [end],18413226
208,Interventions recommended for reducing the risk for cardiovascular complications in patients with type 2 diabetes mellitus include,[start] the most studied tree nut [end],[start] aspirin therapy [end],12489382
209,China are leading,[start] to be improved including meeting records presently [end],[start] this surge in diabetes [end],16573308
210,Diabetes to be,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],"[start] responsible for 278,778 years of potential life [end]",24299125
211,This paper discusses,[start] the association between polypharmacy and all cause of cancer related deaths in the united states [end],[start] the benefits of exercise therapy on glycemic control [end],19479186
212,other variables influencing,[start] the development of diabetes [end],[start] health processes [end],17559889
213,Drs Laurencin summarize,[start] the development of the predominant factor was found to be infection of a large scale [end],[start] the diagnosis In this article [end],16329529
214,"Additionally certain individual food groups of the diet , such as dietary fiber may protect",[start] for the treatment of type 2 diabetes mellitus [end],"[start] against the development of diabetes , possibly through the amelioration of their anti-inflammatory actions [end]",19531025
215,a complex disorder involves not,[start] the greatest potential for the same time [end],[start] just the pancreas system [end],27262256
216,Future work is needed,[start] to be improved including meeting records presently [end],[start] to generate best practices [end],29914779
